Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Shouting Index,Creation Index,Passing Index,Possession Index,Defense Index,Global Index
Andreas Cornelius,DEN,FC Copenhagen,UEFA Champions League,AM,Forward,30,82,1,32,25,44,28,44,32
Andreas Hanche-Olsen,NOR,Mainz 05,German Bundesliga,CB,Defender,27,992,1,70,24,23,14,49,38
Andreas Müller,GER,Darmstadt 98,German Bundesliga,CM,Midfielder,23,349,1,33,17,37,32,68,43
Andreas Ntoi,GRE,Olympiacos,"UEFA Europa Conference League, UEFA Europa League",CB,Defender,21,459,1,37,43,39,37,47,42
Andreas Pereira,BRA,Fulham,English Premier League,AM,Forward,28,2613,1,37,68,80,63,40,58
Andreas Schjelderup,NOR,Nordsjælland,UEFA Europa Conference League,LW,Forward,19,366,1,38,89,61,73,50,64
Andreas Skov Olsen,DEN,Club Brugge,UEFA Europa Conference League,RW,Forward,24,459,1,92,80,79,91,52,84
Andreas Ulmer,AUT,RB Salzburg,UEFA Champions League,LB,Defender,38,218,1,25,57,41,45,49,44
Andrei Ratiu,ROU,Rayo Vallecano,Spanish La Liga,RB,Defender,25,630,1,41,67,46,62,33,45
Andrej Ilic,SRB,Lille,French Ligue 1,AM,Forward,24,9,1,30,12,16,3,9,16
Andrej Kramarić,CRO,Hoffenheim,German Bundesliga,AM,Forward,32,2199,1,84,77,80,74,42,77
Andrej Đurić,MNE,Spartak Trnava,UEFA Europa Conference League,CB,Defender,20,260,1,37,18,15,8,36,25
Andres Dumitrescu,ROU,Slavia Prague,UEFA Europa League,WB,Midfielder,22,330,1,32,40,41,46,40,40
Andres Sfait,ROU,Salernitana,Italian Serie A,CM,Midfielder,19,23,1,35,43,53,33,45,43
Andrew Hjulsager,DEN,Gent,UEFA Europa Conference League,WB,Midfielder,28,130,1,24,69,61,85,85,70
Andrew Omobamidele,IRL,Nott'ham Forest,English Premier League,CB,Defender,21,783,1,31,24,25,13,34,27
Andrew Robertson,SCO,Liverpool,"English Premier League, UEFA Europa League",LB,Defender,30,1996,1,84,82,86,93,47,71
Andrey Santos,BRA,"Nott'ham Forest, Strasbourg","English Premier League, French Ligue 1",CM,Midfielder,20,839,1,69,49,64,58,74,65
Andri Rafn Yeoman,ISL,Breiðablik,UEFA Europa Conference League,LB,Defender,31,277,1,41,52,60,28,47,45
Andrija Balić,CRO,Zrinjski Mostar,UEFA Europa Conference League,CM,Midfielder,26,53,1,47,22,13,5,57,32
Andrija Živković,SRB,PAOK,UEFA Europa Conference League,RW,Forward,27,652,1,65,60,69,60,82,64
Andros Townsend,ENG,Luton Town,English Premier League,AM,Forward,32,1210,1,44,54,57,62,64,54
András Schäfer,HUN,Union Berlin,German Bundesliga,CM,Midfielder,25,1214,1,51,73,48,65,65,61
André Ayew,GHA,Le Havre,French Ligue 1,AM,Forward,34,1104,1,79,34,44,26,59,49
André Castro,POR,Braga,UEFA Champions League,DM,Midfielder,35,5,1,100,11,33,57,33,44
André Franco,POR,Porto,UEFA Champions League,RM,Forward,25,236,1,24,54,77,59,62,51
André Gomes,POR,Everton,English Premier League,AM,Forward,30,508,1,60,48,71,61,66,59
André Horta,POR,"Braga, Olympiacos","UEFA Champions League, UEFA Europa Conference League",AM,Forward,27,403,1,34,72,86,90,75,67
André Ramalho,BRA,PSV Eindhoven,UEFA Champions League,CB,Defender,31,423,1,28,40,43,41,52,44
André Silva,POR,Real Sociedad,"Spanish La Liga, UEFA Champions League",AM,Forward,28,821,1,50,30,35,23,36,36
Andrés Andrade Cedeño,PAN,LASK,UEFA Europa League,CB,Defender,25,465,1,30,44,31,26,80,50
Andrés Guardado,MEX,Betis,"Spanish La Liga, UEFA Europa League",DM,Midfielder,37,721,1,29,50,75,56,70,60
Andy Diouf,FRA,Lens,"French Ligue 1, UEFA Champions League, UEFA Europa League",CM,Midfielder,20,1433,1,57,68,64,84,47,62
Andy Pelmard,FRA,Clermont Foot,French Ligue 1,CB,Defender,24,2989,1,35,38,47,50,49,46
Anel Ahmedhodžić,BIH,Sheffield Utd,English Premier League,CB,Defender,25,2649,1,49,48,25,24,58,43
Angel Gomes,ENG,Lille,"French Ligue 1, UEFA Europa Conference League",DM,Midfielder,23,3054,1,45,81,79,75,22,55
Angeliño,ESP,"Galatasaray, Roma","Italian Serie A, UEFA Champions League, UEFA Europa League",LB,Defender,27,1698,1,41,72,62,62,46,53
Angelo Fulgini,FRA,Lens,"French Ligue 1, UEFA Champions League, UEFA Europa League",AM,Forward,27,1725,1,44,71,79,80,74,66
Angelo Ogbonna,ITA,West Ham,"English Premier League, UEFA Europa League",CB,Defender,35,861,1,32,23,20,14,31,25
Angelo Stiller,GER,"Hoffenheim, Stuttgart",German Bundesliga,CM,Midfielder,23,2778,1,42,73,83,72,54,64
Angus MacDonald,ENG,Aberdeen,UEFA Europa Conference League,CB,Defender,31,180,1,96,17,15,5,39,34
Anis Ben Slimane,TUN,Sheffield Utd,English Premier League,CM,Midfielder,23,419,1,39,51,26,35,70,48
Anouar Ait El Hadj,BEL,Genk,UEFA Europa Conference League,LW,Forward,21,17,1,40,41,68,62,62,50
Ansgar Knauff,GER,Eint Frankfurt,"German Bundesliga, UEFA Europa Conference League",AM,Forward,22,2449,1,56,60,46,57,74,57
Ansu Fati,ESP,"Barcelona, Brighton","English Premier League, Spanish La Liga, UEFA Europa League",AM,Forward,21,936,1,61,64,68,73,48,64
Antal Yaakobishvili,HUN,Girona,Spanish La Liga,CB,Defender,19,61,1,37,47,48,35,74,54
Ante Budimir,CRO,Osasuna,Spanish La Liga,AM,Forward,32,2435,1,81,41,29,14,45,46
Ante Crnac,CRO,Raków,UEFA Europa League,AM,Forward,19,291,1,18,37,50,18,48,31
Ante Rebić,CRO,Beşiktaş,UEFA Europa Conference League,LW,Forward,30,102,1,20,56,65,87,29,51
Anthony Baron,GLP,Servette FC,"UEFA Europa Conference League, UEFA Europa League",LB,Defender,31,142,1,42,68,85,86,47,63
Anthony Caci,FRA,Mainz 05,German Bundesliga,WB,Midfielder,26,2486,1,67,61,63,50,57,59
Anthony Elanga,SWE,Nott'ham Forest,English Premier League,RW,Forward,22,2433,1,44,64,45,55,55,53
Anthony Gordon,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",LW,Forward,23,3327,1,64,77,62,67,59,68
Anthony Jung,GER,Werder Bremen,German Bundesliga,CB,Defender,32,2579,1,60,42,57,51,43,50
Anthony Losilla,FRA,Bochum,German Bundesliga,CM,Midfielder,38,2576,1,43,39,35,12,58,40
Anthony Lozano,HON,"Almería, Getafe",Spanish La Liga,AM,Forward,31,864,1,57,27,37,20,47,38
Anthony Martial,FRA,Manchester Utd,"English Premier League, UEFA Champions League",AM,Forward,28,498,1,41,38,57,38,36,42
Anthony Olusanya,FIN,HJK,UEFA Europa Conference League,AM,Forward,23,35,1,39,59,73,47,62,54
Anthony Oyono,GAB,Frosinone,Italian Serie A,RB,Defender,22,1198,1,47,67,46,60,62,57
Anthony Rouault,FRA,Stuttgart,German Bundesliga,CB,Defender,22,1010,1,47,67,80,65,52,61
Anthony Valencia,ECU,Antwerp,UEFA Champions League,LM,Forward,20,38,1,30,25,43,59,22,35
Anto Grgić,SUI,Lugano,UEFA Europa Conference League,CM,Midfielder,26,239,1,38,42,68,40,45,47
Antoine Griezmann,FRA,Atlético Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,33,3462,1,80,69,78,64,58,72
Antoine Joujou,FRA,Le Havre,French Ligue 1,LM,Forward,21,779,1,28,66,49,76,80,54
Antoine Makoumbou,CGO,Cagliari,Italian Serie A,CM,Midfielder,25,2702,1,54,36,50,33,30,39
Antoine Mendy,SEN,Nice,French Ligue 1,RB,Defender,19,418,1,42,56,53,52,55,52
Antoine Semenyo,GHA,Bournemouth,English Premier League,RW,Forward,24,2105,1,81,68,51,65,64,68
Anton Bol,UKR,Zorya Luhansk,UEFA Europa Conference League,CB,Defender,20,286,1,37,52,41,34,67,50
Anton Gaaei,DEN,Ajax,"UEFA Europa Conference League, UEFA Europa League",RB,Defender,21,447,1,46,46,37,59,39,44
Anton Logi Lúðvíksson,ISL,Breiðablik,UEFA Europa Conference League,CM,Defender,20,524,1,28,49,58,47,47,47
Anton Nedyalkov,BUL,Ludogorets,UEFA Europa Conference League,LB,Defender,30,270,1,55,76,62,54,75,66
Anton Stach,GER,"Hoffenheim, Mainz 05",German Bundesliga,AM,Forward,25,2491,1,46,48,71,60,92,56
Antonee Robinson,USA,Fulham,English Premier League,LB,Defender,26,3265,1,45,82,59,75,78,69
Antoni Milambo,NED,Feyenoord,"UEFA Champions League, UEFA Europa League",AM,Defender,18,50,1,37,76,82,76,19,49
Antonin Cartillier,FRA,Monaco,French Ligue 1,WB,Midfielder,19,8,1,35,11,13,73,27,32
Antonino Gallo,ITA,Lecce,Italian Serie A,LB,Defender,24,2490,1,40,77,63,63,49,55
Antonio Blanco,ESP,Alavés,Spanish La Liga,DM,Midfielder,23,2426,1,33,44,51,21,61,45
Antonio Candreva,ITA,Salernitana,Italian Serie A,AM,Forward,37,2750,1,59,59,78,65,36,62
Antonio Ivancic,CRO,Zrinjski Mostar,UEFA Europa Conference League,CM,Midfielder,28,483,1,35,49,26,6,50,34
Antonio Marin,CRO,Dinamo Zagreb,UEFA Europa Conference League,LB,Forward,22,32,1,99,76,88,77,54,84
Antonio Nusa,NOR,Club Brugge,UEFA Europa Conference League,LW,Forward,19,223,1,83,68,61,83,43,72
Antonio Puertas,ESP,Granada,Spanish La Liga,AM,Forward,32,730,1,20,67,53,53,68,48
Antonio Raillo,ESP,Mallorca,Spanish La Liga,CB,Defender,32,2195,1,90,49,47,38,57,55
Antonio Rüdiger,GER,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,31,3749,1,44,50,51,44,26,39
Antonio Sanabria,PAR,Torino,Italian Serie A,AM,Forward,28,2133,1,36,25,47,26,47,34
Antonio Sánchez,ESP,Mallorca,Spanish La Liga,RM,Midfielder,27,1452,1,82,57,35,47,44,50
Antonio Tikvić,CRO,Udinese,Italian Serie A,WB,Midfielder,19,1,1,35,11,13,3,5,11
Antonios Papadopoulos,GER,Dortmund,German Bundesliga,CB,Defender,24,117,1,37,30,27,36,88,55
Antony,BRA,Manchester Utd,"English Premier League, UEFA Champions League",RW,Forward,24,1556,1,40,68,67,79,81,62
Antonín Barák,CZE,Fiorentina,"Italian Serie A, UEFA Europa Conference League",AM,Forward,29,1256,1,79,52,72,71,50,67
Antwoine Hackford,ENG,Sheffield Utd,English Premier League,AM,Forward,19,13,1,30,12,18,31,9,22
António Silva,POR,Benfica,"UEFA Champions League, UEFA Europa League",CB,Defender,20,847,1,26,37,53,53,52,48
Anwar El Ghazi,NED,Mainz 05,German Bundesliga,AM,Forward,28,54,1,26,64,73,80,16,54
Apostolos Apostolopoulos,GRE,Olympiacos,UEFA Europa Conference League,LB,Defender,21,14,1,37,16,13,55,26,30
Ar'jany Martha,NED,Ajax,UEFA Europa League,AM,Defender,20,59,1,37,83,40,26,39,39
Arb Manaj,KVX,KF Ballkani Therandë,UEFA Europa Conference League,CM,Defender,25,33,1,27,51,13,20,35,28
Arbnor Muja,ALB,Antwerp,UEFA Champions League,RW,Forward,24,357,1,73,37,39,63,38,53
Arbër Hoxha,ALB,Dinamo Zagreb,UEFA Europa Conference League,LW,Forward,25,271,1,65,65,36,49,54,56
Arbër Potoku,KVX,KF Ballkani Therandë,UEFA Europa Conference League,WB,Midfielder,29,142,1,35,36,56,52,64,52
Archie Brown,ENG,Gent,UEFA Europa Conference League,LB,Defender,21,475,1,50,75,67,85,43,59
Arda Güler,TUR,Real Madrid,Spanish La Liga,RW,Forward,19,377,1,95,62,62,80,64,75
Ardian Ismajli,ALB,Empoli,Italian Serie A,CB,Defender,27,2045,1,32,35,34,27,40,35
Aridane Hernández,ESP,Rayo Vallecano,Spanish La Liga,CB,Defender,35,1690,1,32,23,26,12,33,27
Arijon Ibrahimović,GER,Frosinone,Italian Serie A,LW,Forward,18,474,1,63,51,70,67,58,61
Aritz Elustondo,ESP,Real Sociedad,"Spanish La Liga, UEFA Champions League",RB,Defender,30,984,1,38,53,56,44,51,49
Arkadiusz Milik,POL,Juventus,Italian Serie A,AM,Forward,30,919,1,59,59,49,36,51,53
Armand Lauriente,FRA,Sassuolo,Italian Serie A,LW,Forward,25,2908,1,52,66,57,64,53,59
Armando Broja,ALB,"Chelsea, Fulham",English Premier League,AM,Forward,22,542,1,29,50,36,43,30,39
Armando Izzo,ITA,Monza,Italian Serie A,CB,Defender,32,1650,1,32,39,59,58,47,49
Armando Obispo,NED,PSV Eindhoven,UEFA Champions League,CB,Defender,24,91,1,26,42,68,61,29,44
Armel Bella Kotchap,GER,PSV Eindhoven,UEFA Champions League,CB,Defender,21,84,1,50,31,37,28,48,41
Armel Junior Zohouri,CIV,Sheriff Tiraspol,UEFA Europa League,RB,Defender,22,414,1,37,40,38,53,55,48
Armend Thaqi,KVX,KF Ballkani Therandë,UEFA Europa Conference League,RB,Defender,31,451,1,40,65,63,66,42,52
Arnau Martinez,ESP,Girona,Spanish La Liga,RB,Defender,21,1241,1,30,72,74,67,46,55
Arnau Puigmal,ESP,Almería,Spanish La Liga,AM,Forward,22,255,1,30,24,57,44,58,37
Arnaud Kalimuendo,FRA,Rennes,"French Ligue 1, UEFA Europa League",AM,Forward,22,2442,1,71,49,43,26,26,49
Arnaud Nordin,FRA,Montpellier,French Ligue 1,RW,Forward,25,1246,1,69,75,65,68,46,69
Arnaut Danjuma,NED,Everton,English Premier League,LM,Midfielder,26,595,1,56,64,25,52,18,37
Arne Engels,BEL,Augsburg,German Bundesliga,RM,Midfielder,20,1405,1,82,62,41,39,48,51
Arne Maier,GER,Augsburg,German Bundesliga,LM,Midfielder,25,1003,1,84,79,72,60,34,59
Arnór Sveinn Aðalsteinsson,ISL,Breiðablik,UEFA Europa Conference League,LM,Midfielder,37,9,1,25,11,15,14,44,25
Aron Dønnum,NOR,Toulouse,"French Ligue 1, UEFA Europa League",RW,Forward,26,2214,1,37,61,64,66,59,55
Arouna Sangante,SEN,Le Havre,French Ligue 1,CB,Defender,22,2687,1,35,49,56,50,63,54
Arsen Zakharyan,RUS,Real Sociedad,"Spanish La Liga, UEFA Champions League",LM,Midfielder,20,1447,1,50,75,48,61,33,49
Arsenii Batahov,UKR,Zorya Luhansk,UEFA Europa Conference League,CB,Defender,21,360,1,52,83,61,23,42,46
Artem Bondarenko,UKR,Shakhtar,"UEFA Champions League, UEFA Europa League",CM,Midfielder,23,393,1,18,38,49,45,48,42
Artem Dovbyk,UKR,Girona,Spanish La Liga,AM,Forward,26,2587,1,69,54,26,10,24,44
Arthur,BRA,Leverkusen,German Bundesliga,WB,Midfielder,21,184,1,40,78,52,82,47,58
Arthur Atta,FRA,Metz,French Ligue 1,CM,Midfielder,21,924,1,74,59,54,52,57,58
Arthur Cabral,BRA,Benfica,"UEFA Champions League, UEFA Europa League",AM,Forward,25,334,1,55,33,28,23,53,38
Arthur Masuaku,COD,Beşiktaş,UEFA Europa Conference League,LB,Defender,29,270,1,47,68,80,81,63,68
Arthur Melo,BRA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",DM,Midfielder,27,2504,1,62,58,78,69,55,64
Arthur Theate,BEL,Rennes,"French Ligue 1, UEFA Europa League",CB,Defender,23,2937,1,59,42,69,71,46,57
Arthur Vermeeren,BEL,"Antwerp, Atlético Madrid","Spanish La Liga, UEFA Champions League",CM,Midfielder,19,702,1,71,63,47,34,65,56
Artur Jędrzejczyk,POL,Legia Warsaw,UEFA Europa Conference League,CB,Defender,36,377,1,29,30,47,33,32,35
Asaf Arania,ISR,Darmstadt 98,German Bundesliga,CM,Midfielder,18,6,1,35,11,31,64,5,27
Asger Sørensen,DEN,Sparta Prague,UEFA Europa League,CB,Defender,27,647,1,31,20,49,37,33,36
Ashley Young,ENG,Everton,English Premier League,RB,Defender,38,2280,1,34,68,46,46,52,48
Asier Osambela,ESP,Osasuna,Spanish La Liga,LM,Midfielder,20,9,1,35,27,33,49,71,48
Asier Villalibre,ESP,Athletic Club,Spanish La Liga,AM,Forward,26,513,1,70,50,47,27,33,50
Aslak Witry,NOR,Ludogorets,UEFA Europa Conference League,RB,Defender,27,715,1,27,87,69,71,58,61
Assane Diao,SEN,Betis,"Spanish La Liga, UEFA Europa Conference League, UEFA Europa League",RW,Forward,18,1390,1,37,52,39,61,72,48
Aster Vranckx,BEL,Wolfsburg,German Bundesliga,CM,Midfielder,21,1153,1,42,35,44,31,63,46
Atakan Karazor,NAN,Stuttgart,German Bundesliga,DM,Midfielder,27,2623,1,32,46,68,59,66,58
Atomu Tanaka,JPN,HJK,UEFA Europa Conference League,AM,Forward,36,43,1,36,33,69,57,34,45
Attila Szalai,HUN,"Freiburg, Hoffenheim",German Bundesliga,CB,Defender,26,391,1,52,59,60,54,29,45
Aurele Amenda,SUI,Young Boys,"UEFA Champions League, UEFA Europa League",CB,Defender,20,494,1,55,27,43,18,68,49
Aurélien Pelon,FRA,Lorient,French Ligue 1,CB,Defender,19,90,1,37,28,16,11,20,20
Aurélien Tchouaméni,FRA,Real Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,24,2590,1,72,38,67,62,49,57
Aurélio Buta,POR,Eint Frankfurt,"German Bundesliga, UEFA Europa Conference League",WB,Midfielder,27,2056,1,61,51,53,65,59,58
Auston Trusty,USA,Sheffield Utd,English Premier League,CB,Defender,25,2572,1,38,35,24,18,51,36
Avishay Cohen,ISR,Maccabi Tel Aviv,UEFA Europa Conference League,RB,Defender,28,432,1,48,87,60,70,75,68
Axel Camblan,FRA,Brest,French Ligue 1,LW,Forward,20,90,1,18,33,32,75,61,37
Axel Disasi,FRA,Chelsea,English Premier League,CB,Defender,26,2579,1,53,46,62,69,41,53
Axel Gueguin,FRA,Montpellier,French Ligue 1,AM,Defender,18,132,1,37,59,31,43,82,56
Axel Guessand,FRA,Udinese,Italian Serie A,CB,Defender,18,45,1,51,26,44,50,63,53
Axel Witsel,BEL,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,35,3668,1,66,27,47,48,36,44
Ayanda Sishuba,BEL,Lens,French Ligue 1,AM,Forward,19,62,1,39,66,38,95,59,58
Ayase Ueda,JPN,Feyenoord,"UEFA Champions League, UEFA Europa League",AM,Forward,25,256,1,37,41,31,28,30,35
Ayman Aourir,GER,Leverkusen,UEFA Europa League,DM,Midfielder,19,3,1,35,11,19,68,22,31
Ayman El Wafi,MAR,Lugano,UEFA Europa Conference League,CB,Defender,19,16,1,37,16,21,43,55,41
Ayman Kari,FRA,Lorient,French Ligue 1,AM,Forward,19,893,1,45,60,70,67,76,60
Aymen Barkok,MAR,Mainz 05,German Bundesliga,AM,Forward,25,321,1,53,64,73,76,81,65
Aymeric Laporte,ESP,Manchester City,English Premier League,CB,Defender,29,12,1,67,31,32,54,32,41
Ayoub El Kaabi,MAR,Olympiacos,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,30,1275,1,88,27,23,14,42,43
Ayoze Pérez,ESP,Betis,"Spanish La Liga, UEFA Europa League",LW,Forward,30,2579,1,75,70,59,65,76,69
Aytuğ Kömeç,TUR,Beşiktaş,UEFA Europa Conference League,CB,Defender,19,8,1,37,16,32,43,4,23
Ayyoub Bouaddi,FRA,Lille,"French Ligue 1, UEFA Europa Conference League",DM,Midfielder,16,582,1,35,40,72,66,50,54
Azor Matusiwa,NED,"Reims, Rennes","French Ligue 1, UEFA Europa League",CM,Midfielder,26,2287,1,58,41,68,51,68,60
Azzedine Ounahi,MAR,Marseille,"French Ligue 1, UEFA Europa League",CM,Midfielder,24,1841,1,70,65,74,81,33,60
Aïman Maurer,MAR,Clermont Foot,French Ligue 1,AM,Forward,19,56,1,44,42,43,74,48,49
Aïssa Laïdouni,TUN,Union Berlin,"German Bundesliga, UEFA Champions League",CM,Midfielder,27,1347,1,36,72,54,58,55,55
Aïssa Mandi,ALG,Villarreal,"Spanish La Liga, UEFA Europa League",CB,Defender,32,1518,1,73,46,66,51,29,48
Baba Rahman,GHA,PAOK,UEFA Europa Conference League,LB,Defender,29,672,1,76,87,69,81,49,66
Badavi Huseynov,AZE,Qarabağ,UEFA Europa League,CB,Defender,32,570,1,39,27,30,12,30,27
Badredine Bouanani,ALG,"Lorient, Nice",French Ligue 1,AM,Forward,19,604,1,46,65,75,85,56,64
Bafodé Diakité,FRA,Lille,"French Ligue 1, UEFA Europa Conference League",CB,Defender,23,2117,1,93,53,73,65,44,61
Bajram Jashanica,KVX,KF Ballkani Therandë,UEFA Europa Conference League,CB,Defender,33,540,1,28,33,36,45,81,55
Baktiyor Zainutdinov,KAZ,Beşiktaş,UEFA Europa Conference League,LB,Defender,25,270,1,26,63,49,63,44,48
Bamba Dieng,SEN,Lorient,French Ligue 1,AM,Forward,24,549,1,83,51,34,21,37,51
Bambasé Conté,GER,Hoffenheim,German Bundesliga,AM,Forward,20,48,1,27,46,77,93,70,56
Bamo Meïté,CIV,"Lorient, Marseille","French Ligue 1, UEFA Europa League",CB,Defender,22,1089,1,24,30,53,66,63,54
Baptiste Santamaria,FRA,Rennes,"French Ligue 1, UEFA Europa League",CM,Midfielder,29,2284,1,38,47,64,53,68,57
Barnabás Varga,HUN,Ferencváros,UEFA Europa Conference League,AM,Forward,30,368,1,69,43,46,19,41,47
Bart Nieuwkoop,NED,Feyenoord,"UEFA Champions League, UEFA Europa League",RB,Defender,27,228,1,37,41,32,46,44,41
Bart Schenkeveld,NED,Panathinaikos,UEFA Europa League,CB,Defender,32,540,1,40,19,42,34,33,35
Bartol Franjić,CRO,Darmstadt 98,German Bundesliga,CM,Midfielder,24,1229,1,30,29,39,24,48,36
Bartosz Bereszyński,POL,Empoli,Italian Serie A,CB,Defender,31,1762,1,44,48,50,35,53,47
Bartosz Kapustka,POL,Legia Warsaw,UEFA Europa Conference League,RW,Forward,27,94,1,37,37,75,48,68,47
Bartosz Nowak,POL,Raków,UEFA Europa League,LW,Forward,30,194,1,28,42,63,67,32,45
Bartosz Slisz,POL,Legia Warsaw,UEFA Europa Conference League,CM,Midfielder,24,462,1,37,27,65,55,63,54
Barış Alper Yılmaz,TUR,Galatasaray,"UEFA Champions League, UEFA Europa League",RW,Forward,23,307,1,25,46,34,54,80,41
Bassirou Ndiaye,SEN,Lorient,French Ligue 1,AM,Forward,21,152,1,30,29,39,38,76,35
Bastien Meupiyou,FRA,Nantes,French Ligue 1,CB,Defender,17,8,1,37,16,29,48,26,32
Bebé,CPV,Rayo Vallecano,Spanish La Liga,LM,Midfielder,33,212,1,99,70,38,82,22,54
Becir Omeragic,SUI,Montpellier,French Ligue 1,CB,Defender,22,2312,1,37,38,43,36,50,43
Ben Brereton,CHI,"Sheffield Utd, Villarreal","English Premier League, Spanish La Liga, UEFA Europa League",AM,Forward,25,1593,1,60,54,48,40,40,51
Ben Chilwell,ENG,Chelsea,English Premier League,LB,Defender,27,756,1,42,79,62,80,41,56
Ben Davies,ENG,Rangers,UEFA Europa League,CB,Defender,28,540,1,35,42,55,33,63,50
Ben Davies,WAL,Tottenham,English Premier League,CB,Defender,31,1090,1,48,63,75,69,58,63
Ben Doak,SCO,Liverpool,"English Premier League, UEFA Europa League",RW,Forward,18,181,1,36,36,25,47,28,36
Ben Godfrey,ENG,Everton,English Premier League,RB,Defender,26,1120,1,38,54,40,39,64,50
Ben Johnson,ENG,West Ham,"English Premier League, UEFA Europa League",RB,Defender,24,646,1,54,47,47,80,53,57
Ben Lederman,POL,Raków,UEFA Europa League,CM,Midfielder,23,87,1,34,48,65,68,33,49
Ben Mee,ENG,Brentford,English Premier League,CB,Defender,34,1272,1,80,49,51,36,58,55
Ben Osborn,ENG,Sheffield Utd,English Premier League,WB,Midfielder,29,1367,1,30,44,41,33,33,36
Ben Parkinson,ENG,Newcastle Utd,English Premier League,AM,Forward,18,25,1,30,12,14,5,20,17
Ben White,ENG,Arsenal,"English Premier League, UEFA Champions League",RB,Defender,26,3742,1,79,80,78,70,34,59
Bence Sós,HUN,TSC,UEFA Europa League,AM,Forward,29,57,1,30,50,72,30,86,47
Bendegúz Bolla,HUN,Servette FC,"UEFA Europa Conference League, UEFA Europa League",LM,Midfielder,24,701,1,45,57,39,61,47,49
Benedict Hollerbach,GER,Union Berlin,German Bundesliga,AM,Forward,23,1282,1,70,53,47,66,60,60
Benedikt Gimber,GER,Heidenheim,German Bundesliga,CB,Defender,27,2021,1,53,49,22,17,48,37
Benicio Boaitey,ENG,Brighton,English Premier League,RW,Forward,20,40,1,37,57,61,84,31,55
Benito Ramírez,ESP,Las Palmas,Spanish La Liga,LW,Forward,28,384,1,69,47,48,76,64,60
Benjamin André,FRA,Lille,"French Ligue 1, UEFA Europa Conference League",DM,Midfielder,33,3359,1,72,42,72,71,81,71
Benjamin Bourigeaud,FRA,Rennes,"French Ligue 1, UEFA Europa League",RM,Midfielder,30,2894,1,80,77,77,68,29,60
Benjamin Henrichs,GER,RB Leipzig,"German Bundesliga, UEFA Champions League",RB,Defender,27,3017,1,53,94,65,76,65,68
Benjamin Mendy,FRA,Lorient,French Ligue 1,WB,Midfielder,29,711,1,89,71,63,87,28,61
Benjamin Nygren,SWE,Nordsjælland,UEFA Europa Conference League,RM,Midfielder,22,366,1,98,77,62,56,41,61
Benjamin Pavard,FRA,Inter,"Italian Serie A, UEFA Champions League",CB,Defender,28,2152,1,42,59,73,72,54,60
Benjamin Stambouli,FRA,Reims,French Ligue 1,CM,Midfielder,33,286,1,39,39,42,27,65,46
Benjamin Tahirovic,BIH,Ajax,"UEFA Europa Conference League, UEFA Europa League",CM,Midfielder,21,507,1,37,16,37,24,51,36
Benjamin Tetteh,GHA,Metz,French Ligue 1,AM,Forward,26,278,1,26,31,44,32,57,34
Benjamin Šeško,SVN,RB Leipzig,"German Bundesliga, UEFA Champions League",AM,Forward,20,1930,1,90,51,27,24,42,53
