Player,Nationality,Team,League,Position,General Position,Age,Minutes,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalties Kicks Conceded,Penalties Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Aaron Anselmino,ARG,Dortmund,"German Bundesliga, UEFA Champions League",CB,Defender,20,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,6.32,0.53,0.0,0.0,0.05,0.0,65.79,73.68,6.84,0.0,0.0,0.53,0.0,71.58,2.11,2.11,26.32,27.89,37.89,42.63,1.58,2.11,1122.63,387.37,47.89,2.11,232.63,146.84,1.05,0.0,0.53,0.53,0.0,2.63,2.63,2.63,0.0,0.0,2.11,2.63,0.53,1.05,0.0,0.0,5.26,0.53,6.32,1.05,0.0,1.05,62.11,0.53,84.21,4.21,27.89,51.58,4.74,0.0,84.21,0.0,0.0,0.0,2.11,1.05,0.0,0.0,0.0,0.0,2.11,1.05,3.16,9.47,0.53,0.53,4.74,0.0,1,0.0,66.77,0.0,94.37,88.88,74.88,90.11,100.0
Aaron Hickey,SCO,Brentford,English Premier League,LB,Defender,23,188,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,2.87,0.96,0.0,0.0,0.0,0.0,33.03,41.65,1.91,0.0,0.0,0.48,0.0,34.47,7.18,0.96,17.23,19.15,11.97,15.32,3.35,5.74,559.63,191.01,22.98,0.0,117.77,48.83,0.0,0.0,0.48,0.0,0.48,1.91,0.96,1.91,0.0,0.0,1.91,2.87,0.96,0.48,1.44,0.0,2.39,0.0,3.35,2.39,0.96,3.35,29.68,2.39,52.66,1.91,22.02,24.41,6.22,0.0,52.66,0.48,0.0,0.0,0.96,0.96,0.0,0.0,0.0,0.0,1.44,0.96,2.39,4.31,0.96,0.96,2.87,0.0,1,0.0,60.25,0.0,89.97,78.13,58.36,60.04,0.0
Aaron McEneff,IRL,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,CM,Midfielder,30,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,1.01,0.0,0.0,1.01,0.0,0.0,23.26,27.3,3.03,0.0,0.0,1.01,0.0,22.25,5.06,0.0,7.08,7.08,13.15,14.16,3.03,5.06,461.12,102.13,9.1,0.0,13.15,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,2.02,2.02,0.0,0.0,0.0,3.03,1.01,0.0,1.01,19.21,2.02,35.39,1.01,12.13,16.18,7.08,0.0,35.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,1.01,0.0,0.0,0.0,1,0.0,0.0,0.0,100.0,92.87,59.88,0.0,0.0
Aaron Wan-Bissaka,ENG,West Ham,English Premier League,RB,Defender,27,471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.57,1.72,1.34,0.96,2.29,0.06,0.04,42.23,53.31,3.06,0.19,0.19,1.72,0.19,40.51,12.61,0.19,27.13,30.19,11.46,15.29,2.1,3.44,589.68,213.44,28.28,1.72,143.12,72.04,0.96,0.0,1.72,0.57,0.76,0.96,0.76,0.19,0.57,0.19,0.76,0.76,0.0,0.96,1.15,0.19,4.59,0.19,2.68,1.15,0.38,1.53,35.92,5.73,64.2,3.44,19.49,25.8,19.3,1.15,64.2,0.0,0.0,0.0,0.76,0.57,0.19,0.0,0.0,0.0,0.96,0.57,1.53,10.51,1.53,3.44,1.53,0.0,1,0.0,62.75,0.0,89.86,74.95,61.05,88.37,33.14
Aaron Zehnter,GER,Wolfsburg,German Bundesliga,LB,Defender,21,448,0.2,0.0,1.0,0.4,0.04,0.04,0.0,0.0,1.41,0.2,0.6,1.61,0.2,0.0,1.41,0.02,0.04,36.76,47.81,1.0,0.0,0.0,1.81,0.2,38.57,9.04,0.6,13.86,15.67,18.88,21.7,3.82,8.44,702.92,208.12,27.32,1.41,110.09,63.88,1.61,0.4,0.6,0.6,0.0,0.6,0.4,0.4,0.2,0.0,0.4,1.0,0.6,1.61,1.21,0.6,2.21,0.0,4.02,0.6,0.0,0.6,29.93,2.81,55.25,3.42,23.1,21.29,11.25,1.21,55.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,1.0,5.22,1.61,1.81,0.8,0.16,1,0.2,40.0,0.0,88.45,87.0,45.26,50.0,100.0
Aarón Martín,ESP,Genoa,Italian Serie A,LB,Defender,28,506,0.0,0.0,0.53,0.36,0.04,0.04,0.0,0.0,3.56,0.0,1.96,3.38,0.53,0.18,6.23,0.21,0.32,40.02,56.74,3.38,0.36,0.18,1.42,0.18,39.84,16.72,2.85,16.19,18.14,19.21,23.83,4.27,12.45,739.03,302.19,33.79,1.25,179.64,64.03,1.25,0.0,0.89,0.89,0.0,1.78,1.25,0.89,0.71,0.18,0.53,0.71,0.18,0.36,1.07,0.53,2.31,0.0,4.09,1.07,1.25,2.31,36.11,3.74,64.39,1.78,18.85,29.53,16.54,0.71,64.39,0.18,0.0,0.0,1.42,0.89,0.0,0.0,0.0,0.0,0.18,1.25,1.42,8.36,3.56,1.42,1.78,-0.04,1,0.0,12.68,0.0,89.25,80.61,34.3,71.49,100.0
Abdallah Sima,SEN,Lens,French Ligue 1,AM,Forward,24,128,0.7,0.0,2.11,1.41,0.14,0.14,0.0,0.0,2.81,0.0,1.41,1.41,0.7,0.0,0.7,0.0,0.07,16.17,24.61,2.11,0.7,0.0,2.11,0.0,24.61,0.0,0.0,10.55,14.77,4.92,5.62,0.7,1.41,225.0,34.45,15.47,1.41,95.62,22.5,2.11,0.7,1.41,0.0,1.41,1.41,1.41,0.7,0.0,0.7,0.0,1.41,1.41,0.0,1.41,0.0,4.22,0.0,0.7,4.92,0.0,4.92,27.42,7.73,45.0,0.7,7.03,17.58,21.09,3.52,45.0,1.41,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.25,2.81,4.92,1.41,0.56,1,0.7,100.0,0.0,71.43,87.54,49.65,50.0,0.0
Abde Ezzalzouli,MAR,Betis,"Spanish La Liga, UEFA Europa League",LW,Forward,23,578,0.47,0.16,3.27,1.09,0.42,0.42,0.0,0.0,3.74,0.31,1.56,1.71,0.78,0.16,2.18,0.19,0.28,27.09,35.03,2.49,0.16,0.16,1.71,0.31,33.79,0.93,0.31,18.69,20.87,4.67,7.16,1.09,1.56,321.7,88.13,32.08,4.98,240.88,134.84,3.27,2.18,4.83,2.02,2.18,2.02,1.09,0.93,0.47,0.62,0.78,1.4,0.62,0.47,1.56,0.16,0.93,0.0,4.52,2.96,2.34,5.29,38.3,9.65,51.07,1.09,5.61,20.24,26.31,5.14,51.07,0.0,0.0,0.0,0.78,3.74,0.31,0.0,0.0,0.0,1.25,1.56,2.8,17.13,4.05,8.25,1.87,0.05,1,0.47,44.64,0.0,89.55,65.22,69.87,54.68,41.82
Abde Rebbach,ALG,Alavés,Spanish La Liga,LM,Midfielder,27,359,0.0,0.0,2.26,0.5,0.15,0.15,0.0,0.0,4.26,0.0,2.01,3.01,1.0,0.25,6.77,0.15,0.13,27.33,39.36,3.01,0.0,0.0,1.75,0.25,33.84,5.26,1.5,15.54,18.3,8.52,11.78,2.76,6.52,432.95,104.04,27.58,3.76,188.02,113.82,2.01,1.75,4.01,1.25,2.51,2.51,1.0,1.25,0.75,0.5,0.5,1.25,0.75,1.25,1.0,0.0,0.75,0.0,5.77,1.25,1.5,2.76,33.09,5.77,53.4,0.75,7.52,20.81,25.82,3.76,53.4,0.25,0.0,0.0,3.51,1.75,0.0,0.0,0.0,0.0,1.0,1.25,2.26,12.53,4.26,6.77,1.5,-0.15,1,0.0,44.25,0.0,84.92,72.33,42.33,39.89,31.17
Abdel Abqar,MAR,Getafe,Spanish La Liga,CB,Defender,26,432,0.0,0.21,1.25,0.21,0.04,0.04,0.0,0.0,0.42,0.21,0.21,1.46,0.0,0.0,0.0,0.06,0.04,21.04,29.38,1.25,0.0,1.46,0.0,0.0,26.88,2.5,2.08,6.04,7.5,10.0,11.25,4.38,9.58,479.79,140.83,15.42,0.42,77.92,36.67,0.0,0.0,0.42,0.21,0.21,3.54,2.08,2.5,1.04,0.0,1.88,2.08,0.21,1.46,1.46,0.42,4.58,0.0,4.79,0.62,0.21,0.83,17.5,0.0,43.33,2.92,21.88,19.79,1.67,1.25,43.33,0.62,0.0,0.0,1.46,2.71,0.21,0.0,0.0,0.0,1.67,0.62,2.29,1.67,0.62,1.25,3.96,-0.04,1,0.0,72.93,0.0,80.53,88.89,45.72,70.46,50.0
Abdelhamid Ait Boudlal,MAR,Rennes,French Ligue 1,CB,Defender,19,288,0.31,0.31,0.62,0.31,0.19,0.19,0.0,0.0,0.62,0.31,0.31,2.5,0.31,0.0,0.31,0.06,0.09,31.88,37.5,3.12,0.0,1.56,0.31,0.0,34.69,2.81,2.5,14.06,15.94,14.06,14.38,3.44,6.25,607.19,229.06,20.31,0.62,106.25,57.19,0.94,0.62,0.31,0.0,0.31,1.88,0.94,0.94,0.62,0.31,1.56,2.19,0.62,0.94,1.25,0.94,4.38,0.0,2.81,2.5,0.31,2.81,32.5,0.94,50.0,5.31,28.75,16.25,5.31,1.56,50.0,0.31,0.31,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.56,1.56,3.12,4.69,0.94,2.5,2.5,0.12,1,0.31,50.0,0.0,88.21,97.77,55.04,61.43,0.0
Abdelhamid Sabiri,MAR,Fiorentina,Italian Serie A,CM,Midfielder,28,27,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,13.33,0.0,10.0,3.33,0.0,0.0,13.33,0.67,0.33,50.0,76.67,6.67,0.0,3.33,0.0,0.0,63.33,13.33,10.0,16.67,16.67,26.67,36.67,6.67,20.0,993.33,426.67,20.0,0.0,76.67,23.33,0.0,0.0,0.0,0.0,0.0,6.67,6.67,3.33,3.33,0.0,3.33,6.67,3.33,0.0,0.0,0.0,0.0,0.0,6.67,0.0,3.33,3.33,16.67,0.0,83.33,3.33,16.67,30.0,36.67,0.0,83.33,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,13.33,0.0,10.0,0.0,1,0.0,0.0,0.0,100.0,72.73,33.35,74.96,0.0
Abdellah Zoubir,FRA,Qarabağ,UEFA Champions League,LW,Forward,33,269,0.33,0.33,1.67,0.67,0.33,0.33,0.0,0.0,2.01,0.67,1.0,1.34,1.67,0.0,0.33,0.13,0.07,32.45,37.14,3.35,0.33,0.0,1.0,0.0,36.8,0.33,0.0,21.75,23.09,9.7,10.71,1.0,2.01,483.79,74.28,28.44,3.35,164.61,97.36,2.34,2.01,2.34,1.0,1.34,1.0,0.33,0.67,0.0,0.33,0.33,0.33,0.0,0.0,0.67,0.33,0.0,0.0,4.35,2.34,1.0,3.35,34.13,4.68,45.17,0.67,7.7,15.39,22.42,4.01,45.17,0.0,0.0,0.0,0.67,1.34,0.0,0.0,0.0,0.0,0.33,2.01,2.34,11.38,2.68,7.7,0.67,0.0,1,0.33,14.1,0.0,94.2,90.57,49.75,49.62,42.74
Abderrahman Rebbach,ALG,Alavés,Spanish La Liga,CM,Midfielder,27,47,0.0,0.0,5.74,3.83,0.19,0.19,0.0,0.0,11.49,1.91,1.91,7.66,1.91,1.91,5.74,0.0,0.0,44.04,63.19,9.57,0.0,0.0,1.91,0.0,55.53,7.66,1.91,22.98,24.89,11.49,19.15,3.83,9.57,702.77,283.4,44.04,7.66,285.32,166.6,1.91,1.91,5.74,1.91,1.91,3.83,0.0,3.83,0.0,0.0,1.91,1.91,0.0,3.83,1.91,0.0,0.0,0.0,7.66,5.74,3.83,9.57,59.36,19.15,86.17,0.0,11.49,40.21,36.38,1.91,86.17,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,0.0,0.0,1.91,1.91,36.38,13.4,7.66,1.91,-0.19,1,0.0,0.0,0.0,92.33,60.0,40.02,33.28,33.28
Abdou Harroui,NED,Hellas Verona,Italian Serie A,CM,Midfielder,27,86,0.0,0.0,2.09,1.05,0.1,0.1,0.0,0.0,2.09,0.0,0.0,1.05,1.05,0.0,4.19,0.0,0.0,28.26,37.67,1.05,0.0,1.05,2.09,1.05,28.26,8.37,3.14,12.56,13.6,9.42,9.42,2.09,7.33,445.81,63.84,18.84,2.09,129.77,59.65,1.05,0.0,2.09,1.05,0.0,4.19,3.14,2.09,2.09,0.0,2.09,2.09,0.0,0.0,0.0,0.0,2.09,0.0,5.23,1.05,1.05,2.09,23.02,1.05,50.23,1.05,9.42,26.16,15.7,1.05,50.23,0.0,0.0,0.0,3.14,1.05,0.0,0.0,0.0,0.0,0.0,2.09,2.09,4.19,2.09,2.09,5.23,-0.1,1,0.0,0.0,0.0,92.35,100.0,28.51,83.28,50.24
Abdoul Coulibaly,GER,Werder Bremen,German Bundesliga,CB,Defender,18,723,0.12,0.0,0.37,0.12,0.06,0.06,0.0,0.0,0.87,0.12,0.37,2.86,0.12,0.0,0.12,0.0,0.01,56.27,66.35,2.24,0.0,0.75,0.87,0.25,59.75,6.35,1.49,14.32,15.31,34.98,37.59,5.98,11.2,1132.78,366.72,45.06,0.87,219.46,117.26,0.5,0.0,0.5,0.5,0.0,1.12,0.37,0.75,0.37,0.0,0.37,0.75,0.37,1.24,1.37,0.87,5.6,0.25,2.49,0.5,0.25,0.75,53.4,0.0,76.8,12.7,44.69,30.75,1.37,0.5,76.8,0.25,0.0,0.0,1.12,0.37,0.12,0.0,0.0,0.12,2.12,2.49,4.61,3.11,1.0,0.62,0.75,0.06,1,0.12,45.99,0.0,93.53,93.06,53.39,39.57,100.0
Abdoul Ouattara,FRA,Strasbourg,"French Ligue 1, UEFA Europa Conference League",WB,Midfielder,20,705,0.38,0.0,1.28,0.51,0.19,0.19,0.0,0.0,2.3,0.13,0.64,2.04,0.77,0.26,0.64,0.04,0.09,36.0,41.36,3.06,0.13,0.0,0.38,0.13,37.91,3.32,0.38,19.15,21.19,13.66,16.09,2.04,2.3,555.7,96.89,28.21,1.91,116.17,55.15,0.64,0.26,1.66,0.38,1.28,1.66,1.02,0.89,0.51,0.26,0.64,1.02,0.38,0.64,0.51,0.0,2.17,0.0,4.72,1.66,0.38,2.04,34.21,4.98,52.21,3.32,15.7,25.66,11.23,2.17,52.21,0.0,0.0,0.0,0.77,0.26,0.0,0.0,0.0,0.0,0.26,0.38,0.64,9.96,2.43,3.45,1.66,0.19,1,0.38,40.62,0.0,90.37,84.9,88.7,61.94,22.89
Abdoulaye Bamba,CIV,Angers,French Ligue 1,RB,Defender,35,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,45.0,72.0,0.0,0.0,0.0,0.0,0.0,54.0,18.0,0.0,27.0,36.0,18.0,27.0,0.0,9.0,612.0,81.0,36.0,0.0,63.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,45.0,18.0,81.0,9.0,9.0,45.0,27.0,0.0,81.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,75.0,66.67,0.0,0.0,0.0
Abdoulaye Faye,SEN,Lorient,French Ligue 1,CB,Defender,21,573,0.0,0.0,0.94,0.16,0.05,0.05,0.0,0.0,0.63,0.16,0.0,3.3,0.0,0.0,0.0,0.0,0.0,49.32,56.07,2.98,0.0,0.16,0.16,0.0,50.89,5.18,1.26,21.68,22.93,23.56,25.29,3.77,7.54,877.23,358.74,40.84,0.16,202.93,102.09,0.31,0.0,0.47,0.31,0.16,1.88,1.26,1.41,0.47,0.0,0.94,1.26,0.31,2.04,1.1,0.63,5.18,0.16,2.51,0.0,0.47,0.47,46.18,0.16,68.8,11.47,39.11,26.23,3.61,1.57,68.8,0.79,0.0,0.0,2.04,1.1,0.0,0.16,0.0,0.0,2.51,1.26,3.77,3.3,0.79,1.57,2.2,-0.05,1,0.0,66.58,0.0,94.55,93.16,50.0,70.06,65.96
Abdoulaye Niakhate Ndiaye,SEN,Parma,Italian Serie A,CB,Defender,23,451,0.0,0.0,0.4,0.0,0.06,0.06,0.0,0.0,0.6,0.0,0.2,1.4,0.0,0.0,0.0,0.0,0.0,41.31,50.69,1.8,0.0,0.4,0.2,0.0,48.89,1.8,1.4,13.97,15.76,23.35,26.34,3.59,7.58,783.66,168.23,33.53,0.2,135.7,63.46,0.4,0.0,0.4,0.0,0.0,2.39,1.4,1.2,1.2,0.0,1.0,2.2,1.2,2.0,1.6,0.2,5.59,0.0,3.39,0.4,0.2,0.6,36.32,0.0,65.45,7.38,27.14,35.92,2.99,0.4,65.45,0.8,0.2,0.2,1.6,1.4,0.0,0.0,0.0,0.0,3.59,2.39,5.99,2.0,0.6,0.4,2.39,-0.06,1,0.0,59.93,0.0,88.64,88.65,47.36,52.29,0.0
Abdoulaye Sylla,GUI,Sigma Olomouc,UEFA Europa Conference League,CB,Defender,25,180,0.0,0.0,1.0,0.0,0.05,0.05,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.5,45.5,1.5,0.0,1.0,0.0,0.0,41.5,4.0,4.0,9.5,10.0,21.5,25.0,4.0,9.5,749.0,230.0,26.0,0.0,121.5,59.5,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.5,0.0,0.5,1.5,2.0,0.5,0.5,1.5,1.0,7.0,0.0,6.0,0.5,0.0,0.5,28.0,0.5,58.0,13.0,35.0,21.5,1.5,0.5,58.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.5,2.0,4.5,2.0,1.0,0.5,3.0,-0.05,1,0.0,55.56,0.0,95.0,86.0,42.11,75.0,0.0
Abdoulaye Touré,GUI,Le Havre,French Ligue 1,CM,Midfielder,31,594,0.3,0.0,1.52,0.61,0.24,0.12,0.0,0.15,1.21,0.0,0.45,3.18,0.45,0.0,1.36,0.11,0.03,31.97,37.88,3.94,0.15,0.0,0.45,0.15,37.42,0.3,0.0,16.21,18.03,10.91,13.03,3.94,5.0,549.85,138.48,31.36,0.61,140.0,44.55,0.45,0.45,1.06,0.15,0.61,1.52,0.76,0.61,0.76,0.15,0.76,0.76,0.0,1.36,1.06,0.3,2.73,0.0,2.88,2.58,0.76,3.33,35.3,2.88,50.61,2.73,11.21,26.97,12.88,1.82,50.45,0.15,0.0,0.0,1.52,2.27,0.0,0.0,0.0,0.0,0.91,0.61,1.52,7.42,1.21,2.73,1.52,0.06,1,0.3,59.87,0.0,89.91,83.73,78.8,66.67,14.15
Abdoulie Ceesay,GAM,St. Pauli,German Bundesliga,AM,Forward,21,128,0.0,0.0,2.11,0.0,0.21,0.21,0.0,0.0,2.81,0.7,0.0,0.0,0.7,0.0,0.0,0.07,0.0,11.25,15.47,0.7,0.0,0.0,0.0,0.7,13.36,1.41,0.0,7.73,10.55,3.52,4.22,0.0,0.0,142.73,22.5,9.84,0.0,47.11,2.11,0.0,0.0,1.41,1.41,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.7,0.0,1.41,4.22,1.41,5.62,21.8,10.55,28.12,0.0,1.41,9.84,16.88,2.81,28.12,1.41,0.0,0.0,4.92,2.81,0.7,0.0,0.7,0.0,3.52,5.62,9.14,11.25,3.52,3.52,0.0,-0.21,1,0.0,38.51,0.0,73.27,83.41,0.0,0.0,100.0
Abdukodir Khusanov,UZB,Manchester City,"English Premier League, UEFA Champions League",RB,Defender,21,318,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,3.11,0.0,0.0,0.57,0.03,0.0,57.74,66.23,2.26,0.0,0.28,1.13,0.28,57.45,8.49,1.42,31.42,32.26,22.36,24.91,3.11,5.94,920.38,256.98,41.6,0.57,178.58,72.45,1.42,0.0,0.85,0.57,0.28,2.55,1.13,1.7,0.28,0.57,0.85,1.42,0.57,1.98,1.13,0.0,3.4,0.0,2.55,0.28,0.28,0.57,50.38,2.83,76.7,5.94,28.3,31.7,16.7,0.0,76.7,0.28,0.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.57,1.13,1.7,5.66,0.57,0.0,1.98,0.0,1,0.0,33.53,0.0,97.4,89.76,52.36,49.87,67.06
Abdulai Juma Bah,SLE,Nice,"French Ligue 1, UEFA Europa League",CB,Defender,19,765,0.0,0.0,0.47,0.12,0.05,0.05,0.0,0.0,0.47,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,40.24,43.18,1.65,0.0,0.0,0.24,0.0,41.18,2.0,1.76,15.06,15.88,23.06,23.88,2.0,2.94,708.94,243.41,33.88,0.24,162.24,79.65,0.12,0.12,0.47,0.47,0.0,1.06,0.59,0.59,0.35,0.12,0.59,1.06,0.47,0.71,2.12,1.53,8.47,0.0,4.12,0.24,0.24,0.47,34.47,0.0,56.71,11.76,31.65,24.24,1.06,0.59,56.71,0.35,0.0,0.0,0.82,0.47,0.12,0.0,0.0,0.0,1.53,2.0,3.53,1.88,0.47,0.71,1.18,-0.05,1,0.0,43.34,0.0,94.84,96.57,68.03,55.66,100.0
Abdón Prats,ESP,Mallorca,Spanish La Liga,AM,Forward,32,71,0.0,0.0,1.27,0.0,0.13,0.13,0.0,0.0,3.8,0.0,2.54,1.27,0.0,0.0,1.27,0.13,0.13,11.41,15.21,1.27,0.0,0.0,0.0,0.0,13.94,1.27,0.0,3.8,5.07,6.34,7.61,0.0,0.0,159.72,30.42,8.87,1.27,45.63,27.89,2.54,0.0,1.27,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.27,0.0,0.0,0.0,1.27,0.0,0.0,1.27,2.54,3.8,16.48,5.07,20.28,1.27,2.54,7.61,10.14,2.54,20.28,0.0,0.0,0.0,1.27,1.27,0.0,0.0,0.0,0.0,1.27,1.27,2.54,7.61,3.8,2.54,0.0,-0.13,1,0.0,50.0,0.0,74.95,83.31,0.0,0.0,100.0
Abdülkerim Bardakcı,TUR,Galatasaray,UEFA Champions League,CB,Defender,31,180,0.0,0.0,1.0,0.0,0.05,0.05,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,33.5,39.5,3.0,0.0,1.0,0.0,0.5,36.5,2.5,1.0,10.5,11.0,19.5,21.0,3.0,6.5,663.5,244.0,22.5,0.0,134.5,59.5,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,1.5,0.0,1.0,1.0,0.0,0.5,1.0,1.0,5.0,0.0,2.0,0.5,0.5,1.0,32.5,0.0,49.5,8.0,24.5,24.0,1.5,1.0,49.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,1.0,1.5,-0.05,1,0.0,50.0,0.0,95.45,92.86,46.15,60.0,0.0
Abel,ESP,Osasuna,Spanish La Liga,WB,Midfielder,24,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,16.18,27.3,1.01,0.0,0.0,3.03,0.0,23.26,4.04,0.0,13.15,15.17,3.03,7.08,0.0,3.03,239.66,44.49,20.22,4.04,196.18,112.25,3.03,0.0,3.03,3.03,0.0,3.03,2.02,2.02,1.01,0.0,1.01,3.03,2.02,0.0,2.02,1.01,3.03,0.0,4.04,1.01,1.01,2.02,23.26,5.06,36.4,5.06,10.11,14.16,13.15,1.01,36.4,0.0,1.01,0.0,1.01,2.02,0.0,0.0,0.0,0.0,0.0,1.01,1.01,10.11,0.0,1.01,3.03,0.0,1,0.0,0.0,0.0,86.68,42.8,0.0,50.0,100.0
Abel Bretones,ESP,Osasuna,Spanish La Liga,LM,Midfielder,25,628,0.14,0.0,0.43,0.29,0.01,0.01,0.0,0.0,2.44,0.14,1.0,2.29,0.86,0.57,1.29,0.07,0.04,26.08,35.25,2.44,0.29,0.0,1.43,0.0,27.09,8.17,0.29,13.61,15.76,8.6,11.04,2.58,5.45,407.72,151.05,22.21,0.86,95.45,46.15,1.0,0.14,1.86,1.0,0.86,2.01,0.86,1.58,0.43,0.0,1.43,2.44,1.0,1.15,1.29,0.14,3.01,0.0,3.73,1.86,0.29,2.15,24.94,3.01,46.15,2.44,14.47,19.2,12.9,0.72,46.15,0.29,0.0,0.0,0.86,0.86,0.14,0.0,0.14,0.0,0.72,0.29,1.0,6.31,2.58,2.29,2.29,0.13,1,0.14,72.0,0.0,86.36,77.9,47.34,51.46,53.76
Abner,BRA,Lyon,"French Ligue 1, UEFA Europa League",LB,Defender,25,540,0.0,0.0,1.17,0.17,0.12,0.12,0.0,0.0,2.5,0.17,0.83,3.67,1.33,0.17,1.5,0.13,0.12,38.83,46.83,5.17,0.17,0.33,0.67,0.17,40.0,6.67,0.83,20.67,22.17,13.67,17.0,3.83,5.83,634.0,252.0,29.83,2.33,138.17,90.83,1.0,0.33,1.33,0.5,0.83,1.67,1.0,1.0,0.5,0.17,1.17,1.5,0.33,0.67,0.5,0.17,3.0,0.0,3.17,0.5,0.67,1.17,37.5,3.33,56.67,3.67,19.5,23.83,13.67,2.83,56.67,0.33,0.17,0.0,1.67,0.33,0.0,0.0,0.0,0.0,0.33,0.5,0.83,10.83,2.67,4.67,2.17,-0.12,1,0.0,39.76,0.0,93.23,80.41,65.69,68.45,37.59
