Player,Nationality,Team,League,Position,General Position,Age,Minutes,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalties Kicks Conceded,Penalties Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Loïc Nego,HUN,Le Havre,French Ligue 1,RB,Defender,34,823,0.0,0.0,0.77,0.11,0.02,0.02,0.0,0.0,1.75,0.11,0.55,3.17,0.77,0.44,3.5,0.05,0.11,42.87,55.55,4.05,0.11,0.22,0.98,0.11,46.04,9.4,1.09,19.14,20.89,19.03,23.29,3.61,8.53,731.37,262.13,33.9,2.3,161.74,92.08,2.41,0.22,1.42,0.87,0.44,1.64,0.87,0.87,0.55,0.22,1.31,2.19,0.87,1.53,0.44,0.0,4.59,0.11,4.48,0.55,0.33,0.87,39.04,2.84,65.94,3.94,20.23,33.13,13.56,0.87,65.94,0.0,0.0,0.0,0.87,0.87,0.0,0.11,0.0,0.0,0.66,0.55,1.2,9.19,1.86,2.3,2.19,-0.02,1,0.0,55.0,0.0,91.62,81.71,42.32,56.92,61.27
Loïs Openda,BEL,"Juventus, RB Leipzig","German Bundesliga, Italian Serie A, UEFA Champions League",AM,Forward,25,426,0.0,0.0,4.01,0.63,0.23,0.23,0.0,0.0,4.01,0.85,1.27,1.48,0.85,0.21,2.54,0.13,0.04,18.38,26.62,1.27,0.21,0.0,1.06,0.0,24.51,2.11,0.0,10.77,13.94,5.07,6.13,1.27,3.17,267.25,49.65,22.39,2.11,140.07,57.68,1.48,1.06,2.96,1.06,1.69,0.42,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.21,0.42,0.0,0.21,0.21,1.48,1.9,0.85,2.75,27.25,9.51,39.08,0.21,2.54,16.06,21.34,6.97,39.08,0.0,0.0,0.0,0.85,3.17,1.27,0.0,0.0,0.0,0.63,2.11,2.75,12.89,4.86,9.08,0.42,-0.23,1,0.0,22.91,0.0,77.26,82.71,40.06,100.0,35.81
Luca Jaquez,SUI,Stuttgart,"German Bundesliga, UEFA Europa League",CB,Defender,22,652,0.0,0.14,0.55,0.0,0.04,0.04,0.0,0.0,0.83,0.14,0.55,7.04,0.0,0.0,0.0,0.04,0.12,69.71,76.47,5.8,0.28,0.14,0.41,0.28,73.57,2.62,2.07,24.16,25.12,40.03,42.24,4.69,7.18,1259.59,380.57,51.76,0.69,267.1,140.11,0.69,0.0,0.0,0.0,0.0,0.69,0.69,0.41,0.28,0.0,0.41,0.69,0.28,0.69,1.24,0.69,3.45,0.0,6.21,0.14,0.14,0.28,61.01,0.41,83.65,5.38,27.19,54.39,2.76,0.41,83.65,0.14,0.0,0.0,0.55,0.55,0.0,0.0,0.0,0.0,1.38,0.97,2.35,6.9,0.97,0.41,1.1,-0.04,1,0.0,58.72,0.0,96.18,94.77,65.32,79.71,0.0
Luca Kerber,GER,Heidenheim,German Bundesliga,RM,Midfielder,23,319,0.0,0.0,0.85,0.28,0.08,0.08,0.0,0.0,1.13,0.0,0.56,1.13,0.28,0.0,1.13,0.03,0.06,12.13,18.62,1.13,0.0,0.28,1.41,0.28,18.06,0.28,0.0,7.9,9.87,3.39,5.36,0.56,1.13,186.21,57.84,11.0,1.13,51.35,26.52,0.56,0.28,0.28,0.0,0.28,1.41,1.13,0.56,0.28,0.56,0.28,1.13,0.85,0.28,1.41,0.56,1.69,0.28,1.69,0.28,0.85,1.13,14.11,3.95,26.8,3.1,8.75,11.29,7.05,2.26,26.8,0.56,0.0,0.0,2.26,0.85,0.28,0.0,0.0,0.0,0.56,1.69,2.26,6.21,1.13,2.82,1.41,-0.08,1,0.0,24.78,0.0,80.04,63.25,49.56,55.51,0.0
Luca Koleosho,ITA,Espanyol,Spanish La Liga,LM,Midfielder,21,63,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,8.57,0.0,1.43,1.43,0.0,0.0,7.14,0.0,0.0,35.71,44.29,2.86,0.0,0.0,0.0,0.0,38.57,5.71,0.0,14.29,14.29,18.57,22.86,1.43,4.29,607.14,155.71,41.43,5.71,447.14,108.57,4.29,1.43,10.0,5.71,4.29,1.43,1.43,1.43,0.0,0.0,1.43,1.43,0.0,1.43,1.43,0.0,1.43,0.0,12.86,8.57,1.43,10.0,41.43,10.0,71.43,0.0,11.43,28.57,35.71,1.43,71.43,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,18.57,8.57,2.86,2.86,0.0,1,0.0,0.0,0.0,100.0,81.23,33.33,100.0,57.1
Luca Lipani,ITA,Sassuolo,Italian Serie A,CM,Midfielder,20,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.96,4.79,0.0,0.0,0.96,0.0,0.0,38.3,50.74,2.87,0.0,0.0,0.0,0.0,47.87,2.87,0.96,14.36,20.11,19.15,23.94,2.87,3.83,646.28,187.66,31.6,0.0,101.49,26.81,0.0,0.0,0.96,0.96,0.0,1.91,0.96,0.96,0.96,0.0,0.96,2.87,1.91,0.96,0.0,0.0,0.96,0.0,2.87,0.0,2.87,2.87,39.26,0.0,57.45,0.96,15.32,35.43,6.7,0.0,57.45,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.96,2.87,1.91,0.0,1.91,0.0,1,0.0,0.0,0.0,71.41,79.99,74.93,40.17,100.0
Luca Marianucci,ITA,Napoli,Italian Serie A,CB,Defender,21,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,100.0,102.0,14.0,0.0,0.0,0.0,0.0,100.0,2.0,2.0,23.0,24.0,65.0,66.0,11.0,11.0,2102.0,594.0,55.0,0.0,167.0,116.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,91.0,1.0,107.0,6.0,19.0,82.0,6.0,0.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,3.0,0.0,1,0.0,0.0,0.0,95.83,98.48,100.0,60.0,0.0
Luca Mazzitelli,ITA,Cagliari,Italian Serie A,CM,Midfielder,29,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,1.91,9.57,0.0,0.0,1.91,0.0,0.19,49.79,61.28,11.49,0.0,0.0,1.91,0.0,55.53,5.74,5.74,15.32,17.23,19.15,19.15,15.32,22.98,1204.47,626.17,38.3,1.91,145.53,61.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,1.91,0.0,0.0,0.0,3.83,0.0,1.91,1.91,0.0,1.91,45.96,0.0,70.85,1.91,11.49,55.53,3.83,0.0,70.85,3.83,0.0,0.0,5.74,1.91,0.0,0.0,0.0,0.0,3.83,0.0,3.83,13.4,3.83,0.0,0.0,0.0,1,0.0,100.0,0.0,88.91,100.0,66.67,0.0,0.0
Luca Meirelles,BRA,Shakhtar,UEFA Europa Conference League,AM,Forward,18,106,0.85,0.0,2.55,0.85,0.17,0.17,0.0,0.0,1.7,0.0,0.85,1.7,1.7,0.0,0.0,0.08,0.08,18.68,26.32,4.25,0.0,0.0,0.85,0.0,23.77,2.55,0.0,9.34,11.04,7.64,10.19,1.7,2.55,292.08,66.23,17.83,0.0,92.55,26.32,0.0,0.0,2.55,1.7,0.85,0.85,0.85,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,5.94,2.55,0.85,3.4,25.47,5.09,37.36,0.85,2.55,18.68,16.13,3.4,37.36,0.0,0.0,0.0,1.7,0.85,0.0,0.0,0.0,0.0,1.7,0.0,1.7,9.34,1.7,5.09,0.85,0.68,1,0.85,100.0,0.0,84.6,74.98,66.67,100.0,66.67
Luca Moro,ITA,Sassuolo,Italian Serie A,AM,Forward,24,18,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,5.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,175.0,55.0,25.0,0.0,45.0,40.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,45.0,10.0,50.0,0.0,0.0,20.0,30.0,15.0,50.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,10.0,5.0,15.0,15.0,10.0,15.0,5.0,0.0,1,0.0,66.67,0.0,100.0,100.0,0.0,100.0,0.0
Luca Netz,GER,Gladbach,German Bundesliga,LB,Defender,22,238,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.76,1.89,0.76,1.13,1.13,4.16,0.23,0.23,33.28,44.62,0.0,0.0,0.38,0.38,0.0,34.79,9.83,0.76,17.02,20.42,12.86,16.64,2.65,6.05,530.55,153.53,18.91,0.38,60.13,19.66,0.76,0.38,1.13,0.76,0.38,1.51,1.13,0.76,0.76,0.0,0.38,1.13,0.76,0.76,0.38,0.0,4.54,0.0,1.51,1.13,0.76,1.89,27.23,4.54,55.97,3.4,18.15,23.45,14.37,0.76,55.97,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,1.89,1.13,3.03,4.92,3.78,3.4,1.51,0.0,1,0.0,62.38,0.0,83.35,77.28,43.8,57.2,67.26
Luca Pellegrini,ITA,Lazio,Italian Serie A,LB,Defender,26,257,0.0,0.0,1.05,0.35,0.04,0.04,0.0,0.0,2.8,0.35,1.05,1.4,0.35,0.0,2.8,0.07,0.07,35.37,49.38,2.8,0.0,0.0,2.45,0.0,37.12,12.26,2.1,13.66,17.51,16.81,21.01,4.2,6.3,660.47,284.36,27.32,1.4,106.46,49.38,0.35,0.35,0.7,0.0,0.7,2.45,1.05,1.05,1.4,0.0,1.05,2.1,1.05,1.05,1.75,0.7,2.8,0.0,1.75,2.45,1.75,4.2,33.97,3.15,62.68,2.8,21.36,30.82,10.51,1.4,62.68,0.0,0.0,0.0,2.1,1.05,0.0,0.0,0.0,0.0,1.4,0.35,1.75,7.35,3.15,2.1,2.1,-0.04,1,0.0,80.0,0.0,78.01,80.01,66.67,46.15,0.0
Luca Ranieri,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,26,835,0.11,0.0,0.97,0.22,0.11,0.11,0.0,0.0,1.51,0.0,0.43,3.77,0.43,0.22,1.62,0.02,0.01,42.9,52.28,4.2,0.0,0.22,0.65,0.32,45.81,6.14,3.88,19.94,21.56,18.0,21.13,4.1,7.65,746.3,336.4,30.4,0.97,136.99,70.38,0.54,0.0,1.19,0.43,0.75,1.83,1.51,0.97,0.86,0.0,1.08,1.62,0.54,0.65,0.86,0.22,4.2,0.0,3.02,0.86,0.22,1.08,37.08,1.08,62.51,5.82,24.79,31.15,7.22,1.08,62.51,0.32,0.0,0.0,0.86,1.72,0.32,0.0,0.0,0.0,1.72,0.97,2.69,6.25,1.51,1.72,2.59,0.0,1,0.11,63.94,0.0,92.49,85.19,53.59,75.07,36.13
Luca Waldschmidt,GER,Köln,German Bundesliga,AM,Forward,29,183,0.49,0.49,1.97,0.98,0.49,0.49,0.0,0.0,3.93,0.49,1.97,0.98,0.49,0.49,1.97,0.2,0.3,20.66,29.51,1.48,0.49,0.0,1.97,0.49,25.57,3.44,1.48,11.31,13.77,7.87,9.84,0.49,2.46,309.84,74.26,17.21,2.46,97.87,58.03,1.48,0.98,0.0,0.0,0.0,0.49,0.0,0.49,0.0,0.0,0.49,1.48,0.98,0.0,0.98,0.49,0.98,0.0,0.49,1.97,0.0,1.97,23.11,2.46,37.38,0.98,7.38,14.26,16.23,5.41,37.38,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,2.46,0.49,2.95,6.39,4.43,7.38,0.49,0.0,1,0.49,83.39,0.0,82.14,79.98,19.92,24.87,0.0
Lucas Ahijado,ESP,Oviedo,Spanish La Liga,RB,Defender,30,371,0.0,0.24,0.73,0.24,0.02,0.02,0.0,0.0,2.43,0.49,0.73,1.7,0.97,0.24,0.97,0.15,0.12,35.42,46.82,2.67,0.49,0.49,1.21,0.24,36.15,10.43,0.0,16.98,20.38,15.53,18.92,2.67,6.06,612.29,232.64,26.93,0.97,165.93,73.5,1.21,0.0,2.91,1.21,1.7,4.85,3.64,4.12,0.73,0.0,1.94,2.67,0.73,0.97,0.0,0.0,2.91,0.0,3.15,1.46,0.24,1.7,28.38,0.97,59.68,3.64,22.8,26.68,10.92,0.73,59.68,0.24,0.0,0.0,0.73,0.49,0.49,0.0,0.0,0.0,0.97,0.24,1.21,4.61,2.91,1.94,5.58,-0.02,1,0.0,80.17,0.0,83.32,82.08,44.06,74.2,41.58
Lucas Beltrán,ARG,Valencia,Spanish La Liga,AM,Forward,24,273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.99,1.32,0.0,0.0,0.66,0.03,0.1,19.78,25.71,2.31,0.0,0.0,1.32,0.0,23.41,2.31,0.0,10.88,11.21,6.92,9.23,0.66,0.66,270.33,53.08,25.05,0.99,107.47,40.22,0.66,0.33,2.64,1.32,1.32,1.65,0.99,0.33,1.32,0.0,0.66,1.32,0.66,0.33,1.32,0.0,0.99,0.0,3.63,3.96,2.97,6.92,31.32,4.29,41.54,1.65,5.27,25.71,12.2,2.64,41.54,0.0,0.0,0.0,1.98,1.98,0.33,0.0,0.0,0.0,1.32,3.3,4.62,7.58,1.65,2.97,1.65,0.0,1,0.0,28.57,0.0,97.06,74.97,100.0,55.56,50.0
Lucas Beraldo,BRA,Paris S-G,French Ligue 1,CB,Defender,21,580,0.16,0.0,0.47,0.16,0.06,0.06,0.0,0.0,0.93,0.31,0.16,7.45,0.0,0.0,0.0,0.05,0.0,96.21,100.55,5.43,0.16,0.47,0.16,0.0,97.91,2.64,0.93,39.26,40.19,51.05,52.14,4.5,6.21,1639.09,688.03,68.28,0.16,220.5,115.14,0.16,0.0,0.0,0.0,0.0,1.55,1.09,1.24,0.31,0.0,0.93,1.55,0.62,0.78,1.09,0.62,6.05,0.0,5.74,0.62,0.0,0.62,87.21,0.16,112.19,14.74,48.88,57.26,6.21,1.09,112.19,0.0,0.0,0.0,0.78,0.31,0.0,0.0,0.0,0.0,2.95,1.4,4.34,5.74,1.24,1.09,2.02,0.09,1,0.16,67.97,0.0,97.69,97.91,72.46,65.16,0.0
Lucas Bergvall,SWE,Tottenham,"English Premier League, UEFA Champions League",RM,Forward,19,621,0.14,0.14,1.01,0.43,0.1,0.1,0.0,0.0,1.74,0.14,0.58,2.32,0.72,0.14,1.88,0.07,0.13,20.14,29.13,3.91,0.14,0.29,0.29,0.14,23.77,5.22,0.0,9.13,10.87,8.55,11.3,1.74,5.07,342.03,87.54,17.68,2.32,142.46,76.96,1.74,0.58,1.88,1.3,0.58,2.03,1.3,0.43,1.45,0.14,0.43,1.59,1.16,0.58,0.87,0.29,1.3,0.43,2.9,1.59,0.58,2.17,21.3,4.93,38.99,1.45,6.81,16.96,15.8,2.75,38.99,0.14,0.0,0.0,1.88,1.16,0.43,0.0,0.0,0.0,0.72,1.45,2.17,11.16,1.88,4.2,1.74,0.04,1,0.14,33.18,0.0,83.99,75.66,34.32,47.79,69.15
Lucas Boyé,ARG,Alavés,Spanish La Liga,AM,Forward,29,552,0.33,0.0,2.93,1.14,0.23,0.23,0.0,0.0,4.24,0.49,1.96,1.63,0.98,0.0,0.49,0.1,0.15,16.14,23.15,2.77,0.0,0.0,1.79,0.16,22.5,0.49,0.0,9.13,10.43,4.08,6.36,0.65,0.98,196.63,51.36,21.52,0.98,86.09,27.88,0.98,0.49,3.26,1.47,1.79,2.45,1.79,0.49,0.98,0.98,1.47,2.12,0.65,0.33,1.63,0.33,0.49,0.0,2.61,4.89,2.77,7.66,27.07,5.05,40.43,1.47,2.93,16.3,21.68,5.71,40.43,0.33,0.16,0.16,3.26,1.14,0.33,0.0,0.0,0.0,1.96,3.42,5.38,8.8,4.73,7.17,3.26,0.1,1,0.33,36.43,0.0,87.54,64.15,66.33,71.33,45.09
Lucas Da Cunha,FRA,Como,Italian Serie A,DM,Midfielder,24,662,0.0,0.0,1.09,0.54,0.14,0.14,0.0,0.0,2.85,0.14,1.22,3.81,0.68,0.14,2.72,0.1,0.08,54.52,61.31,3.53,0.0,0.54,0.95,0.0,57.24,4.08,2.99,29.23,30.32,20.12,22.3,3.4,5.57,862.34,245.39,37.39,1.22,160.97,75.45,1.36,0.27,1.5,0.82,0.68,1.36,0.68,0.41,0.54,0.41,0.54,1.63,1.09,0.54,0.68,0.0,0.41,0.0,4.49,0.68,0.95,1.63,51.53,1.63,68.52,2.45,14.55,41.47,12.92,1.09,68.52,0.14,0.0,0.0,1.36,0.82,0.0,0.0,0.0,0.0,0.54,0.68,1.22,6.39,2.99,2.18,1.22,-0.14,1,0.0,44.26,0.0,96.41,90.22,61.04,40.8,54.67
Lucas Digne,FRA,Aston Villa,"English Premier League, UEFA Europa League",LB,Defender,32,758,0.0,0.24,0.71,0.24,0.06,0.06,0.0,0.0,2.26,0.47,1.07,1.78,1.07,0.59,4.27,0.13,0.08,33.84,46.42,2.02,0.12,0.12,2.49,0.0,36.21,10.21,0.95,17.22,19.23,13.3,17.81,2.49,5.34,563.98,214.67,27.07,1.31,108.4,49.39,0.95,0.12,0.59,0.24,0.36,1.78,1.19,1.31,0.12,0.36,1.54,2.49,0.95,0.47,0.36,0.0,3.21,0.0,3.09,1.07,0.24,1.31,31.7,6.77,54.62,2.14,17.69,16.74,20.3,1.9,54.62,0.24,0.0,0.0,1.07,0.59,0.24,0.0,0.0,0.0,1.07,0.95,2.02,10.09,2.73,3.68,2.73,-0.06,1,0.0,52.97,0.0,89.55,74.68,46.63,63.93,40.68
Lucas Ferreira,BRA,Shakhtar,UEFA Europa Conference League,RM,Midfielder,19,113,0.8,0.0,1.59,1.59,0.24,0.24,0.0,0.0,1.59,0.8,0.0,2.39,0.0,0.0,0.0,0.0,0.0,24.69,28.67,3.19,0.8,0.0,0.0,0.0,27.88,0.8,0.0,11.95,15.13,10.35,11.15,2.39,2.39,417.35,73.27,28.67,0.0,145.75,36.64,0.0,0.0,3.19,0.8,2.39,3.98,2.39,0.0,1.59,2.39,0.8,0.8,0.0,0.0,0.8,0.0,0.0,0.0,1.59,5.58,0.8,6.37,35.04,9.56,43.81,0.0,0.8,18.32,24.69,1.59,43.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,12.74,2.39,1.59,3.19,0.56,1,0.8,0.0,0.0,78.98,92.83,100.0,66.74,25.08
Lucas Gourna-Douath,FRA,RB Salzburg,UEFA Europa League,DM,Midfielder,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,90.0,90.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Hernández,FRA,Paris S-G,"French Ligue 1, UEFA Champions League",LB,Defender,29,558,0.0,0.0,0.48,0.16,0.0,0.0,0.0,0.0,1.61,0.16,0.65,7.9,0.32,0.0,0.32,0.02,0.02,84.03,89.03,5.97,0.0,0.97,0.32,0.0,80.97,8.06,1.77,39.35,40.81,39.68,40.65,3.71,5.65,1354.52,436.13,62.1,1.29,248.06,109.84,1.45,0.16,0.65,0.16,0.48,0.65,0.16,0.16,0.48,0.0,0.65,1.13,0.48,1.13,1.29,0.81,2.1,0.0,4.52,0.48,0.16,0.65,72.42,0.65,96.61,3.39,25.0,60.48,11.45,1.29,96.61,0.32,0.0,0.0,1.45,1.13,0.0,0.0,0.0,0.0,1.29,0.65,1.94,7.9,1.77,1.77,0.81,0.0,1,0.0,66.49,0.0,96.42,97.61,65.66,45.51,24.62
Lucas Höler,GER,Freiburg,"German Bundesliga, UEFA Europa League",AM,Forward,31,638,0.0,0.0,1.83,0.85,0.3,0.3,0.0,0.0,1.69,0.0,0.42,1.41,0.42,0.0,0.42,0.01,0.01,18.48,26.8,2.12,0.0,0.28,0.99,0.14,25.96,0.71,0.14,12.41,16.22,4.09,5.78,0.28,0.71,223.31,54.59,16.79,0.28,67.29,27.08,0.42,0.14,0.85,0.42,0.42,0.99,0.56,0.42,0.56,0.0,0.71,0.99,0.28,0.56,0.56,0.14,1.55,0.0,2.54,1.55,1.13,2.68,23.42,4.66,37.95,1.69,5.92,19.04,13.4,4.51,37.95,0.0,0.0,0.0,1.41,1.55,0.42,0.0,0.0,0.0,3.24,4.09,7.34,7.05,1.69,5.08,1.27,-0.3,1,0.0,44.14,0.0,76.51,70.76,39.44,64.14,49.41
Lucas Høgsberg,DEN,Strasbourg,"French Ligue 1, UEFA Europa Conference League",CB,Defender,19,884,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.51,0.2,0.1,4.89,0.0,0.0,0.0,0.04,0.01,64.55,70.86,5.5,0.0,0.1,0.41,0.2,65.67,4.99,1.53,21.99,23.52,36.35,37.77,5.5,7.94,1188.73,464.25,50.8,0.2,164.22,84.5,0.31,0.0,0.2,0.2,0.0,0.92,0.51,0.41,0.51,0.0,0.61,1.12,0.51,0.71,1.02,0.92,3.05,0.2,4.38,0.41,0.0,0.41,56.81,0.0,77.48,10.59,35.84,39.3,2.75,0.51,77.48,0.2,0.1,0.1,1.02,0.81,0.0,0.0,0.0,0.0,0.92,0.41,1.32,5.7,0.71,0.51,1.12,0.0,1,0.0,69.7,0.0,93.49,96.24,69.27,54.9,100.0
Lucas Oliveira Rosa,BRA,Ajax,UEFA Champions League,RB,Defender,25,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,1.04,1.56,0.52,0.0,0.52,0.0,0.0,38.5,44.22,2.6,0.0,0.0,0.0,0.52,37.98,5.72,2.6,11.45,12.49,21.85,24.45,4.68,5.72,759.02,206.01,29.65,1.56,153.99,68.15,1.56,0.0,1.04,0.52,0.0,4.16,2.08,3.12,1.04,0.0,2.6,4.16,1.56,1.04,0.0,0.0,1.04,0.0,4.68,0.52,0.52,1.04,32.25,1.04,50.46,2.6,20.81,24.97,6.76,0.0,50.46,0.52,0.0,0.0,1.04,1.56,0.0,0.0,0.0,0.0,1.04,1.04,2.08,5.2,2.08,0.52,4.68,0.0,1,0.0,50.0,0.0,91.67,89.37,81.82,56.25,50.0
Lucas Paquetá,BRA,West Ham,English Premier League,AM,Forward,28,877,0.31,0.0,1.23,0.51,0.18,0.1,0.1,0.1,2.26,0.0,1.44,4.1,1.33,0.21,2.98,0.11,0.11,39.0,52.44,6.67,0.1,0.41,1.33,0.31,47.21,4.93,2.05,20.52,23.91,13.85,18.06,3.39,6.98,618.2,182.46,32.33,0.72,149.93,57.78,1.03,0.31,2.98,0.92,1.74,2.46,1.54,1.23,0.82,0.41,0.72,1.44,0.72,0.31,1.54,0.51,1.33,0.1,4.93,2.16,1.64,3.8,46.39,3.8,65.88,2.26,10.98,35.1,20.83,1.85,65.78,0.41,0.0,0.0,1.64,1.95,0.31,0.0,0.0,0.0,2.57,2.36,4.93,11.19,2.26,3.69,2.26,0.12,1,0.31,52.13,0.0,85.82,76.69,48.57,57.95,30.87
Lucas Rosier,FRA,Rennes,French Ligue 1,AM,Forward,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Torreira,URU,Galatasaray,UEFA Champions League,DM,Midfielder,29,267,0.0,0.0,1.01,0.0,0.07,0.07,0.0,0.0,3.37,0.34,0.34,3.71,0.34,0.0,0.0,0.0,0.0,38.76,45.84,2.36,0.34,0.34,0.34,0.0,45.17,0.67,0.67,19.21,22.25,12.13,15.51,6.74,7.42,713.26,195.17,20.9,0.0,93.03,32.7,0.34,0.0,0.0,0.0,0.0,3.03,1.69,1.01,1.35,0.67,1.01,1.35,0.34,1.35,1.01,0.34,1.69,0.0,6.74,0.67,0.34,1.01,34.04,0.67,54.94,2.7,10.45,38.76,6.07,0.0,54.94,0.0,0.0,0.0,2.02,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,3.71,0.34,2.7,-0.07,1,0.0,0.0,0.0,86.34,78.21,90.84,61.64,0.0
