Player,Game Week,Team,League,Nationality,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Anthony Moris,J6,Union SG,UEFA Europa League,LUX,GK,Goalkeeper,33,90,3.0,1.0,2.0,0.3,-0.7,0,2.0,16.0,25.0,2.0,1167.5,2.0,76.0,7.0,2.0,1.0,13.0
Caoimhín Kelleher,J6,Liverpool,UEFA Europa League,IRL,GK,Goalkeeper,25,90,6.0,2.0,4.0,2.3,0.3,0,1.0,2.0,31.0,5.0,669.6,8.0,162.4,15.0,2.0,1.0,10.8
Mile Svilar,J6,Roma,UEFA Europa League,SRB,GK,Goalkeeper,24,90,2.0,0.0,2.0,0.5,0.5,1,2.0,2.0,12.0,4.0,304.8,5.0,141.0,10.0,2.0,0.0,0.0
Maksym Koval,J6,Sheriff Tiraspol,UEFA Europa League,UKR,GK,Goalkeeper,31,90,6.0,3.0,3.0,2.4,-0.6,0,9.0,28.0,35.0,6.0,1645.0,7.0,305.9,17.0,0.0,1.0,12.7
Simone Scuffet,J20,Cagliari,Italian Serie A,ITA,GK,Goalkeeper,27,90,4.0,1.0,3.0,0.8,-0.2,0,3.0,12.0,21.0,5.0,732.9,9.0,299.7,14.0,1.0,0.0,0.0
Łukasz Skorupski,J20,Bologna,Italian Serie A,POL,GK,Goalkeeper,32,90,2.0,2.0,1.0,0.6,-1.4,0,1.0,1.0,15.0,6.0,340.5,3.0,69.0,7.0,1.0,2.0,43.6
Tobias Lawal,J6,LASK,UEFA Europa League,AUT,GK,Goalkeeper,23,90,5.0,2.0,3.0,2.5,0.5,0,2.0,4.0,17.0,1.0,397.8,6.0,204.0,7.0,0.0,1.0,11.8
Guillaume Restes,J6,Toulouse,UEFA Europa League,FRA,GK,Goalkeeper,18,90,4.0,1.0,3.0,1.3,0.3,0,4.0,18.0,22.0,1.0,891.0,8.0,372.8,23.0,0.0,0.0,0.0
Steve Mandanda,J6,Rennes,UEFA Europa League,FRA,GK,Goalkeeper,38,90,5.0,3.0,2.0,2.2,-0.8,0,3.0,6.0,21.0,3.0,556.5,3.0,101.1,7.0,1.0,0.0,0.0
Pepe Reina,J6,Villarreal,UEFA Europa League,ESP,GK,Goalkeeper,41,90,5.0,2.0,3.0,1.9,-0.1,0,3.0,17.0,27.0,2.0,961.2,5.0,273.0,18.0,0.0,1.0,21.0
Niklas Lomb,J6,Leverkusen,UEFA Europa League,GER,GK,Goalkeeper,30,90,3.0,1.0,2.0,0.7,-0.3,0,2.0,4.0,23.0,4.0,581.9,2.0,26.0,6.0,0.0,0.0,0.0
Oliver Petersen,J6,Molde,UEFA Europa League,NOR,GK,Goalkeeper,22,90,9.0,5.0,5.0,1.9,-3.1,0,4.0,10.0,23.0,6.0,625.6,7.0,217.7,9.0,1.0,2.0,30.6
Aleš Mandous,J6,Slavia Prague,UEFA Europa League,CZE,GK,Goalkeeper,31,90,3.0,0.0,3.0,0.2,0.2,1,1.0,3.0,31.0,10.0,799.8,5.0,168.0,8.0,0.0,0.0,0.0
Jérémy Frick,J6,Servette FC,UEFA Europa League,SUI,GK,Goalkeeper,30,90,7.0,4.0,3.0,2.5,-1.5,0,11.0,25.0,31.0,3.0,1199.7,9.0,459.9,12.0,1.0,1.0,13.3
Yuri Lodygin,J6,Panathinaikos,UEFA Europa League,RUS,GK,Goalkeeper,33,90,4.0,2.0,2.0,1.7,-0.3,0,4.0,11.0,26.0,5.0,1019.2,2.0,62.0,5.0,0.0,3.0,63.0
Shareef Keouf,J6,Maccabi Haifa,UEFA Europa League,ISR,GK,Goalkeeper,22,90,6.0,1.0,5.0,1.4,0.4,0,7.0,17.0,25.0,4.0,925.0,14.0,632.8,34.0,1.0,0.0,0.0
Łukasz Fabiański,J6,West Ham,UEFA Europa League,POL,GK,Goalkeeper,38,90,4.0,0.0,4.0,1.2,1.2,1,4.0,7.0,28.0,7.0,854.0,5.0,84.0,10.0,0.0,0.0,0.0
Noah Atubolu,J6,Freiburg,UEFA Europa League,GER,GK,Goalkeeper,21,90,3.0,2.0,1.0,1.7,-0.3,0,6.0,18.0,41.0,6.0,1402.2,7.0,345.1,7.0,0.0,1.0,16.7
Franco Israel,J6,Sporting CP,UEFA Europa League,URU,GK,Goalkeeper,23,90,2.0,0.0,2.0,0.2,0.2,1,0.0,1.0,24.0,7.0,532.8,5.0,90.0,6.0,0.0,2.0,43.4
Kjell Scherpen,J6,Sturm Graz,UEFA Europa League,NED,GK,Goalkeeper,23,90,5.0,3.0,2.0,2.4,-0.6,0,2.0,8.0,20.0,2.0,676.0,4.0,242.0,9.0,0.0,1.0,23.0
Jason Steele,J6,Brighton,UEFA Europa League,ENG,GK,Goalkeeper,33,90,0.0,0.0,0.0,0.0,0.0,1,4.0,7.0,31.0,1.0,889.7,3.0,63.0,5.0,0.0,2.0,49.4
Pau López,J6,Marseille,UEFA Europa League,ESP,GK,Goalkeeper,29,90,5.0,1.0,4.0,0.4,-0.6,0,4.0,25.0,51.0,7.0,1815.6,5.0,206.0,10.0,0.0,0.0,0.0
Diant Ramaj,J6,Ajax,UEFA Europa League,GER,GK,Goalkeeper,22,90,4.0,1.0,3.0,0.7,-0.3,0,6.0,20.0,37.0,3.0,1391.2,7.0,354.2,22.0,1.0,0.0,0.0
Giorgos Athanasiadis,J6,AEK Athens,UEFA Europa League,GRE,GK,Goalkeeper,30,90,9.0,3.0,6.0,4.4,1.4,0,3.0,9.0,24.0,11.0,756.0,7.0,217.0,11.0,1.0,5.0,83.5
Vladan Kovačević,J6,Raków,UEFA Europa League,BIH,GK,Goalkeeper,25,90,6.0,4.0,2.0,3.2,-0.8,0,3.0,15.0,34.0,2.0,1091.4,6.0,246.0,14.0,0.0,4.0,70.0
Marco Carnesecchi,J6,Atalanta,UEFA Europa League,ITA,GK,Goalkeeper,23,83,2.0,0.0,2.0,1.3,0.0,0,3.0,18.0,35.0,9.0,1204.0,7.0,427.7,15.0,2.0,0.0,0.0
Francesco Rossi,J6,Atalanta,UEFA Europa League,ITA,GK,Goalkeeper,32,7,0.0,0.0,0.0,0.0,0.0,1,2.0,4.0,2.0,1.0,68.0,3.0,189.0,4.0,0.0,0.0,0.0
Pietro Terracciano,J20,Fiorentina,Italian Serie A,ITA,GK,Goalkeeper,33,90,6.0,2.0,4.0,1.8,-0.2,0,1.0,2.0,19.0,3.0,440.8,7.0,125.3,7.0,0.0,0.0,0.0
Maduka Okoye,J20,Udinese,Italian Serie A,NGA,GK,Goalkeeper,24,90,3.0,2.0,1.0,1.4,-0.6,0,6.0,17.0,13.0,0.0,634.4,6.0,363.0,15.0,0.0,0.0,0.0
Rui Silva,J6,Betis,UEFA Europa League,POR,GK,Goalkeeper,29,90,5.0,3.0,2.0,2.0,-1.0,0,1.0,9.0,22.0,3.0,640.2,6.0,183.0,11.0,0.0,1.0,19.0
Jack Butland,J6,Rangers,UEFA Europa League,ENG,GK,Goalkeeper,30,90,8.0,2.0,6.0,3.1,1.1,0,6.0,14.0,15.0,4.0,552.0,14.0,614.6,13.0,0.0,0.0,0.0
Andrey Lunyov,J6,Qarabağ,UEFA Europa League,RUS,GK,Goalkeeper,32,90,4.0,1.0,4.0,1.1,0.1,0,5.0,23.0,22.0,0.0,968.0,13.0,633.1,12.0,1.0,0.0,0.0
Peter Abrahamsson,J6,Häcken,UEFA Europa League,SWE,GK,Goalkeeper,35,90,3.0,2.0,1.0,1.1,-0.9,0,2.0,5.0,24.0,3.0,609.6,10.0,272.0,10.0,0.0,0.0,0.0
Alexandros Paschalakis,J6,Olympiacos,UEFA Europa League,GRE,GK,Goalkeeper,34,90,3.0,2.0,1.0,1.6,-0.4,0,2.0,10.0,15.0,0.0,517.5,6.0,265.2,3.0,0.0,1.0,23.0
Veljko Ilic,J6,TSC,UEFA Europa League,SRB,GK,Goalkeeper,20,90,10.0,5.0,6.0,3.2,-1.8,0,2.0,7.0,33.0,6.0,844.8,7.0,140.7,12.0,2.0,0.0,0.0
Vaná,J6,Aris Limassol FC,UEFA Europa League,BRA,GK,Goalkeeper,32,90,9.0,3.0,6.0,3.0,0.0,0,2.0,10.0,33.0,8.0,1036.2,4.0,65.2,4.0,2.0,4.0,60.4
Peter Vindahl Jensen,J6,Sparta Prague,UEFA Europa League,DEN,GK,Goalkeeper,25,90,3.0,1.0,2.0,0.7,-0.3,0,7.0,22.0,52.0,6.0,1487.2,8.0,506.4,13.0,0.0,3.0,123.9
Timon Wellenreuther,J9,Feyenoord,UEFA Europa League,GER,GK,Goalkeeper,28,90,5.0,1.0,4.0,0.8,-0.2,0,3.0,7.0,48.0,9.0,1243.2,3.0,69.0,12.0,1.0,6.0,130.8
Mile Svilar,J9,Roma,UEFA Europa League,SRB,GK,Goalkeeper,24,90,6.0,1.0,5.0,0.9,-0.1,0,4.0,10.0,31.0,3.0,992.0,4.0,74.0,12.0,2.0,1.0,11.6
David von Ballmoos,J9,Young Boys,UEFA Europa League,SUI,GK,Goalkeeper,29,90,6.0,3.0,4.0,2.6,-0.4,0,11.0,18.0,38.0,6.0,1250.2,3.0,119.1,11.0,1.0,0.0,0.0
Antonio Adán,J9,Sporting CP,UEFA Europa League,ESP,GK,Goalkeeper,36,90,3.0,1.0,2.0,1.1,0.1,0,6.0,13.0,22.0,2.0,807.4,6.0,187.2,9.0,2.0,0.0,0.0
Dmytro Riznyk,J9,Shakhtar,UEFA Europa League,UKR,GK,Goalkeeper,25,90,4.0,2.0,2.0,1.0,-1.0,0,2.0,6.0,22.0,3.0,580.8,8.0,276.8,15.0,1.0,2.0,40.6
Pau López,J9,Marseille,UEFA Europa League,ESP,GK,Goalkeeper,29,90,4.0,2.0,2.0,2.0,0.0,0,3.0,7.0,23.0,4.0,655.5,4.0,221.2,9.0,1.0,0.0,0.0
Matheus,J9,Braga,UEFA Europa League,BRA,GK,Goalkeeper,31,90,5.0,4.0,1.0,3.9,-0.1,0,0.0,1.0,16.0,1.0,419.2,5.0,107.0,7.0,0.0,1.0,13.3
Andrey Lunyov,J9,Qarabağ,UEFA Europa League,RUS,GK,Goalkeeper,32,90,8.0,2.0,6.0,2.5,0.5,0,7.0,20.0,33.0,7.0,1273.8,8.0,384.0,26.0,1.0,0.0,0.0
Anatolii Trubin,J9,Benfica,UEFA Europa League,UKR,GK,Goalkeeper,22,90,2.0,1.0,1.0,1.0,0.0,0,0.0,2.0,12.0,2.0,330.0,4.0,52.0,7.0,1.0,0.0,0.0
Guillaume Restes,J9,Toulouse,UEFA Europa League,FRA,GK,Goalkeeper,18,90,5.0,2.0,3.0,2.5,0.5,0,7.0,21.0,30.0,5.0,1074.0,9.0,521.1,19.0,0.0,0.0,0.0
Fernando Muslera,J9,Galatasaray,UEFA Europa League,URU,GK,Goalkeeper,37,90,6.0,2.0,4.0,2.1,0.1,0,4.0,19.0,48.0,7.0,1689.6,3.0,96.9,9.0,0.0,2.0,35.6
Peter Vindahl Jensen,J9,Sparta Prague,UEFA Europa League,DEN,GK,Goalkeeper,25,90,5.0,3.0,2.0,0.8,-2.2,0,10.0,22.0,38.0,7.0,1375.6,7.0,240.8,21.0,2.0,1.0,11.2
Mike Maignan,J20,Milan,Italian Serie A,FRA,GK,Goalkeeper,28,90,5.0,1.0,4.0,1.6,0.6,0,4.0,10.0,29.0,6.0,977.3,1.0,32.0,18.0,1.0,0.0,0.0
Mile Svilar,J20,Roma,Italian Serie A,SRB,GK,Goalkeeper,24,90,5.0,3.0,2.0,0.9,-2.1,0,1.0,5.0,19.0,7.0,366.7,7.0,298.9,11.0,1.0,1.0,15.5
Mike Maignan,J9,Milan,UEFA Europa League,FRA,GK,Goalkeeper,28,90,4.0,0.0,4.0,0.7,0.7,1,1.0,4.0,46.0,5.0,1016.6,4.0,59.2,13.0,1.0,0.0,0.0
Steve Mandanda,J9,Rennes,UEFA Europa League,FRA,GK,Goalkeeper,38,90,7.0,3.0,4.0,2.4,-0.6,0,3.0,10.0,32.0,5.0,928.0,8.0,276.0,13.0,1.0,0.0,0.0
Brice Samba,J9,Lens,UEFA Europa League,FRA,GK,Goalkeeper,29,90,4.0,0.0,4.0,0.8,0.8,1,3.0,5.0,28.0,9.0,677.6,4.0,150.0,12.0,0.0,0.0,0.0
Noah Atubolu,J9,Freiburg,UEFA Europa League,GER,GK,Goalkeeper,21,90,0.0,0.0,0.0,0.0,0.0,1,7.0,20.0,44.0,4.0,1702.8,8.0,291.2,14.0,1.0,0.0,0.0
Steve Mandanda,J10,Rennes,UEFA Europa League,FRA,GK,Goalkeeper,38,90,5.0,2.0,3.0,3.5,1.5,0,1.0,1.0,19.0,5.0,427.5,6.0,139.2,7.0,0.0,0.0,0.0
Mike Maignan,J10,Milan,UEFA Europa League,FRA,GK,Goalkeeper,28,90,8.0,3.0,5.0,3.2,0.2,0,6.0,17.0,35.0,8.0,1176.0,7.0,403.2,31.0,1.0,0.0,0.0
Noah Atubolu,J10,Freiburg,UEFA Europa League,GER,GK,Goalkeeper,21,90,8.0,2.0,6.0,1.6,-0.4,0,14.0,35.0,60.0,3.0,2274.0,10.0,592.0,12.0,1.0,0.0,0.0
Brice Samba,J10,Lens,UEFA Europa League,FRA,GK,Goalkeeper,29,90,8.0,3.0,5.0,2.7,-0.3,0,5.0,16.0,36.0,9.0,1144.8,7.0,387.1,28.0,3.0,0.0,0.0
Guillaume Restes,J10,Toulouse,UEFA Europa League,FRA,GK,Goalkeeper,18,90,1.0,0.0,1.0,0.3,0.3,1,6.0,9.0,32.0,3.0,844.8,7.0,226.8,7.0,0.0,2.0,35.4
Anatolii Trubin,J10,Benfica,UEFA Europa League,UKR,GK,Goalkeeper,22,90,6.0,0.0,6.0,1.0,1.0,1,3.0,18.0,32.0,8.0,1078.4,7.0,410.9,24.0,0.0,0.0,0.0
Antonio Adán,J10,Sporting CP,UEFA Europa League,ESP,GK,Goalkeeper,36,90,4.0,1.0,3.0,1.2,0.2,0,3.0,8.0,39.0,5.0,951.6,6.0,211.8,7.0,0.0,1.0,22.5
David von Ballmoos,J10,Young Boys,UEFA Europa League,SUI,GK,Goalkeeper,29,90,6.0,1.0,4.0,2.7,1.7,0,5.0,17.0,32.0,7.0,1196.8,7.0,217.7,11.0,1.0,1.0,11.6
Mile Svilar,J10,Roma,UEFA Europa League,SRB,GK,Goalkeeper,24,90,4.0,1.0,3.0,0.8,-0.2,0,1.0,7.0,46.0,5.0,1163.8,2.0,33.0,9.0,1.0,2.0,32.0
Timon Wellenreuther,J10,Feyenoord,UEFA Europa League,GER,GK,Goalkeeper,28,90,2.0,1.0,1.0,0.8,-0.2,0,10.0,35.0,58.0,9.0,2331.6,7.0,406.0,23.0,1.0,1.0,13.2
Pau López,J10,Marseille,UEFA Europa League,ESP,GK,Goalkeeper,29,90,5.0,1.0,4.0,1.6,0.6,0,10.0,27.0,31.0,3.0,1360.9,7.0,389.2,4.0,2.0,0.0,0.0
Dmytro Riznyk,J10,Shakhtar,UEFA Europa League,UKR,GK,Goalkeeper,25,90,7.0,3.0,4.0,1.0,-2.0,0,0.0,8.0,32.0,6.0,838.4,7.0,266.7,27.0,2.0,0.0,0.0
Peter Vindahl Jensen,J10,Sparta Prague,UEFA Europa League,DEN,GK,Goalkeeper,26,90,2.0,1.0,1.0,0.9,-0.1,0,5.0,17.0,26.0,0.0,1183.0,5.0,290.0,9.0,0.0,1.0,15.5
Fernando Muslera,J10,Galatasaray,UEFA Europa League,URU,GK,Goalkeeper,37,90,6.0,4.0,2.0,4.3,0.3,0,9.0,31.0,48.0,4.0,1809.6,13.0,678.6,13.0,2.0,4.0,55.2
Andrey Lunyov,J10,Qarabağ,UEFA Europa League,RUS,GK,Goalkeeper,32,90,10.0,3.0,7.0,2.5,-0.5,0,12.0,40.0,46.0,3.0,2060.8,11.0,641.3,23.0,3.0,1.0,15.8
Matheus,J10,Braga,UEFA Europa League,BRA,GK,Goalkeeper,31,90,6.0,2.0,4.0,1.7,-0.3,0,3.0,4.0,41.0,8.0,971.7,2.0,49.0,13.0,0.0,6.0,150.0
Marco Carnesecchi,J20,Atalanta,Italian Serie A,ITA,GK,Goalkeeper,23,90,5.0,0.0,5.0,0.9,0.9,1,2.0,5.0,25.0,4.0,777.5,3.0,66.9,5.0,0.0,2.0,39.6
Stefano Turati,J20,Frosinone,Italian Serie A,ITA,GK,Goalkeeper,22,90,9.0,5.0,4.0,3.6,-1.4,0,4.0,11.0,36.0,1.0,1011.6,5.0,145.0,17.0,0.0,1.0,31.0
Franco Israel,J11,Sporting CP,UEFA Europa League,URU,GK,Goalkeeper,23,90,3.0,1.0,2.0,1.3,0.3,0,4.0,13.0,50.0,2.0,1350.0,3.0,132.9,24.0,1.0,1.0,10.7
Juan Musso,J11,Atalanta,UEFA Europa League,ARG,GK,Goalkeeper,29,90,2.0,1.0,1.0,0.9,-0.1,0,1.0,4.0,31.0,3.0,706.8,1.0,14.0,7.0,0.0,1.0,17.8
Mile Svilar,J11,Roma,UEFA Europa League,SRB,GK,Goalkeeper,24,90,4.0,0.0,4.0,1.1,1.1,1,5.0,15.0,40.0,5.0,1296.0,2.0,126.0,16.0,0.0,1.0,22.0
Jason Steele,J11,Brighton,UEFA Europa League,ENG,GK,Goalkeeper,33,90,7.0,4.0,3.0,3.8,-0.2,0,1.0,5.0,36.0,4.0,1058.4,1.0,37.0,12.0,0.0,2.0,39.4
Peter Vindahl Jensen,J11,Sparta Prague,UEFA Europa League,DEN,GK,Goalkeeper,26,90,11.0,5.0,6.0,4.0,-1.0,0,5.0,15.0,28.0,4.0,921.2,8.0,342.4,6.0,0.0,0.0,0.0
Caoimhín Kelleher,J11,Liverpool,UEFA Europa League,IRL,GK,Goalkeeper,25,90,6.0,1.0,6.0,1.4,0.4,0,3.0,16.0,46.0,7.0,1582.4,3.0,111.0,14.0,2.0,1.0,9.8
Anatolii Trubin,J11,Benfica,UEFA Europa League,UKR,GK,Goalkeeper,22,90,5.0,2.0,3.0,1.9,-0.1,0,1.0,3.0,26.0,3.0,663.0,4.0,165.2,8.0,0.0,1.0,17.7
Jack Butland,J11,Rangers,UEFA Europa League,ENG,GK,Goalkeeper,30,90,5.0,2.0,4.0,1.7,-0.3,0,11.0,23.0,19.0,8.0,845.5,20.0,946.0,31.0,1.0,0.0,0.0
Noah Atubolu,J11,Freiburg,UEFA Europa League,GER,GK,Goalkeeper,21,90,4.0,0.0,4.0,0.7,0.7,1,4.0,11.0,49.0,3.0,1381.8,7.0,282.8,10.0,0.0,0.0,0.0
Łukasz Fabiański,J11,West Ham,UEFA Europa League,POL,GK,Goalkeeper,38,90,4.0,1.0,3.0,1.2,0.2,0,5.0,9.0,19.0,4.0,634.6,4.0,130.0,19.0,1.0,0.0,0.0
Pau López,J11,Marseille,UEFA Europa League,ESP,GK,Goalkeeper,29,90,0.0,0.0,0.0,0.0,0.0,1,2.0,8.0,24.0,0.0,840.0,1.0,81.0,5.0,0.0,0.0,0.0
Pepe Reina,J11,Villarreal,UEFA Europa League,ESP,GK,Goalkeeper,41,90,7.0,4.0,4.0,4.3,0.3,0,2.0,5.0,30.0,6.0,855.0,7.0,84.7,14.0,0.0,0.0,0.0
Mike Maignan,J11,Milan,UEFA Europa League,FRA,GK,Goalkeeper,28,90,2.0,2.0,0.0,0.8,-1.2,0,0.0,1.0,15.0,2.0,270.0,7.0,161.7,11.0,2.0,0.0,0.0
Jindřich Staněk,J11,Slavia Prague,UEFA Europa League,CZE,GK,Goalkeeper,27,90,8.0,4.0,4.0,3.6,-0.4,0,8.0,19.0,25.0,3.0,835.0,13.0,748.8,18.0,1.0,0.0,0.0
Andrey Lunyov,J11,Qarabağ,UEFA Europa League,RUS,GK,Goalkeeper,32,90,4.0,2.0,2.0,1.5,-0.5,0,5.0,16.0,33.0,3.0,1108.8,6.0,276.0,27.0,0.0,0.0,0.0
Matej Kovar,J11,Leverkusen,UEFA Europa League,CZE,GK,Goalkeeper,23,90,6.0,2.0,4.0,2.3,0.3,0,3.0,4.0,18.0,5.0,374.4,6.0,151.2,5.0,1.0,0.0,0.0
Łukasz Fabiański,J12,West Ham,UEFA Europa League,POL,GK,Goalkeeper,38,90,3.0,0.0,3.0,0.5,0.5,1,11.0,22.0,26.0,2.0,1157.0,7.0,399.7,14.0,1.0,1.0,14.5
Noah Atubolu,J12,Freiburg,UEFA Europa League,GER,GK,Goalkeeper,21,90,7.0,5.0,2.0,4.0,-1.0,0,4.0,13.0,55.0,3.0,1633.5,5.0,61.0,9.0,0.0,1.0,15.0
Jack Butland,J12,Rangers,UEFA Europa League,ENG,GK,Goalkeeper,31,90,4.0,1.0,3.0,1.6,0.6,0,1.0,6.0,32.0,8.0,835.2,6.0,103.8,8.0,0.0,2.0,32.0
Anatolii Trubin,J12,Benfica,UEFA Europa League,UKR,GK,Goalkeeper,22,90,3.0,0.0,3.0,0.7,0.7,1,5.0,16.0,27.0,6.0,888.3,10.0,485.0,22.0,1.0,2.0,40.0
Stefano Turati,J1,Frosinone,Italian Serie A,ITA,GK,Goalkeeper,21,90,8.0,3.0,5.0,2.1,-0.9,0,2.0,8.0,35.0,11.0,794.5,6.0,226.2,11.0,1.0,0.0,0.0
Alex Meret,J1,Napoli,Italian Serie A,ITA,GK,Goalkeeper,26,90,1.0,1.0,0.0,1.0,0.0,0,2.0,7.0,23.0,1.0,759.0,2.0,54.0,3.0,0.0,1.0,16.3
Boris Radunović,J2,Cagliari,Italian Serie A,SRB,GK,Goalkeeper,27,90,3.0,2.0,1.0,1.4,-0.6,0,2.0,10.0,12.0,3.0,446.4,9.0,511.2,22.0,0.0,2.0,38.6
Yann Sommer,J2,Inter,Italian Serie A,SUI,GK,Goalkeeper,34,90,2.0,0.0,2.0,0.9,0.9,1,5.0,10.0,29.0,7.0,887.4,10.0,290.0,15.0,0.0,0.0,0.0
Wojciech Szczęsny,J20,Juventus,Italian Serie A,POL,GK,Goalkeeper,33,90,4.0,0.0,4.0,0.3,0.3,1,8.0,13.0,23.0,3.0,784.3,5.0,305.0,5.0,0.0,0.0,0.0
Andrea Consigli,J20,Sassuolo,Italian Serie A,ITA,GK,Goalkeeper,36,90,5.0,3.0,2.0,0.9,-2.1,0,3.0,10.0,43.0,4.0,1358.8,3.0,60.0,10.0,0.0,0.0,0.0
Filip Jørgensen,J12,Villarreal,UEFA Europa League,DEN,GK,Goalkeeper,21,90,2.0,1.0,1.0,1.2,0.2,0,2.0,2.0,19.0,5.0,427.5,8.0,172.8,9.0,0.0,3.0,63.3
Pau López,J12,Marseille,UEFA Europa League,ESP,GK,Goalkeeper,29,90,8.0,3.0,5.0,2.0,-1.0,0,9.0,28.0,23.0,3.0,1150.0,13.0,915.2,26.0,1.0,0.0,0.0
Jindřich Staněk,J12,Slavia Prague,UEFA Europa League,CZE,GK,Goalkeeper,27,90,6.0,3.0,3.0,2.4,-0.6,0,4.0,15.0,40.0,6.0,1256.0,5.0,202.0,8.0,0.0,0.0,0.0
Mike Maignan,J12,Milan,UEFA Europa League,FRA,GK,Goalkeeper,28,20,1.0,0.0,1.0,0.3,0.0,0,1.0,2.0,5.0,1.0,183.0,1.0,10.0,6.0,2.0,0.0,0.0
Marco Sportiello,J12,Milan,UEFA Europa League,ITA,GK,Goalkeeper,31,70,1.0,1.0,0.0,0.5,-0.5,0,0.0,3.0,10.0,4.0,322.0,5.0,86.0,7.0,0.0,0.0,0.0
Bart Verbruggen,J12,Brighton,UEFA Europa League,NED,GK,Goalkeeper,21,90,1.0,0.0,1.0,0.1,0.1,1,4.0,9.0,34.0,6.0,897.6,6.0,145.2,5.0,1.0,1.0,17.3
Mile Svilar,J12,Roma,UEFA Europa League,SRB,GK,Goalkeeper,24,90,5.0,1.0,4.0,1.1,0.1,0,4.0,19.0,29.0,4.0,1284.7,10.0,349.0,18.0,2.0,0.0,0.0
Caoimhín Kelleher,J12,Liverpool,UEFA Europa League,IRL,GK,Goalkeeper,25,90,2.0,1.0,1.0,0.7,-0.3,0,2.0,6.0,27.0,7.0,793.8,4.0,81.2,8.0,2.0,0.0,0.0
Peter Vindahl Jensen,J12,Sparta Prague,UEFA Europa League,DEN,GK,Goalkeeper,26,90,12.0,6.0,6.0,2.9,-3.1,0,7.0,21.0,18.0,3.0,891.0,9.0,603.9,12.0,1.0,0.0,0.0
Juan Musso,J12,Atalanta,UEFA Europa League,ARG,GK,Goalkeeper,29,90,4.0,1.0,3.0,0.7,-0.3,0,1.0,7.0,25.0,6.0,745.0,5.0,216.0,11.0,0.0,1.0,16.3
Franco Israel,J12,Sporting CP,UEFA Europa League,URU,GK,Goalkeeper,23,90,5.0,2.0,3.0,2.0,0.0,0,3.0,8.0,45.0,7.0,1156.5,1.0,23.0,12.0,0.0,0.0,0.0
Matej Kovar,J12,Leverkusen,UEFA Europa League,CZE,GK,Goalkeeper,23,90,3.0,2.0,1.0,1.7,-0.3,0,1.0,3.0,20.0,5.0,392.0,5.0,169.0,8.0,2.0,4.0,71.6
Andrey Lunyov,J12,Qarabağ,UEFA Europa League,RUS,GK,Goalkeeper,32,90,8.0,3.0,5.0,3.4,0.4,0,6.0,28.0,30.0,2.0,1158.0,16.0,958.4,27.0,1.0,0.0,0.0
Caoimhín Kelleher,J13,Liverpool,UEFA Europa League,IRL,GK,Goalkeeper,25,90,7.0,3.0,4.0,2.7,-0.3,0,4.0,20.0,73.0,8.0,2357.9,3.0,105.9,9.0,0.0,4.0,93.2
Juan Musso,J13,Atalanta,UEFA Europa League,ARG,GK,Goalkeeper,29,90,4.0,0.0,4.0,0.9,0.9,1,9.0,32.0,27.0,4.0,1331.1,13.0,848.9,11.0,0.0,0.0,0.0
Anatolii Trubin,J13,Benfica,UEFA Europa League,UKR,GK,Goalkeeper,22,90,2.0,1.0,1.0,1.0,0.0,0,2.0,3.0,20.0,7.0,426.0,7.0,231.7,13.0,0.0,0.0,0.0
Pau López,J13,Marseille,UEFA Europa League,ESP,GK,Goalkeeper,29,90,3.0,2.0,1.0,1.9,-0.1,0,6.0,14.0,24.0,7.0,811.2,7.0,471.8,11.0,2.0,0.0,0.0
Matej Kovar,J13,Leverkusen,UEFA Europa League,CZE,GK,Goalkeeper,23,90,1.0,0.0,1.0,0.0,0.0,1,0.0,1.0,16.0,3.0,320.0,3.0,80.1,5.0,0.0,4.0,105.2
Łukasz Fabiański,J13,West Ham,UEFA Europa League,POL,GK,Goalkeeper,38,90,11.0,2.0,9.0,2.6,0.6,0,9.0,22.0,18.0,4.0,824.4,11.0,577.5,17.0,0.0,0.0,0.0
Mike Maignan,J13,Milan,UEFA Europa League,FRA,GK,Goalkeeper,28,90,3.0,1.0,2.0,1.0,0.0,0,1.0,3.0,24.0,4.0,616.8,6.0,136.8,5.0,0.0,0.0,0.0
Mile Svilar,J13,Roma,UEFA Europa League,SRB,GK,Goalkeeper,24,90,5.0,0.0,5.0,1.5,1.5,1,5.0,13.0,38.0,6.0,1265.4,1.0,73.0,22.0,1.0,0.0,0.0
Rui Patrício,J21,Roma,Italian Serie A,POR,GK,Goalkeeper,35,90,3.0,1.0,2.0,0.5,-0.5,0,3.0,11.0,30.0,4.0,819.0,4.0,143.2,15.0,1.0,0.0,0.0
Lorenzo Montipò,J21,Hellas Verona,Italian Serie A,ITA,GK,Goalkeeper,27,90,2.0,2.0,0.0,1.5,-0.5,0,10.0,14.0,33.0,1.0,996.6,4.0,183.2,4.0,1.0,2.0,33.0
