Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1,Matías Abaldo,uy URU,FW,Gimnasia–LP,19,2004,14,12,1028,11.4,3,2,5,3,0,0,0,0,1.9,1.9,2.5,4.3,39,39,117,0.26,0.18,0.44,0.26,0.44,0.16,0.22,0.38,0.16,0.38,Matches,1,Matías Abaldo,uy URU,FW,Gimnasia–LP,19,2004,11.4,3,25,10,40.0,2.19,0.88,0.12,0.30,15.3,0,0,0,1.9,1.9,0.08,+1.1,+1.1,Matches,1,Matías Abaldo,uy URU,FW,Gimnasia–LP,19,2004,11.4,227,356,63.8,3714,1282,138,178,77.5,54,90,60.0,28,55,50.9,2,2.5,1.6,-0.5,21,23,21,12,39,Matches,1,Matías Abaldo,uy URU,FW,Gimnasia–LP,19,2004,11.4,356,337,19,4,0,2,51,8,7,1,3,0,227,0,19,Matches,1,Matías Abaldo,uy URU,FW,Gimnasia–LP,19,2004,11.4,34,2.98,28,1,2,2,1,0,2,0.18,2,0,0,0,0,0,Matches,1,Matías Abaldo,uy URU,FW,Gimnasia–LP,19,2004,11.4,4,4,1,0,3,2,11,18.2,9,10,0,10,4,8,2,0,Matches,1,Matías Abaldo,uy URU,FW,Gimnasia–LP,19,2004,11.4,492,2,40,140,321,61,492,45,18,40.0,25,55.6,293,1786,873,39,18,13,43,19,361,117,Matches,1,Matías Abaldo,uy URU,FW,Gimnasia–LP,19,2004,11.4,0,0,0,4,8,3,51,4,4,0,0,0,42,2,4,33.3,Matches
2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,28,1995,19,18,1510,16.8,0,0,0,0,0,0,4,2,0.7,0.7,0.2,0.8,9,89,5,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,28,1995,16.8,0,11,4,36.4,0.66,0.24,0.00,0.00,15.7,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,28,1995,16.8,737,978,75.4,15278,6144,207,241,85.9,426,487,87.5,99,212,46.7,0,0.2,0.3,-0.2,4,79,3,0,89,Matches,2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,28,1995,16.8,978,925,48,40,1,17,3,8,0,0,0,0,737,5,23,Matches,2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,28,1995,16.8,14,0.83,10,0,2,0,2,0,1,0.06,1,0,0,0,0,0,Matches,2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,28,1995,16.8,38,27,28,10,0,16,27,59.3,11,18,8,10,26,64,71,0,Matches,2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,28,1995,16.8,1152,99,522,609,34,9,1152,14,11,78.6,3,21.4,583,3346,2215,9,5,1,9,6,701,5,Matches,2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,28,1995,16.8,4,2,0,12,14,0,3,26,27,0,0,0,100,38,43,46.9,Matches
3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,33,1990,14,12,937,10.4,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,9,33,34,0.00,0.10,0.10,0.00,0.10,0.01,0.07,0.08,0.01,0.08,Matches,3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,33,1990,10.4,0,7,0,0.0,0.67,0.00,0.00,,23.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,33,1990,10.4,282,412,68.4,5318,1926,131,158,82.9,103,145,71.0,43,82,52.4,1,0.7,0.5,+0.3,7,18,7,6,33,Matches,3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,33,1990,10.4,412,309,99,2,0,7,32,97,0,0,0,0,282,4,14,Matches,3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,33,1990,10.4,17,1.63,12,1,1,1,1,1,1,0.10,1,0,0,0,0,0,Matches,3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,33,1990,10.4,27,18,15,12,0,15,25,60.0,10,16,3,13,4,31,29,0,Matches,3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,33,1990,10.4,536,31,142,249,149,2,536,14,6,42.9,7,50.0,185,777,338,9,7,0,13,8,228,34,Matches,3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,33,1990,10.4,4,0,0,8,7,0,32,4,18,0,0,0,43,10,16,38.5,Matches
4,Ramón Ábila,ar ARG,FW,Huracán,34,1989,16,6,739,8.2,0,0,0,0,0,0,4,0,2.2,2.2,0.7,2.9,6,17,47,0.00,0.00,0.00,0.00,0.00,0.26,0.08,0.35,0.26,0.35,Matches,4,Ramón Ábila,ar ARG,FW,Huracán,34,1989,8.2,0,15,2,13.3,1.83,0.24,0.00,0.00,14.6,0,0,0,2.2,2.2,0.14,-2.2,-2.2,Matches,4,Ramón Ábila,ar ARG,FW,Huracán,34,1989,8.2,97,162,59.9,1511,387,48,72,66.7,36,66,54.5,7,9,77.8,0,0.7,0.8,-0.7,9,9,10,2,17,Matches,4,Ramón Ábila,ar ARG,FW,Huracán,34,1989,8.2,162,149,12,0,1,1,3,0,0,0,0,0,97,1,5,Matches,4,Ramón Ábila,ar ARG,FW,Huracán,34,1989,8.2,21,2.56,17,0,1,2,1,0,3,0.37,3,0,0,0,0,0,Matches,4,Ramón Ábila,ar ARG,FW,Huracán,34,1989,8.2,2,1,0,1,1,0,2,0.0,2,3,0,3,0,2,4,0,Matches,4,Ramón Ábila,ar ARG,FW,Huracán,34,1989,8.2,235,4,5,106,126,35,235,9,2,22.2,7,77.8,133,460,152,6,4,5,25,10,188,47,Matches,4,Ramón Ábila,ar ARG,FW,Huracán,34,1989,8.2,4,0,0,9,6,10,3,0,1,0,0,0,11,16,26,38.1,Matches
5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,24,2000,22,13,1313,14.6,3,0,3,3,0,0,3,0,1.9,1.9,0.6,2.5,18,69,35,0.21,0.00,0.21,0.21,0.21,0.13,0.04,0.17,0.13,0.17,Matches,5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,24,2000,14.6,3,27,8,29.6,1.85,0.55,0.11,0.38,21.0,7,0,0,1.9,1.9,0.07,+1.1,+1.1,Matches,5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,24,2000,14.6,414,558,74.2,7132,2249,203,248,81.9,148,178,83.1,47,89,52.8,0,0.6,0.7,-0.6,10,52,8,0,69,Matches,5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,24,2000,14.6,558,533,22,10,1,9,29,2,10,6,3,0,414,3,12,Matches,5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,24,2000,14.6,29,1.98,25,1,0,3,0,0,1,0.07,1,0,0,0,0,0,Matches,5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,24,2000,14.6,34,20,11,22,1,16,32,50.0,16,19,5,14,7,41,10,0,Matches,5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,24,2000,14.6,718,19,119,428,189,26,718,19,10,52.6,7,36.8,377,1663,732,18,9,2,25,19,441,35,Matches,5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,24,2000,14.6,3,0,0,13,12,2,29,7,20,0,0,1,84,28,24,53.8,Matches
6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,26,1997,22,18,1491,16.6,1,1,2,1,0,0,6,1,1.0,1.0,1.7,2.8,32,76,94,0.06,0.06,0.12,0.06,0.12,0.06,0.10,0.17,0.06,0.17,Matches,6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,26,1997,16.6,1,25,5,20.0,1.51,0.30,0.04,0.20,22.4,3,0,0,1.0,1.0,0.04,0.0,0.0,Matches,6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,26,1997,16.6,474,669,70.9,7800,2461,243,291,83.5,154,198,77.8,53,117,45.3,1,1.7,2.1,-0.7,27,69,15,5,76,Matches,6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,26,1997,16.6,669,586,77,19,0,8,99,12,46,7,35,0,474,6,27,Matches,6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,26,1997,16.6,57,3.44,37,12,3,3,2,0,2,0.12,2,0,0,0,0,0,Matches,6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,26,1997,16.6,27,20,7,13,7,7,20,35.0,13,15,2,13,8,35,14,0,Matches,6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,26,1997,16.6,847,8,84,401,371,20,847,42,21,50.0,21,50.0,481,2798,1209,32,34,5,36,23,546,94,Matches,6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,26,1997,16.6,6,1,0,20,30,2,99,8,20,0,0,0,72,13,19,40.6,Matches
7,Matías Acevedo,ar ARG,MF,Racing Club,15,2008,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches,7,Matías Acevedo,ar ARG,MF,Racing Club,15,2008,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7,Matías Acevedo,ar ARG,MF,Racing Club,15,2008,0.2,5,6,83.3,78,9,3,3,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches,7,Matías Acevedo,ar ARG,MF,Racing Club,15,2008,0.2,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches,7,Matías Acevedo,ar ARG,MF,Racing Club,15,2008,0.2,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7,Matías Acevedo,ar ARG,MF,Racing Club,15,2008,0.2,0,0,0,0,0,0,0,,0,3,0,3,0,0,0,0,Matches,7,Matías Acevedo,ar ARG,MF,Racing Club,15,2008,0.2,11,0,0,5,6,1,11,1,1,100.0,0,0.0,3,19,3,0,0,0,2,0,4,1,Matches,7,Matías Acevedo,ar ARG,MF,Racing Club,15,2008,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Matches
8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,35,1988,26,26,2066,23.0,0,2,2,0,0,0,8,0,0.9,0.9,2.4,3.3,13,113,37,0.00,0.09,0.09,0.00,0.09,0.04,0.10,0.14,0.04,0.14,Matches,8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,35,1988,23.0,0,22,3,13.6,0.96,0.13,0.00,0.00,24.6,0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches,8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,35,1988,23.0,708,999,70.9,12271,4967,318,397,80.1,309,399,77.4,66,135,48.9,2,2.4,2.5,-0.4,25,89,15,5,113,Matches,8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,35,1988,23.0,999,951,41,24,0,5,30,10,6,1,3,0,708,7,27,Matches,8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,35,1988,23.0,36,1.57,32,3,0,0,1,0,3,0.13,3,0,0,0,0,0,Matches,8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,35,1988,23.0,27,15,11,13,3,12,27,44.4,15,24,5,19,25,52,54,0,Matches,8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,35,1988,23.0,1213,57,301,721,196,15,1213,11,7,63.6,4,36.4,441,1918,876,13,9,1,29,12,582,37,Matches,8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,35,1988,23.0,8,0,0,29,19,0,30,25,15,0,0,0,122,41,25,62.1,Matches
9,Lautaro Acosta,ar ARG,"MF,FW",Lanús,35,1988,19,8,746,8.3,0,0,0,0,0,0,3,0,0.7,0.7,0.2,0.9,9,20,34,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.11,0.09,0.11,Matches,9,Lautaro Acosta,ar ARG,"MF,FW",Lanús,35,1988,8.3,0,4,2,50.0,0.48,0.24,0.00,0.00,11.4,0,0,0,0.7,0.7,0.18,-0.7,-0.7,Matches,9,Lautaro Acosta,ar ARG,"MF,FW",Lanús,35,1988,8.3,157,218,72.0,2017,566,98,125,78.4,45,61,73.8,3,7,42.9,0,0.2,0.3,-0.2,5,12,3,1,20,Matches,9,Lautaro Acosta,ar ARG,"MF,FW",Lanús,35,1988,8.3,218,211,6,0,1,0,5,5,0,0,0,0,157,1,8,Matches,9,Lautaro Acosta,ar ARG,"MF,FW",Lanús,35,1988,8.3,10,1.20,7,0,0,1,1,1,1,0.12,1,0,0,0,0,0,Matches,9,Lautaro Acosta,ar ARG,"MF,FW",Lanús,35,1988,8.3,14,9,6,6,2,6,20,30.0,14,8,1,7,6,20,9,0,Matches,9,Lautaro Acosta,ar ARG,"MF,FW",Lanús,35,1988,8.3,309,9,62,167,84,14,309,7,3,42.9,4,57.1,134,645,307,9,6,1,23,6,171,34,Matches,9,Lautaro Acosta,ar ARG,"MF,FW",Lanús,35,1988,8.3,3,0,0,9,14,0,5,6,9,0,0,0,33,11,20,35.5,Matches
