Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
1,Nícolas Andrade,br BRA,GK,Pisa,35,1988,31,31,2790,31.0,42,1.35,120,79,69.2,8,11,12,7,22.6,5,5,0,0,0.0,Matches,1,Nícolas Andrade,br BRA,GK,Pisa,35,1988,31.0,42,5,1,5,1,41.3,0.31,+0.3,+0.01,119,308,38.6,929,91,27.2,30.3,138,39.9,32.9,434,39,9.0,27,0.87,12.7,Matches
2,Lorenzo Andrenacci,it ITA,GK,Brescia,28,1995,9,9,765,8.5,9,1.06,27,18,70.4,3,3,3,1,11.1,1,1,0,0,0.0,Matches,2,Lorenzo Andrenacci,it ITA,GK,Brescia,28,1995,8.5,9,1,0,2,0,6.9,0.22,-2.1,-0.25,41,105,39.0,166,31,42.8,35.3,62,54.8,39.5,130,10,7.7,0,0.00,9.1,Matches
3,Michele Avella,it ITA,GK,Brescia,23,2000,5,4,405,4.5,6,1.33,27,20,85.2,1,2,1,1,25.0,3,2,1,0,33.3,Matches,3,Michele Avella,it ITA,GK,Brescia,23,2000,4.5,6,2,0,0,0,7.7,0.18,+1.7,+0.37,18,66,27.3,100,23,42.0,34.5,40,60.0,41.0,62,8,12.9,1,0.22,7.3,Matches
4,Francesco Bardi,it ITA,GK,Reggiana,31,1992,30,30,2624,29.2,34,1.17,129,93,76.0,7,15,8,8,26.7,5,3,2,0,40.0,Matches,4,Francesco Bardi,it ITA,GK,Reggiana,31,1992,29.2,34,3,1,4,0,33.5,0.23,-0.5,-0.02,111,326,34.0,528,136,37.9,33.4,241,52.3,38.7,488,20,4.1,6,0.21,7.5,Matches
5,Davide Barosi,it ITA,GK,Ascoli,23,2000,3,2,205,2.3,2,0.88,7,5,71.4,0,0,2,0,0.0,0,0,0,0,,Matches,5,Davide Barosi,it ITA,GK,Ascoli,23,2000,2.3,2,0,0,0,0,1.8,0.25,-0.2,-0.10,10,25,40.0,51,9,29.4,29.4,20,50.0,35.8,44,3,6.8,4,1.75,13.3,Matches
6,Brenno,br BRA,GK,Bari,24,1999,33,33,2939,32.7,40,1.22,119,81,69.7,7,15,11,6,18.2,5,4,0,1,0.0,Matches,6,Brenno,br BRA,GK,Bari,24,1999,32.7,40,4,2,5,2,34.0,0.26,-4.0,-0.12,90,287,31.4,509,135,30.8,33.4,235,55.3,40.6,509,19,3.7,19,0.58,12.8,Matches
7,Bruno,br BRA,GK,Venezia,25,1998,9,9,810,9.0,10,1.11,27,17,74.1,6,0,3,2,22.2,3,3,0,0,0.0,Matches,7,Bruno,br BRA,GK,Venezia,25,1998,9.0,10,3,0,2,0,8.8,0.22,-1.2,-0.13,44,105,41.9,251,35,33.1,33.4,62,35.5,31.7,128,4,3.1,6,0.67,13.8,Matches
8,Leandro Chichizola,ar ARG,GK,Parma,33,1990,37,36,3252,36.1,33,0.91,106,73,69.8,21,11,4,13,36.1,2,1,0,1,0.0,Matches,8,Leandro Chichizola,ar ARG,GK,Parma,33,1990,36.1,33,1,1,7,0,34.5,0.32,+1.5,+0.04,230,686,33.5,1223,184,45.1,38.2,209,64.1,49.7,580,54,9.3,50,1.38,16.1,Matches
9,Edoardo Corvi,it ITA,GK,Parma,22,2001,2,2,168,1.9,2,1.07,11,9,81.8,0,2,0,0,0.0,0,0,0,0,,Matches,9,Edoardo Corvi,it ITA,GK,Parma,22,2001,1.9,2,0,0,1,0,2.8,0.25,+0.8,+0.41,5,20,25.0,58,14,32.8,32.7,9,11.1,21.6,16,3,18.8,5,2.68,16.7,Matches
10,Sebastiano Desplanches,it ITA,GK,Palermo,20,2003,2,2,180,2.0,2,1.00,6,4,66.7,1,1,0,1,50.0,0,0,0,0,,Matches,10,Sebastiano Desplanches,it ITA,GK,Palermo,20,2003,2.0,2,0,0,0,0,1.4,0.23,-0.6,-0.30,13,35,37.1,52,4,44.2,37.4,14,85.7,53.4,40,1,2.5,3,1.50,13.2,Matches
11,Giacomo Drago,it ITA,GK,Südtirol,22,2001,1,1,90,1.0,1,1.00,4,3,75.0,0,0,1,0,0.0,0,0,0,0,,Matches,11,Giacomo Drago,it ITA,GK,Südtirol,22,2001,1.0,1,0,0,1,0,0.9,0.21,-0.1,-0.15,3,9,33.3,29,6,31.0,29.5,1,0.0,30.0,16,1,6.3,1,1.00,12.8,Matches
12,Bartłomiej Drągowski,pl POL,GK,Spezia,25,1997,13,13,1170,13.0,20,1.54,63,44,71.4,1,6,6,3,23.1,2,2,0,0,0.0,Matches,12,Bartłomiej Drągowski,pl POL,GK,Spezia,25,1997,13.0,20,2,1,6,1,18.3,0.28,-0.7,-0.05,46,119,38.7,285,51,30.5,31.8,86,37.2,36.2,164,5,3.0,9,0.69,14.2,Matches
13,Andrea Fulignati,it ITA,GK,Catanzaro,28,1994,37,37,3330,37.0,47,1.27,163,116,74.8,17,9,11,10,27.0,7,6,1,0,14.3,Matches,13,Andrea Fulignati,it ITA,GK,Catanzaro,28,1994,37.0,47,6,0,6,1,51.4,0.28,+5.4,+0.15,168,468,35.9,1801,161,23.2,28.9,153,33.3,31.6,588,32,5.4,24,0.65,12.4,Matches
