Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1,José Abella,mx MEX,DF,FC Juárez,29,1994,12,11,937,10.4,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,10,44,35,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches,1,José Abella,mx MEX,DF,FC Juárez,29,1994,10.4,0,5,3,60.0,0.48,0.29,0.00,0.00,16.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,1,José Abella,mx MEX,DF,FC Juárez,29,1994,10.4,372,521,71.4,6790,3029,164,191,85.9,167,215,77.7,37,92,40.2,0,0.3,0.5,-0.3,8,44,6,1,44,Matches,1,José Abella,mx MEX,DF,FC Juárez,29,1994,10.4,521,401,120,11,0,5,24,109,0,0,0,0,372,0,11,Matches,1,José Abella,mx MEX,DF,FC Juárez,29,1994,10.4,20,1.92,15,4,0,0,1,0,1,0.10,0,0,0,0,1,0,Matches,1,José Abella,mx MEX,DF,FC Juárez,29,1994,10.4,27,13,14,11,2,13,26,50.0,13,6,3,3,10,37,35,0,Matches,1,José Abella,mx MEX,DF,FC Juárez,29,1994,10.4,628,39,172,300,157,8,628,4,0,0.0,4,100.0,254,980,472,10,12,1,12,0,331,35,Matches,1,José Abella,mx MEX,DF,FC Juárez,29,1994,10.4,1,0,0,8,5,0,24,10,13,1,0,0,30,21,9,70.0,Matches
2,José Abella,mx MEX,DF,Atlas,29,1994,17,17,1530,17.0,0,0,0,0,0,0,3,0,0.2,0.2,1.2,1.5,12,85,61,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.09,0.01,0.09,Matches,2,José Abella,mx MEX,DF,Atlas,29,1994,17.0,0,6,3,50.0,0.35,0.18,0.00,0.00,24.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,2,José Abella,mx MEX,DF,Atlas,29,1994,17.0,708,928,76.3,13643,5651,299,342,87.4,289,351,82.3,112,189,59.3,0,1.2,1.5,-1.2,12,69,15,11,85,Matches,2,José Abella,mx MEX,DF,Atlas,29,1994,17.0,928,734,189,18,0,7,50,171,0,0,0,0,708,5,21,Matches,2,José Abella,mx MEX,DF,Atlas,29,1994,17.0,36,2.12,26,9,0,0,0,1,3,0.18,3,0,0,0,0,0,Matches,2,José Abella,mx MEX,DF,Atlas,29,1994,17.0,35,20,18,10,7,20,41,48.8,21,10,3,7,21,56,38,0,Matches,2,José Abella,mx MEX,DF,Atlas,29,1994,17.0,1077,48,278,534,275,9,1077,9,3,33.3,6,66.7,533,1821,831,12,12,0,12,7,635,61,Matches,2,José Abella,mx MEX,DF,Atlas,29,1994,17.0,3,0,0,15,14,0,50,21,20,0,0,0,71,12,20,37.5,Matches
3,Diego Abitia,mx MEX,FW,Atlético,20,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,3,Diego Abitia,mx MEX,FW,Atlético,20,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3,Diego Abitia,mx MEX,FW,Atlético,20,2003,0.0,1,1,100.0,20,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,3,Diego Abitia,mx MEX,FW,Atlético,20,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches,3,Diego Abitia,mx MEX,FW,Atlético,20,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3,Diego Abitia,mx MEX,FW,Atlético,20,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,3,Diego Abitia,mx MEX,FW,Atlético,20,2003,0.0,1,0,0,1,0,0,1,0,0,,0,,1,11,0,0,0,0,0,0,1,0,Matches,3,Diego Abitia,mx MEX,FW,Atlético,20,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
4,Carlos Acevedo,mx MEX,GK,Santos,27,1996,23,23,2005,22.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4,Carlos Acevedo,mx MEX,GK,Santos,27,1996,22.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4,Carlos Acevedo,mx MEX,GK,Santos,27,1996,22.3,462,646,71.5,12616,8981,113,116,97.4,194,202,96.0,151,323,46.7,0,0.0,0.0,0.0,1,8,0,0,0,Matches,4,Carlos Acevedo,mx MEX,GK,Santos,27,1996,22.3,646,418,227,42,0,0,0,0,0,0,0,0,462,1,0,Matches,4,Carlos Acevedo,mx MEX,GK,Santos,27,1996,22.3,4,0.18,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4,Carlos Acevedo,mx MEX,GK,Santos,27,1996,22.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,1,Matches,4,Carlos Acevedo,mx MEX,GK,Santos,27,1996,22.3,710,611,708,2,0,0,710,0,0,,0,,348,1426,894,0,0,0,2,0,274,0,Matches,4,Carlos Acevedo,mx MEX,GK,Santos,27,1996,22.3,2,0,0,0,1,0,0,0,0,0,0,0,21,8,2,80.0,Matches
5,Alonso Aceves,mx MEX,DF,Pachuca,22,2001,4,4,309,3.4,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,3,8,8,0.29,0.00,0.29,0.29,0.29,0.03,0.00,0.03,0.03,0.03,Matches,5,Alonso Aceves,mx MEX,DF,Pachuca,22,2001,3.4,1,2,1,50.0,0.58,0.29,0.50,1.00,17.5,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches,5,Alonso Aceves,mx MEX,DF,Pachuca,22,2001,3.4,122,162,75.3,2046,901,59,67,88.1,48,65,73.8,10,21,47.6,0,0.0,0.0,0.0,0,9,0,0,8,Matches,5,Alonso Aceves,mx MEX,DF,Pachuca,22,2001,3.4,162,122,40,4,0,0,6,36,0,0,0,0,122,0,4,Matches,5,Alonso Aceves,mx MEX,DF,Pachuca,22,2001,3.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5,Alonso Aceves,mx MEX,DF,Pachuca,22,2001,3.4,7,4,3,4,0,2,4,50.0,2,3,2,1,5,12,10,0,Matches,5,Alonso Aceves,mx MEX,DF,Pachuca,22,2001,3.4,207,13,73,106,33,4,207,5,2,40.0,3,60.0,98,436,157,3,6,0,8,4,98,8,Matches,5,Alonso Aceves,mx MEX,DF,Pachuca,22,2001,3.4,0,0,0,3,2,1,6,5,4,0,0,0,19,4,5,44.4,Matches
6,Sergio Adrián Flores,mx MEX,MF,Mazatlán,28,1995,30,18,1808,20.1,0,0,0,0,0,0,6,0,0.4,0.4,0.6,1.0,8,107,12,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches,6,Sergio Adrián Flores,mx MEX,MF,Mazatlán,28,1995,20.1,0,5,2,40.0,0.25,0.10,0.00,0.00,20.7,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,6,Sergio Adrián Flores,mx MEX,MF,Mazatlán,28,1995,20.1,935,1101,84.9,16303,6337,397,445,89.2,440,490,89.8,80,121,66.1,0,0.6,0.9,-0.6,12,130,6,0,107,Matches,6,Sergio Adrián Flores,mx MEX,MF,Mazatlán,28,1995,20.1,1101,1058,39,36,2,2,1,2,0,0,0,0,935,4,10,Matches,6,Sergio Adrián Flores,mx MEX,MF,Mazatlán,28,1995,20.1,26,1.29,25,0,0,1,0,0,1,0.05,1,0,0,0,0,0,Matches,6,Sergio Adrián Flores,mx MEX,MF,Mazatlán,28,1995,20.1,53,34,28,20,5,31,62,50.0,31,30,9,21,21,74,45,1,Matches,6,Sergio Adrián Flores,mx MEX,MF,Mazatlán,28,1995,20.1,1301,71,408,794,111,5,1301,8,3,37.5,4,50.0,644,2184,1037,8,12,0,12,7,784,12,Matches,6,Sergio Adrián Flores,mx MEX,MF,Mazatlán,28,1995,20.1,6,0,0,45,8,0,1,21,34,0,1,0,144,25,20,55.6,Matches
7,Sergio Aguayo,us USA,FW,Pachuca,20,2002,4,4,249,2.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,3,21,0.00,0.00,0.00,0.00,0.00,0.11,0.05,0.16,0.11,0.16,Matches,7,Sergio Aguayo,us USA,FW,Pachuca,20,2002,2.8,0,6,2,33.3,2.17,0.72,0.00,0.00,20.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,7,Sergio Aguayo,us USA,FW,Pachuca,20,2002,2.8,39,47,83.0,601,100,24,28,85.7,11,13,84.6,3,5,60.0,0,0.1,0.2,-0.1,2,1,2,2,3,Matches,7,Sergio Aguayo,us USA,FW,Pachuca,20,2002,2.8,47,46,1,0,0,2,2,0,0,0,0,0,39,0,0,Matches,7,Sergio Aguayo,us USA,FW,Pachuca,20,2002,2.8,4,1.45,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,7,Sergio Aguayo,us USA,FW,Pachuca,20,2002,2.8,3,1,2,1,0,1,2,50.0,1,1,0,1,1,4,0,0,Matches,7,Sergio Aguayo,us USA,FW,Pachuca,20,2002,2.8,74,0,3,29,43,10,74,5,3,60.0,2,40.0,36,200,54,2,0,1,8,0,53,21,Matches,7,Sergio Aguayo,us USA,FW,Pachuca,20,2002,2.8,0,0,0,6,2,4,2,1,1,0,0,0,4,4,9,30.8,Matches
8,Eduardo Águila,mx MEX,"DF,FW",Atlético,21,2002,10,2,202,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,8,2,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,8,Eduardo Águila,mx MEX,"DF,FW",Atlético,21,2002,2.2,0,2,0,0.0,0.89,0.00,0.00,,12.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,8,Eduardo Águila,mx MEX,"DF,FW",Atlético,21,2002,2.2,86,108,79.6,1502,571,37,40,92.5,44,44,100.0,5,18,27.8,0,0.0,0.0,0.0,0,4,0,0,8,Matches,8,Eduardo Águila,mx MEX,"DF,FW",Atlético,21,2002,2.2,108,98,10,3,0,0,1,6,0,0,0,0,86,0,6,Matches,8,Eduardo Águila,mx MEX,"DF,FW",Atlético,21,2002,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8,Eduardo Águila,mx MEX,"DF,FW",Atlético,21,2002,2.2,6,4,6,0,0,4,5,80.0,1,3,1,2,3,9,12,0,Matches,8,Eduardo Águila,mx MEX,"DF,FW",Atlético,21,2002,2.2,136,15,80,50,6,2,136,2,1,50.0,1,50.0,55,226,63,1,0,0,2,1,80,2,Matches,8,Eduardo Águila,mx MEX,"DF,FW",Atlético,21,2002,2.2,0,0,0,1,1,0,1,3,4,0,0,0,8,5,5,50.0,Matches
9,Daniel Aguilar,mx MEX,"DF,FW",Puebla,25,1998,9,1,238,2.6,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,10,11,11,0.00,0.38,0.38,0.00,0.38,0.05,0.10,0.15,0.05,0.15,Matches,9,Daniel Aguilar,mx MEX,"DF,FW",Puebla,25,1998,2.6,0,7,3,42.9,2.65,1.13,0.00,0.00,24.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,9,Daniel Aguilar,mx MEX,"DF,FW",Puebla,25,1998,2.6,105,141,74.5,2119,794,44,53,83.0,42,55,76.4,18,28,64.3,1,0.3,0.3,+0.7,7,4,0,0,11,Matches,9,Daniel Aguilar,mx MEX,"DF,FW",Puebla,25,1998,2.6,141,114,27,1,0,1,11,19,6,1,5,0,105,0,4,Matches,9,Daniel Aguilar,mx MEX,"DF,FW",Puebla,25,1998,2.6,12,4.54,7,4,0,1,0,0,1,0.38,0,1,0,0,0,0,Matches,9,Daniel Aguilar,mx MEX,"DF,FW",Puebla,25,1998,2.6,7,2,4,2,1,1,4,25.0,3,5,1,4,3,10,8,0,Matches,9,Daniel Aguilar,mx MEX,"DF,FW",Puebla,25,1998,2.6,188,11,60,75,54,6,188,4,1,25.0,3,75.0,72,476,336,10,8,3,11,1,106,11,Matches,9,Daniel Aguilar,mx MEX,"DF,FW",Puebla,25,1998,2.6,0,0,0,7,1,0,11,3,2,0,0,0,7,5,2,71.4,Matches
