Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1,Abner,br BRA,DF,Juventude,19,2004,3,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1,Abner,br BRA,DF,Juventude,19,2004,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1,Abner,br BRA,DF,Juventude,19,2004,1.2,19,28,67.9,415,166,7,8,87.5,10,11,90.9,2,8,25.0,0,0.0,0.0,0.0,0,3,1,0,2,Matches,1,Abner,br BRA,DF,Juventude,19,2004,1.2,28,26,2,1,0,2,0,1,0,0,0,0,19,0,0,Matches,1,Abner,br BRA,DF,Juventude,19,2004,1.2,1,0.83,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1,Abner,br BRA,DF,Juventude,19,2004,1.2,2,0,2,0,0,2,4,50.0,2,1,1,0,3,5,10,1,Matches,1,Abner,br BRA,DF,Juventude,19,2004,1.2,46,14,29,14,3,0,46,0,0,,0,,21,80,22,0,0,0,0,1,18,0,Matches,1,Abner,br BRA,DF,Juventude,19,2004,1.2,1,0,0,1,1,0,0,3,0,0,0,0,3,3,3,50.0,Matches
2,Nicolás Acevedo,uy URU,"MF,DF",Bahia,24,1999,8,1,268,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,5,19,8,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.11,0.04,0.11,Matches,2,Nicolás Acevedo,uy URU,"MF,DF",Bahia,24,1999,3.0,0,5,2,40.0,1.68,0.67,0.00,0.00,23.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,2,Nicolás Acevedo,uy URU,"MF,DF",Bahia,24,1999,3.0,185,211,87.7,3432,1160,70,82,85.4,95,101,94.1,19,23,82.6,0,0.2,0.3,-0.2,2,18,4,0,19,Matches,2,Nicolás Acevedo,uy URU,"MF,DF",Bahia,24,1999,3.0,211,205,6,5,0,1,3,1,0,0,0,0,185,0,4,Matches,2,Nicolás Acevedo,uy URU,"MF,DF",Bahia,24,1999,3.0,5,1.68,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2,Nicolás Acevedo,uy URU,"MF,DF",Bahia,24,1999,3.0,8,4,3,4,1,1,5,20.0,4,3,1,2,3,11,3,1,Matches,2,Nicolás Acevedo,uy URU,"MF,DF",Bahia,24,1999,3.0,245,8,68,142,42,6,245,9,7,77.8,2,22.2,165,853,503,5,5,0,4,2,182,8,Matches,2,Nicolás Acevedo,uy URU,"MF,DF",Bahia,24,1999,3.0,2,0,0,8,5,0,3,3,4,0,0,0,20,5,5,50.0,Matches
3,Luiz Adriano,br BRA,FW,Vitória,36,1987,8,1,202,2.2,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,1,4,9,0.00,0.45,0.45,0.00,0.45,0.06,0.04,0.09,0.06,0.09,Matches,3,Luiz Adriano,br BRA,FW,Vitória,36,1987,2.2,0,2,1,50.0,0.89,0.45,0.00,0.00,10.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,3,Luiz Adriano,br BRA,FW,Vitória,36,1987,2.2,32,45,71.1,426,67,13,18,72.2,13,16,81.3,0,1,0.0,1,0.1,0.1,+0.9,2,3,1,0,4,Matches,3,Luiz Adriano,br BRA,FW,Vitória,36,1987,2.2,45,40,5,0,0,0,0,0,0,0,0,0,32,0,0,Matches,3,Luiz Adriano,br BRA,FW,Vitória,36,1987,2.2,2,0.89,2,0,0,0,0,0,1,0.45,1,0,0,0,0,0,Matches,3,Luiz Adriano,br BRA,FW,Vitória,36,1987,2.2,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,Matches,3,Luiz Adriano,br BRA,FW,Vitória,36,1987,2.2,58,1,5,36,17,7,58,2,0,0.0,2,100.0,25,117,29,1,2,1,1,3,44,9,Matches,3,Luiz Adriano,br BRA,FW,Vitória,36,1987,2.2,1,0,0,4,5,2,0,0,0,0,0,0,3,9,13,40.9,Matches
4,Adriel,br BRA,GK,Bahia,23,2001,4,3,334,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4,Adriel,br BRA,GK,Bahia,23,2001,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4,Adriel,br BRA,GK,Bahia,23,2001,3.7,109,133,82.0,2244,1596,32,33,97.0,50,50,100.0,20,43,46.5,0,0.0,0.0,0.0,0,1,0,0,1,Matches,4,Adriel,br BRA,GK,Bahia,23,2001,3.7,133,104,29,4,0,1,0,0,0,0,0,0,109,0,0,Matches,4,Adriel,br BRA,GK,Bahia,23,2001,3.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4,Adriel,br BRA,GK,Bahia,23,2001,3.7,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,1,Matches,4,Adriel,br BRA,GK,Bahia,23,2001,3.7,141,104,138,3,0,0,141,1,1,100.0,0,0.0,86,425,218,0,0,0,0,0,77,0,Matches,4,Adriel,br BRA,GK,Bahia,23,2001,3.7,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
5,Adryelson,br BRA,DF,Botafogo (RJ),25,1998,7,6,580,6.4,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,2,22,0,0.16,0.00,0.16,0.16,0.16,0.03,0.05,0.08,0.03,0.08,Matches,5,Adryelson,br BRA,DF,Botafogo (RJ),25,1998,6.4,1,6,1,16.7,0.93,0.16,0.17,1.00,12.5,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches,5,Adryelson,br BRA,DF,Botafogo (RJ),25,1998,6.4,370,404,91.6,6905,2695,125,135,92.6,217,225,96.4,25,34,73.5,0,0.3,0.1,-0.3,1,16,0,0,22,Matches,5,Adryelson,br BRA,DF,Botafogo (RJ),25,1998,6.4,404,395,8,4,0,2,1,2,0,0,0,0,370,1,3,Matches,5,Adryelson,br BRA,DF,Botafogo (RJ),25,1998,6.4,8,1.24,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,5,Adryelson,br BRA,DF,Botafogo (RJ),25,1998,6.4,4,3,2,2,0,2,2,100.0,0,5,3,2,10,14,34,1,Matches,5,Adryelson,br BRA,DF,Botafogo (RJ),25,1998,6.4,470,40,186,268,16,13,470,0,0,,0,,271,1059,451,2,0,0,2,0,335,0,Matches,5,Adryelson,br BRA,DF,Botafogo (RJ),25,1998,6.4,0,0,0,2,0,0,1,10,3,0,0,0,13,25,10,71.4,Matches
6,Adson,br BRA,FW,Vasco da Gama,23,2000,20,14,1224,13.6,2,1,3,2,0,0,2,0,1.5,1.5,2.6,4.1,42,72,80,0.15,0.07,0.22,0.15,0.22,0.11,0.19,0.30,0.11,0.30,Matches,6,Adson,br BRA,FW,Vasco da Gama,23,2000,13.6,2,25,10,40.0,1.84,0.74,0.08,0.20,20.0,0,0,0,1.5,1.5,0.06,+0.5,+0.5,Matches,6,Adson,br BRA,FW,Vasco da Gama,23,2000,13.6,528,622,84.9,7363,1834,321,350,91.7,159,184,86.4,22,33,66.7,1,2.6,3.2,-1.6,21,49,19,3,72,Matches,6,Adson,br BRA,FW,Vasco da Gama,23,2000,13.6,622,604,15,2,3,1,22,8,5,3,0,0,528,3,19,Matches,6,Adson,br BRA,FW,Vasco da Gama,23,2000,13.6,53,3.90,46,2,5,0,0,0,5,0.37,4,0,1,0,0,0,Matches,6,Adson,br BRA,FW,Vasco da Gama,23,2000,13.6,25,20,11,9,5,5,18,27.8,13,15,2,13,6,31,9,0,Matches,6,Adson,br BRA,FW,Vasco da Gama,23,2000,13.6,792,8,105,383,317,39,792,50,25,50.0,24,48.0,478,2839,1426,42,37,7,30,16,574,80,Matches,6,Adson,br BRA,FW,Vasco da Gama,23,2000,13.6,2,0,0,7,18,0,22,6,20,0,0,0,73,9,12,42.9,Matches
7,Braian Aguirre,ar ARG,DF,Internacional,23,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0,7,4,0.00,0.00,0.00,0.00,0.00,0.06,0.31,0.37,0.06,0.37,Matches,7,Braian Aguirre,ar ARG,DF,Internacional,23,2000,1.0,0,2,0,0.0,2.00,0.00,0.00,,22.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,7,Braian Aguirre,ar ARG,DF,Internacional,23,2000,1.0,32,46,69.6,541,218,12,15,80.0,18,26,69.2,2,5,40.0,0,0.3,0.2,-0.3,1,5,3,0,7,Matches,7,Braian Aguirre,ar ARG,DF,Internacional,23,2000,1.0,46,37,9,0,0,0,4,9,0,0,0,0,32,0,0,Matches,7,Braian Aguirre,ar ARG,DF,Internacional,23,2000,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7,Braian Aguirre,ar ARG,DF,Internacional,23,2000,1.0,5,3,3,0,2,4,7,57.1,3,3,2,1,1,6,5,0,Matches,7,Braian Aguirre,ar ARG,DF,Internacional,23,2000,1.0,65,6,14,29,23,0,65,1,0,0.0,1,100.0,25,84,41,0,2,0,3,0,34,4,Matches,7,Braian Aguirre,ar ARG,DF,Internacional,23,2000,1.0,0,0,0,1,1,0,4,1,3,0,0,0,5,1,2,33.3,Matches
8,Lucas Alario,ar ARG,"FW,MF",Internacional,31,1992,15,6,638,7.1,0,0,0,0,0,0,4,0,1.9,1.9,0.1,2.0,0,7,22,0.00,0.00,0.00,0.00,0.00,0.27,0.02,0.29,0.27,0.29,Matches,8,Lucas Alario,ar ARG,"FW,MF",Internacional,31,1992,7.1,0,13,2,15.4,1.83,0.28,0.00,0.00,11.2,1,0,0,1.9,1.9,0.15,-1.9,-1.9,Matches,8,Lucas Alario,ar ARG,"FW,MF",Internacional,31,1992,7.1,82,113,72.6,957,188,51,63,81.0,22,31,71.0,1,1,100.0,0,0.1,0.2,-0.1,3,4,1,0,7,Matches,8,Lucas Alario,ar ARG,"FW,MF",Internacional,31,1992,7.1,113,108,4,0,0,0,2,0,0,0,0,0,82,1,2,Matches,8,Lucas Alario,ar ARG,"FW,MF",Internacional,31,1992,7.1,9,1.27,7,0,0,2,0,0,1,0.14,0,0,0,1,0,0,Matches,8,Lucas Alario,ar ARG,"FW,MF",Internacional,31,1992,7.1,5,1,1,2,2,0,5,0.0,5,2,0,2,1,6,14,0,Matches,8,Lucas Alario,ar ARG,"FW,MF",Internacional,31,1992,7.1,185,13,27,86,73,25,185,10,6,60.0,3,30.0,72,227,56,0,2,1,18,9,121,22,Matches,8,Lucas Alario,ar ARG,"FW,MF",Internacional,31,1992,7.1,4,0,0,22,6,9,2,1,1,0,1,0,13,15,40,27.3,Matches
9,Carlos Alberto,br BRA,FW,Botafogo (RJ),21,2002,7,2,212,2.4,1,0,1,1,0,0,0,0,1.6,1.6,0.1,1.7,7,4,7,0.42,0.00,0.42,0.42,0.42,0.67,0.05,0.72,0.67,0.72,Matches,9,Carlos Alberto,br BRA,FW,Botafogo (RJ),21,2002,2.4,1,8,3,37.5,3.40,1.27,0.13,0.33,9.0,0,0,0,1.6,1.6,0.20,-0.6,-0.6,Matches,9,Carlos Alberto,br BRA,FW,Botafogo (RJ),21,2002,2.4,17,23,73.9,220,60,9,11,81.8,7,8,87.5,0,0,,0,0.1,0.1,-0.1,2,1,3,0,4,Matches,9,Carlos Alberto,br BRA,FW,Botafogo (RJ),21,2002,2.4,23,21,1,0,0,0,2,1,0,0,0,0,17,1,2,Matches,9,Carlos Alberto,br BRA,FW,Botafogo (RJ),21,2002,2.4,7,2.96,3,0,3,1,0,0,0,0.00,0,0,0,0,0,0,Matches,9,Carlos Alberto,br BRA,FW,Botafogo (RJ),21,2002,2.4,3,2,2,1,0,1,2,50.0,1,4,1,3,0,3,2,0,Matches,9,Carlos Alberto,br BRA,FW,Botafogo (RJ),21,2002,2.4,55,2,8,16,34,15,55,6,4,66.7,2,33.3,27,282,204,7,5,3,8,0,29,7,Matches,9,Carlos Alberto,br BRA,FW,Botafogo (RJ),21,2002,2.4,0,0,0,3,2,0,2,0,2,0,0,0,5,3,5,37.5,Matches
