Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1,Ahmed Abdullahi,ng NGA,FW,Gent,19,2004,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches,1,Ahmed Abdullahi,ng NGA,FW,Gent,19,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1,Ahmed Abdullahi,ng NGA,FW,Gent,19,2004,0.3,4,6,66.7,74,26,1,1,100.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,1,2,0,0,2,Matches,1,Ahmed Abdullahi,ng NGA,FW,Gent,19,2004,0.3,6,4,2,0,0,0,1,0,0,0,0,0,4,0,0,Matches,1,Ahmed Abdullahi,ng NGA,FW,Gent,19,2004,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1,Ahmed Abdullahi,ng NGA,FW,Gent,19,2004,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches,1,Ahmed Abdullahi,ng NGA,FW,Gent,19,2004,0.3,8,0,1,5,2,0,8,1,0,0.0,1,100.0,4,30,4,0,0,0,0,1,3,3,Matches,1,Ahmed Abdullahi,ng NGA,FW,Gent,19,2004,0.3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,Matches
2,Shuto Abe,jp JPN,MF,RWDM,25,1997,28,15,1475,16.4,1,1,2,1,0,0,4,0,1.3,1.3,1.3,2.6,12,70,35,0.06,0.06,0.12,0.06,0.12,0.08,0.08,0.16,0.08,0.16,Matches,2,Shuto Abe,jp JPN,MF,RWDM,25,1997,16.4,1,16,6,37.5,0.98,0.37,0.06,0.17,21.5,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches,2,Shuto Abe,jp JPN,MF,RWDM,25,1997,16.4,525,697,75.3,8876,2426,238,298,79.9,217,273,79.5,49,75,65.3,1,1.3,1.3,-0.3,9,59,7,2,70,Matches,2,Shuto Abe,jp JPN,MF,RWDM,25,1997,16.4,697,681,10,5,1,2,9,1,0,0,0,0,525,6,19,Matches,2,Shuto Abe,jp JPN,MF,RWDM,25,1997,16.4,22,1.34,16,0,0,3,2,1,2,0.12,1,0,0,1,0,0,Matches,2,Shuto Abe,jp JPN,MF,RWDM,25,1997,16.4,47,32,23,17,7,18,46,39.1,28,21,6,15,13,60,37,0,Matches,2,Shuto Abe,jp JPN,MF,RWDM,25,1997,16.4,889,45,255,486,156,21,889,14,6,42.9,8,57.1,577,3003,1072,12,15,2,32,14,508,35,Matches,2,Shuto Abe,jp JPN,MF,RWDM,25,1997,16.4,4,0,0,32,16,1,9,13,32,0,1,0,97,10,17,37.0,Matches
3,Abner,br BRA,"DF,MF",RWDM,27,1996,25,20,1850,20.6,0,0,0,0,0,0,4,0,0.6,0.6,0.5,1.1,38,73,89,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,3,Abner,br BRA,"DF,MF",RWDM,27,1996,20.6,0,6,1,16.7,0.29,0.05,0.00,0.00,17.5,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches,3,Abner,br BRA,"DF,MF",RWDM,27,1996,20.6,651,873,74.6,10746,3762,286,334,85.6,309,393,78.6,40,110,36.4,0,0.5,0.5,-0.5,7,44,9,3,73,Matches,3,Abner,br BRA,"DF,MF",RWDM,27,1996,20.6,873,705,165,12,0,3,56,153,0,0,0,0,651,3,19,Matches,3,Abner,br BRA,"DF,MF",RWDM,27,1996,20.6,21,1.02,16,1,0,2,2,0,0,0.00,0,0,0,0,0,0,Matches,3,Abner,br BRA,"DF,MF",RWDM,27,1996,20.6,23,13,11,7,5,14,24,58.3,10,15,1,14,25,48,57,1,Matches,3,Abner,br BRA,"DF,MF",RWDM,27,1996,20.6,1096,79,327,502,271,11,1096,31,6,19.4,20,64.5,693,4369,2040,38,38,2,35,7,605,89,Matches,3,Abner,br BRA,"DF,MF",RWDM,27,1996,20.6,4,0,0,19,37,1,56,25,13,0,0,1,103,23,21,52.3,Matches
4,Francis Abu,gh GHA,MF,Cercle Brugge,22,2001,8,5,409,4.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.3,3,30,2,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.06,0.02,0.06,Matches,4,Francis Abu,gh GHA,MF,Cercle Brugge,22,2001,4.5,0,5,2,40.0,1.10,0.44,0.00,0.00,27.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,4,Francis Abu,gh GHA,MF,Cercle Brugge,22,2001,4.5,163,231,70.6,2812,1107,65,88,73.9,76,98,77.6,13,32,40.6,0,0.1,0.3,-0.1,4,22,5,0,30,Matches,4,Francis Abu,gh GHA,MF,Cercle Brugge,22,2001,4.5,231,206,23,18,0,0,9,1,4,1,3,0,163,2,3,Matches,4,Francis Abu,gh GHA,MF,Cercle Brugge,22,2001,4.5,10,2.21,8,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4,Francis Abu,gh GHA,MF,Cercle Brugge,22,2001,4.5,18,8,4,12,2,11,13,84.6,2,7,0,7,8,26,2,0,Matches,4,Francis Abu,gh GHA,MF,Cercle Brugge,22,2001,4.5,281,7,34,185,66,0,281,3,3,100.0,0,0.0,138,573,215,3,5,0,7,0,110,2,Matches,4,Francis Abu,gh GHA,MF,Cercle Brugge,22,2001,4.5,2,0,0,6,9,0,9,8,8,0,0,0,55,10,3,76.9,Matches
5,Tayo Adaramola,ie IRL,DF,RWDM,19,2003,9,8,575,6.4,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,19,22,25,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.14,0.04,0.14,Matches,5,Tayo Adaramola,ie IRL,DF,RWDM,19,2003,6.4,0,3,0,0.0,0.47,0.00,0.00,,17.0,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,5,Tayo Adaramola,ie IRL,DF,RWDM,19,2003,6.4,182,245,74.3,2884,1196,93,111,83.8,75,100,75.0,8,19,42.1,0,0.6,0.3,-0.6,4,15,7,5,22,Matches,5,Tayo Adaramola,ie IRL,DF,RWDM,19,2003,6.4,245,202,43,3,0,1,20,40,0,0,0,0,182,0,9,Matches,5,Tayo Adaramola,ie IRL,DF,RWDM,19,2003,6.4,7,1.10,6,1,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches,5,Tayo Adaramola,ie IRL,DF,RWDM,19,2003,6.4,21,14,13,8,0,12,17,70.6,5,7,1,6,7,28,19,1,Matches,5,Tayo Adaramola,ie IRL,DF,RWDM,19,2003,6.4,347,35,132,143,84,7,347,24,14,58.3,10,41.7,196,1628,724,19,12,5,13,9,159,25,Matches,5,Tayo Adaramola,ie IRL,DF,RWDM,19,2003,6.4,0,0,0,10,4,1,20,7,14,0,1,0,43,8,7,53.3,Matches
6,Noah Adedeji,be BEL,"MF,FW",Genk,18,2005,3,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,5,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.57,0.57,0.57,Matches,6,Noah Adedeji,be BEL,"MF,FW",Genk,18,2005,0.2,0,2,0,0.0,9.47,0.00,0.00,,17.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,6,Noah Adedeji,be BEL,"MF,FW",Genk,18,2005,0.2,12,15,80.0,185,26,5,6,83.3,7,8,87.5,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,6,Noah Adedeji,be BEL,"MF,FW",Genk,18,2005,0.2,15,15,0,0,0,0,0,0,0,0,0,0,12,0,1,Matches,6,Noah Adedeji,be BEL,"MF,FW",Genk,18,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6,Noah Adedeji,be BEL,"MF,FW",Genk,18,2005,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,Matches,6,Noah Adedeji,be BEL,"MF,FW",Genk,18,2005,0.2,19,1,6,7,6,2,19,0,0,,0,,12,76,16,1,0,1,0,0,13,5,Matches,6,Noah Adedeji,be BEL,"MF,FW",Genk,18,2005,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
7,Jonathan Afolabi,ie IRL,FW,Kortrijk,23,2000,10,4,397,4.4,1,0,1,1,0,0,1,0,0.3,0.3,0.5,0.8,2,7,27,0.23,0.00,0.23,0.23,0.23,0.06,0.11,0.18,0.06,0.18,Matches,7,Jonathan Afolabi,ie IRL,FW,Kortrijk,23,2000,4.4,1,4,2,50.0,0.91,0.45,0.25,0.50,13.1,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches,7,Jonathan Afolabi,ie IRL,FW,Kortrijk,23,2000,4.4,58,86,67.4,771,198,35,45,77.8,12,27,44.4,5,5,100.0,0,0.5,0.1,-0.5,4,5,3,0,7,Matches,7,Jonathan Afolabi,ie IRL,FW,Kortrijk,23,2000,4.4,86,84,2,0,1,0,3,0,0,0,0,0,58,0,0,Matches,7,Jonathan Afolabi,ie IRL,FW,Kortrijk,23,2000,4.4,4,0.90,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,7,Jonathan Afolabi,ie IRL,FW,Kortrijk,23,2000,4.4,2,1,1,1,0,1,3,33.3,2,0,0,0,0,2,1,0,Matches,7,Jonathan Afolabi,ie IRL,FW,Kortrijk,23,2000,4.4,126,3,10,62,56,11,126,4,1,25.0,3,75.0,97,629,141,2,3,0,19,6,99,27,Matches,7,Jonathan Afolabi,ie IRL,FW,Kortrijk,23,2000,4.4,1,0,0,10,4,3,3,0,1,0,0,0,13,8,5,61.5,Matches
8,Brian Agbor,cm CMR,DF,Gent,22,2001,3,2,208,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,10,0,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.07,0.06,0.07,Matches,8,Brian Agbor,cm CMR,DF,Gent,22,2001,2.3,0,1,0,0.0,0.43,0.00,0.00,,8.0,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches,8,Brian Agbor,cm CMR,DF,Gent,22,2001,2.3,123,143,86.0,2616,837,37,43,86.0,69,73,94.5,17,25,68.0,0,0.0,0.0,0.0,1,11,0,0,10,Matches,8,Brian Agbor,cm CMR,DF,Gent,22,2001,2.3,143,135,8,4,0,4,0,4,0,0,0,0,123,0,2,Matches,8,Brian Agbor,cm CMR,DF,Gent,22,2001,2.3,1,0.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8,Brian Agbor,cm CMR,DF,Gent,22,2001,2.3,2,1,2,0,0,0,1,0.0,1,5,4,1,5,7,12,1,Matches,8,Brian Agbor,cm CMR,DF,Gent,22,2001,2.3,173,19,70,101,2,1,173,2,1,50.0,1,50.0,127,591,291,1,1,0,3,0,114,0,Matches,8,Brian Agbor,cm CMR,DF,Gent,22,2001,2.3,0,0,0,1,1,0,0,5,1,0,0,0,13,3,0,100.0,Matches
9,Takahiro Akimoto,jp JPN,DF,OH Leuven,25,1998,5,2,261,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,16,13,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.05,0.03,0.05,Matches,9,Takahiro Akimoto,jp JPN,DF,OH Leuven,25,1998,2.9,0,1,0,0.0,0.34,0.00,0.00,,9.7,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,9,Takahiro Akimoto,jp JPN,DF,OH Leuven,25,1998,2.9,99,129,76.7,1469,631,53,58,91.4,35,51,68.6,5,10,50.0,0,0.0,0.2,0.0,2,9,3,0,16,Matches,9,Takahiro Akimoto,jp JPN,DF,OH Leuven,25,1998,2.9,129,101,28,2,0,0,2,26,0,0,0,0,99,0,2,Matches,9,Takahiro Akimoto,jp JPN,DF,OH Leuven,25,1998,2.9,8,2.76,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9,Takahiro Akimoto,jp JPN,DF,OH Leuven,25,1998,2.9,5,4,3,2,0,2,4,50.0,2,2,1,1,6,11,9,0,Matches,9,Takahiro Akimoto,jp JPN,DF,OH Leuven,25,1998,2.9,165,9,53,75,40,5,165,3,2,66.7,1,33.3,90,557,249,3,4,0,7,1,81,13,Matches,9,Takahiro Akimoto,jp JPN,DF,OH Leuven,25,1998,2.9,1,0,0,3,1,0,2,6,4,0,0,0,13,7,5,58.3,Matches
