Game Week,Home Team,Away Team,Score,Attendance,Venue,Referee,Date,URL
J1,Zrinjski Mostar,Red Imps,5–0,"4,200",Stadion Bijeli Brijeg,Sigurd Smehus Kringstad,2025-10-02,https://fbref.com/en/matches/0b114f31/Zrinjski-Mostar-Lincoln-Red-Imps-October-2-2025-Conference-League
J1,Lech Poznań,Rapid Wien,4–1,"24,779",ENEA Stadion,Rob Hennessy,2025-10-02,https://fbref.com/en/matches/5823af2e/Lech-Poznan-Rapid-Wien-October-2-2025-Conference-League
J1,Jagiellonia,Ħamrun Spartans FC,1–0,"17,469",Chorten Arena,Igor Stojchevski,2025-10-02,https://fbref.com/en/matches/ad5c5fad/Jagiellonia-Hamrun-Spartans-FC-October-2-2025-Conference-League
J1,Rayo Vallecano,Shkëndija 79,2–0,"8,842",Campo de Fútbol de Vallecas,Mohammad Al Emara,2025-10-02,https://fbref.com/en/matches/6cab71ef/Rayo-Vallecano-Shkendija-79-October-2-2025-Conference-League
J1,Lausanne-Sport,Breiðablik,3–0,"9,154",Stade de la Tuilière,Genc Nuza,2025-10-02,https://fbref.com/en/matches/2d6a93c3/Lausanne-Sport-Breidablik-October-2-2025-Conference-League
J1,Dynamo Kyiv,Crystal Palace,0–2,"6,839",Motor Lublin Arena,Lothar D'Hondt,2025-10-02,https://fbref.com/en/matches/fd300a7b/Dynamo-Kyiv-Crystal-Palace-October-2-2025-Conference-League
J1,AC Omonia,Mainz 05,0–1,"12,548",Neo GSP,Miloš Milanović,2025-10-02,https://fbref.com/en/matches/ad964da0/AC-Omonia-Mainz-05-October-2-2025-Conference-League
J1,KuPS,KF Drita,1–1,"2,129",Tammelan Stadion,Michal Očenáš,2025-10-02,https://fbref.com/en/matches/8af54a6f/KuPS-KF-Drita-October-2-2025-Conference-League
J1,Shelbourne FC,Häcken,0–0,"5,675",Tallaght Stadium,Paweł Raczkowski,2025-10-02,https://fbref.com/en/matches/8c7aa9b0/Shelbourne-FC-Hacken-October-2-2025-Conference-League
J1,Aberdeen,Shakhtar,2–3,"15,504",Pittodrie Stadium,Duje Strukan,2025-10-02,https://fbref.com/en/matches/60d6cbb9/Aberdeen-Shakhtar-Donetsk-October-2-2025-Conference-League
J1,FC Noah,Rijeka,1–0,"11,500",Vazgen Sargsyan anvan Hanrapetakan Marza...,Radoslav Gidzhenov,2025-10-02,https://fbref.com/en/matches/88ef4884/FC-Noah-Rijeka-October-2-2025-Conference-League
J1,Fiorentina,Sigma Olomouc,2–0,"8,149",Stadio Artemio Franchi,Florian Badstübner,2025-10-02,https://fbref.com/en/matches/5e909ebb/Fiorentina-Sigma-Olomouc-October-2-2025-Conference-League
J1,Legia Warsaw,Samsunspor,0–1,"18,712",Stadion Miejski Legii Warszawa im. Marsz...,Jérémie Pignard,2025-10-02,https://fbref.com/en/matches/b6821c23/Legia-Warsaw-Samsunspor-October-2-2025-Conference-League
J1,Sparta Prague,Shamrock Rovers,4–1,"17,104",epet Arena,Atilla Karaoğlan,2025-10-02,https://fbref.com/en/matches/2f5f388c/Sparta-Prague-Shamrock-Rovers-October-2-2025-Conference-League
J1,Raków,CS U Craiova,2–0,"6,557",ArcelorMittal Park,Ishmael Barbara,2025-10-02,https://fbref.com/en/matches/8b8e2fd3/Rakow-Czestochowa-CS-Universitatea-Craiova-October-2-2025-Conference-League
J1,Slovan Bratislava,Strasbourg,1–2,"15,204",Štadión Tehelné pole,Andrea Colombo,2025-10-02,https://fbref.com/en/matches/91b55897/Slovan-Bratislava-Strasbourg-October-2-2025-Conference-League
J1,NK Celje,AEK Athens,3–1,"7,420",Stadion Z'dežele,Oleksii Derevinskyi,2025-10-02,https://fbref.com/en/matches/596b83dd/NK-Celje-AEK-Athens-October-2-2025-Conference-League
J1,AÉK Lárnaka,AZ Alkmaar,4–0,"3,404",AEK Arena - George Karapatakis,Daniel Schlager,2025-10-02,https://fbref.com/en/matches/411a5354/AEK-Larnaka-AZ-Alkmaar-October-2-2025-Conference-League
J2,Breiðablik,KuPS,0–0,821,Laugardalsvöllur,Sandi Putros,2025-10-23,https://fbref.com/en/matches/654d05a3/Breidablik-KuPS-October-23-2025-Conference-League
J2,Häcken,Rayo Vallecano,2–2,"6,408",Salon Urheilupuisto Stadion,Antoni Bandić,2025-10-23,https://fbref.com/en/matches/d0ff7e12/Hacken-Rayo-Vallecano-October-23-2025-Conference-League
J2,Strasbourg,Jagiellonia,1–1,"21,748",Stade de la Meinau,Dario Bel,2025-10-23,https://fbref.com/en/matches/2f999365/Strasbourg-Jagiellonia-October-23-2025-Conference-League
J2,KF Drita,AC Omonia,1–1,"2,250",Stadiumi Fadil Vokrri,Robert Harvey,2025-10-23,https://fbref.com/en/matches/54626d62/KF-Drita-AC-Omonia-October-23-2025-Conference-League
J2,Shkëndija 79,Shelbourne FC,1–0,"2,051",Nationala Arena Toše Proeski,Stefan Ebner,2025-10-23,https://fbref.com/en/matches/b5a3810f/Shkendija-79-Shelbourne-FC-October-23-2025-Conference-League
J2,Rapid Wien,Fiorentina,0–3,"24,641",Allianz Stadion,Igal Frid,2025-10-23,https://fbref.com/en/matches/29da9d19/Rapid-Wien-Fiorentina-October-23-2025-Conference-League
J2,AZ Alkmaar,Slovan Bratislava,1–0,"12,086",AFAS Stadion,Tobias Stieler,2025-10-23,https://fbref.com/en/matches/e27e2163/AZ-Alkmaar-Slovan-Bratislava-October-23-2025-Conference-League
J2,Shakhtar,Legia Warsaw,1–2,"13,936",Stadion Miejski im. Henryka Reymana,Gustavo Correia,2025-10-23,https://fbref.com/en/matches/e01bcc07/Shakhtar-Donetsk-Legia-Warsaw-October-23-2025-Conference-League
J2,AEK Athens,Aberdeen,6–0,"20,921",Agia Sophia Stadium,Jasper Vergoote,2025-10-23,https://fbref.com/en/matches/1d61a63d/AEK-Athens-Aberdeen-October-23-2025-Conference-League
J2,Shamrock Rovers,NK Celje,0–2,"6,076",Tallaght Stadium,Ondřej Berka,2025-10-23,https://fbref.com/en/matches/4a0e0b90/Shamrock-Rovers-NK-Celje-October-23-2025-Conference-League
J2,Crystal Palace,AÉK Lárnaka,0–1,"23,038",Selhurst Park,Damian Kos,2025-10-23,https://fbref.com/en/matches/8da307dc/Crystal-Palace-AEK-Larnaka-October-23-2025-Conference-League
J2,Sigma Olomouc,Raków,1–1,"8,136",Andrův stadion,Pavle Ilić,2025-10-23,https://fbref.com/en/matches/6f71cf39/Sigma-Olomouc-Rakow-Czestochowa-October-23-2025-Conference-League
J2,Red Imps,Lech Poznań,2–1,"1,208",Europa Point Stadium,Chrysovalantis Theouli,2025-10-23,https://fbref.com/en/matches/e70760cf/Lincoln-Red-Imps-Lech-Poznan-October-23-2025-Conference-League
J2,Ħamrun Spartans FC,Lausanne-Sport,0–1,"3,198",Ta'Qali National Stadium,Henrik Nalbandyan,2025-10-23,https://fbref.com/en/matches/5df50384/Hamrun-Spartans-FC-Lausanne-Sport-October-23-2025-Conference-League
J2,Mainz 05,Zrinjski Mostar,1–0,"30,200",Mewa Arena,Jamie Robinson,2025-10-23,https://fbref.com/en/matches/a7e6ac96/Mainz-05-Zrinjski-Mostar-October-23-2025-Conference-League
J2,CS U Craiova,FC Noah,1–1,"18,004",Stadionul Ion Oblemenco,Gal Leibovitz,2025-10-23,https://fbref.com/en/matches/842fc802/CS-Universitatea-Craiova-FC-Noah-October-23-2025-Conference-League
J2,Samsunspor,Dynamo Kyiv,3–0,"13,580",Yeni 19 Mayıs Stadyumu,Ívar Orri Kristjánsson,2025-10-23,https://fbref.com/en/matches/73306663/Samsunspor-Dynamo-Kyiv-October-23-2025-Conference-League
J2,Rijeka,Sparta Prague,1–0,"3,578",Stadion HNK Rijeka,Robert Jones,2025-10-24,https://fbref.com/en/matches/b6f913df/Rijeka-Sparta-Prague-October-24-2025-Conference-League
J3,Mainz 05,Fiorentina,2–1,"30,300",Mewa Arena,Lawrence Visser,2025-11-06,https://fbref.com/en/matches/d16d8336/Mainz-05-Fiorentina-November-6-2025-Conference-League
J3,NK Celje,Legia Warsaw,2–1,"8,000",Stadion Z'dežele,Javier Alberola,2025-11-06,https://fbref.com/en/matches/a0c10e23/NK-Celje-Legia-Warsaw-November-6-2025-Conference-League
J3,Sparta Prague,Raków,0–0,"17,688",epet Arena,Joonas Jaanovits,2025-11-06,https://fbref.com/en/matches/d8b25146/Sparta-Prague-Rakow-Czestochowa-November-6-2025-Conference-League
J3,Shakhtar,Breiðablik,2–0,"5,252",Stadion Miejski im. Henryka Reymana,Andrei Chivulete,2025-11-06,https://fbref.com/en/matches/11f72d91/Shakhtar-Donetsk-Breidablik-November-6-2025-Conference-League
J3,AEK Athens,Shamrock Rovers,1–1,"20,210",Agia Sophia Stadium,José Luis Munuera,2025-11-06,https://fbref.com/en/matches/1298dbfd/AEK-Athens-Shamrock-Rovers-November-6-2025-Conference-League
J3,KuPS,Slovan Bratislava,3–1,"2,875",Tammelan Stadion,Christos Vergetis,2025-11-06,https://fbref.com/en/matches/3f34506f/KuPS-Slovan-Bratislava-November-6-2025-Conference-League
J3,AÉK Lárnaka,Aberdeen,0–0,"4,770",AEK Arena - George Karapatakis,Dalibor Černý,2025-11-06,https://fbref.com/en/matches/c5133f22/AEK-Larnaka-Aberdeen-November-6-2025-Conference-League
J3,Crystal Palace,AZ Alkmaar,3–1,"24,159",Selhurst Park,Daniele Chiffi,2025-11-06,https://fbref.com/en/matches/3913a054/Crystal-Palace-AZ-Alkmaar-November-6-2025-Conference-League
J3,Shelbourne FC,KF Drita,0–1,"4,503",Tallaght Stadium,Oliver Reitala,2025-11-06,https://fbref.com/en/matches/6fb9d810/Shelbourne-FC-KF-Drita-November-6-2025-Conference-League
J3,Samsunspor,Ħamrun Spartans FC,3–0,"17,600",Yeni 19 Mayıs Stadyumu,Bulat Sariyev,2025-11-06,https://fbref.com/en/matches/e0269171/Samsunspor-Hamrun-Spartans-FC-November-6-2025-Conference-League
J3,Rayo Vallecano,Lech Poznań,3–2,"10,029",Campo de Fútbol de Vallecas,Viktor Kopievskii,2025-11-06,https://fbref.com/en/matches/7e7ebd82/Rayo-Vallecano-Lech-Poznan-November-6-2025-Conference-League
J3,Red Imps,Rijeka,1–1,"1,194",Europa Point Stadium,Philip Farrugia,2025-11-06,https://fbref.com/en/matches/fed9e700/Lincoln-Red-Imps-Rijeka-November-6-2025-Conference-League
J3,Rapid Wien,CS U Craiova,0–1,"23,457",Allianz Stadion,Martin Matoša,2025-11-06,https://fbref.com/en/matches/ac90cd0f/Rapid-Wien-CS-Universitatea-Craiova-November-6-2025-Conference-League
J3,Häcken,Strasbourg,1–2,"4,082",Salon Urheilupuisto Stadion,Luca Pairetto,2025-11-06,https://fbref.com/en/matches/f487680f/Hacken-Strasbourg-November-6-2025-Conference-League
J3,Lausanne-Sport,AC Omonia,1–1,"9,873",Stade de la Tuilière,Edgars Maļcevs,2025-11-06,https://fbref.com/en/matches/32172b10/Lausanne-Sport-AC-Omonia-November-6-2025-Conference-League
J3,Shkëndija 79,Jagiellonia,1–1,"2,411",Nationala Arena Toše Proeski,Mihály Káprály,2025-11-06,https://fbref.com/en/matches/608eb0b0/Shkendija-79-Jagiellonia-November-6-2025-Conference-League
J3,FC Noah,Sigma Olomouc,1–2,"10,000",Vazgen Sargsyan anvan Hanrapetakan Marza...,Mohammad Aslam,2025-11-06,https://fbref.com/en/matches/3bec07c4/FC-Noah-Sigma-Olomouc-November-6-2025-Conference-League
J3,Dynamo Kyiv,Zrinjski Mostar,6–0,"1,576",Motor Lublin Arena,Marc Nagtegaal,2025-11-06,https://fbref.com/en/matches/4559e9c6/Dynamo-Kyiv-Zrinjski-Mostar-November-6-2025-Conference-League
J4,Slovan Bratislava,Rayo Vallecano,2–1,"16,502",Štadión Tehelné pole,Lawrence Visser,2025-11-27,https://fbref.com/en/matches/d3430184/Slovan-Bratislava-Rayo-Vallecano-November-27-2025-Conference-League
J4,Zrinjski Mostar,Häcken,2–1,"3,100",Stadion Bijeli Brijeg,Christian-Petru Ciochirca,2025-11-27,https://fbref.com/en/matches/690984c5/Zrinjski-Mostar-Hacken-November-27-2025-Conference-League
J4,Sigma Olomouc,NK Celje,2–1,"7,267",Andrův stadion,Genc Nuza,2025-11-27,https://fbref.com/en/matches/16520ab0/Sigma-Olomouc-NK-Celje-November-27-2025-Conference-League
J4,Ħamrun Spartans FC,Red Imps,3–1,"2,134",Ta'Qali National Stadium,Jovan Kachevski,2025-11-27,https://fbref.com/en/matches/8c38ed19/Hamrun-Spartans-FC-Lincoln-Red-Imps-November-27-2025-Conference-League
J4,Lech Poznań,Lausanne-Sport,2–0,"19,728",ENEA Stadion,Sigurd Smehus Kringstad,2025-11-27,https://fbref.com/en/matches/da613a2b/Lech-Poznan-Lausanne-Sport-November-27-2025-Conference-League
