Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Shouting Index,Creation Index,Passing Index,Possession Index,Defense Index,Global Index
Ono Vanackere,BEL,Cercle Brugge,UEFA Europa Conference League,DM,Midfielder,21,1,1,34,11,72,79,22,44
Onur Bulut,TUR,Beşiktaş,UEFA Europa League,RW,Forward,30,121,1,32,66,77,92,70,63
Onur Ergün,NAN,Başakşehir,UEFA Europa Conference League,CM,Midfielder,32,416,1,30,47,39,34,85,53
Orel Mangala,BEL,"Everton, Lyon","English Premier League, French Ligue 1",DM,Midfielder,26,1328,1,58,39,42,22,32,36
Oriol Romeu,ESP,Girona,"Spanish La Liga, UEFA Champions League",DM,Midfielder,33,1802,1,40,30,63,57,64,55
Orkun Kökçü,TUR,Benfica,UEFA Champions League,LM,Midfielder,24,987,1,92,67,72,62,28,57
Orri Steinn Óskarsson,ISL,Real Sociedad,"Spanish La Liga, UEFA Europa League",AM,Forward,20,1347,1,52,24,24,15,41,32
Osame Sahraoui,MAR,Lille,"French Ligue 1, UEFA Champions League",LW,Forward,23,1747,1,58,87,79,87,52,75
Oscar Bobb,NOR,Manchester City,English Premier League,RW,Forward,21,16,1,31,58,69,81,25,54
Oscar Dorley,LBR,Slavia Prague,UEFA Europa League,CM,Midfielder,26,667,1,38,35,50,33,56,45
Oscar Gloukh,ISR,RB Salzburg,UEFA Champions League,LW,Forward,20,679,1,26,71,78,93,47,61
Oscar Højlund,DEN,Eint Frankfurt,German Bundesliga,CM,Midfielder,20,722,1,65,44,63,61,58,59
Oscar Lewicki,SWE,Malmö,UEFA Europa League,CB,Defender,32,9,1,39,16,32,6,9,17
Osher Davida,ISR,Maccabi Tel Aviv,UEFA Europa League,RW,Forward,23,428,1,46,77,60,66,69,62
Oskar Fallenius,SWE,Djurgården,UEFA Europa Conference League,LW,Forward,23,362,1,61,36,32,46,54,45
Oskar Pietuszewski,POL,Jagiellonia,UEFA Europa Conference League,RM,Forward,16,51,1,35,56,14,5,42,33
Otar Kiteishvili,GEO,Sturm Graz,UEFA Champions League,AM,Midfielder,28,615,1,85,55,59,58,55,60
Otavio Ataide,BRA,Porto,UEFA Europa League,CB,Defender,22,408,1,29,30,65,69,64,58
Othmane Maamma,MAR,Montpellier,French Ligue 1,LW,Forward,19,271,1,74,64,34,77,46,63
Otto Rosengren,SWE,Malmö,UEFA Europa League,DM,Midfielder,21,403,1,36,63,44,67,41,49
Oumar Diakité,CIV,Reims,French Ligue 1,AM,Forward,21,1628,1,38,43,42,28,49,39
Oumar Solet,FRA,Udinese,Italian Serie A,CB,Defender,25,1672,1,81,76,63,62,55,63
Ousmane Camara,FRA,Angers,French Ligue 1,CB,Defender,22,252,1,26,35,28,9,31,26
Ousmane Camara,GUI,Astana FK,UEFA Europa Conference League,LM,Forward,25,355,1,20,25,27,33,66,28
Ousmane Dembélé,FRA,Paris S-G,"French Ligue 1, UEFA Champions League",RW,Forward,28,2888,1,92,94,86,94,29,88
Ousmane Diao,SEN,Midtjylland,UEFA Europa League,CB,Defender,20,900,1,89,37,35,35,45,46
Ousmane Diomande,CIV,Sporting CP,UEFA Champions League,CB,Defender,21,751,1,29,33,38,47,35,37
Ousmane Doumbia,CIV,Lugano,UEFA Europa Conference League,DM,Midfielder,32,189,1,97,42,51,23,67,56
Ousmane Toure,FRA,Lille,"French Ligue 1, UEFA Champions League",CB,Defender,19,51,1,39,16,37,21,73,47
Oussama El Azzouzi,MAR,Bologna,Italian Serie A,DM,Midfielder,23,19,1,34,35,70,49,29,43
Oussama Targhalline,MAR,Le Havre,French Ligue 1,CM,Midfielder,22,990,1,31,53,55,61,50,51
Ousseynou Ba,SEN,Başakşehir,UEFA Europa Conference League,CB,Defender,29,405,1,34,26,34,45,61,46
Ousseynou Niang,SEN,Union SG,UEFA Europa League,WB,Midfielder,23,901,1,36,85,44,71,64,60
Owen Wijndal,NED,Ajax,UEFA Europa League,LB,Defender,25,97,1,39,42,30,35,53,42
Oyindamola Ajayi,ENG,Tottenham,UEFA Europa League,LW,Forward,19,10,1,100,51,70,75,25,71
Ozan Kökcü,AZE,HJK,UEFA Europa Conference League,CM,Midfielder,26,455,1,36,34,40,28,34,34
Pablo Barrios,ESP,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,21,2761,1,51,66,72,68,56,62
Pablo Durán,ESP,Celta Vigo,Spanish La Liga,AM,Forward,23,1394,1,56,47,47,39,52,49
Pablo Fornals,ESP,Betis,"Spanish La Liga, UEFA Europa Conference League",DM,Midfielder,29,2603,1,50,77,78,74,45,62
Pablo Garcia,ESP,Betis,"Spanish La Liga, UEFA Europa Conference League",RW,Forward,18,54,1,31,69,61,89,30,58
Pablo Ibáñez,ESP,Osasuna,Spanish La Liga,CM,Midfielder,26,1294,1,53,50,36,45,42,44
Pablo Maffeo,ESP,Mallorca,Spanish La Liga,RB,Defender,27,2368,1,38,87,41,53,58,53
Pablo Marí,ESP,"Fiorentina, Monza",Italian Serie A,CB,Defender,31,2726,1,37,30,46,38,52,45
Pablo Marín,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",CM,Midfielder,21,1791,1,57,58,42,44,39,46
Pablo Rosario,DOM,Nice,"French Ligue 1, UEFA Europa League",CM,Midfielder,28,2204,1,64,42,51,33,44,46
Pablo Santos,BRA,FC Noah,UEFA Europa Conference League,CB,Defender,32,90,1,27,60,60,47,64,55
Pablo Sarabia,ESP,Wolves,English Premier League,AM,Forward,33,814,1,60,65,80,72,63,67
Pablo Torre,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",LW,Forward,21,331,1,84,73,83,75,71,78
Panagiotis Kattirtzis,CYP,APOEL,UEFA Europa Conference League,AM,Midfielder,18,127,1,47,43,45,69,53,52
Panagiotis Retsos,GRE,Olympiacos,UEFA Europa League,CB,Defender,26,670,1,32,57,67,63,89,70
Pantelis Hatzidiakos,GRE,FC Copenhagen,UEFA Europa Conference League,CB,Defender,28,722,1,75,29,69,57,35,51
Papa Ba,ESP,Girona,Spanish La Liga,RM,Midfielder,20,48,1,46,58,17,24,36,34
Pape Daouda Diongue,SEN,Strasbourg,French Ligue 1,AM,Forward,0,78,1,68,22,67,77,70,56
Pape Gueye,SEN,Villarreal,Spanish La Liga,CM,Midfielder,26,2224,1,84,58,62,58,56,62
Pape Matar Sarr,SEN,Tottenham,"English Premier League, UEFA Europa League",LM,Midfielder,22,2560,1,79,52,55,66,63,63
Paris Brunner,GER,Cercle Brugge,UEFA Europa Conference League,AM,Forward,19,256,1,60,63,28,63,70,56
Paris Polikarpou,CYP,APOEL,UEFA Europa Conference League,CB,Defender,24,18,1,28,53,41,61,78,59
Pascal Groß,GER,Dortmund,"German Bundesliga, UEFA Champions League",DM,Midfielder,33,3241,1,39,73,81,83,39,61
Pascal Stenzel,GER,Stuttgart,"German Bundesliga, UEFA Champions League",RB,Defender,29,422,1,43,65,65,74,33,51
Pasquale Mazzocchi,ITA,Napoli,Italian Serie A,LB,Defender,29,702,1,34,78,37,55,39,44
Pathé Ciss,SEN,Rayo Vallecano,Spanish La Liga,DM,Midfielder,31,2140,1,75,46,62,43,66,59
Patric,ESP,Lazio,"Italian Serie A, UEFA Europa League",CB,Defender,31,1014,1,52,48,64,56,41,51
Patric Pfeiffer,GER,Young Boys,UEFA Champions League,CB,Defender,25,21,1,39,30,64,24,9,28
Patric Åslund,SWE,Djurgården,UEFA Europa Conference League,AM,Forward,22,184,1,69,36,49,16,25,44
Patrick Andrade,CPV,Qarabağ,UEFA Europa League,DM,Midfielder,31,365,1,36,45,65,62,83,64
Patrick Berg,NOR,Bodø/Glimt,UEFA Europa League,CM,Midfielder,27,1410,1,83,69,76,65,81,75
Patrick Ciurria,ITA,Monza,Italian Serie A,AM,Midfielder,30,1111,1,63,55,34,42,31,41
Patrick Cutrone,ITA,Como,Italian Serie A,AM,Forward,27,2047,1,65,44,33,35,37,46
Patrick Dorgu,DEN,"Lecce, Manchester Utd","English Premier League, Italian Serie A, UEFA Europa League",RW,Forward,20,3313,1,37,48,63,72,82,54
Patrick Erras,GER,Holstein Kiel,German Bundesliga,CB,Defender,29,832,1,78,35,43,34,36,43
Patrick Mainka,GER,Heidenheim,"German Bundesliga, UEFA Europa Conference League",CB,Defender,30,3720,1,63,50,45,47,68,57
Patrick Osterhage,GER,Freiburg,German Bundesliga,DM,Midfielder,25,2267,1,44,37,42,35,44,41
Patrick Wimmer,AUT,Wolfsburg,German Bundesliga,AM,Midfielder,23,1770,1,62,89,48,59,68,64
Patrik Schick,CZE,Leverkusen,"German Bundesliga, UEFA Champions League",AM,Forward,29,2092,1,93,34,30,18,38,48
Patrik Vydra,CZE,Mladá Boleslav,UEFA Europa Conference League,CM,Midfielder,21,540,1,94,37,65,55,48,57
Patrizio Masini,ITA,Genoa,Italian Serie A,CM,Midfielder,24,1538,1,59,38,29,33,69,48
Patryk Kun,POL,Legia Warsaw,UEFA Europa Conference League,LB,Defender,29,282,1,40,49,58,48,48,49
Patson Daka,ZAM,Leicester City,English Premier League,AM,Forward,26,736,1,42,29,26,24,59,33
Pau Cabanes,ESP,"Alavés, Villarreal",Spanish La Liga,RM,Midfielder,20,351,1,90,78,44,88,57,68
Pau Cubarsí,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",CB,Defender,18,3595,1,32,57,78,65,30,49
Pau Navarro,ESP,Villarreal,Spanish La Liga,RB,Defender,20,916,1,40,33,52,40,58,49
Pau Torres,ESP,Aston Villa,"English Premier League, UEFA Champions League",CB,Defender,28,2700,1,33,59,60,63,24,43
Pau Victor,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",AM,Forward,23,372,1,56,66,70,55,57,61
Paul Akouokou,CIV,Lyon,"French Ligue 1, UEFA Europa League",LM,Midfielder,27,124,1,40,15,34,49,65,46
Paul Hennrich,GER,Hoffenheim,German Bundesliga,RM,Midfielder,19,12,1,34,11,14,48,27,27
Paul Joly,FRA,Auxerre,French Ligue 1,RB,Defender,24,1009,1,45,87,63,76,81,72
Paul Nebel,GER,Mainz 05,German Bundesliga,AM,Forward,22,2345,1,70,67,65,76,68,69
Paul Nsio,SCO,Rangers,UEFA Europa League,LM,Midfielder,18,11,1,34,11,51,46,32,36
Paul O'Neill,NIR,Larne FC,UEFA Europa Conference League,AM,Forward,24,143,1,19,29,31,17,44,25
Paul Onuachu,NGA,Southampton,English Premier League,AM,Forward,30,1050,1,76,33,33,25,36,44
Paul Wanner,GER,Heidenheim,"German Bundesliga, UEFA Europa Conference League",AM,Forward,19,2233,1,36,56,64,51,68,51
Paulinho,BRA,Midtjylland,UEFA Europa League,LB,Defender,30,336,1,30,54,60,44,78,60
Paulo Azzi,BRA,Cagliari,Italian Serie A,WB,Midfielder,30,426,1,40,74,36,62,68,57
Paulo Bernardo,POR,Celtic,UEFA Champions League,RM,Midfielder,23,241,1,22,51,57,46,36,42
Paulo Dybala,ARG,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,31,2025,1,62,77,81,83,41,72
Paulo Oliveira,POR,Braga,UEFA Europa League,CB,Defender,33,373,1,39,19,27,28,38,33
Pavel Kadeřábek,CZE,Hoffenheim,"German Bundesliga, UEFA Europa League",WB,Defender,33,1839,1,82,77,53,54,43,55
Pavel Sedko,BLR,Dinamo Minsk,UEFA Europa Conference League,RW,Forward,26,246,1,29,48,69,52,69,48
Pavel Šulc,CZE,Viktoria Plzeň,UEFA Europa League,CM,Midfielder,24,1079,1,90,84,46,53,62,64
Pavle Đajić,BIH,Borac Banja Luka,UEFA Europa Conference League,RB,Defender,18,32,1,39,16,30,32,24,28
Paweł Dawidowicz,POL,Hellas Verona,Italian Serie A,CB,Defender,30,1845,1,33,31,27,22,46,35
Paweł Wszołek,POL,Legia Warsaw,UEFA Europa Conference League,RB,Defender,32,802,1,92,80,49,50,45,55
Pedri,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",DM,Midfielder,22,3988,1,68,90,87,93,55,75
Pedrinho,BRA,"Ludogorets, Shakhtar","UEFA Champions League, UEFA Europa League",CM,Forward,27,720,1,31,26,56,43,80,39
Pedro,ESP,Lazio,"Italian Serie A, UEFA Europa League",AM,Forward,37,2008,1,87,79,79,83,57,81
Pedro Bravo,COL,Midtjylland,UEFA Europa League,CM,Midfielder,20,237,1,36,62,42,50,79,58
Pedro Chirivella,ESP,Nantes,French Ligue 1,CM,Midfielder,27,2348,1,31,46,71,46,40,47
Pedro Díaz,ESP,Rayo Vallecano,Spanish La Liga,DM,Midfielder,26,1211,1,88,71,60,65,44,61
Pedro Gonçalves,POR,Sporting CP,UEFA Champions League,AM,Forward,26,201,1,25,74,68,38,69,52
Pedro Henrique,BRA,Shakhtar,UEFA Champions League,LB,Defender,22,446,1,41,54,24,37,50,41
Pedro Igor,BRA,Dinamo Minsk,UEFA Europa Conference League,LM,Forward,22,80,1,30,77,69,95,71,65
Pedro Lima,BRA,Wolves,English Premier League,WB,Midfielder,18,70,1,39,71,62,79,34,54
Pedro Lucas,BRA,Olimpija,UEFA Europa Conference League,AM,Forward,26,173,1,52,17,45,24,49,35
Pedro Neto,POR,Chelsea,"English Premier League, UEFA Europa Conference League",RW,Forward,25,2610,1,60,69,62,79,39,65
Pedro Pereira,POR,Monza,Italian Serie A,WB,Midfielder,27,2665,1,51,42,31,46,41,41
Pedro Porro,ESP,Tottenham,"English Premier League, UEFA Europa League",RB,Defender,25,3709,1,89,91,75,82,67,76
Pedro Rodrigues,POR,Pafos FC,UEFA Europa Conference League,DM,Midfielder,27,719,1,38,58,84,84,38,59
Peer Koopmeiners,NED,AZ Alkmaar,UEFA Europa League,DM,Midfielder,24,939,1,65,45,63,47,65,58
Peio Canales,ESP,Athletic Club,Spanish La Liga,AM,Forward,20,259,1,23,43,67,60,59,45
Pejiño,ESP,Las Palmas,Spanish La Liga,AM,Forward,28,16,1,44,41,48,71,62,50
Pelayo Fernandez,ESP,Rayo Vallecano,Spanish La Liga,CB,Defender,22,98,1,39,16,16,4,41,27
Pep Chavarría,ESP,Rayo Vallecano,Spanish La Liga,LB,Defender,27,2585,1,35,66,58,65,51,54
Pepê,BRA,Porto,UEFA Europa League,RW,Forward,27,582,1,45,52,59,57,62,53
Peque,ESP,Sevilla,Spanish La Liga,AM,Forward,22,1134,1,29,49,56,35,52,42
Per Frick,SWE,Elfsborg,UEFA Europa League,AM,Forward,32,36,1,31,12,44,18,32,25
Pere Milla,ESP,Espanyol,Spanish La Liga,LW,Forward,32,456,1,83,46,52,49,62,59
Pervis Estupiñán,ECU,Brighton,English Premier League,LB,Defender,27,2402,1,75,73,71,79,70,73
Petar Ratkov,SRB,RB Salzburg,UEFA Champions League,AM,Forward,21,91,1,24,48,42,10,30,32
Petar Stanic,SRB,TSC,UEFA Europa Conference League,CM,Midfielder,23,690,1,95,78,74,76,56,72
Petar Stojanović,SVN,Empoli,Italian Serie A,AM,Forward,28,3,1,31,12,30,45,25,27
Petar Sucic,CRO,Dinamo Zagreb,UEFA Champions League,CM,Midfielder,21,263,1,95,64,47,54,38,54
Peter Agba,NGA,Olimpija,UEFA Europa Conference League,CM,Midfielder,22,282,1,87,32,51,61,38,51
Peter González,DOM,Getafe,Spanish La Liga,RM,Midfielder,22,477,1,40,49,24,42,45,40
Peter Kováčik,SVK,Jagiellonia,UEFA Europa Conference League,RB,Defender,22,39,1,39,46,14,66,37,39
Peter Olayinka,NGA,Red Star,UEFA Champions League,LW,Forward,28,250,1,32,45,49,56,65,45
Peter Therkildsen,DEN,Djurgården,UEFA Europa Conference League,RB,Defender,26,43,1,39,53,20,28,63,44
Petr Mareš,CZE,FK Rīgas FS,UEFA Europa League,CB,Defender,34,25,1,39,65,85,48,22,45
Phil Foden,ENG,Manchester City,"English Premier League, UEFA Champions League",CM,Forward,24,2464,1,79,74,80,82,36,76
Phil Harres,GER,Holstein Kiel,German Bundesliga,AM,Forward,23,1544,1,77,29,27,16,48,42
Philip Billing,DEN,"Bournemouth, Napoli","English Premier League, Italian Serie A",AM,Forward,28,381,1,43,67,81,54,93,62
Philip Zinckernagel,DEN,Bodø/Glimt,UEFA Europa League,RW,Forward,29,409,1,65,81,59,68,58,69
Philipp Hofmann,GER,Bochum,German Bundesliga,AM,Forward,32,2277,1,40,41,48,24,43,39
Philipp Lienhart,AUT,Freiburg,German Bundesliga,CB,Defender,28,2770,1,64,37,67,67,36,52
Philipp Max,GER,Panathinaikos,UEFA Europa Conference League,LB,Defender,31,80,1,51,38,50,75,49,54
Philipp Sander,GER,Gladbach,German Bundesliga,DM,Midfielder,27,1400,1,58,49,53,47,62,55
Philipp Treu,GER,St. Pauli,German Bundesliga,LM,Midfielder,24,2881,1,32,51,43,57,51,48
Philipp Ziereis,GER,LASK,UEFA Europa Conference League,CB,Defender,31,360,1,31,27,54,59,61,53
Philippe Keny,SEN,Başakşehir,UEFA Europa Conference League,RW,Forward,25,193,1,68,44,41,43,72,52
Philippe Rommens,BEL,Ferencváros,UEFA Europa League,DM,Midfielder,27,441,1,37,38,65,36,38,43
Phillip Tietz,GER,Augsburg,German Bundesliga,AM,Forward,27,1686,1,75,48,40,28,43,51
Phillipp Mwene,AUT,Mainz 05,German Bundesliga,WB,Midfielder,31,2607,1,45,67,43,62,38,49
Pica,ESP,Alavés,Spanish La Liga,CB,Defender,23,499,1,37,30,35,19,57,41
Pico,CPV,Shamrock Rov,UEFA Europa Conference League,CB,Defender,32,750,1,31,36,39,32,67,48
Piero Hincapié,ECU,Leverkusen,"German Bundesliga, UEFA Champions League",CB,Defender,23,3442,1,69,65,74,77,58,67
Pierre Cornud,FRA,Saint-Étienne,French Ligue 1,LB,Defender,28,576,1,39,50,47,57,66,56
Pierre Ekwah Elimby,FRA,Saint-Étienne,French Ligue 1,CM,Midfielder,23,2485,1,62,38,65,45,63,56
Pierre Højbjerg,DEN,Marseille,French Ligue 1,CM,Midfielder,29,2664,1,47,70,84,74,64,69
Pierre Kalulu,FRA,Juventus,"Italian Serie A, UEFA Champions League",CB,Defender,24,2982,1,64,50,71,79,37,57
Pierre Lees-Melou,FRA,Brest,"French Ligue 1, UEFA Champions League",CM,Midfielder,31,1899,1,82,72,75,61,68,70
Pierrick Capelle,FRA,Angers,French Ligue 1,DM,Midfielder,37,483,1,29,62,53,49,74,57
Pieter Gerkens,BEL,Gent,UEFA Europa Conference League,DM,Midfielder,29,6,1,34,62,70,63,21,46
Pietro Comuzzo,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,20,2921,1,58,32,44,42,54,49
Pietro Pellegri,ITA,Empoli,Italian Serie A,AM,Forward,23,414,1,80,43,38,33,40,51
Piotr Zieliński,POL,Inter,"Italian Serie A, UEFA Champions League",CM,Midfielder,30,1568,1,42,74,76,82,33,58
Plamedi Nsingi,NAN,Nantes,French Ligue 1,LM,Midfielder,24,16,1,42,26,13,12,39,27
Pol Lirola,ESP,Marseille,French Ligue 1,CB,Defender,27,680,1,83,76,50,59,38,53
Pol Lozano,ESP,Espanyol,Spanish La Liga,DM,Midfielder,25,1943,1,40,40,58,25,55,46
Pontus Almqvist,SWE,Parma,Italian Serie A,RW,Forward,25,1112,1,41,47,31,56,66,45
Pontus Jansson,SWE,Malmö,UEFA Europa League,CB,Defender,33,360,1,34,27,32,35,46,38
Portu,ESP,Girona,"Spanish La Liga, UEFA Champions League",AM,Forward,33,878,1,32,54,54,46,49,46
Presnel Kimpembe,FRA,Paris S-G,"French Ligue 1, UEFA Champions League",CB,Defender,29,42,1,39,16,55,60,82,62
Prestige Mboungou,CGO,TSC,UEFA Europa Conference League,AM,Forward,24,308,1,67,61,45,83,65,64
Prince Adu Kwabena,GHA,Viktoria Plzeň,UEFA Europa League,AM,Forward,21,637,1,80,59,30,56,70,60
Promise David,CAN,Union SG,UEFA Europa League,AM,Forward,23,134,1,55,51,36,25,55,45
Prosper Peter,NGA,Angers,French Ligue 1,AM,Forward,17,27,1,31,12,14,3,52,19
Przemysław Frankowski,POL,Lens,French Ligue 1,RB,Defender,29,1387,1,93,89,82,85,53,73
Pyry Mentu,FIN,HJK,UEFA Europa Conference League,AM,Forward,18,25,1,31,42,61,25,39,39
Qazim Laçi,ALB,Sparta Prague,UEFA Champions League,CM,Midfielder,29,601,1,67,59,36,38,57,51
Quentin Merlin,FRA,Marseille,French Ligue 1,WB,Midfielder,23,1589,1,50,64,68,84,32,56
Quinten Timber,NED,Feyenoord,UEFA Champions League,LM,Midfielder,23,595,1,39,83,31,43,41,45
Rabby Nzingoula,CGO,Montpellier,French Ligue 1,CM,Midfielder,19,1644,1,54,54,27,44,76,54
Rade Krunić,BIH,Red Star,UEFA Champions League,DM,Midfielder,31,664,1,73,72,60,43,48,56
Radosav Petrović,SRB,APOEL,UEFA Europa Conference League,CB,Defender,35,524,1,28,42,60,44,35,41
Radovan Pankov,SRB,Legia Warsaw,UEFA Europa Conference League,CB,Defender,29,583,1,39,27,27,32,55,41
Radu Drăgușin,ROU,Tottenham,"English Premier League, UEFA Europa League",CB,Defender,22,1729,1,47,39,50,44,39,43
Rafa Marín,ESP,Napoli,Italian Serie A,CB,Defender,22,142,1,43,22,49,69,17,38
Rafa Mir,ESP,Valencia,Spanish La Liga,AM,Forward,27,753,1,40,32,45,27,55,37
Rafa Silva,POR,Beşiktaş,UEFA Europa League,AM,Forward,31,647,1,42,90,73,75,62,69
Rafael Bauza,ESP,Espanyol,Spanish La Liga,CM,Midfielder,20,183,1,30,33,26,18,51,34
Rafael Leão,POR,Milan,"Italian Serie A, UEFA Champions League",LW,Forward,25,3116,1,71,88,67,78,38,75
Rafael Pontelo,BRA,Pafos FC,UEFA Europa Conference League,LB,Defender,21,98,1,27,41,45,22,43,37
Rafael Tolói,ITA,Atalanta,"Italian Serie A, UEFA Champions League",CB,Defender,34,680,1,46,46,67,62,54,57
Rafał Augustyniak,POL,Legia Warsaw,UEFA Europa Conference League,CM,Midfielder,31,498,1,40,54,45,33,79,54
Rafik Guitane,FRA,Braga,UEFA Europa League,RW,Forward,25,45,1,26,74,63,90,76,61
Rafik Messali,FRA,Toulouse,French Ligue 1,WB,Midfielder,22,456,1,22,71,57,68,77,63
Rafiu Durosinmi,NGA,Viktoria Plzeň,UEFA Europa League,AM,Forward,22,235,1,89,65,56,43,70,67
Raheem Sterling,ENG,Arsenal,"English Premier League, UEFA Champions League",RW,Forward,30,797,1,18,76,54,80,48,54
Ramazan Karimov,KAZ,Astana FK,UEFA Europa Conference League,AM,Forward,25,229,1,16,17,36,14,39,21
Rami Kaib,TUN,Elfsborg,UEFA Europa League,LW,Forward,27,83,1,32,30,48,68,63,42
Ramiz Zerrouki,ALG,Feyenoord,UEFA Champions League,CM,Midfielder,26,114,1,22,13,30,29,62,37
Ramon Hendriks,NED,Stuttgart,German Bundesliga,CB,Defender,23,1154,1,30,59,53,45,47,46
Ramy Bensebaini,ALG,Dortmund,"German Bundesliga, UEFA Champions League",LB,Defender,30,2767,1,82,81,77,73,71,75
Ramón Martínez,ESP,Sevilla,Spanish La Liga,CB,Defender,22,261,1,98,47,44,30,44,49
Ramón Sosa,PAR,Nott'ham Forest,English Premier League,LW,Forward,25,295,1,72,63,51,67,78,65
Ramón Terrats,ESP,"Getafe, Villarreal",Spanish La Liga,CM,Midfielder,24,1350,1,87,71,38,27,36,46
Randal Kolo Muani,FRA,"Juventus, Paris S-G","French Ligue 1, Italian Serie A, UEFA Champions League",AM,Forward,26,1790,1,63,61,33,27,43,50
Randy Nteka,ANG,Rayo Vallecano,Spanish La Liga,AM,Forward,27,1129,1,57,23,25,16,50,34
Rani Khedira,GER,Union Berlin,German Bundesliga,CM,Midfielder,31,2723,1,42,30,29,12,57,37
Raoul Bellanova,ITA,"Atalanta, Torino","Italian Serie A, UEFA Champions League",WB,Midfielder,25,2952,1,47,64,46,74,31,49
Raphael Onyedika,NGA,Club Brugge,UEFA Champions League,DM,Midfielder,23,938,1,70,36,45,24,34,39
Raphaël Guerreiro,POR,Bayern Munich,"German Bundesliga, UEFA Champions League",LB,Defender,31,2092,1,95,92,80,89,31,65
Raphinha,BRA,Barcelona,"Spanish La Liga, UEFA Champions League",LW,Forward,28,4061,1,88,87,78,81,49,82
Rareş Ilie,ROU,Nice,French Ligue 1,AM,Forward,21,13,1,45,78,89,97,62,73
Rareș-Cătălin Burnete,ROU,Lecce,Italian Serie A,AM,Forward,21,28,1,21,42,26,58,25,35
Rasmus Falk,DEN,FC Copenhagen,UEFA Europa Conference League,CM,Midfielder,33,14,1,34,11,66,61,58,51
Rasmus Højlund,DEN,Manchester Utd,"English Premier League, UEFA Europa League",AM,Forward,22,2999,1,50,37,30,15,26,35
Rasmus Kristensen,DEN,Eint Frankfurt,"German Bundesliga, UEFA Europa League",RB,Defender,27,3361,1,91,84,72,77,61,72
Rasmus Nicolaisen,DEN,Toulouse,French Ligue 1,CB,Defender,27,623,1,28,63,56,38,47,46
Rasmus Schüller,FIN,Djurgården,UEFA Europa Conference League,DM,Midfielder,33,220,1,34,46,56,31,85,56
Rassoul Ndiaye,SEN,Le Havre,French Ligue 1,CM,Midfielder,23,1061,1,49,44,43,26,72,50
Raul Florucz,AUT,Olimpija,UEFA Europa Conference League,AM,Forward,23,380,1,31,79,50,55,50,54
Raul Gustavo,BRA,Ferencváros,UEFA Europa League,CB,Defender,25,291,1,28,37,42,28,70,48
Rayan Aït-Nouri,ALG,Wolves,English Premier League,WB,Midfielder,23,3109,1,73,76,52,75,56,64
Rayan Cherki,FRA,Lyon,"French Ligue 1, UEFA Europa League",RW,Forward,21,2950,1,75,96,87,94,39,85
Rayan Fofana,FRA,Lens,French Ligue 1,AM,Forward,19,25,1,31,12,22,38,61,27
Rayan Raveloson,MAD,Auxerre,French Ligue 1,CM,Midfielder,27,724,1,79,47,40,28,39,43
Raymond Adeola,NGA,Dinamo Minsk,UEFA Europa Conference League,AM,Forward,23,177,1,66,29,22,15,53,38
Raz Shlomo,ISR,Maccabi Tel Aviv,UEFA Europa League,CB,Defender,25,595,1,32,59,60,54,37,46
Raí,BRA,Dinamo Minsk,UEFA Europa Conference League,LB,Defender,24,479,1,50,84,56,71,63,63
Raúl,ESP,Osasuna,Spanish La Liga,AM,Forward,24,750,1,81,38,37,33,48,50
Raúl Albiol,ESP,Villarreal,Spanish La Liga,CB,Defender,39,1188,1,32,30,39,37,31,34
Raúl Asencio,ESP,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,22,2419,1,45,50,39,39,41,41
Raúl Chasco,ESP,Valladolid,Spanish La Liga,LB,Defender,21,130,1,39,56,43,23,36,37
Raúl Jiménez,MEX,Fulham,English Premier League,AM,Forward,34,2494,1,76,52,45,34,58,55
Raúl Moro,ESP,Valladolid,Spanish La Liga,LM,Midfielder,22,2341,1,67,90,40,59,16,46
Raúl Torrente,ESP,Dinamo Zagreb,UEFA Champions League,CB,Defender,23,540,1,41,19,21,17,59,38
Raúl de Tomás,ESP,Rayo Vallecano,Spanish La Liga,AM,Forward,30,22,1,31,15,24,39,62,28
Reda Belahyane,MAR,"Hellas Verona, Lazio",Italian Serie A,CM,Midfielder,20,1856,1,34,50,51,39,53,47
Reda Boultam,NED,Olimpija,UEFA Europa Conference League,LM,Midfielder,26,136,1,34,22,22,18,9,18
Reda Khadra,GER,Reims,French Ligue 1,RM,Midfielder,23,78,1,34,59,43,71,34,47
Reece James,ENG,Chelsea,"English Premier League, UEFA Europa Conference League",RB,Defender,25,1471,1,91,81,83,68,56,70
Reggie Walsh,ENG,Chelsea,UEFA Europa Conference League,AM,Forward,16,93,1,48,36,67,80,24,52
Reinildo Mandava,MOZ,Atlético Madrid,"Spanish La Liga, UEFA Champions League",LB,Defender,31,1308,1,37,37,48,70,60,55
