Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 23_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1,James Abankwah,ie IRL,DF,Watford,21-284,2004,8,8,648,7.2,0,0,0,0,0,0,1,1,0.0,0.0,0.3,0.4,8,25,5,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,1,James Abankwah,ie IRL,DF,Watford,21-284,2004,7.2,0,1,0,0.0,0.14,0.00,0.00,,32.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,1,James Abankwah,ie IRL,DF,Watford,21-284,2004,7.2,327,393,83.2,5999,2138,124,131,94.7,169,190,88.9,30,58,51.7,0,0.3,0.1,-0.3,6,24,1,0,25,Matches,1,James Abankwah,ie IRL,DF,Watford,21-284,2004,7.2,393,364,29,11,0,2,3,9,0,0,0,0,327,0,7,Matches,1,James Abankwah,ie IRL,DF,Watford,21-284,2004,7.2,13,1.81,13,0,0,0,0,0,2,0.28,2,0,0,0,0,0,Matches,1,James Abankwah,ie IRL,DF,Watford,21-284,2004,7.2,10,7,7,3,0,2,5,40.0,3,7,3,4,6,16,48,0,Matches,1,James Abankwah,ie IRL,DF,Watford,21-284,2004,7.2,478,55,256,201,26,4,478,4,3,75.0,1,25.0,268,1469,729,8,6,0,3,3,306,5,Matches,1,James Abankwah,ie IRL,DF,Watford,21-284,2004,7.2,1,1,0,12,5,0,3,6,7,0,0,0,19,23,8,74.2,Matches
2,Ebou Adams,gm GAM,"MF,FW",Derby County,29-285,1996,11,10,845,9.4,1,0,1,1,0,0,5,0,0.3,0.3,0.0,0.3,5,21,16,0.11,0.00,0.11,0.11,0.11,0.03,0.00,0.03,0.03,0.03,Matches,2,Ebou Adams,gm GAM,"MF,FW",Derby County,29-285,1996,9.4,1,7,1,14.3,0.75,0.11,0.14,1.00,23.2,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,2,Ebou Adams,gm GAM,"MF,FW",Derby County,29-285,1996,9.4,242,301,80.4,4305,860,105,121,86.8,108,124,87.1,25,43,58.1,0,0.0,0.3,0.0,1,18,3,2,21,Matches,2,Ebou Adams,gm GAM,"MF,FW",Derby County,29-285,1996,9.4,301,294,6,4,0,3,7,1,1,1,0,0,242,1,5,Matches,2,Ebou Adams,gm GAM,"MF,FW",Derby County,29-285,1996,9.4,7,0.75,4,0,0,2,1,0,1,0.11,0,0,0,0,1,0,Matches,2,Ebou Adams,gm GAM,"MF,FW",Derby County,29-285,1996,9.4,29,20,9,14,6,9,15,60.0,6,13,4,9,6,35,33,1,Matches,2,Ebou Adams,gm GAM,"MF,FW",Derby County,29-285,1996,9.4,417,31,126,212,82,6,417,5,2,40.0,2,40.0,167,712,273,5,3,2,11,12,218,16,Matches,2,Ebou Adams,gm GAM,"MF,FW",Derby County,29-285,1996,9.4,5,0,0,22,15,3,7,6,20,0,0,0,56,14,15,48.3,Matches
3,Kealey Adamson,au AUS,DF,QPR,22-232,2003,2,0,48,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches,3,Kealey Adamson,au AUS,DF,QPR,22-232,2003,0.5,0,3,0,0.0,5.63,0.00,0.00,,27.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,3,Kealey Adamson,au AUS,DF,QPR,22-232,2003,0.5,19,22,86.4,358,82,7,7,100.0,10,11,90.9,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches,3,Kealey Adamson,au AUS,DF,QPR,22-232,2003,0.5,22,15,6,0,0,0,0,6,0,0,0,0,19,1,0,Matches,3,Kealey Adamson,au AUS,DF,QPR,22-232,2003,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3,Kealey Adamson,au AUS,DF,QPR,22-232,2003,0.5,2,1,1,1,0,1,1,100.0,0,1,0,1,0,2,1,0,Matches,3,Kealey Adamson,au AUS,DF,QPR,22-232,2003,0.5,31,2,7,16,9,0,31,2,1,50.0,1,50.0,14,79,26,1,0,0,1,0,16,0,Matches,3,Kealey Adamson,au AUS,DF,QPR,22-232,2003,0.5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,Matches
4,Patrick Agyemang,us USA,"FW,MF",Derby County,24-354,2000,8,5,490,5.4,1,3,4,1,0,0,0,0,0.8,0.8,1.2,2.0,15,10,44,0.18,0.55,0.73,0.18,0.73,0.14,0.22,0.36,0.14,0.36,Matches,4,Patrick Agyemang,us USA,"FW,MF",Derby County,24-354,2000,5.4,1,11,4,36.4,2.02,0.73,0.09,0.25,12.7,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches,4,Patrick Agyemang,us USA,"FW,MF",Derby County,24-354,2000,5.4,59,91,64.8,734,133,31,49,63.3,23,27,85.2,0,0,,3,1.2,0.6,+1.8,10,3,3,0,10,Matches,4,Patrick Agyemang,us USA,"FW,MF",Derby County,24-354,2000,5.4,91,88,3,0,0,0,1,0,0,0,0,0,59,0,7,Matches,4,Patrick Agyemang,us USA,"FW,MF",Derby County,24-354,2000,5.4,21,3.86,12,0,4,3,1,1,4,0.73,3,0,1,0,0,0,Matches,4,Patrick Agyemang,us USA,"FW,MF",Derby County,24-354,2000,5.4,1,1,0,0,1,0,0,,0,1,0,1,1,2,6,0,Matches,4,Patrick Agyemang,us USA,"FW,MF",Derby County,24-354,2000,5.4,163,6,11,50,107,35,163,19,6,31.6,13,68.4,96,733,334,15,10,10,17,15,124,44,Matches,4,Patrick Agyemang,us USA,"FW,MF",Derby County,24-354,2000,5.4,0,0,0,13,5,4,1,1,1,0,0,0,10,15,18,45.5,Matches
5,Semi Ajayi,ng NGA,DF,Hull City,31-352,1993,4,3,279,3.1,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,2,7,0,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches,5,Semi Ajayi,ng NGA,DF,Hull City,31-352,1993,3.1,0,3,3,100.0,0.97,0.97,0.00,0.00,10.3,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches,5,Semi Ajayi,ng NGA,DF,Hull City,31-352,1993,3.1,89,115,77.4,1845,666,28,30,93.3,51,57,89.5,10,27,37.0,0,0.0,0.0,0.0,0,9,0,0,7,Matches,5,Semi Ajayi,ng NGA,DF,Hull City,31-352,1993,3.1,115,112,3,3,0,2,2,0,0,0,0,0,89,0,0,Matches,5,Semi Ajayi,ng NGA,DF,Hull City,31-352,1993,3.1,4,1.29,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,5,Semi Ajayi,ng NGA,DF,Hull City,31-352,1993,3.1,10,4,8,2,0,3,4,75.0,1,3,2,1,5,15,16,0,Matches,5,Semi Ajayi,ng NGA,DF,Hull City,31-352,1993,3.1,158,22,95,55,8,3,158,1,0,0.0,1,100.0,92,422,270,2,3,0,1,2,100,0,Matches,5,Semi Ajayi,ng NGA,DF,Hull City,31-352,1993,3.1,0,0,0,1,4,0,2,5,4,0,1,0,9,5,8,38.5,Matches
6,Babajide Akintola,ng NGA,"FW,MF",Hull City,29-287,1996,8,4,319,3.5,1,1,2,1,0,0,3,0,0.3,0.3,1.0,1.3,5,4,16,0.28,0.28,0.56,0.28,0.56,0.09,0.27,0.36,0.09,0.36,Matches,6,Babajide Akintola,ng NGA,"FW,MF",Hull City,29-287,1996,3.5,1,6,3,50.0,1.69,0.85,0.17,0.33,17.8,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches,6,Babajide Akintola,ng NGA,"FW,MF",Hull City,29-287,1996,3.5,52,76,68.4,755,218,35,48,72.9,11,16,68.8,4,9,44.4,1,1.0,0.8,0.0,6,2,3,1,4,Matches,6,Babajide Akintola,ng NGA,"FW,MF",Hull City,29-287,1996,3.5,76,75,1,0,1,0,4,1,0,0,0,0,52,0,0,Matches,6,Babajide Akintola,ng NGA,"FW,MF",Hull City,29-287,1996,3.5,9,2.54,9,0,0,0,0,0,2,0.56,2,0,0,0,0,0,Matches,6,Babajide Akintola,ng NGA,"FW,MF",Hull City,29-287,1996,3.5,8,8,3,5,0,2,5,40.0,3,2,0,2,1,9,8,0,Matches,6,Babajide Akintola,ng NGA,"FW,MF",Hull City,29-287,1996,3.5,133,6,34,48,54,16,133,9,1,11.1,8,88.9,76,380,162,5,1,4,13,3,78,16,Matches,6,Babajide Akintola,ng NGA,"FW,MF",Hull City,29-287,1996,3.5,3,0,0,9,3,4,4,1,8,0,0,0,18,7,9,43.8,Matches
7,Chuba Akpom,eng ENG,"MF,FW",Ipswich Town,30-018,1995,8,3,335,3.7,0,0,0,0,0,0,0,0,1.4,1.4,0.2,1.6,13,11,25,0.00,0.00,0.00,0.00,0.00,0.36,0.06,0.42,0.36,0.42,Matches,7,Chuba Akpom,eng ENG,"MF,FW",Ipswich Town,30-018,1995,3.7,0,8,1,12.5,2.15,0.27,0.00,0.00,12.6,0,0,0,1.4,1.4,0.17,-1.4,-1.4,Matches,7,Chuba Akpom,eng ENG,"MF,FW",Ipswich Town,30-018,1995,3.7,80,95,84.2,1143,193,45,53,84.9,30,32,93.8,2,4,50.0,0,0.2,0.1,-0.2,5,6,1,0,11,Matches,7,Chuba Akpom,eng ENG,"MF,FW",Ipswich Town,30-018,1995,3.7,95,88,7,2,0,1,0,0,0,0,0,0,80,0,4,Matches,7,Chuba Akpom,eng ENG,"MF,FW",Ipswich Town,30-018,1995,3.7,14,3.76,9,0,0,1,3,1,2,0.54,1,0,0,0,1,0,Matches,7,Chuba Akpom,eng ENG,"MF,FW",Ipswich Town,30-018,1995,3.7,5,3,1,1,3,3,4,75.0,1,4,1,3,0,5,1,1,Matches,7,Chuba Akpom,eng ENG,"MF,FW",Ipswich Town,30-018,1995,3.7,134,2,8,71,56,16,134,5,1,20.0,3,60.0,78,564,300,13,7,3,6,4,92,25,Matches,7,Chuba Akpom,eng ENG,"MF,FW",Ipswich Town,30-018,1995,3.7,0,0,0,3,12,0,0,0,3,1,0,0,11,7,9,43.8,Matches
8,Ryan Alebiosu,eng ENG,DF,Blackburn,23-314,2001,11,11,906,10.1,1,0,1,1,0,0,1,0,0.1,0.1,1.3,1.4,38,31,42,0.10,0.00,0.10,0.10,0.10,0.01,0.13,0.14,0.01,0.14,Matches,8,Ryan Alebiosu,eng ENG,DF,Blackburn,23-314,2001,10.1,1,5,1,20.0,0.50,0.10,0.20,1.00,27.5,0,0,0,0.1,0.1,0.02,+0.9,+0.9,Matches,8,Ryan Alebiosu,eng ENG,DF,Blackburn,23-314,2001,10.1,278,366,76.0,4511,1338,143,159,89.9,106,141,75.2,19,43,44.2,0,1.3,1.6,-1.3,11,21,10,7,31,Matches,8,Ryan Alebiosu,eng ENG,DF,Blackburn,23-314,2001,10.1,366,317,49,2,0,1,48,47,0,0,0,0,278,0,9,Matches,8,Ryan Alebiosu,eng ENG,DF,Blackburn,23-314,2001,10.1,21,2.09,17,0,3,1,0,0,0,0.00,0,0,0,0,0,0,Matches,8,Ryan Alebiosu,eng ENG,DF,Blackburn,23-314,2001,10.1,32,20,16,11,5,19,28,67.9,9,10,4,6,7,39,33,0,Matches,8,Ryan Alebiosu,eng ENG,DF,Blackburn,23-314,2001,10.1,493,28,128,219,152,11,493,20,7,35.0,12,60.0,250,2002,1026,38,25,9,17,5,274,42,Matches,8,Ryan Alebiosu,eng ENG,DF,Blackburn,23-314,2001,10.1,1,0,0,9,4,0,48,7,20,0,0,0,33,6,17,26.1,Matches
9,Jamie Allen,eng ENG,MF,Coventry City,30-271,1995,10,2,310,3.4,1,1,2,1,0,0,0,0,0.1,0.1,0.2,0.4,2,13,7,0.29,0.29,0.58,0.29,0.58,0.04,0.07,0.12,0.04,0.12,Matches,9,Jamie Allen,eng ENG,MF,Coventry City,30-271,1995,3.4,1,3,1,33.3,0.87,0.29,0.33,1.00,18.9,0,0,0,0.1,0.1,0.05,+0.9,+0.9,Matches,9,Jamie Allen,eng ENG,MF,Coventry City,30-271,1995,3.4,146,162,90.1,2496,444,69,77,89.6,67,69,97.1,9,9,100.0,1,0.2,0.3,+0.8,3,10,0,0,13,Matches,9,Jamie Allen,eng ENG,MF,Coventry City,30-271,1995,3.4,162,162,0,0,0,2,0,0,0,0,0,0,146,0,2,Matches,9,Jamie Allen,eng ENG,MF,Coventry City,30-271,1995,3.4,4,1.16,3,0,0,1,0,0,1,0.29,1,0,0,0,0,0,Matches,9,Jamie Allen,eng ENG,MF,Coventry City,30-271,1995,3.4,7,2,4,2,1,4,8,50.0,4,5,2,3,3,10,5,0,Matches,9,Jamie Allen,eng ENG,MF,Coventry City,30-271,1995,3.4,195,9,31,125,39,5,195,0,0,,0,,94,411,202,2,4,0,6,0,135,7,Matches,9,Jamie Allen,eng ENG,MF,Coventry City,30-271,1995,3.4,0,0,0,2,1,0,0,3,2,0,0,0,15,4,5,44.4,Matches
