Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
1,Anthoni,br BRA,GK,Internacional,23-277,2002,17,16,1485,16.5,26,1.58,54,30,53.7,3,6,7,3,18.8,1,1,0,0,0.0,Matches,1,Anthoni,br BRA,GK,Internacional,23-277,2002,16.5,26,1,0,3,2,16.7,0.30,-7.3,-0.44,54,166,32.5,296,45,36.8,34.2,115,49.6,39.4,197,7,3.6,17,1.03,13.6,Matches
2,Léo Aragão,br BRA,GK,Cruzeiro,23-191,2002,3,2,244,2.7,1,0.37,9,8,88.9,2,0,0,2,100.0,0,0,0,0,,Matches,2,Léo Aragão,br BRA,GK,Cruzeiro,23-191,2002,2.7,1,0,0,1,0,1.6,0.18,+0.6,+0.22,6,19,31.6,41,15,22.0,29.8,29,34.5,35.8,45,0,0.0,0,0.00,9.2,Matches
3,Lucas Arcanjo,br BRA,GK,Vitória,27-080,1998,29,29,2545,28.3,41,1.45,144,103,74.3,7,10,12,7,24.1,4,4,0,0,0.0,Matches,3,Lucas Arcanjo,br BRA,GK,Vitória,27-080,1998,28.3,41,4,0,7,0,40.4,0.26,-0.6,-0.02,126,363,34.7,577,101,39.3,36.0,232,58.6,48.0,520,19,3.7,14,0.50,11.1,Matches
4,Gabriel Brazão,br BRA,GK,Santos,25-022,2000,29,29,2587,28.7,42,1.46,129,88,71.3,8,8,13,6,20.7,5,5,0,0,0.0,Matches,4,Gabriel Brazão,br BRA,GK,Santos,25-022,2000,28.7,42,5,0,5,1,39.0,0.28,-2.0,-0.07,96,257,37.4,459,84,37.9,34.6,192,43.2,37.9,398,7,1.8,22,0.77,13.1,Matches
5,Brenno,br BRA,GK,Fortaleza,26-209,1999,6,6,540,6.0,7,1.17,23,15,69.6,2,0,4,1,16.7,1,0,1,0,100.0,Matches,5,Brenno,br BRA,GK,Fortaleza,26-209,1999,6.0,7,0,0,0,0,7.8,0.31,+0.8,+0.13,24,66,36.4,98,23,39.8,34.5,52,51.9,41.1,77,1,1.3,2,0.33,10.9,Matches
6,Ruan Carneiro,br BRA,GK,Juventude,35-213,1990,3,3,270,3.0,4,1.33,12,8,75.0,2,0,1,1,33.3,1,1,0,0,0.0,Matches,6,Ruan Carneiro,br BRA,GK,Juventude,35-213,1990,3.0,4,1,1,0,0,3.2,0.21,-0.8,-0.26,11,38,28.9,73,11,39.7,37.4,22,40.9,38.5,35,2,5.7,0,0.00,4.8,Matches
7,Cássio,br BRA,GK,Cruzeiro,38-143,1987,28,28,2456,27.3,20,0.73,104,83,80.8,14,9,5,12,42.9,1,0,1,0,100.0,Matches,7,Cássio,br BRA,GK,Cruzeiro,38-143,1987,27.3,20,0,0,3,0,24.7,0.23,+4.7,+0.17,76,220,34.5,384,86,40.1,36.5,210,31.4,33.6,426,9,2.1,19,0.70,13.4,Matches
8,Gabriel Chapecó,br BRA,GK,Grêmio,25-212,2000,5,5,450,5.0,7,1.40,27,20,77.8,2,1,2,1,20.0,1,1,0,0,0.0,Matches,8,Gabriel Chapecó,br BRA,GK,Grêmio,25-212,2000,5.0,7,1,0,2,0,8.9,0.31,+1.9,+0.39,24,67,35.8,88,19,37.5,34.4,48,70.8,51.1,99,7,7.1,4,0.80,10.0,Matches
9,Gabriel Delfim,br BRA,GK,Atlético Mineiro,23-109,2002,2,2,180,2.0,2,1.00,7,5,71.4,0,1,1,1,50.0,0,0,0,0,,Matches,9,Gabriel Delfim,br BRA,GK,Atlético Mineiro,23-109,2002,2.0,2,0,0,0,0,1.1,0.16,-0.9,-0.44,7,22,31.8,57,6,33.3,30.5,10,30.0,30.9,20,3,15.0,8,4.00,19.6,Matches
10,Diogenes,br BRA,GK,Santos,24-294,2001,1,0,23,0.3,0,0.00,3,3,100.0,0,0,0,0,,0,0,0,0,,Matches,10,Diogenes,br BRA,GK,Santos,24-294,2001,0.3,0,0,0,0,0,0.2,0.07,+0.2,+0.87,4,11,36.4,5,1,60.0,43.8,9,88.9,61.0,14,1,7.1,0,0.00,4.5,Matches
11,Matheus Donelli,br BRA,GK,Corinthians,23-163,2002,5,5,450,5.0,6,1.20,19,13,73.7,2,1,2,1,20.0,1,1,0,0,0.0,Matches,11,Matheus Donelli,br BRA,GK,Corinthians,23-163,2002,5.0,6,1,0,0,0,5.7,0.26,-0.3,-0.05,13,33,39.4,97,19,25.8,29.2,35,22.9,27.8,53,3,5.7,2,0.40,11.6,Matches
12,Éverson,br BRA,GK,Atlético Mineiro,35-097,1990,27,27,2430,27.0,30,1.11,108,79,75.0,9,8,10,9,33.3,3,3,0,0,0.0,Matches,12,Éverson,br BRA,GK,Atlético Mineiro,35-097,1990,27.0,30,3,0,5,1,33.7,0.30,+4.7,+0.18,138,370,37.3,862,98,37.1,34.0,123,40.7,39.8,339,16,4.7,44,1.63,16.3,Matches
13,Fábio,br BRA,GK,Fluminense,45-027,1980,29,29,2610,29.0,35,1.21,99,64,64.6,13,5,11,10,34.5,1,0,1,0,100.0,Matches,13,Fábio,br BRA,GK,Fluminense,45-027,1980,29.0,35,0,1,7,1,31.7,0.33,-2.3,-0.08,62,182,34.1,463,112,29.4,30.0,180,25.6,22.7,358,24,6.7,15,0.52,12.5,Matches
14,Marcos Felipe,br BRA,GK,Bahia,29-197,1996,11,10,972,10.8,9,0.83,37,28,81.1,7,1,2,4,40.0,2,2,0,0,0.0,Matches,14,Marcos Felipe,br BRA,GK,Bahia,29-197,1996,10.8,9,2,0,2,0,10.6,0.25,+1.6,+0.15,47,117,40.2,336,53,22.0,27.9,92,46.7,32.5,184,8,4.3,24,2.22,17.2,Matches
15,Bruno Ferreira,br BRA,GK,Ceará,31-225,1994,22,22,1953,21.7,21,0.97,77,56,74.0,7,6,9,6,27.3,1,1,0,0,0.0,Matches,15,Bruno Ferreira,br BRA,GK,Ceará,31-225,1994,21.7,21,1,1,2,0,24.3,0.31,+3.3,+0.15,103,297,34.7,420,70,43.3,36.9,180,63.9,48.2,373,28,7.5,18,0.83,11.7,Matches
