Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
1,Vasilios Barkas,gr GRE,GK,Utrecht,31-150,1994,9,9,765,8.5,12,1.41,38,25,68.4,4,1,4,2,22.2,1,0,1,0,100.0,Matches,1,Vasilios Barkas,gr GRE,GK,Utrecht,31-150,1994,8.5,12,0,0,0,0,13.6,0.35,+1.6,+0.18,37,106,34.9,277,36,28.5,31.2,53,50.9,40.2,86,7,8.1,9,1.06,12.2,Matches
2,Daniel Bielica,pl POL,GK,NAC Breda,26-180,1999,9,9,810,9.0,16,1.78,54,38,74.1,2,2,5,0,0.0,2,2,0,0,0.0,Matches,2,Daniel Bielica,pl POL,GK,NAC Breda,26-180,1999,9.0,16,2,1,1,0,16.2,0.27,+0.2,+0.02,69,165,41.8,267,32,49.1,37.3,57,59.6,43.6,106,2,1.9,19,2.11,18.2,Matches
3,Mattijs Branderhorst,nl NED,GK,Fortuna Sittard,31-300,1993,10,10,900,10.0,15,1.50,54,40,74.1,4,1,5,2,20.0,1,1,0,0,0.0,Matches,3,Mattijs Branderhorst,nl NED,GK,Fortuna Sittard,31-300,1993,10.0,15,1,0,1,1,16.6,0.30,+2.6,+0.26,81,257,31.5,299,24,67.6,47.5,65,84.6,58.2,160,14,8.8,11,1.10,12.9,Matches
4,Michael Brouwer,nl NED,GK,Utrecht,32-279,1993,2,1,135,1.5,3,2.00,7,4,71.4,0,0,1,0,0.0,1,1,0,0,0.0,Matches,4,Michael Brouwer,nl NED,GK,Utrecht,32-279,1993,1.5,3,1,0,0,0,3.0,0.32,0.0,+0.01,12,28,42.9,51,10,43.1,37.7,8,75.0,52.5,9,0,0.0,5,3.33,18.3,Matches
5,Gonzalo Crettaz,ar ARG,GK,NEC Nijmegen,25-241,2000,10,10,900,10.0,19,1.90,49,30,67.3,4,3,3,2,20.0,3,3,0,0,0.0,Matches,5,Gonzalo Crettaz,ar ARG,GK,NEC Nijmegen,25-241,2000,10.0,19,3,1,2,0,18.9,0.34,-0.1,-0.01,76,255,29.8,476,48,48.7,38.7,38,60.5,49.2,107,3,2.8,34,3.40,19.2,Matches
6,Jari De Busser,be BEL,GK,Go Ahead Eag,26-006,1999,10,10,900,10.0,16,1.60,56,41,71.4,3,4,3,3,30.0,0,0,0,0,,Matches,6,Jari De Busser,be BEL,GK,Go Ahead Eag,26-006,1999,10.0,16,0,0,4,1,17.1,0.31,+2.1,+0.21,47,162,29.0,382,39,35.9,34.7,48,52.1,48.2,173,7,4.0,17,1.70,13.4,Matches
7,Joel Drommel,nl NED,GK,Sparta R'dam,28-345,1996,10,10,900,10.0,22,2.20,59,36,62.7,5,1,4,4,40.0,1,0,1,0,100.0,Matches,7,Joel Drommel,nl NED,GK,Sparta R'dam,28-345,1996,10.0,22,0,0,4,0,19.4,0.33,-2.6,-0.26,104,241,43.2,388,52,50.0,41.5,70,67.1,52.2,205,8,3.9,10,1.00,12.2,Matches
8,Stijn van Gassel,nl NED,GK,Excelsior,29-009,1996,8,8,659,7.3,9,1.23,45,36,82.2,3,0,5,2,25.0,1,1,0,0,0.0,Matches,8,Stijn van Gassel,nl NED,GK,Excelsior,29-009,1996,7.3,9,1,1,0,0,10.9,0.23,+1.9,+0.26,81,227,35.7,284,27,57.7,43.3,72,87.5,59.3,123,5,4.1,14,1.91,16.1,Matches
9,Tom de Graaff,nl NED,GK,Zwolle,20-321,2004,8,8,720,8.0,15,1.87,51,36,70.6,2,1,5,2,25.0,0,0,0,0,,Matches,9,Tom de Graaff,nl NED,GK,Zwolle,20-321,2004,8.0,15,0,0,1,0,14.9,0.29,-0.1,-0.01,40,125,32.0,218,44,33.0,33.1,75,70.7,52.6,144,7,4.9,2,0.25,10.4,Matches
10,Tijmen Holla,,GK,Excelsior,,,1,0,61,0.7,4,5.90,7,3,57.1,0,0,0,0,,1,1,0,0,0.0,Matches,10,Tijmen Holla,,GK,Excelsior,,,0.7,4,1,0,0,0,3.8,0.41,-0.2,-0.29,12,26,46.2,39,3,56.4,46.4,4,100.0,71.0,7,1,14.3,2,2.95,16.5,Matches
11,Timo Jansink,nl NED,GK,Heracles Almelo,22-225,2003,2,2,180,2.0,10,5.00,19,9,47.4,0,0,2,0,0.0,0,0,0,0,,Matches,11,Timo Jansink,nl NED,GK,Heracles Almelo,22-225,2003,2.0,10,0,0,3,0,7.5,0.40,-2.5,-1.24,20,45,44.4,65,4,60.0,43.4,7,85.7,68.4,34,1,2.9,0,0.00,6.5,Matches
12,Vitezslav Jaros,cz CZE,GK,Ajax,24-096,2001,9,9,810,9.0,12,1.33,38,26,76.3,4,4,1,2,22.2,3,3,0,0,0.0,Matches,12,Vitezslav Jaros,cz CZE,GK,Ajax,24-096,2001,9.0,12,3,0,1,0,12.5,0.27,+0.5,+0.05,42,102,41.2,336,49,27.4,29.8,34,29.4,33.2,117,4,3.4,6,0.67,12.0,Matches
13,Hidde Jurjus,nl NED,GK,Groningen,31-260,1994,3,3,270,3.0,9,3.00,17,9,52.9,1,0,2,0,0.0,1,1,0,0,0.0,Matches,13,Hidde Jurjus,nl NED,GK,Groningen,31-260,1994,3.0,9,1,0,0,1,6.0,0.32,-2.0,-0.67,16,58,27.6,104,11,51.0,39.7,11,45.5,39.9,34,2,5.9,4,1.33,16.5,Matches
14,Fabian de Keijzer,nl NED,GK,Heracles Almelo,25-170,2000,8,8,720,8.0,20,2.50,56,36,64.3,1,0,7,1,12.5,0,0,0,0,,Matches,14,Fabian de Keijzer,nl NED,GK,Heracles Almelo,25-170,2000,8.0,20,0,0,5,0,19.2,0.36,-0.8,-0.09,76,214,35.5,285,17,61.4,43.4,50,78.0,56.4,134,6,4.5,7,0.88,11.7,Matches
15,Bernt Klaverboer,nl NED,GK,Heerenveen,20-031,2005,6,6,540,6.0,11,1.83,27,16,59.3,3,2,1,0,0.0,0,0,0,0,,Matches,15,Bernt Klaverboer,nl NED,GK,Heerenveen,20-031,2005,6.0,11,0,0,4,0,9.4,0.36,-1.6,-0.27,30,114,26.3,215,25,45.6,40.1,26,61.5,49.7,89,7,7.9,5,0.83,10.6,Matches
16,Ronald Koeman Jr.,nl NED,GK,Telstar,30-157,1995,10,10,900,10.0,19,1.90,58,39,70.7,2,1,7,1,10.0,2,2,0,0,0.0,Matches,16,Ronald Koeman Jr.,nl NED,GK,Telstar,30-157,1995,10.0,19,2,1,1,0,21.2,0.33,+2.2,+0.22,86,207,41.5,405,35,45.2,39.4,43,55.8,49.4,153,7,4.6,15,1.50,14.5,Matches
17,Matej Kovar,cz CZE,GK,PSV Eindhoven,25-163,2000,10,10,900,10.0,14,1.40,43,29,69.8,8,1,1,2,20.0,2,1,0,1,0.0,Matches,17,Matej Kovar,cz CZE,GK,PSV Eindhoven,25-163,2000,10.0,14,1,1,1,0,12.9,0.28,-1.1,-0.11,54,142,38.0,408,41,30.4,31.5,49,36.7,34.9,125,13,10.4,15,1.50,13.4,Matches
18,Kostas Lamprou,gr GRE,GK,NAC Breda,34-039,1991,1,1,90,1.0,3,3.00,4,2,25.0,0,1,0,0,0.0,0,0,0,0,,Matches,18,Kostas Lamprou,gr GRE,GK,NAC Breda,34-039,1991,1.0,3,0,0,1,1,2.1,0.51,+0.1,+0.05,17,32,53.1,37,3,59.5,44.4,10,100.0,68.6,11,0,0.0,4,4.00,23.4,Matches
19,Andries Noppert,nl NED,GK,Heerenveen,31-203,1994,4,4,360,4.0,7,1.75,18,11,61.1,0,2,2,0,0.0,0,0,0,0,,Matches,19,Andries Noppert,nl NED,GK,Heerenveen,31-203,1994,4.0,7,0,0,2,0,4.4,0.28,-2.6,-0.64,21,62,33.9,147,22,36.1,34.1,16,56.3,45.2,47,7,14.9,8,2.00,14.5,Matches
20,Kayne van Oevelen,nl NED,GK,Volendam,22-080,2003,10,10,900,10.0,16,1.60,53,37,69.8,2,4,4,1,10.0,0,0,0,0,,Matches,20,Kayne van Oevelen,nl NED,GK,Volendam,22-080,2003,10.0,16,0,0,2,0,14.7,0.29,-1.3,-0.13,59,250,23.6,352,41,53.4,44.0,87,71.3,58.9,162,10,6.2,11,1.10,12.6,Matches
21,Rome-Jayden Owusu-Oduro,nl NED,GK,AZ Alkmaar,21-117,2004,9,9,810,9.0,12,1.33,39,27,71.8,5,3,1,2,22.2,2,1,0,1,0.0,Matches,21,Rome-Jayden Owusu-Oduro,nl NED,GK,AZ Alkmaar,21-117,2004,9.0,12,1,0,3,0,10.9,0.27,-1.1,-0.12,33,118,28.0,258,37,38.8,36.4,38,47.4,44.4,120,10,8.3,15,1.67,14.6,Matches
22,Remko Pasveer,nl NED,GK,Ajax,41-353,1983,1,1,90,1.0,2,2.00,5,3,80.0,1,0,0,0,0.0,1,1,0,0,0.0,Matches,22,Remko Pasveer,nl NED,GK,Ajax,41-353,1983,1.0,2,1,0,1,0,2.0,0.23,0.0,-0.05,8,24,33.3,48,4,45.8,38.3,5,40.0,37.4,15,1,6.7,0,0.00,10.3,Matches
23,Calvin Raatsie,nl NED,GK,Excelsior,23-260,2002,2,2,180,2.0,6,3.00,16,10,62.5,0,0,2,0,0.0,0,0,0,0,,Matches,23,Calvin Raatsie,nl NED,GK,Excelsior,23-260,2002,2.0,6,0,0,1,0,5.3,0.35,-0.7,-0.37,13,38,34.2,110,8,28.2,30.3,11,63.6,47.5,24,2,8.3,9,4.50,24.4,Matches
24,Jasper Schendelaar,nl NED,GK,Zwolle,25-055,2000,2,2,180,2.0,4,2.00,9,5,66.7,0,2,0,0,0.0,1,1,0,0,0.0,Matches,24,Jasper Schendelaar,nl NED,GK,Zwolle,25-055,2000,2.0,4,1,0,0,0,3.8,0.35,-0.2,-0.09,11,36,30.6,58,12,44.8,39.7,15,66.7,52.6,21,2,9.5,3,1.50,16.4,Matches
