Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
55,Jonathan Sirois,ca CAN,GK,CF Montréal,24-122,2001,23,23,2070,23.0,39,1.70,113,74,65.5,4,6,13,4,17.4,0,0,0,0,,Matches,55,Jonathan Sirois,ca CAN,GK,CF Montréal,24-122,2001,23.0,39,0,0,5,0,34.9,0.31,-4.1,-0.18,80,218,36.7,804,100,21.8,28.0,97,44.3,37.4,213,16,7.5,28,1.22,14.7,Matches
56,Pablo Sisniega,mx MEX,GK,San Diego FC,30-112,1995,4,4,360,4.0,3,0.75,13,11,84.6,2,1,1,1,25.0,1,1,0,0,0.0,Matches,56,Pablo Sisniega,mx MEX,GK,San Diego FC,30-112,1995,4.0,3,1,0,1,1,3.7,0.21,+1.7,+0.43,3,12,25.0,127,28,7.1,19.2,10,30.0,36.6,30,6,20.0,8,2.00,16.9,Matches
57,Alec Smir,us USA,GK,Minnesota Utd,26-197,1999,2,1,161,1.8,3,1.68,9,6,66.7,0,1,0,0,0.0,0,0,0,0,,Matches,57,Alec Smir,us USA,GK,Minnesota Utd,26-197,1999,1.8,3,0,0,0,0,3.0,0.35,0.0,-0.01,10,38,26.3,40,3,70.0,50.3,11,90.9,55.5,32,0,0.0,2,1.12,17.2,Matches
58,Wessel Speel,nl NED,GK,Minnesota Utd,24-010,2001,3,3,199,2.2,6,2.71,10,4,50.0,1,1,1,0,0.0,1,1,0,0,0.0,Matches,58,Wessel Speel,nl NED,GK,Minnesota Utd,24-010,2001,2.2,6,1,0,1,0,5.4,0.46,-0.6,-0.28,11,41,26.8,56,1,64.3,43.5,20,25.0,31.1,31,1,3.2,0,0.00,11.2,Matches
59,Dayne St. Clair,ca CAN,GK,Minnesota Utd,28-171,1997,30,30,2700,30.0,30,1.00,139,111,79.9,15,8,7,10,33.3,4,2,1,1,33.3,Matches,59,Dayne St. Clair,ca CAN,GK,Minnesota Utd,28-171,1997,30.0,30,2,1,5,3,36.7,0.25,+9.7,+0.32,163,522,31.2,811,94,51.9,40.0,194,52.1,44.3,548,18,3.3,17,0.57,13.1,Matches
60,Zack Steffen,us USA,GK,Colorado Rapids,30-208,1995,23,23,2070,23.0,39,1.70,130,92,70.0,8,6,9,4,17.4,0,0,0,0,,Matches,60,Zack Steffen,us USA,GK,Colorado Rapids,30-208,1995,23.0,39,0,0,6,1,42.0,0.33,+4.0,+0.17,103,315,32.7,544,114,41.0,37.0,172,53.5,47.0,362,15,4.1,28,1.22,14.4,Matches
61,Brad Stuver,us USA,GK,Austin,34-194,1991,34,34,3060,34.0,45,1.32,171,127,76.6,13,8,13,9,26.5,6,5,1,0,16.7,Matches,61,Brad Stuver,us USA,GK,Austin,34-194,1991,34.0,45,5,2,2,2,46.9,0.25,+3.9,+0.11,172,516,33.3,1050,161,33.3,33.0,249,66.7,49.3,514,28,5.4,28,0.82,12.8,Matches
62,Yohei Takaoka,jp JPN,GK,Vancouver W'caps,29-225,1996,34,34,3060,34.0,38,1.12,122,83,72.1,18,9,7,13,38.2,5,4,1,0,20.0,Matches,62,Yohei Takaoka,jp JPN,GK,Vancouver W'caps,29-225,1996,34.0,38,4,0,6,0,37.0,0.28,-1.0,-0.03,108,318,34.0,1040,120,21.8,28.7,183,49.7,44.5,410,24,5.9,61,1.79,15.5,Matches
63,Andrew Tarbell,us USA,GK,Houston Dynamo,32-020,1993,4,4,306,3.4,7,2.06,15,8,53.3,0,1,3,1,25.0,0,0,0,0,,Matches,63,Andrew Tarbell,us USA,GK,Houston Dynamo,32-020,1993,3.4,7,0,0,0,0,6.1,0.41,-0.9,-0.27,12,33,36.4,84,15,32.1,30.9,13,46.2,40.2,31,1,3.2,4,1.18,20.3,Matches
64,Andrew Thomas,ru RUS,GK,Seattle Sounders,27-056,1998,8,8,720,8.0,17,2.12,45,29,71.1,4,2,2,1,12.5,4,4,0,0,0.0,Matches,64,Andrew Thomas,ru RUS,GK,Seattle Sounders,27-056,1998,8.0,17,4,0,2,1,14.9,0.27,-1.1,-0.14,11,55,20.0,147,42,27.9,30.6,51,27.5,32.1,106,9,8.5,2,0.25,10.2,Matches
65,Matt Turner,us USA,GK,NE Revolution,31-125,1994,10,10,900,10.0,16,1.60,52,37,69.2,3,2,5,2,20.0,0,0,0,0,,Matches,65,Matt Turner,us USA,GK,NE Revolution,31-125,1994,10.0,16,0,0,0,1,18.7,0.36,+3.7,+0.37,62,168,36.9,289,59,38.4,36.5,83,68.7,50.7,121,17,14.0,10,1.00,11.5,Matches
66,Óscar Ustari,ar ARG,GK,Inter Miami,39-116,1986,25,25,2082,23.1,41,1.77,116,76,65.5,14,5,6,3,12.0,1,1,0,0,0.0,Matches,66,Óscar Ustari,ar ARG,GK,Inter Miami,39-116,1986,23.1,41,1,0,6,1,35.8,0.31,-4.2,-0.18,90,171,52.6,776,126,17.9,26.7,111,28.8,30.9,253,9,3.6,53,2.29,18.5,Matches
67,Joe Willis,us USA,GK,Nashville SC,37-078,1988,34,34,3060,34.0,45,1.32,136,90,69.1,16,6,12,9,26.5,5,3,2,0,40.0,Matches,67,Joe Willis,us USA,GK,Nashville SC,37-078,1988,34.0,45,3,4,4,1,44.9,0.31,+0.9,+0.03,100,281,35.6,958,172,23.7,28.3,178,30.3,30.8,399,29,7.3,20,0.59,11.9,Matches
