Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
1,Ryan Allsop,eng ENG,GK,Birmingham City,33-132,1992,8,8,720,8.0,10,1.25,19,10,52.6,3,2,3,2,25.0,1,1,0,0,0.0,Matches,1,Ryan Allsop,eng ENG,GK,Birmingham City,33-132,1992,8.0,10,1,0,2,1,7.2,0.36,-1.8,-0.23,30,123,24.4,307,11,30.9,31.8,43,65.1,50.6,81,0,0.0,15,1.88,20.3,Matches
2,Nathan Baxter,eng ENG,GK,Watford,26-353,1998,2,1,135,1.5,1,0.67,5,4,80.0,1,0,0,0,0.0,0,0,0,0,,Matches,2,Nathan Baxter,eng ENG,GK,Watford,26-353,1998,1.5,1,0,0,0,0,0.7,0.14,-0.3,-0.20,7,21,33.3,44,5,36.4,33.2,8,62.5,48.9,20,0,0.0,0,0.00,8.0,Matches
3,Gavin Bazunu,ie IRL,GK,Southampton,23-249,2002,6,6,540,6.0,9,1.50,16,8,50.0,1,3,2,1,16.7,1,1,0,0,0.0,Matches,3,Gavin Bazunu,ie IRL,GK,Southampton,23-249,2002,6.0,9,1,1,0,1,5.8,0.35,-2.2,-0.37,15,67,22.4,167,32,26.9,31.9,47,46.8,43.0,80,2,2.5,7,1.17,16.4,Matches
4,James Beadle,eng ENG,GK,Birmingham City,21-103,2004,4,4,360,4.0,5,1.25,17,13,70.6,1,1,2,1,25.0,0,0,0,0,,Matches,4,James Beadle,eng ENG,GK,Birmingham City,21-103,2004,4.0,5,0,0,1,1,4.9,0.29,+0.9,+0.22,13,82,15.9,169,17,34.9,34.1,32,71.9,56.8,64,4,6.3,7,1.75,15.7,Matches
5,Steven Benda,de GER,GK,Millwall,27-026,1998,9,9,810,9.0,12,1.33,28,16,57.1,4,2,3,3,33.3,0,0,0,0,,Matches,5,Steven Benda,de GER,GK,Millwall,27-026,1998,9.0,12,0,0,2,0,10.4,0.37,-1.6,-0.18,48,142,33.8,185,27,45.9,37.8,71,80.3,57.8,126,5,4.0,14,1.56,16.5,Matches
6,Solomon Brynn,eng ENG,GK,Middlesbrough,24-362,2000,12,12,1080,12.0,8,0.67,26,17,69.2,7,4,1,5,41.7,1,0,1,0,100.0,Matches,6,Solomon Brynn,eng ENG,GK,Middlesbrough,24-362,2000,12.0,8,0,0,3,0,8.4,0.29,+0.4,+0.04,27,137,19.7,255,58,38.8,36.1,68,55.9,47.6,167,19,11.4,8,0.67,12.0,Matches
7,Josef Bursik,eng ENG,GK,Portsmouth,25-107,2000,6,6,540,6.0,8,1.33,25,18,68.0,1,2,3,1,16.7,0,0,0,0,,Matches,7,Josef Bursik,eng ENG,GK,Portsmouth,25-107,2000,6.0,8,0,0,1,1,7.2,0.29,+0.2,+0.03,47,161,29.2,243,32,49.8,41.1,47,85.1,63.4,96,6,6.3,7,1.17,13.5,Matches
8,Pierce Charles,nir NIR,GK,Sheffield Weds,20-098,2005,2,2,180,2.0,5,2.50,18,13,72.2,0,0,2,0,0.0,0,0,0,0,,Matches,8,Pierce Charles,nir NIR,GK,Sheffield Weds,20-098,2005,2.0,5,0,0,1,0,4.7,0.28,-0.3,-0.13,19,56,33.9,78,7,44.9,37.8,22,95.5,65.7,38,0,0.0,1,0.50,13.8,Matches
9,Michael Cooper,eng ENG,GK,Sheffield Utd,26-019,1999,12,12,1080,12.0,20,1.67,53,34,62.3,3,0,9,2,16.7,1,0,0,1,,Matches,9,Michael Cooper,eng ENG,GK,Sheffield Utd,26-019,1999,12.0,20,0,1,2,1,14.0,0.26,-5.0,-0.42,46,205,22.4,327,58,42.2,37.7,96,69.8,55.2,152,17,11.2,13,1.08,12.3,Matches
10,Max Crocombe,nz NZL,GK,Millwall,32-076,1993,3,3,270,3.0,1,0.33,9,8,88.9,3,0,0,2,66.7,0,0,0,0,,Matches,10,Max Crocombe,nz NZL,GK,Millwall,32-076,1993,3.0,1,0,0,0,0,1.5,0.17,+0.5,+0.17,16,76,21.1,64,7,64.1,47.5,35,100.0,68.3,65,3,4.6,0,0.00,8.6,Matches
11,Jamie Cumming,eng ENG,GK,Oxford United,26-053,1999,12,12,1080,12.0,15,1.25,50,35,70.0,3,3,6,2,16.7,0,0,0,0,,Matches,11,Jamie Cumming,eng ENG,GK,Oxford United,26-053,1999,12.0,15,0,1,3,0,14.8,0.30,-0.2,-0.02,66,212,31.1,307,40,48.9,39.6,77,80.5,59.9,188,8,4.3,14,1.17,12.5,Matches
12,Joshua Griffiths,eng ENG,GK,West Brom,24-052,2001,12,12,1080,12.0,14,1.17,39,26,64.1,5,2,5,3,25.0,0,0,0,0,,Matches,12,Joshua Griffiths,eng ENG,GK,West Brom,24-052,2001,12.0,14,0,0,0,1,11.8,0.32,-1.2,-0.10,59,193,30.6,325,39,41.8,36.6,100,57.0,45.5,195,9,4.6,8,0.67,11.7,Matches
13,Ethan Horvath,us USA,GK,Sheffield Weds,30-140,1995,8,8,719,8.0,17,2.13,43,27,62.8,1,3,4,1,12.5,1,1,0,0,0.0,Matches,13,Ethan Horvath,us USA,GK,Sheffield Weds,30-140,1995,8.0,17,1,0,1,1,14.0,0.31,-2.0,-0.25,32,180,17.8,218,33,53.7,44.0,77,81.8,58.6,143,8,5.6,14,1.75,14.2,Matches
14,Daniel Iversen,dk DEN,GK,Preston,28-100,1997,12,12,1080,12.0,12,1.00,36,25,66.7,5,4,3,4,33.3,0,0,0,0,,Matches,14,Daniel Iversen,dk DEN,GK,Preston,28-100,1997,12.0,12,0,0,2,1,11.0,0.32,0.0,0.00,75,270,27.8,407,51,48.6,40.0,108,66.7,53.4,171,13,7.6,27,2.25,15.0,Matches
15,Viktor Johansson,se SWE,GK,Stoke City,27-043,1998,12,12,1080,12.0,8,0.67,44,36,81.8,6,3,3,5,41.7,0,0,0,0,,Matches,15,Viktor Johansson,se SWE,GK,Stoke City,27-043,1998,12.0,8,0,0,2,0,12.4,0.29,+4.4,+0.37,68,208,32.7,424,59,39.6,36.0,49,81.6,59.1,185,9,4.9,20,1.67,15.6,Matches
16,Thomas Kaminski,be BEL,GK,Charlton Ath,33-004,1992,12,12,1080,12.0,10,0.83,35,25,71.4,5,4,3,5,41.7,0,0,0,0,,Matches,16,Thomas Kaminski,be BEL,GK,Charlton Ath,33-004,1992,12.0,10,0,0,1,0,10.0,0.29,0.0,0.00,77,228,33.8,294,41,50.0,39.1,113,71.7,52.5,195,8,4.1,20,1.67,17.4,Matches
17,Ben Killip,eng ENG,GK,Portsmouth,29-337,1995,2,1,155,1.7,2,1.16,9,7,77.8,0,0,1,1,100.0,0,0,0,0,,Matches,17,Ben Killip,eng ENG,GK,Portsmouth,29-337,1995,1.7,2,0,1,0,0,2.4,0.27,+0.4,+0.23,15,43,34.9,76,10,44.7,38.6,11,81.8,58.8,33,1,3.0,3,1.74,17.8,Matches
18,Vladan Kovačević,ba BIH,GK,Norwich City,27-199,1998,12,12,1080,12.0,18,1.50,51,32,64.7,2,2,8,1,8.3,1,0,1,0,100.0,Matches,18,Vladan Kovačević,ba BIH,GK,Norwich City,27-199,1998,12.0,18,0,0,2,0,19.2,0.38,+1.2,+0.10,44,138,31.9,378,58,25.1,29.4,66,65.2,48.5,207,13,6.3,19,1.58,13.3,Matches
19,Joe Lumley,eng ENG,GK,Sheffield Weds,30-254,1995,2,2,180,2.0,3,1.50,11,8,72.7,0,0,2,0,0.0,0,0,0,0,,Matches,19,Joe Lumley,eng ENG,GK,Sheffield Weds,30-254,1995,2.0,3,0,1,0,0,3.4,0.33,+0.4,+0.22,9,35,25.7,57,5,35.1,33.7,20,75.0,54.8,20,1,5.0,5,2.50,18.8,Matches
20,Alex McCarthy,eng ENG,GK,Southampton,35-328,1989,6,6,540,6.0,8,1.33,20,12,60.0,1,3,2,1,16.7,0,0,0,0,,Matches,20,Alex McCarthy,eng ENG,GK,Southampton,35-328,1989,6.0,8,0,0,0,0,8.4,0.43,+0.4,+0.07,27,88,30.7,144,29,42.4,35.1,46,58.7,44.8,82,4,4.9,5,0.83,12.5,Matches
