Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 33_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
1,Lucas Acosta,ar ARG,GK,Sarmiento,30-229,1995,29,29,2610,29.0,33,1.14,141,111,78.7,6,12,11,9,31.0,4,3,0,1,0.0,Matches,1,Lucas Acosta,ar ARG,GK,Sarmiento,30-229,1995,29.0,33,3,0,3,2,40.5,0.29,+10.5,+0.38,164,498,32.9,663,58,51.6,43.3,219,71.2,53.5,453,21,4.6,26,0.93,14.4,Matches
2,Alan Aguerre,ar ARG,GK,Cen. Córdoba–SdE,35-065,1990,27,27,2430,27.0,29,1.07,95,67,71.6,10,9,8,10,37.0,2,2,0,0,0.0,Matches,2,Alan Aguerre,ar ARG,GK,Cen. Córdoba–SdE,35-065,1990,27.0,29,2,1,4,1,27.5,0.28,-0.5,-0.02,111,327,33.9,396,68,44.9,38.1,219,68.0,49.9,394,14,3.6,10,0.37,11.3,Matches
3,Facundo Altamirano,ar ARG,GK,San Lorenzo,29-220,1996,1,1,90,1.0,1,1.00,1,0,0.0,0,0,1,0,0.0,0,0,0,0,,Matches,3,Facundo Altamirano,ar ARG,GK,San Lorenzo,29-220,1996,1.0,1,0,0,0,0,0.9,0.87,-0.1,-0.13,6,18,33.3,18,1,77.8,48.4,4,100.0,66.0,13,0,0.0,2,2.00,17.4,Matches
4,Ignacio Arce,ar ARG,GK,Deportivo Riestra,33-202,1992,29,29,2610,29.0,16,0.55,107,94,88.8,13,12,4,19,65.5,4,4,0,0,0.0,Matches,4,Ignacio Arce,ar ARG,GK,Deportivo Riestra,33-202,1992,29.0,16,4,0,2,3,25.0,0.21,+12.0,+0.41,324,845,38.3,744,20,84.5,54.3,248,87.1,62.4,670,60,9.0,44,1.52,14.7,Matches
5,Gabriel Arias,cl CHI,GK,Racing Club,38-044,1987,18,18,1554,17.3,20,1.16,70,49,74.3,10,1,7,5,27.8,3,2,1,0,33.3,Matches,5,Gabriel Arias,cl CHI,GK,Racing Club,38-044,1987,17.3,20,2,0,1,0,20.2,0.26,+0.2,+0.01,82,231,35.5,393,70,42.0,37.9,143,46.2,40.6,228,8,3.5,28,1.62,18.5,Matches
6,Franco Armani,ar ARG,GK,River Plate,39-011,1986,27,27,2430,27.0,17,0.63,88,71,80.7,13,10,4,14,51.9,0,0,0,0,,Matches,6,Franco Armani,ar ARG,GK,River Plate,39-011,1986,27.0,17,0,0,3,0,24.4,0.28,+7.4,+0.28,91,227,40.1,476,129,31.3,32.1,184,42.4,38.2,292,9,3.1,27,1.00,14.0,Matches
7,Williams Barlasina,ar ARG,GK,Newell's OB,27-120,1998,4,4,360,4.0,5,1.25,20,15,75.0,1,2,1,0,0.0,0,0,0,0,,Matches,7,Williams Barlasina,ar ARG,GK,Newell's OB,27-120,1998,4.0,5,0,0,1,0,5.7,0.28,+0.7,+0.16,33,74,44.6,59,11,64.4,45.8,38,94.7,61.5,89,4,4.5,0,0.00,7.7,Matches
8,Williams Barlasina,ar ARG,GK,Aldosivi,27-120,1998,4,4,360,4.0,8,2.00,16,8,50.0,0,2,2,0,0.0,0,0,0,0,,Matches,8,Williams Barlasina,ar ARG,GK,Aldosivi,27-120,1998,4.0,8,0,1,0,0,6.3,0.39,-1.7,-0.43,13,42,31.0,66,19,40.9,35.6,33,45.5,37.8,54,4,7.4,1,0.25,13.0,Matches
9,Enrique Bologna,ar ARG,GK,Defensa y Just,43-256,1982,29,29,2610,29.0,35,1.21,121,88,73.6,10,8,11,9,31.0,3,3,0,0,0.0,Matches,9,Enrique Bologna,ar ARG,GK,Defensa y Just,43-256,1982,29.0,35,3,2,4,2,35.1,0.28,+2.1,+0.07,173,365,47.4,626,102,43.5,37.1,221,42.1,37.7,466,17,3.6,18,0.62,11.1,Matches
10,Matías Borgogno,ar ARG,GK,San Martín de San Juan,27-067,1998,29,29,2610,29.0,29,1.00,107,77,73.8,6,8,15,10,34.5,2,1,1,0,50.0,Matches,10,Matías Borgogno,ar ARG,GK,San Martín de San Juan,27-067,1998,29.0,29,1,2,3,0,32.1,0.29,+3.1,+0.11,202,585,34.5,639,52,59.5,44.3,251,81.7,58.1,455,34,7.5,23,0.79,12.5,Matches
11,Leandro Brey,ar ARG,GK,Boca Juniors,23-036,2002,4,3,271,3.0,2,0.66,10,8,80.0,0,3,0,2,66.7,0,0,0,0,,Matches,11,Leandro Brey,ar ARG,GK,Boca Juniors,23-036,2002,3.0,2,0,0,2,0,2.7,0.28,+0.7,+0.25,7,21,33.3,61,15,23.0,29.2,17,41.2,43.8,63,1,1.6,2,0.66,12.8,Matches
12,Jorge Broun,ar ARG,GK,Rosario Central,39-154,1986,26,26,2339,26.0,14,0.54,70,57,81.4,15,10,1,13,50.0,1,1,0,0,0.0,Matches,12,Jorge Broun,ar ARG,GK,Rosario Central,39-154,1986,26.0,14,1,1,0,1,16.7,0.23,+3.7,+0.15,133,275,48.4,439,108,38.5,35.1,221,48.0,39.5,387,17,4.4,4,0.16,9.6,Matches
13,Javier Burrai,ec ECU,GK,Talleres,35-018,1990,2,1,135,1.5,1,0.67,4,3,75.0,1,0,0,1,100.0,0,0,0,0,,Matches,13,Javier Burrai,ec ECU,GK,Talleres,35-018,1990,1.5,1,0,0,1,0,0.3,0.06,-0.7,-0.50,10,22,45.5,45,4,33.3,32.0,15,46.7,39.7,34,1,2.9,2,1.33,15.7,Matches
14,Facundo Cambeses,ar ARG,GK,Racing Club,28-201,1997,13,11,1053,11.7,9,0.77,49,40,81.6,4,3,4,7,63.6,0,0,0,0,,Matches,14,Facundo Cambeses,ar ARG,GK,Racing Club,28-201,1997,11.7,9,0,0,1,0,11.7,0.24,+2.7,+0.23,62,183,33.9,263,42,41.8,37.4,112,65.2,51.7,189,6,3.2,7,0.60,13.5,Matches
15,Thiago Cardozo,uy URU,GK,Belgrano,29-088,1996,13,13,1170,13.0,10,0.77,46,36,78.3,4,6,3,6,46.2,2,0,1,1,100.0,Matches,15,Thiago Cardozo,uy URU,GK,Belgrano,29-088,1996,13.0,10,0,0,1,1,13.8,0.28,+4.8,+0.37,76,216,35.2,291,39,48.8,40.0,90,82.2,58.1,216,13,6.0,2,0.15,9.6,Matches
16,Thiago Cardozo,uy URU,GK,Unión,29-088,1996,14,14,1256,14.0,16,1.15,51,35,72.5,2,5,7,3,21.4,2,2,0,0,0.0,Matches,16,Thiago Cardozo,uy URU,GK,Unión,29-088,1996,14.0,16,2,0,4,0,16.5,0.30,+0.5,+0.04,47,136,34.6,248,66,37.1,36.2,98,44.9,41.4,180,7,3.9,6,0.43,12.6,Matches
17,Jorge Carranza,ar ARG,GK,Aldosivi,44-173,1981,25,25,2250,25.0,35,1.40,110,76,71.8,6,4,15,7,28.0,4,4,0,0,0.0,Matches,17,Jorge Carranza,ar ARG,GK,Aldosivi,44-173,1981,25.0,35,4,0,3,1,29.2,0.24,-4.8,-0.19,125,328,38.1,504,102,44.4,37.3,174,59.8,44.0,362,21,5.8,23,0.92,12.9,Matches
18,Ezequiel Centurión,ar ARG,GK,Ind. Rivadavia,28-160,1997,29,29,2610,29.0,31,1.07,119,90,78.2,9,12,8,11,37.9,6,5,1,0,16.7,Matches,18,Ezequiel Centurión,ar ARG,GK,Ind. Rivadavia,28-160,1997,29.0,31,5,0,1,3,32.5,0.23,+4.5,+0.16,170,504,33.7,592,105,49.7,41.4,250,84.0,59.7,536,27,5.0,14,0.48,11.9,Matches
19,Juan Cozzani,ar ARG,GK,Platense,27-018,1998,21,21,1890,21.0,16,0.76,75,61,81.3,7,8,6,8,38.1,2,2,0,0,0.0,Matches,19,Juan Cozzani,ar ARG,GK,Platense,27-018,1998,21.0,16,2,0,3,2,21.5,0.27,+7.5,+0.35,115,409,28.1,407,31,70.0,48.9,134,92.5,65.1,311,14,4.5,21,1.00,16.1,Matches
20,Álvaro David Montero,co COL,GK,Vélez Sarsfield,30-212,1995,2,1,152,1.7,1,0.59,6,5,83.3,1,0,0,1,100.0,0,0,0,0,,Matches,20,Álvaro David Montero,co COL,GK,Vélez Sarsfield,30-212,1995,1.7,1,0,0,1,0,1.1,0.19,+0.1,+0.07,11,33,33.3,24,5,58.3,46.5,20,95.0,64.1,50,2,4.0,0,0.00,3.2,Matches
21,Andrés Desábato,ar ARG,GK,Platense,35-211,1990,4,4,360,4.0,8,2.00,15,7,46.7,1,1,2,0,0.0,0,0,0,0,,Matches,21,Andrés Desábato,ar ARG,GK,Platense,35-211,1990,4.0,8,0,0,1,0,6.4,0.43,-1.6,-0.39,8,29,27.6,60,8,35.0,33.1,19,42.1,36.3,42,3,7.1,5,1.25,17.1,Matches
22,Tomás Durso,ar ARG,GK,Atlé Tucumán,26-243,1999,11,11,990,11.0,17,1.55,46,29,65.2,2,1,8,2,18.2,3,1,1,1,50.0,Matches,22,Tomás Durso,ar ARG,GK,Atlé Tucumán,26-243,1999,11.0,17,1,1,1,1,17.2,0.34,+1.2,+0.11,63,177,35.6,245,46,49.4,41.2,87,64.4,51.4,128,8,6.3,16,1.45,17.3,Matches
23,Juan Espínola,py PAR,GK,Newell's OB,30-359,1994,9,9,810,9.0,16,1.78,52,36,71.2,1,3,5,2,22.2,1,1,0,0,0.0,Matches,23,Juan Espínola,py PAR,GK,Newell's OB,30-359,1994,9.0,16,1,1,2,0,13.2,0.26,-2.8,-0.31,68,151,45.0,151,32,56.3,45.2,76,86.8,62.7,154,12,7.8,9,1.00,12.7,Matches
24,Juan Espínola,py PAR,GK,Belgrano,30-359,1994,11,11,990,11.0,18,1.64,41,23,58.5,2,5,4,3,27.3,1,1,0,0,0.0,Matches,24,Juan Espínola,py PAR,GK,Belgrano,30-359,1994,11.0,18,1,2,4,0,12.0,0.27,-6.0,-0.54,65,204,31.9,289,39,52.2,40.3,71,74.6,58.2,182,13,7.1,8,0.73,12.4,Matches
25,Hernán Galíndez,ec ECU,GK,Huracán,38-211,1987,25,25,2250,25.0,16,0.64,67,51,79.1,10,10,5,14,56.0,3,2,1,0,33.3,Matches,25,Hernán Galíndez,ec ECU,GK,Huracán,38-211,1987,25.0,16,2,1,3,1,20.0,0.26,+5.0,+0.20,123,354,34.7,535,57,44.9,39.8,182,62.6,49.8,351,24,6.8,11,0.44,10.8,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,Rk,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
