Game Week,Home Team,Away Team,Score,Attendance,Venue,Referee,Date,URL
J1,Genoa,Inter,2–2,"33,300",Stadio Comunale Luigi Ferraris,Ermanno Feliciani,2024-08-17,https://fbref.com/en/matches/5dd9a8ae/Genoa-Internazionale-August-17-2024-Serie-A
J1,Parma,Fiorentina,1–1,"21,384",Stadio Ennio Tardini,Giovanni Ayroldi,2024-08-17,https://fbref.com/en/matches/99186416/Parma-Fiorentina-August-17-2024-Serie-A
J1,Empoli,Monza,0–0,"7,746",Stadio Carlo Castellani - Computer Gross...,Michael Fabbri,2024-08-17,https://fbref.com/en/matches/e1942888/Empoli-Monza-August-17-2024-Serie-A
J1,Milan,Torino,2–2,"70,742",Stadio Giuseppe Meazza,Fabio Maresca,2024-08-17,https://fbref.com/en/matches/6321e075/Milan-Torino-August-17-2024-Serie-A
J1,Bologna,Udinese,1–1,"26,418",Stadio Renato Dall'Ara,Maria Sole Ferrieri Caputi,2024-08-18,https://fbref.com/en/matches/a538d1ae/Bologna-Udinese-August-18-2024-Serie-A
J1,Hellas Verona,Napoli,3–0,"20,027",Stadio Marc'Antonio Bentegodi,Matteo Marchetti,2024-08-18,https://fbref.com/en/matches/6a1d7fbe/Hellas-Verona-Napoli-August-18-2024-Serie-A
J1,Cagliari,Roma,0–0,"16,261",Unipol Domus,Livio Marinelli,2024-08-18,https://fbref.com/en/matches/8314db9d/Cagliari-Roma-August-18-2024-Serie-A
J1,Lazio,Venezia,3–1,"42,000",Stadio Olimpico,Paride Tremolada,2024-08-18,https://fbref.com/en/matches/8c25dfec/Lazio-Venezia-August-18-2024-Serie-A
J1,Lecce,Atalanta,0–4,"28,719",Stadio Comunale Ettore Giardiniero,Davide Massa,2024-08-19,https://fbref.com/en/matches/5b248995/Lecce-Atalanta-August-19-2024-Serie-A
J1,Juventus,Como,3–0,"40,696",Allianz Stadium,Matteo Marcenaro,2024-08-19,https://fbref.com/en/matches/888690a6/Juventus-Como-August-19-2024-Serie-A
J2,Udinese,Lazio,2–1,"21,636",Bluenergy Stadium,Daniele Doveri,2024-08-24,https://fbref.com/en/matches/b6b8cabd/Udinese-Lazio-August-24-2024-Serie-A
J2,Parma,Milan,2–1,"21,808",Stadio Ennio Tardini,Juan Luca Sacchi,2024-08-24,https://fbref.com/en/matches/d2885a35/Parma-Milan-August-24-2024-Serie-A
J2,Monza,Genoa,0–1,"10,394",U-Power Stadium,Maurizio Mariani,2024-08-24,https://fbref.com/en/matches/d9489d1e/Monza-Genoa-August-24-2024-Serie-A
J2,Inter,Lecce,2–0,"70,921",Stadio Giuseppe Meazza,Davide Di Marco,2024-08-24,https://fbref.com/en/matches/bf16fd3f/Internazionale-Lecce-August-24-2024-Serie-A
J2,Torino,Atalanta,2–1,"20,451",Stadio Olimpico Grande Torino,Antonio Rapuano,2024-08-25,https://fbref.com/en/matches/324b2f87/Torino-Atalanta-August-25-2024-Serie-A
J2,Fiorentina,Venezia,0–0,"18,915",Stadio Artemio Franchi,Simone Sozza,2024-08-25,https://fbref.com/en/matches/cab6fee7/Fiorentina-Venezia-August-25-2024-Serie-A
J2,Napoli,Bologna,3–0,"45,000",Stadio Diego Armando Maradona,Luca Pairetto,2024-08-25,https://fbref.com/en/matches/cd189339/Napoli-Bologna-August-25-2024-Serie-A
J2,Roma,Empoli,1–2,"67,517",Stadio Olimpico,Luca Zufferli,2024-08-25,https://fbref.com/en/matches/31d64d59/Roma-Empoli-August-25-2024-Serie-A
J2,Cagliari,Como,1–1,"16,365",Unipol Domus,Marco Di Bello,2024-08-26,https://fbref.com/en/matches/0948742e/Cagliari-Como-August-26-2024-Serie-A
J2,Hellas Verona,Juventus,0–3,"29,575",Stadio Marc'Antonio Bentegodi,Antonio Giua,2024-08-26,https://fbref.com/en/matches/22c07009/Hellas-Verona-Juventus-August-26-2024-Serie-A
J3,Venezia,Torino,0–1,"10,652",Stadio Pier Luigi Penzo,Matteo Marcenaro,2024-08-30,https://fbref.com/en/matches/55203d33/Venezia-Torino-August-30-2024-Serie-A
