Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Esteban Burgos,ARG,Defender,San Martín de San Juan,33.0,1992,11,10,823,44,38,37,41
Esteban Pavez,CHI,Midfielder,cl Colo-Colo,35.0,1990,6,5,464,43,31,13,67
Estêvão Willian,BRA,Forward,Palmeiras,18.0,4014,16,14,1211,67,79,86,27
Ethan Bartlow,USA,Defender,Houston Dynamo,25.0,2000,17,11,1018,48,70,62,46
Evan Bush,USA,Goalkeeper,Columbus Crew,39.0,1986,5,5,450,50,45,46,47
Evander,BRA,Midfielder,FC Cincinnati,27.0,1998,23,22,1934,87,89,85,27
Everaldo Stum,BRA,Forward,Fluminense,34.0,1991,15,7,684,52,41,26,43
Everton Maceió,BRA,Forward,Mirassol,22.0,2003,5,1,132,38,71,79,54
Everton Ribeiro,BRA,Midfielder,Bahia,36.0,3978,20,17,1278,67,79,78,51
Everton Soares,BRA,Forward,Flamengo,29.0,3992,17,8,739,51,58,77,59
Evertton,BRA,Midfielder,Flamengo,22.0,4006,12,6,631,74,35,37,46
Ewerton,BRA,Defender,Juventude,24.0,2000,12,10,887,50,66,57,53
Exequiel Mereles,URU,Forward,uy Nacional,19.0,2005,1,0,25,31,43,57,18
Exequiel Zeballos,ARG,Forward,Boca Juniors,23.0,2002,15,6,578,56,60,87,41
Ezequiel Cannavo,ARG,Defender,Defensa y Just,23.0,2002,16,16,1325,76,63,69,71
Ezequiel Cañete,ARG,Forward,Unión,26.0,1999,2,0,46,26,29,42,55
Ezequiel Centurión,ARG,Goalkeeper,Ind. Rivadavia,28.0,1997,19,19,1710,50,45,46,42
Ezequiel Cerutti,ARG,Forward,San Lorenzo,33.0,1992,15,9,874,49,76,58,57
Ezequiel Ham,SYR,Midfielder,Unión,31.0,1994,15,9,799,77,89,69,41
Ezequiel Herrera,ARG,Defender,San Lorenzo,22.0,2003,18,18,1620,39,51,59,50
Ezequiel Montagna,ARG,Forward,San Martín de San Juan,31.0,1994,4,2,175,29,33,34,34
Ezequiel Muñoz,ARG,Defender,Lanús,34.0,1990,11,9,825,44,21,25,49
Ezequiel Neira,ARG,Defender,ve Carabobo,24.0,2001,2,2,152,36,17,12,28
Ezequiel Ponce,ARG,Forward,Houston Dynamo,28.0,1997,22,22,1835,66,30,23,52
Faber Gil,COL,Midfielder,co Nacional,30.0,1995,1,0,6,34,13,37,13
Fabian Herbers,GER,Forward,CF Montréal,31.0,1993,11,9,539,32,70,48,71
Fabiano Souza,BRA,Defender,Ceará,25.0,2000,14,14,1162,46,65,62,50
Fabinho,BRA,Midfielder,RB Bragantino,23.0,2002,14,3,412,47,63,52,62
Fabio Pereyra,ARG,Defender,Huracán,35.0,1990,19,19,1650,76,33,38,42
Fabián Hormazábal,CHI,Defender,cl U de Chile,29.0,1996,6,6,540,41,84,88,66
Fabián Sambueza,ARG,Midfielder,co CA Bucaramanga,36.0,1988,5,5,405,83,84,70,28
Fabricio Amato,ARG,Midfielder,Ind. Rivadavia,21.0,2004,1,0,27,34,19,10,75
Fabricio Bustos,ARG,Defender,River Plate,29.0,3992,11,8,820,41,88,74,47
Fabricio Corbalan,ARG,Forward,Gimnasia–LP,21.0,2003,6,4,278,30,44,64,75
Fabricio Domínguez,URU,Midfielder,Sport Recife,27.0,1998,4,1,100,37,57,72,44
Fabricio López,ARG,Defender,San Lorenzo,22.0,2002,1,1,90,39,47,81,44
Fabricio Pérez,ARG,Forward,Estudiantes–LP,19.0,2005,3,0,63,26,33,46,67
Fabricio Tirado,ARG,Midfielder,Newell's OB,20.0,2004,2,0,63,53,77,51,61
Fabrizio Angileri,ARG,Defender,Corinthians,31.0,1994,11,7,690,39,58,81,53
Fabrizio Sartori,ARG,Forward,Ind. Rivadavia,23.0,2002,15,3,428,78,21,26,57
Fabrício,BRA,Forward,Vitória,24.0,2000,10,1,278,40,68,85,72
Fabrício,BRA,Forward,Mirassol,28.0,1997,8,4,301,34,66,52,25
Fabrício Bruno,BRA,Defender,Cruzeiro,29.0,1996,16,16,1440,68,49,36,58
Facundo Altamira,0,Forward,Godoy Cruz,0.0,0,13,10,714,49,27,72,66
Facundo Ardiles,ARG,Defender,Godoy Cruz,26.0,1998,1,0,45,36,24,55,40
Facundo Bernal,URU,Midfielder,Fluminense,21.0,2003,8,5,478,48,30,30,62
Facundo Bruera,ARG,Forward,Barracas Central,26.0,1998,19,5,789,79,58,26,55
Facundo Cambeses,ARG,Goalkeeper,Racing Club,28.0,1997,7,5,513,53,61,46,46
Facundo Colidio,ARG,Forward,River Plate,25.0,4000,23,21,1515,76,73,68,52
Facundo De La Vega,ARG,Forward,Aldosivi,22.0,2003,1,1,58,42,31,21,60
Facundo Di Biasi,ARG,Midfielder,Gimnasia–LP,20.0,2005,15,12,1008,38,52,44,61
Facundo Farías,ARG,Forward,Estudiantes–LP,22.0,4004,12,3,362,30,59,63,28
Facundo Gulli,ARG,Forward,San Lorenzo,19.0,2005,1,0,13,49,87,32,16
Facundo Mallo,URU,Defender,Rosario Central,30.0,1995,10,10,817,38,45,26,60
Facundo Mansilla,ARG,Defender,Cen. Córdoba–SdE,26.0,1999,3,3,270,36,19,33,60
Facundo Mater,SYR,Midfielder,Barracas Central,27.0,1998,14,12,1020,38,48,52,47
Facundo Miño,ARG,Defender,Deportivo Riestra,25.0,1999,13,12,946,38,34,33,65
Facundo Mura,ARG,Defender,Racing Club,26.0,3998,13,6,544,78,69,76,53
Facundo Quignon,ARG,Midfielder,Belgrano,32.0,1993,14,9,811,41,39,28,52
Facundo Rodríguez,ARG,Defender,Estudiantes–LP,25.0,4000,16,11,1075,42,34,42,40
Facundo Roncaglia,ARG,Defender,Sarmiento,38.0,1987,14,14,1260,37,37,26,50
Facundo Sanguinetti,ARG,Goalkeeper,Banfield,24.0,2001,19,19,1710,50,62,46,46
Facundo Suárez,ARG,Forward,Instituto,31.0,1994,4,4,340,58,32,31,45
Facundo Sánchez,ARG,Midfielder,Lanús,19.0,2005,1,0,21,34,33,11,30
Facundo Torres,URU,Forward,Palmeiras,25.0,4000,19,18,1339,71,80,42,43
Facundo Zabala,ARG,Defender,Independiente,26.0,3998,7,7,576,55,93,85,54
Fafà Picault,HAI,Forward,Inter Miami,34.0,1991,15,5,525,74,43,51,67
Fagner,BRA,Defender,Cruzeiro,36.0,1989,9,8,740,41,76,75,47
Fausto Grillo,ARG,Defender,Belgrano,32.0,1993,10,10,833,40,52,49,65
Fausto Vera,ARG,Midfielder,Atlético Mineiro,25.0,2000,8,6,484,72,45,38,44
Favio Cabral,ARG,Forward,Cen. Córdoba–SdE,24.0,2001,14,3,390,52,29,21,51
Federico Anselmo,ARG,Forward,San Martín de San Juan,31.0,1994,14,9,897,50,27,16,39
Federico Bernardeschi,ITA,Forward,Toronto FC,31.0,1994,15,15,1298,69,84,81,40
Federico Carrizo,ARG,Midfielder,py Cerro Porteño,34.0,1991,6,5,398,77,85,70,30
Federico Fattori,ARG,Midfielder,Arg Juniors,33.0,1992,17,17,1459,36,51,42,54
Federico Gino,URU,Midfielder,Aldosivi,32.0,1993,3,3,201,34,18,18,81
Federico Girotti,ARG,Forward,Talleres,26.0,3998,24,15,1423,58,47,23,47
Federico González,ARG,Forward,San Martín de San Juan,38.0,1987,10,1,171,28,41,45,68
Federico Lanzillota,ARG,Goalkeeper,bo Bolívar,32.0,1992,3,3,270,50,44,46,64
Federico Mancuello,ARG,Forward,Independiente,36.0,1989,12,2,279,64,69,24,52
Federico Navarro,ARG,Midfielder,Rosario Central,25.0,2000,15,15,1278,35,31,26,49
Federico Paradela,ARG,Midfielder,Sarmiento,26.0,1999,9,3,334,50,45,68,36
Federico Rasmussen,ARG,Defender,Godoy Cruz,33.0,1992,16,16,1369,36,20,32,62
Federico Redondo,ARG,Midfielder,Inter Miami,22.0,2003,19,8,875,37,63,65,47
Federico Vera,ARG,Defender,Independiente,27.0,1998,16,15,1268,45,55,77,50
Federico Zaracho,ARG,Midfielder,Racing Club,27.0,3996,12,5,514,45,77,52,61
Felipe Anderson,BRA,Forward,Palmeiras,32.0,3986,15,11,852,34,66,64,70
Felipe Avenatti,URU,Forward,uy Peñarol,32.0,1993,1,0,8,26,11,26,31
Felipe Bussio,ARG,Midfielder,Platense,21.0,2004,1,0,7,34,14,9,13
Felipe Caicedo,ECU,Forward,ec Barcelona,36.0,1988,4,1,97,81,37,22,71
Felipe Carballo,URU,Midfielder,NY Red Bulls,28.0,1996,16,10,941,46,81,66,67
Felipe Cardoso,BRA,Forward,Vitória,22.0,2003,2,0,59,47,62,80,16
Felipe Loyola,CHI,Midfielder,Independiente,24.0,2000,18,17,1524,84,73,72,61
Felipe Mora,CHI,Forward,Portland Timbers,31.0,1993,23,16,1276,66,45,37,40
Felipe Peña,ARG,Midfielder,Lanús,24.0,2001,9,6,476,37,60,37,53
Felipe Vieira,BRA,Defender,Houston Dynamo,20.0,2005,13,9,842,84,71,63,68
Felipe Zenobio,ARG,Goalkeeper,Tigre,25.0,2000,19,19,1710,53,72,46,45
Fernandinho,BRA,Forward,Ceará,28.0,1997,7,3,262,40,66,83,74
Fernando,BRA,Midfielder,Internacional,38.0,3974,12,12,945,70,47,47,53
Fernando Alarcón,ARG,Defender,Instituto,31.0,1994,19,19,1710,44,39,33,57
Fernando Cornejo Miranda,CHI,Forward,ec LDU de Quito,29.0,1995,5,4,388,28,48,38,56
Fernando David Cardozo,PAR,Forward,Newell's OB,24.0,2001,11,6,490,32,46,49,70
Fernando Gaibor,ECU,Forward,pe Alianza Lima,33.0,1991,6,5,470,28,71,44,44
Fernando Juárez,ARG,Midfielder,Platense,26.0,3996,17,5,663,36,29,24,54
Fernando Martínez,ARG,Midfielder,Cen. Córdoba–SdE,25.0,4000,11,5,596,44,50,76,52
Fernando Marçal,BRA,Defender,Botafogo (RJ),36.0,1989,2,0,27,41,50,59,30
Fernando Miguel,BRA,Goalkeeper,Ceará,40.0,1985,8,7,657,50,45,46,50
Fernando Muslera,URU,Goalkeeper,Estudiantes–LP,39.0,1986,3,3,270,50,45,46,55
Fernando Pacheco Rivas,PER,Forward,pe Sporting Cristal,26.0,1999,3,3,211,27,45,28,48
Fernando Sobral,BRA,Midfielder,Ceará,30.0,1994,15,12,965,38,48,44,64
Fernando Tobio,ARG,Defender,Barracas Central,35.0,1989,17,17,1530,63,33,12,41
Fernando de Paul,CHI,Goalkeeper,cl Colo-Colo,34.0,1991,1,1,90,50,44,46,38
Fernando Álvarez,COL,Defender,CF Montréal,21.0,2003,17,8,865,49,53,41,53
Ferreira,BRA,Forward,São Paulo,27.0,3994,18,13,1073,76,80,88,58
Fidel Barajas,MEX,Forward,D.C. United,19.0,2006,4,0,38,32,80,36,57
Finn Surman,NZL,Defender,Portland Timbers,21.0,2003,22,22,1955,42,25,20,43
Flabián Londoño,COL,Forward,ve Carabobo,25.0,2000,6,2,177,32,14,37,25
Flavio Alcedo,PER,Defender,pe Sporting Cristal,22.0,2003,1,1,90,36,30,39,11
Flavio Moya,CHI,Midfielder,cl U de Chile,19.0,2006,1,0,6,34,13,9,13
Forster Ajago,GHA,Forward,Real Salt Lake,23.0,2001,6,3,259,68,18,24,51
Francesco Lo Celso,ARG,Midfielder,Instituto,25.0,2000,1,0,35,39,77,33,68
Francis Amuzu,BEL,Forward,Grêmio,25.0,1999,9,5,441,66,63,82,28
Francis Mac Allister,ARG,Midfielder,Instituto,29.0,1995,17,17,1248,35,35,25,76
Francis Westfield,USA,Defender,Philadelphia Union,19.0,2005,20,15,1417,73,86,69,52
Francisco Gerometta,ARG,Defender,Unión,25.0,1999,9,8,688,41,66,86,62
Francisco González,ARG,Forward,Newell's OB,24.0,4002,15,8,793,53,54,61,39
Francisco González,ARG,Midfielder,Belgrano,28.0,1997,18,14,1068,45,62,61,57
Francisco Perruzzi,ARG,Midfielder,San Lorenzo,23.0,2001,3,0,27,34,13,9,33
Francisco Pizzini,ARG,Forward,Vélez Sarsfield,31.0,3986,21,13,1072,50,63,80,60
Francisco da Costa,BRA,Forward,Mirassol,30.0,3990,6,3,291,81,20,24,25
Francisco Álvarez,ARG,Defender,Arg Juniors,25.0,2000,19,19,1705,43,56,55,60
Franco Alfonso,ARG,Forward,Cen. Córdoba–SdE,23.0,4004,8,2,286,38,58,74,65
Franco Amarfil,ARG,Midfielder,Ind. Rivadavia,24.0,2001,18,18,1579,43,53,55,58
Franco Armani,ARG,Goalkeeper,River Plate,38.0,3972,25,25,2250,50,48,58,49
Franco Baldassarra,ARG,Midfielder,Platense,26.0,1998,6,3,325,45,35,45,70
Franco Calderón,ARG,Defender,cl U de Chile,27.0,1998,6,6,540,45,27,29,72
Franco Cristaldo,ARG,Forward,Grêmio,28.0,1996,11,8,620,32,78,35,42
Franco Díaz,ARG,Midfielder,Instituto,24.0,2000,11,2,342,51,66,63,42
Franco Escobar,ARG,Defender,Houston Dynamo,30.0,1995,22,18,1565,75,79,73,68
Franco Fagundez,URU,Forward,Deportivo Riestra,26.0,1998,1,0,34,26,29,33,69
Franco Fragapane,ARG,Midfielder,Unión,32.0,1993,18,9,870,74,85,80,44
Franco Frías,ARG,Forward,Sarmiento,23.0,2002,15,4,544,58,31,29,51
Franco Gastón Romero,URU,Defender,pe Sporting Cristal,30.0,1995,6,6,540,45,55,50,55
Franco Ibarra,ARG,Midfielder,Rosario Central,24.0,2001,17,16,1371,42,41,37,74
Franco Jara,ARG,Forward,Belgrano,37.0,1988,17,15,1286,58,54,45,44
Franco Mastantuono,ARG,Forward,River Plate,17.0,4014,16,15,1229,78,87,91,47
Franco Minerva,ARG,Forward,Platense,19.0,2006,7,1,128,38,50,18,74
Franco Negri,ARG,Defender,San Diego FC,30.0,1995,11,7,483,78,72,68,48
Franco Nicola,URU,Midfielder,Atlé Tucumán,23.0,2002,15,9,740,84,66,82,33
Franco Orozco,ARG,Forward,Lanús,23.0,4004,7,3,263,39,50,71,75
Franco Pardo,ARG,Defender,Unión,28.0,1997,17,16,1412,43,48,50,59
Franco Paredes,ARG,Defender,Independiente,26.0,1999,5,3,191,36,35,37,54
Franco Petroli,ARG,Goalkeeper,Godoy Cruz,27.0,1998,19,19,1710,50,67,46,44
Franco Rami,ARG,Forward,Aldosivi,22.0,2003,11,4,431,71,16,17,71
Franco Toloza,ARG,Forward,San Martín de San Juan,31.0,1994,11,7,563,53,30,29,54
Franco Watson,ARG,Midfielder,Lanús,25.0,4000,6,3,276,53,80,63,49
Franco Zapiola,ARG,Forward,Platense,24.0,2001,17,12,957,36,71,48,68
Frank Castañeda,COL,Forward,Banfield,31.0,3988,8,6,428,41,74,65,59
Frank Fabra,COL,Defender,Boca Juniors,34.0,1991,2,1,111,54,61,89,67
Frankie Amaya,USA,Midfielder,LAFC,24.0,2000,11,3,301,48,67,55,66
Franner López,VEN,Midfielder,ve Carabobo,22.0,2003,4,0,23,34,15,56,18
Fredi Gomes,BRA,Defender,Bahia,19.0,2006,1,1,90,36,18,13,54
Fredy Hinestroza,COL,Defender,co CA Bucaramanga,35.0,1990,6,6,540,39,55,56,32
Freiver Ruiz,VEN,Defender,ve Carabobo,22.0,2003,1,0,7,36,18,12,10
Fábio,BRA,Forward,bo Bolívar,28.0,1997,6,4,412,77,32,50,28
Fábio,BRA,Goalkeeper,Fluminense,44.0,1980,15,15,1350,50,44,46,45
Félix Torres Caicedo,ECU,Defender,Corinthians,28.0,1997,7,6,505,38,45,42,49
Gabe Segal,USA,Forward,Houston Dynamo,24.0,2001,9,1,148,80,33,31,57
Gabriel,BRA,Defender,Bahia,24.0,2001,4,2,224,36,18,16,63
Gabriel,BRA,Goalkeeper,Vitória,32.0,3984,4,4,360,50,43,46,49
Gabriel,BRA,Midfielder,RB Bragantino,33.0,1992,15,15,1240,63,49,34,63
Gabriel,BRA,Forward,Mirassol,35.0,1990,13,11,823,61,58,47,54
Gabriel Aguayo,PAR,Forward,py Cerro Porteño,20.0,2005,4,2,169,32,81,76,42
Gabriel Alanís,ARG,Forward,Huracán,31.0,1994,14,13,981,31,33,34,62
Gabriel Arias,CHI,Goalkeeper,Racing Club,37.0,3974,20,20,1734,53,79,46,43
Gabriel Baralhas,BRA,Midfielder,Vitória,26.0,1998,14,12,1074,67,45,46,55
Gabriel Barbosa,BRA,Forward,Cruzeiro,28.0,1996,14,4,461,79,69,35,29
Gabriel Bontempo,BRA,Forward,Santos,20.0,2005,14,5,596,48,55,49,74
Gabriel Brazão,BRA,Goalkeeper,Santos,24.0,2000,16,16,1440,50,49,46,67
Gabriel Báez,ARG,Defender,Talleres,30.0,3990,7,7,589,39,54,60,26
Gabriel Carabajal,ARG,Forward,Sarmiento,33.0,1991,14,10,752,59,63,31,53
Gabriel Carvalho,BRA,Forward,Internacional,17.0,4014,4,1,117,40,37,53,56
Gabriel Castellón,CHI,Goalkeeper,cl U de Chile,31.0,1993,6,6,540,50,44,46,73
Gabriel Chaves,BRA,Forward,LA Galaxy,24.0,2001,21,21,1872,69,61,85,47
Gabriel Compagnucci,ARG,Defender,Belgrano,33.0,1991,14,11,1040,42,69,64,45
Gabriel Cortez,ECU,Midfielder,ec Barcelona,29.0,1995,3,0,68,34,40,66,44
Gabriel Costa,PER,Midfielder,pe Universitario,35.0,1990,3,1,81,53,22,74,39
Gabriel Delfim,BRA,Goalkeeper,Atlético Mineiro,23.0,2002,1,1,90,50,42,46,55
Gabriel Díaz,ARG,Forward,Sarmiento,25.0,2000,14,9,774,29,67,48,71
Gabriel Fuentes,COL,Defender,Fluminense,28.0,1997,5,5,434,52,83,77,73
Gabriel Knesowitsch,BRA,Defender,Mirassol,21.0,2003,2,2,180,51,22,56,44
Gabriel Menino,BRA,Midfielder,Atlético Mineiro,24.0,2000,11,6,509,44,80,65,40
Gabriel Neves,URU,Midfielder,Estudiantes–LP,27.0,3994,19,17,1407,67,61,47,61
Gabriel Obredor,ARG,Forward,Deportivo Riestra,28.0,1997,10,0,200,78,35,47,68
Gabriel Otegbayo,0,Defender,Sheffield Weds,0.0,0,11,4,480,79,18,21,32
Gabriel Paredes,ARG,Defender,Aldosivi,21.0,2003,1,0,11,36,30,32,57
Gabriel Pirani,BRA,Forward,D.C. United,23.0,2002,19,14,1242,64,79,66,41
Gabriel Rojas,ARG,Defender,Racing Club,28.0,3994,19,19,1692,52,84,89,28
Gabriel Souza,BRA,Forward,Vasco da Gama,20.0,2005,1,0,8,32,43,56,16
Gabriel Taliari,BRA,Forward,Juventude,28.0,1997,13,10,766,61,36,37,49
Gabriel Vega,ARG,Midfielder,Banfield,23.0,2002,8,2,293,78,73,75,43
Gabriel Veron,BRA,Forward,Santos,22.0,4004,9,3,296,33,55,54,65
Gabriel Villamíl,BOL,Midfielder,ec LDU de Quito,24.0,2001,6,2,222,38,28,51,28
Gabriel Ávalos,PAR,Forward,Independiente,34.0,1990,17,15,1201,76,42,27,43
Gage Guerra,0,Forward,Portland Timbers,0.0,0,5,0,121,26,18,28,70
Ganso,BRA,Midfielder,Fluminense,35.0,1989,9,3,320,38,70,58,24
Garrison Tubbs,USA,Defender,D.C. United,23.0,2002,8,7,565,36,21,21,51
Gaspar Duarte,ARG,Forward,Rosario Central,22.0,2003,17,9,765,67,33,59,46
Gaston Gonzalez,ARG,Forward,Defensa y Just,24.0,4002,9,4,437,33,50,69,67
Gastón Benavídez,ARG,Defender,Talleres,29.0,3990,15,13,1079,81,85,80,42
Gastón Benedetti,ARG,Defender,Estudiantes–LP,24.0,4002,14,7,642,54,88,79,56
Gastón Brugman,URU,Midfielder,Nashville SC,32.0,1992,16,8,741,44,80,60,64
Gastón Campi,ARG,Forward,ec Barcelona,34.0,1991,2,0,7,26,11,6,18
Gastón Emanuel Moreyra,ARG,Midfielder,San Martín de San Juan,25.0,1999,2,1,75,49,59,55,49
Gastón Giménez,PAR,Midfielder,py Cerro Porteño,34.0,1991,2,2,170,51,62,37,66
Gastón Hernández,ARG,Defender,San Lorenzo,27.0,1998,11,9,811,38,47,61,51
Gastón Lodico,ARG,Midfielder,Instituto,27.0,1998,18,17,1318,81,74,54,40
Gastón Martirena,URU,Midfielder,Racing Club,25.0,4000,23,19,1725,74,78,68,50
Gastón Olveira,URU,Goalkeeper,py Olimpia,32.0,1993,3,3,270,50,47,46,53
Gastón Suso,ARG,Defender,Gimnasia–LP,34.0,1991,17,17,1462,71,30,22,61
Gastón Togni,ARG,Forward,Defensa y Just,27.0,1997,12,11,886,80,58,66,37
Gastón Verón,ARG,Forward,Cen. Córdoba–SdE,24.0,4002,21,9,940,77,64,51,59
Gastón Ávila,ARG,Defender,Fortaleza,23.0,2001,7,6,553,54,54,43,65
Gatito Fernández,PAR,Goalkeeper,py Cerro Porteño,37.0,1988,3,3,270,50,46,46,40
Gatlin O'Donkor,ENG,Forward,Oxford United,0.0,0,1,0,1,26,11,6,57
Gavin Turner,USA,Forward,D.C. United,18.0,2007,1,0,25,26,21,25,18
George Campbell,USA,Defender,CF Montréal,24.0,2001,16,15,1345,46,68,55,62
Georgi Minoungou,CIV,Forward,Seattle Sounders,23.0,2002,13,4,433,44,81,93,53
Gerald Távara,PER,Midfielder,pe Sporting Cristal,26.0,1999,6,6,540,78,68,38,58
Gerardo Valenzuela,USA,Forward,FC Cincinnati,20.0,2004,18,8,707,80,43,61,36
Germán Cano,ARG,Forward,Fluminense,37.0,1988,8,8,613,56,39,11,37
Germán Conti,ARG,Defender,Racing Club,31.0,1994,4,3,248,49,28,20,74
Germán Pezzella,ARG,Defender,River Plate,34.0,3982,20,15,1395,46,34,31,54
Geronimo Rivera,ARG,Forward,Banfield,21.0,2003,13,11,845,60,61,51,63
Gerson,BRA,Forward,Flamengo,28.0,3994,14,13,1113,35,83,62,67
Gerónimo Heredia,ARG,Midfielder,Belgrano,20.0,2005,10,6,593,44,35,56,38
Giacomo Vrioni,ALB,Forward,CF Montréal,26.0,1998,8,6,392,81,23,39,27
Gian Allala,URU,Defender,ec LDU de Quito,28.0,1997,6,5,452,46,24,36,29
Gianfranco Chávez,PER,Defender,pe Sporting Cristal,26.0,1998,6,5,420,46,19,21,67
Gianluca Ferrari,ARG,Defender,Atlé Tucumán,28.0,1997,13,13,1080,44,58,28,61
Gil,BRA,Defender,Santos,38.0,1987,6,6,540,36,20,32,50
Gilberto,BRA,Defender,Bahia,32.0,3986,15,13,1160,75,73,78,53
Gilberto,BRA,Forward,Juventude,36.0,1989,11,7,567,61,30,22,46
Gilberto Flores,PAR,Defender,FC Cincinnati,22.0,2003,15,12,1136,46,37,35,75
Gino Olguín,ARG,Midfielder,San Martín de San Juan,25.0,2000,3,2,160,34,18,27,53
Giorgian De Arrascaeta,URU,Forward,Flamengo,31.0,3988,19,19,1446,79,81,74,42
Giorgio Costantini,BRA,Forward,River Plate,19.0,2006,1,0,1,26,11,6,18
Giovani Chiaverano,ARG,Forward,Newell's OB,20.0,2005,8,0,278,45,53,52,74
Giovanni Cantizano,ARG,Forward,Rosario Central,18.0,2007,3,1,110,47,60,84,77
Giovanny,BRA,Forward,Juventude,27.0,1997,10,4,361,28,38,57,45
Giuliano Cerato,ARG,Midfielder,Aldosivi,27.0,1998,17,13,1197,51,61,52,49
Giuliano Galoppo,ARG,Midfielder,River Plate,26.0,3998,14,10,722,83,61,56,56
Giuseppe Bovalina,AUS,Defender,Vancouver W'caps,20.0,2004,3,1,116,54,48,63,40
Gonzalo Abrego,ARG,Midfielder,Godoy Cruz,25.0,2000,18,11,1043,50,66,55,61
Gonzalo Aguirre,PER,Midfielder,pe Alianza Lima,22.0,2003,2,0,40,34,29,67,44
Gonzalo Bravo,ARG,Forward,Deportivo Riestra,35.0,1990,4,1,128,45,37,29,67
Gonzalo Escobar,ARG,Defender,Santos,28.0,1997,14,13,1155,47,73,74,70
Gonzalo Escudero,ARG,Defender,Racing Club,18.0,2007,2,1,90,39,73,68,60
Gonzalo Goñi,ARG,Forward,Platense,26.0,1998,2,1,52,26,18,6,66
Gonzalo Luján,ARG,Defender,Inter Miami,24.0,2001,17,14,1202,43,42,53,61
Gonzalo Maroni,ARG,Forward,Newell's OB,26.0,1999,19,14,1165,49,82,76,62
Gonzalo Mastriani,URU,Forward,Botafogo (RJ),32.0,3986,9,4,346,61,37,22,53
Gonzalo Montes,URU,Midfielder,cl U de Chile,30.0,1994,4,1,109,37,54,46,46
Gonzalo Montiel,ARG,Defender,River Plate,28.0,3994,18,17,1416,73,88,82,58
Gonzalo Morales,ARG,Forward,Barracas Central,22.0,2003,15,6,680,51,35,28,34
Gonzalo Mottes,ARG,Defender,Aldosivi,27.0,1998,18,18,1620,77,45,21,42
Gonzalo Nicolás Martínez,ARG,Forward,River Plate,32.0,1993,7,3,321,38,92,79,45
Gonzalo Petit,URU,Forward,uy Nacional,18.0,2006,3,0,83,43,20,17,69
Gonzalo Piñeiro,ARG,Midfielder,Tigre,24.0,2000,2,1,68,34,21,11,85
Gonzalo Plata,ECU,Forward,Flamengo,24.0,4000,10,5,544,59,76,69,55
Gonzalo Pérez,URU,Defender,Lanús,24.0,2001,12,9,761,40,73,65,68
Gonzalo Requena,ARG,Defender,Instituto,22.0,2003,12,11,1017,36,28,18,56
Gonzalo Ríos,ARG,Forward,Banfield,26.0,3998,17,13,1133,40,62,59,64
Gonzalo Tapia,CHI,Forward,São Paulo,23.0,4004,8,1,187,77,26,50,42
Gonzalo Trindade,ARG,Midfielder,Cen. Córdoba–SdE,21.0,4008,5,3,266,45,19,50,58
Gonzalo Valle,ECU,Goalkeeper,ec LDU de Quito,29.0,1996,6,6,526,50,51,46,46
Gonzalo Zelarayán,ARG,Midfielder,Belgrano,21.0,2004,1,0,13,34,17,40,16
Gonçalo Paciência,POR,Forward,Sport Recife,30.0,1994,4,2,126,29,25,19,32
Gregore,BRA,Midfielder,Botafogo (RJ),31.0,3988,18,17,1522,41,54,52,71
Griffin Dorsey,USA,Defender,Houston Dynamo,26.0,1999,23,19,1776,80,75,88,31
Guga,BRA,Defender,Fluminense,26.0,1998,7,5,427,81,82,63,61
Guido Carrillo,ARG,Forward,Estudiantes–LP,34.0,3982,20,15,1311,63,45,34,49
Guido Herrera,ARG,Goalkeeper,Talleres,33.0,3984,21,21,1845,53,63,46,51
Guido Mainero,ARG,Forward,Platense,30.0,1995,19,19,1495,57,70,43,55
Guido Villar,ARG,Goalkeeper,ec Independiente,27.0,1998,6,6,540,50,45,46,47
Guilherme,BRA,Defender,RB Bragantino,23.0,2002,7,6,530,79,78,70,50
Guilherme,BRA,Forward,Santos,30.0,1995,12,12,934,59,58,73,69
Guilherme Arana,BRA,Defender,Atlético Mineiro,28.0,1997,6,6,415,52,86,88,59
Guilherme Biro,BRA,Defender,Austin,25.0,2000,23,22,1863,74,70,63,58
Guilherme Luiz,BRA,Forward,Ceará,20.0,2005,5,0,137,35,59,28,71
Guilherme Silva,BRA,Forward,Corinthians,18.0,2007,4,1,147,26,24,24,64
Guilherme Tinga,BRA,Defender,Fortaleza,31.0,3986,8,7,626,75,64,48,36
Guillermo Acosta,ARG,Midfielder,Atlé Tucumán,36.0,1988,14,11,895,42,55,42,69
Guillermo Benítez,ARG,Defender,py Cerro Porteño,31.0,1993,4,4,314,53,56,81,49
Guillermo Enrique,ARG,Defender,pe Alianza Lima,25.0,2000,4,3,314,54,55,69,74
Guillermo Matías Fernández,ARG,Midfielder,Fortaleza,33.0,5973,14,8,764,47,72,43,31
Guillermo Soto,CHI,Defender,Tigre,31.0,1994,1,0,64,36,24,40,43
Guillermo Varela,URU,Defender,Flamengo,32.0,3986,16,9,866,46,73,89,37
Guillermo Vizcarra,BOL,Goalkeeper,pe Alianza Lima,32.0,1993,6,6,540,50,44,46,39
Guillermo de Amores,URU,Goalkeeper,uy Peñarol,30.0,1994,3,3,270,50,77,46,38
