Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Defensive Actions Outside Penalty Area,Penalties Winner,Efficiency,Matches,% Saves,% Long Passes,% Crosses Stopped,PSxG/Save
Juan Cozzani,ARG,Goalkeeper,Platense,26.0,1998,19,19,1710,0.74,3.68,3.05,0.42,0.11,0.11,0.0,0.0,1.05,5.32,20.05,19.84,1.42,6.37,14.95,0.63,1.0,0.0,-0.74,0.05,82.88,0.0,63.0,0.0
Juan Espínola,PAR,Goalkeeper,Belgrano,30.0,1994,12,12,1080,1.5,3.92,2.42,0.33,0.08,0.08,0.0,0.0,1.03,6.33,18.75,25.42,3.58,6.67,16.25,1.25,0.75,0.0,-1.5,0.17,61.73,0.0,125.0,0.0
Juan González,URU,Goalkeeper,Atlé Tucumán,32.0,1993,6,6,540,0.83,3.67,3.0,0.33,0.17,0.17,0.0,0.0,0.83,6.5,15.33,22.83,2.83,7.0,14.5,1.5,1.0,0.0,-0.83,0.17,81.74,0.0,150.0,0.0
Juan Zozaya,ARG,Goalkeeper,Cen. Córdoba–SdE,24.0,2001,2,2,180,1.5,4.0,2.5,0.0,0.0,0.0,0.0,0.0,1.95,3.0,7.0,14.0,3.0,6.0,14.5,0.0,0.0,0.0,-1.5,0.5,62.5,0.0,0.0,0.0
Keylor Navas,CRC,Goalkeeper,Newell's OB,38.0,1986,14,14,1260,0.79,4.57,3.86,0.43,0.07,0.0,0.0,0.07,1.19,7.57,15.86,17.64,3.43,9.43,19.43,0.71,0.21,0.07,-0.79,0.07,84.46,0.0,71.0,0.0
Kim Joonhong,KOR,Goalkeeper,D.C. United,22.0,2003,7,7,630,2.43,5.57,3.14,0.14,0.29,0.29,0.0,0.0,2.23,7.29,16.86,24.86,3.71,7.14,10.71,0.71,1.86,0.0,-2.43,0.14,56.37,0.0,71.0,0.0
Kristijan Kahlina,CRO,Goalkeeper,Charlotte,33.0,1992,23,23,2070,1.61,5.13,3.52,0.26,0.26,0.26,0.0,0.0,1.62,2.7,7.39,26.3,5.43,5.48,14.17,0.65,0.65,0.0,-1.61,0.04,68.62,0.0,65.0,0.0
Lautaro Morales,ARG,Goalkeeper,Lanús,25.0,1999,1,1,90,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,16.0,2.0,6.0,7.0,0.0,0.0,0.0,-1.0,1.0,50.0,0.0,0.0,0.0
Leandro Brey,ARG,Goalkeeper,Boca Juniors,22.0,2002,2,2,180,0.5,2.0,1.5,0.5,0.0,0.0,0.0,0.0,0.5,3.0,10.0,22.0,5.0,8.0,20.0,0.0,1.0,0.0,-0.5,0.5,75.0,0.0,0.0,0.0
Lucas Acosta,ARG,Goalkeeper,Sarmiento,30.0,1995,19,19,1710,1.21,4.89,3.79,0.26,0.11,0.05,0.0,0.05,1.53,5.63,15.84,21.95,2.16,7.58,17.21,0.74,0.95,0.05,-1.21,0.05,77.51,0.0,74.0,0.0
Lucas Arcanjo,BRA,Goalkeeper,Vitória,26.0,1998,16,16,1440,1.0,5.25,4.25,0.25,0.0,0.0,0.0,0.0,1.33,3.88,12.06,22.12,4.44,9.06,19.31,0.88,0.38,0.0,-1.0,0.06,80.95,0.0,88.0,0.0
Lucas Bruera,ARG,Goalkeeper,ve Carabobo,27.0,1997,6,6,540,2.17,6.5,4.33,0.0,0.5,0.5,0.0,0.0,1.87,1.83,9.0,11.17,3.0,10.0,15.83,0.5,0.67,0.0,-2.17,0.17,66.62,0.0,50.0,0.0
Lucas Verza,PAR,Goalkeeper,py Olimpia,24.0,2001,1,1,90,0.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.3,4.0,13.0,21.0,7.0,9.0,11.0,1.0,0.0,1.0,0.0,1.0,66.67,0.0,100.0,0.0
Lucão,BRA,Goalkeeper,RB Bragantino,24.0,2001,3,3,270,1.33,6.0,4.67,0.33,0.0,0.0,0.0,0.0,1.93,1.0,6.33,25.33,4.67,9.0,17.67,0.67,0.67,0.0,-1.33,0.33,77.83,0.0,67.0,0.0
Luis Barraza,USA,Goalkeeper,D.C. United,28.0,1996,18,18,1620,1.78,5.06,3.33,0.17,0.11,0.11,0.0,0.0,1.58,4.94,16.39,27.56,4.83,7.22,12.22,0.89,1.0,0.0,-1.78,0.06,65.81,0.0,89.0,0.0
Luis Ingolotti,ARG,Goalkeeper,Gimnasia–LP,25.0,2000,3,3,270,2.33,4.67,2.33,0.0,0.67,0.67,0.0,0.0,2.37,3.67,10.33,18.33,4.0,7.0,18.0,0.33,0.0,0.0,-2.33,0.33,49.89,0.0,33.0,0.0
Luis Mejía,PAN,Goalkeeper,uy Nacional,34.0,1991,6,6,540,1.67,5.17,3.5,0.17,0.17,0.17,0.0,0.0,1.78,2.33,9.0,14.17,2.0,5.83,14.17,1.0,0.5,0.0,-1.67,0.17,67.7,0.0,100.0,0.0
Léo Aragão,BRA,Goalkeeper,Cruzeiro,23.0,2002,1,1,90,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,2.0,11.0,3.0,5.0,9.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
Léo Jardim,BRA,Goalkeeper,Vasco da Gama,30.0,1995,15,15,1345,1.27,3.68,2.61,0.13,0.0,0.0,0.0,0.0,1.12,1.94,7.49,22.88,3.75,6.89,16.46,1.0,0.8,0.0,-1.27,0.07,70.92,0.0,100.0,0.0
Maarten Paes,IDN,Goalkeeper,FC Dallas,27.0,1998,22,22,1980,1.95,4.77,2.82,0.14,0.32,0.32,0.0,0.0,1.85,5.5,12.73,24.82,4.05,6.55,16.91,0.82,1.41,0.0,-1.95,0.05,59.12,0.0,82.0,0.0
Magrão,BRA,Goalkeeper,Fortaleza,25.0,2000,3,3,270,1.33,4.0,2.67,0.0,0.67,0.67,0.0,0.0,1.4,3.0,9.33,14.67,4.0,8.0,10.0,0.33,0.33,0.0,-1.33,0.33,66.75,0.0,33.0,0.0
Manuel Roffo,ARG,Goalkeeper,Instituto,25.0,2000,19,19,1710,1.26,4.05,2.79,0.37,0.11,0.11,0.0,0.0,1.15,5.47,13.68,19.63,3.26,7.16,14.0,1.05,0.63,0.0,-1.26,0.05,68.89,0.0,105.0,0.0
Manuel Vicentini,ARG,Goalkeeper,Belgrano,35.0,1990,5,5,450,1.0,3.6,2.4,0.4,0.2,0.0,0.2,0.0,1.76,4.8,18.6,22.6,3.6,8.2,21.4,0.6,2.8,0.2,-1.0,0.2,66.67,0.0,60.0,0.0
Marcelo Lomba,BRA,Goalkeeper,br Palmeiras,38.0,1986,1,1,90,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,8.0,5.0,8.0,2.0,0.0,0.0,0.0,1.0,100.0,0.0,200.0,0.0
Marcos Felipe,BRA,Goalkeeper,br Bahia,29.0,1996,15,14,1332,1.01,3.78,2.77,0.34,0.14,0.14,0.0,0.0,1.05,3.85,9.66,30.68,5.07,7.84,16.15,0.54,1.96,0.0,-1.01,0.14,73.28,0.0,54.0,0.0
Marcos Ignacio Ledesma,ARG,Goalkeeper,Barracas Central,28.0,1996,19,19,1710,1.16,4.11,3.05,0.32,0.0,0.0,0.0,0.0,1.05,6.16,16.84,17.05,3.53,6.84,18.47,1.63,0.42,0.0,-1.16,0.05,74.21,0.0,163.0,0.0
Marcão,BRA,Goalkeeper,Juventude,33.0,1992,6,5,495,1.82,7.45,5.82,0.18,0.18,0.18,0.0,0.0,2.09,2.18,10.18,23.64,5.27,4.36,14.18,0.73,0.73,0.0,-1.82,0.18,78.12,0.0,73.0,0.0
Marino Arzamendia,PAR,Goalkeeper,py Olimpia,27.0,1998,2,2,180,3.5,6.0,2.5,0.0,1.0,1.0,0.0,0.0,2.5,6.5,13.0,21.0,3.5,7.0,9.5,0.5,2.0,0.0,-3.5,0.5,41.67,0.0,50.0,0.0
Martín Campaña,URU,Goalkeeper,uy Peñarol,36.0,1989,3,3,270,0.67,4.33,3.67,0.67,0.0,0.0,0.0,0.0,0.67,5.67,16.67,13.33,1.33,7.67,18.33,1.33,0.0,0.0,-0.67,0.33,84.76,0.0,133.0,0.0
Martín Silva,URU,Goalkeeper,py Libertad,42.0,1983,1,1,90,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.1,3.0,7.0,18.0,2.0,12.0,10.0,0.0,2.0,0.0,-2.0,1.0,50.0,0.0,0.0,0.0
Matheus Donelli,BRA,Goalkeeper,Corinthians,23.0,2002,5,5,450,1.2,3.8,2.6,0.2,0.2,0.2,0.0,0.0,1.14,2.6,6.6,19.4,3.8,7.0,10.6,0.6,0.4,0.0,-1.2,0.2,68.42,0.0,60.0,0.0
Matt Freese,USA,Goalkeeper,NYCFC,26.0,1998,21,21,1890,1.29,4.38,3.24,0.29,0.05,0.05,0.0,0.0,1.31,1.67,6.57,25.62,6.1,4.52,12.29,0.76,1.33,0.0,-1.29,0.05,73.97,0.0,76.0,0.0
Matías Borgogno,ARG,Goalkeeper,San Martín de San Juan,26.0,1998,19,19,1710,1.16,3.74,2.58,0.21,0.05,0.05,0.0,0.0,1.17,7.32,19.53,22.16,1.74,8.16,14.37,1.16,0.79,0.0,-1.16,0.05,68.98,0.0,116.0,0.0
Matías Mansilla,ARG,Goalkeeper,ar Estudiantes–LP,29.0,1996,24,24,2160,1.08,3.33,2.21,0.38,0.17,0.12,0.04,0.0,1.04,4.54,12.25,17.83,4.04,7.96,14.88,0.79,0.96,0.04,-1.08,0.12,66.37,0.0,79.0,0.0
Matías Tagliamonte,ARG,Goalkeeper,Unión,27.0,1998,5,5,450,0.4,2.6,2.0,0.6,0.2,0.0,0.2,0.0,0.62,4.8,14.2,15.2,3.8,7.0,14.8,1.0,0.4,0.2,-0.4,0.2,76.92,0.0,100.0,0.0
Maxime Crépeau,CAN,Goalkeeper,Portland Timbers,31.0,1994,12,12,1080,1.33,5.0,3.67,0.25,0.0,0.0,0.0,0.0,1.32,4.67,12.58,29.33,4.83,6.08,11.0,0.5,0.83,0.0,-1.33,0.08,73.4,0.0,50.0,0.0
Michael Collodi,USA,Goalkeeper,FC Dallas,24.0,2001,2,2,180,1.0,3.0,2.0,0.5,0.0,0.0,0.0,0.0,1.25,2.5,9.0,29.5,5.5,4.0,13.5,0.5,3.0,0.0,-1.0,0.5,66.67,0.0,50.0,0.0
Nahuel Losada,ARG,Goalkeeper,Lanús,32.0,1993,18,18,1620,0.67,3.61,2.89,0.44,0.22,0.11,0.06,0.06,0.99,4.33,11.5,24.33,5.28,4.67,14.94,1.61,1.28,0.11,-0.67,0.06,80.06,0.0,161.0,0.0
Nelson Insfrán,ARG,Goalkeeper,Gimnasia–LP,30.0,1995,16,16,1440,0.75,3.81,2.94,0.5,0.19,0.06,0.12,0.0,1.16,6.06,16.5,21.88,2.88,7.19,17.44,1.0,0.31,0.12,-0.75,0.06,77.17,0.0,100.0,0.0
Nicholas Hagen,GUA,Goalkeeper,Columbus Crew,28.0,1996,3,3,270,3.33,7.67,4.33,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.67,17.33,4.33,5.33,7.67,0.67,1.33,0.0,-3.33,0.33,56.45,0.0,67.0,0.0
Nicholas Hansen,DEN,Goalkeeper,Colorado Rapids,24.0,2001,10,10,900,1.4,4.6,3.3,0.3,0.3,0.2,0.1,0.0,1.42,4.8,18.2,24.9,3.5,7.2,12.7,1.6,2.3,0.1,-1.4,0.1,71.74,0.0,160.0,0.0
Novak Mićović,SRB,Goalkeeper,LA Galaxy,23.0,2001,13,13,1170,1.69,4.0,2.31,0.15,0.0,0.0,0.0,0.0,1.66,2.31,10.92,24.77,3.54,5.69,11.85,1.0,0.31,0.0,-1.69,0.08,57.75,0.0,100.0,0.0
Orlando Gil,PAR,Goalkeeper,San Lorenzo,25.0,2000,19,19,1710,0.58,2.89,2.37,0.58,0.0,0.0,0.0,0.0,0.69,5.11,16.11,17.68,2.37,8.47,14.74,0.63,0.21,0.0,-0.58,0.05,82.01,0.0,63.0,0.0
Pablo Sisniega,MEX,Goalkeeper,San Diego FC,30.0,1995,4,4,360,0.75,3.25,2.75,0.25,0.25,0.25,0.0,0.0,0.92,0.75,3.0,31.75,7.0,2.5,7.5,1.5,2.0,0.0,-0.75,0.25,84.62,0.0,150.0,0.0
Patrick Schulte,USA,Goalkeeper,Columbus Crew,24.0,2001,17,17,1530,1.35,3.59,2.29,0.12,0.06,0.06,0.0,0.0,1.28,2.29,7.71,32.59,4.65,5.59,8.35,0.18,1.71,0.0,-1.35,0.06,63.79,0.0,18.0,0.0
Pedro Gallese,PER,Goalkeeper,Orlando City,35.0,1990,23,23,2070,1.35,4.22,2.91,0.35,0.13,0.13,0.0,0.0,1.44,4.43,11.04,19.74,2.43,5.91,14.91,0.65,1.13,0.0,-1.35,0.04,68.96,0.0,65.0,0.0
Rafael Cabral,BRA,Goalkeeper,Real Salt Lake,35.0,1990,24,24,2160,1.25,4.12,2.79,0.25,0.21,0.12,0.08,0.0,1.39,3.75,10.04,37.29,3.42,7.33,10.92,0.17,1.62,0.08,-1.25,0.04,67.72,0.0,17.0,0.0
Rafael Pires,BRA,Goalkeeper,br São Paulo,36.0,1989,23,23,2070,1.0,3.52,2.57,0.35,0.17,0.13,0.0,0.04,1.11,2.52,9.57,16.65,2.17,6.87,15.13,0.35,0.74,0.04,-1.0,0.09,73.01,0.0,35.0,0.0
Randall Rodríguez,URU,Goalkeeper,Vélez Sarsfield,21.0,2003,1,1,90,4.0,8.0,4.0,0.0,1.0,1.0,0.0,0.0,3.1,4.0,16.0,23.0,5.0,7.0,10.0,1.0,0.0,0.0,-4.0,1.0,50.0,0.0,100.0,0.0
Rocco Ríos Novo,ARG,Goalkeeper,Inter Miami,23.0,2002,6,3,430,1.05,2.72,1.67,0.42,0.0,0.0,0.0,0.0,1.05,4.19,7.12,36.0,4.19,4.4,12.14,0.42,0.63,0.0,-1.05,0.21,61.4,0.0,42.0,0.0
Rodrigo Morínigo,PAR,Goalkeeper,py Libertad,26.0,1998,5,5,450,0.6,3.6,3.0,0.6,0.0,0.0,0.0,0.0,0.78,8.2,19.4,20.8,2.0,9.0,17.4,0.2,0.6,0.0,-0.6,0.2,83.33,0.0,20.0,0.0
Rodrigo Rey,ARG,Goalkeeper,Independiente,34.0,1991,19,19,1710,0.89,3.05,2.32,0.37,0.16,0.16,0.0,0.0,0.99,4.84,11.37,22.89,4.05,6.11,12.05,0.58,0.32,0.0,-0.89,0.05,76.07,0.0,58.0,0.0
Rodrigo Saracho,ARG,Goalkeeper,bo San Antonio Bulo Bulo,31.0,1994,6,6,540,2.5,7.67,5.17,0.0,0.17,0.17,0.0,0.0,2.4,7.17,22.5,21.0,2.33,13.17,19.5,0.83,0.83,0.0,-2.5,0.17,67.41,0.0,83.0,0.0
Roman Bürki,SUI,Goalkeeper,St. Louis,34.0,1990,15,15,1350,1.73,5.67,4.0,0.2,0.2,0.2,0.0,0.0,1.8,5.33,13.67,32.13,5.0,6.6,11.73,0.6,1.13,0.0,-1.73,0.07,70.55,0.0,60.0,0.0
Roman Celentano,USA,Goalkeeper,FC Cincinnati,24.0,2000,25,25,2250,1.24,4.08,2.88,0.36,0.2,0.12,0.04,0.04,1.31,3.48,10.12,23.92,4.72,7.04,14.96,0.8,0.44,0.08,-1.24,0.04,70.59,0.0,80.0,0.0
Ronaldo,BRA,Goalkeeper,br Bahia,28.0,1996,7,7,558,0.81,3.87,2.9,0.32,0.16,0.0,0.16,0.0,1.03,3.55,11.13,29.52,3.87,5.81,13.39,1.29,2.1,0.16,-0.81,0.32,74.94,0.0,129.0,0.0
Rubén Cordano,BOL,Goalkeeper,bo Bolívar,26.0,1998,2,2,180,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.3,3.0,10.5,41.0,6.5,6.0,9.5,0.5,0.0,0.0,-2.0,0.5,66.67,0.0,50.0,0.0
Sean Johnson,USA,Goalkeeper,Toronto FC,36.0,1989,24,24,2160,1.33,4.71,3.38,0.25,0.17,0.17,0.0,0.0,1.68,3.25,10.75,22.83,3.71,7.25,12.46,0.5,0.79,0.0,-1.33,0.04,71.76,0.0,50.0,0.0
Sebastian Breza,CAN,Goalkeeper,CF Montréal,27.0,1998,3,3,270,3.0,6.67,3.67,0.0,0.0,0.0,0.0,0.0,2.7,3.0,9.0,27.0,4.33,3.33,10.33,2.0,0.67,0.0,-3.0,0.33,55.02,0.0,200.0,0.0
Sebastián Britos,URU,Goalkeeper,pe Universitario,37.0,1988,6,6,540,0.67,4.5,3.83,0.33,0.0,0.0,0.0,0.0,1.1,7.0,18.0,15.5,3.0,10.17,17.5,0.5,1.83,0.0,-0.67,0.17,85.11,0.0,50.0,0.0
Sebastián Meza,ARG,Goalkeeper,Huracán,25.0,2000,3,3,270,1.67,3.33,1.67,0.33,0.33,0.33,0.0,0.0,1.17,2.67,11.67,19.0,4.67,4.0,12.33,0.67,0.67,0.0,-1.67,0.33,50.15,0.0,67.0,0.0
Sergio Rochet,URU,Goalkeeper,Internacional,32.0,1993,5,5,405,0.44,4.44,4.0,0.44,0.0,0.0,0.0,0.0,0.98,2.44,11.78,23.33,5.78,5.11,16.22,0.22,0.0,0.0,-0.44,0.22,90.09,0.0,22.0,0.0
Stefan Frei,SUI,Goalkeeper,Seattle Sounders,39.0,1986,18,18,1620,1.11,3.56,2.56,0.33,0.17,0.17,0.0,0.0,1.03,3.06,9.72,22.17,3.89,6.61,11.11,0.56,0.56,0.0,-1.11,0.06,71.91,0.0,56.0,0.0
Thiago Cardozo,URU,Goalkeeper,Unión,28.0,1996,17,17,1526,1.0,3.42,2.42,0.29,0.18,0.12,0.0,0.06,1.05,3.66,11.62,18.28,4.36,7.02,13.92,0.65,0.35,0.06,-1.0,0.12,70.76,0.0,65.0,0.0
Thomas Hasal,CAN,Goalkeeper,LAFC,26.0,1999,1,1,90,5.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,2.9,1.0,7.0,26.0,8.0,6.0,11.0,2.0,0.0,0.0,-5.0,1.0,44.44,0.0,200.0,0.0
Tiago Volpi,BRA,Goalkeeper,Grêmio,34.0,1990,16,16,1440,1.38,4.56,3.19,0.19,0.25,0.25,0.0,0.0,1.71,7.19,16.06,23.75,2.56,6.94,16.88,0.81,0.56,0.0,-1.38,0.06,69.96,0.0,81.0,0.0
Tomas Romero,SLV,Goalkeeper,NYCFC,24.0,2000,3,3,270,0.67,3.67,3.33,0.33,0.0,0.0,0.0,0.0,1.1,1.67,4.67,25.33,4.0,6.33,14.0,0.67,0.33,0.0,-0.67,0.33,90.74,0.0,67.0,0.0
Tomás Durso,ARG,Goalkeeper,Atlé Tucumán,26.0,1999,11,11,990,1.55,4.18,2.64,0.18,0.27,0.09,0.09,0.09,1.56,5.73,16.09,22.27,4.18,7.91,11.64,0.73,1.45,0.18,-1.55,0.09,63.16,0.0,73.0,0.0
Tomás Marchiori,ARG,Goalkeeper,ar Vélez Sarsfield,30.0,1995,24,24,2160,0.96,3.38,2.54,0.42,0.08,0.04,0.0,0.04,0.9,2.92,9.12,16.92,3.54,7.96,12.33,0.62,0.29,0.04,-0.96,0.08,75.15,0.0,62.0,0.0
Walter,BRA,Goalkeeper,Mirassol,37.0,1987,9,9,810,0.56,4.89,4.22,0.44,0.11,0.0,0.11,0.0,1.33,3.56,11.0,27.33,5.67,5.0,20.22,0.89,0.33,0.11,-0.56,0.11,86.3,0.0,89.0,0.0
Wessel Speel,NED,Goalkeeper,Minnesota Utd,23.0,2001,3,3,199,2.71,4.52,1.81,0.0,0.45,0.45,0.0,0.0,2.44,4.97,18.54,25.33,0.45,9.05,14.02,0.45,0.0,0.0,-2.71,0.45,40.04,0.0,45.0,0.0
Williams Barlasina,ARG,Goalkeeper,Aldosivi,27.0,1998,6,6,540,1.83,4.83,3.0,0.0,0.0,0.0,0.0,0.0,1.55,4.17,11.17,15.67,4.5,7.67,16.33,1.0,0.17,0.0,-1.83,0.33,62.11,0.0,100.0,0.0
Wéverton,BRA,Goalkeeper,br Palmeiras,37.0,1987,20,20,1800,0.8,3.15,2.3,0.45,0.15,0.1,0.05,0.0,0.87,3.5,13.95,22.05,3.35,6.3,12.95,0.85,0.95,0.05,-0.8,0.1,73.02,0.0,85.0,0.0
Yohei Takaoka,JPN,Goalkeeper,Vancouver W'caps,29.0,1996,24,24,2160,1.08,3.42,2.29,0.46,0.17,0.12,0.04,0.0,1.06,3.17,9.25,27.67,3.79,5.71,12.17,0.62,1.54,0.04,-1.08,0.04,66.96,0.0,62.0,0.0
Zack Steffen,USA,Goalkeeper,Colorado Rapids,30.0,1995,14,14,1260,1.57,5.79,4.21,0.29,0.0,0.0,0.0,0.0,1.9,5.07,16.5,25.5,4.86,7.14,16.71,0.86,1.29,0.0,-1.57,0.07,72.71,0.0,86.0,0.0
Éverson,BRA,Goalkeeper,Atlético Mineiro,35.0,1990,14,14,1260,1.0,3.93,3.0,0.5,0.0,0.0,0.0,0.0,1.16,5.29,13.36,32.5,4.14,3.14,11.93,0.5,2.07,0.0,-1.0,0.07,76.34,0.0,50.0,0.0
Óscar Ustari,ARG,Goalkeeper,Inter Miami,39.0,1986,17,17,1362,1.59,4.96,3.44,0.13,0.0,0.0,0.0,0.0,1.39,4.23,8.39,35.35,5.68,5.29,11.43,0.4,2.18,0.0,-1.59,0.07,69.35,0.0,40.0,0.0
