Player,Nation,Team,General Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Maximiliano Villa,URU,Atlé Tucumán,Defender,28.0,1997,1,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.88,47.25,22.5,25.88,6.75,10.12,3.38,6.75,0.0,0.0,0.0,2.25,0.0,0.0,2.25,1.12,11.25,0.0,0.0,0.0,0.0,0.0,0.0,1.12,1.12,0.0,0.0,1.12,0.0,49.5,0.0,6.75,28.12,14.62,0.0,49.5,2.25,1.12,32.62,1.12,0.0,1.12,1.12,40.5,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,1.12,1.12,1.12,2.25,14.62,0.0,0.0,0.0,0.0,1.12,0.0,0.0,73.82,86.94,66.7,50.07,0.0,49.78
Maximiliano Zalazar,ARG,Tigre,Forward,24.0,4002,6,3,232,0.0,0.12,3.1,0.39,0.0,0.0,1.94,0.39,13.97,21.72,8.53,10.09,3.88,6.21,1.16,3.49,0.0,0.08,0.39,0.78,0.39,0.0,0.39,2.33,7.37,1.55,0.78,1.55,0.0,0.0,0.0,1.55,1.55,3.1,0.78,0.78,0.0,38.41,0.0,7.37,16.29,15.91,3.49,38.41,4.66,2.72,19.78,1.55,1.16,3.1,0.39,22.5,0.0,0.0,0.0,1.94,0.0,0.78,0.0,0.0,0.0,4.27,0.0,0.78,3.49,10.09,0.0,1.55,0.78,0.0,0.78,-1.0,0.0,64.32,84.54,62.48,33.24,50.32,58.37
Maximo Carrizo,USA,NYCFC,Forward,17.0,2008,3,0,71,0.0,0.13,1.27,0.0,0.0,0.0,1.27,0.0,38.03,49.44,25.35,31.69,5.07,7.61,1.27,2.54,0.0,0.13,2.54,3.8,1.27,0.0,3.8,1.27,8.87,2.54,1.27,1.27,1.27,0.0,0.0,1.27,1.27,2.54,1.27,0.0,0.0,68.45,0.0,5.07,22.82,40.56,1.27,68.45,1.27,0.0,30.42,0.0,0.0,6.34,1.27,53.24,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,1.27,2.54,0.0,7.61,13.94,0.0,1.27,1.27,0.0,1.27,-1.0,0.0,76.92,79.99,66.62,50.0,50.0,0.0
Maxloren Castro,PER,pe Sporting Cristal,Forward,17.0,2007,5,4,278,0.0,0.0,0.32,0.0,0.0,0.0,1.94,0.0,11.65,17.48,6.8,9.06,3.88,4.86,0.97,2.27,0.0,0.03,1.29,0.97,0.32,0.32,1.62,2.27,6.15,2.27,1.29,0.65,0.97,0.65,0.97,0.97,0.0,1.29,0.97,0.65,0.0,31.73,0.65,6.8,11.98,14.24,1.62,31.73,3.88,1.62,17.16,0.32,0.65,4.86,1.29,16.83,0.0,0.0,0.0,0.97,0.65,0.97,0.0,0.0,0.0,4.86,0.32,3.56,6.15,10.04,0.0,1.29,1.29,0.0,0.32,0.0,0.0,66.65,75.06,79.84,42.73,56.83,41.75
Maya Yoshida,JPN,LA Galaxy,Defender,36.0,1988,21,19,1715,0.05,0.11,0.73,0.1,0.0,0.0,1.0,0.1,70.74,76.88,29.44,30.23,35.16,37.36,5.67,8.5,0.0,0.04,0.26,4.62,0.16,0.0,3.1,0.16,0.16,0.79,0.52,0.31,0.42,0.05,0.31,0.73,0.42,1.63,1.0,5.56,0.0,88.06,11.07,41.72,44.24,2.41,1.15,88.06,0.26,0.21,51.11,0.16,0.05,0.42,0.0,66.8,0.1,0.0,0.0,0.52,0.58,0.1,0.05,0.05,0.05,3.2,2.47,1.26,0.42,3.41,0.0,0.21,0.52,0.05,0.05,-0.55,0.0,92.01,97.39,94.11,66.71,65.82,80.77
Maycon,BRA,Corinthians,Midfielder,28.0,1997,11,5,538,0.0,0.0,0.33,0.0,0.0,0.0,1.84,0.0,52.03,58.38,21.41,23.75,24.59,26.43,4.85,6.36,0.0,0.05,1.0,8.2,0.84,0.17,5.86,1.0,2.51,2.01,1.67,1.34,0.5,0.17,0.67,1.17,0.5,0.67,0.33,1.0,0.0,66.41,2.68,11.88,44.5,10.37,0.5,66.41,0.67,0.33,37.3,1.34,0.17,1.34,1.0,51.86,0.0,0.0,0.0,0.5,0.33,0.0,0.0,0.0,0.0,3.85,0.33,0.67,2.34,9.37,0.0,1.17,1.67,0.0,0.17,0.0,0.0,89.12,90.15,93.04,76.26,83.08,49.25
Mayke,BRA,Palmeiras,Defender,32.0,3984,6,3,252,0.0,0.04,0.71,0.0,0.0,0.0,2.14,0.0,47.14,58.21,22.86,24.64,18.57,22.5,4.29,7.86,0.0,0.11,1.07,3.93,1.07,1.07,6.43,3.21,5.0,1.79,1.43,0.71,0.36,0.71,1.07,2.14,1.07,1.43,0.36,1.79,0.0,68.57,2.86,13.93,35.71,19.29,2.86,68.57,1.43,1.07,37.14,0.71,0.71,2.86,0.71,44.64,0.36,0.0,0.0,3.57,0.71,0.36,0.0,0.0,0.0,2.86,0.36,1.79,3.57,14.64,0.0,2.86,1.43,0.0,0.71,-1.0,0.0,80.98,92.78,82.53,54.58,79.89,74.83
Maykon Jesus,BRA,Vitória,Defender,19.0,2005,6,5,496,0.0,0.02,0.54,0.18,0.0,0.0,1.45,0.18,27.58,42.28,13.25,15.6,12.16,18.51,1.81,4.54,0.0,0.05,0.73,2.36,0.54,0.18,3.08,1.63,3.27,1.09,0.36,0.73,0.36,0.0,0.73,1.45,0.73,0.91,1.09,7.44,0.18,57.52,6.53,25.04,20.69,11.98,1.45,57.52,1.27,0.36,25.22,0.73,0.18,1.45,0.18,28.67,0.18,0.0,0.0,1.63,0.91,0.0,0.0,0.0,0.0,3.27,1.45,0.91,1.63,7.98,0.0,0.91,0.36,0.0,0.18,-1.0,0.0,65.23,84.94,65.69,39.87,33.03,28.35
Melvin Díaz,ECU,ec LDU de Quito,Forward,23.0,2001,2,1,99,0.0,0.0,0.91,0.0,0.0,0.0,3.64,0.0,14.55,21.82,9.09,10.91,4.55,5.45,0.0,2.73,0.0,0.0,0.91,0.91,0.0,0.0,0.91,1.82,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.0,0.91,1.82,0.0,31.82,0.91,7.27,11.82,12.73,1.82,31.82,1.82,1.82,14.55,0.91,0.0,5.45,0.91,22.73,0.0,0.0,0.0,0.91,1.82,0.0,0.0,0.0,0.0,0.0,0.0,2.73,6.36,12.73,0.0,0.0,0.0,0.0,0.91,0.0,0.0,66.68,83.32,83.49,0.0,0.0,100.0
Memo Rodriguez,USA,Sporting KC,Midfielder,29.0,1995,17,5,531,0.0,0.05,1.19,0.17,0.0,0.0,4.24,0.0,46.95,57.46,18.81,21.19,17.12,19.49,9.83,14.58,0.0,0.34,2.03,8.14,1.36,0.34,8.14,1.19,3.39,2.54,2.03,1.19,1.02,0.34,1.69,3.05,1.36,0.68,0.34,0.68,0.0,64.75,1.53,10.0,33.9,21.19,1.19,64.75,0.17,0.0,33.56,1.19,0.34,1.02,0.85,47.63,0.51,0.0,0.0,2.2,1.36,0.0,0.0,0.17,0.0,4.24,0.34,1.02,1.86,12.71,0.0,2.03,2.03,0.0,0.17,-1.0,0.0,81.71,88.77,87.84,67.42,79.92,0.0
Memphis,NED,Corinthians,Forward,31.0,1994,12,11,900,0.4,0.39,2.8,1.3,0.0,0.1,5.0,0.5,25.6,36.1,13.7,16.1,6.9,9.3,3.5,7.2,0.3,0.23,2.2,2.3,1.4,0.1,3.6,1.4,7.4,0.4,0.1,0.0,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.1,0.0,46.8,0.0,1.9,20.9,24.5,3.3,46.7,2.4,0.6,26.8,1.2,0.7,3.5,2.1,34.9,0.3,0.0,0.0,1.1,1.6,0.0,0.0,0.0,0.0,2.7,0.5,1.0,5.6,12.4,0.0,2.2,0.1,0.4,0.1,0.03,0.0,70.91,85.09,74.19,48.61,25.0,25.0
Micael,BRA,Palmeiras,Defender,24.0,4000,9,9,810,0.0,0.01,0.33,0.11,0.0,0.0,0.89,0.11,39.56,43.89,13.0,14.11,22.67,23.67,3.56,5.44,0.0,0.08,0.33,2.0,0.11,0.0,3.0,0.89,0.11,1.78,1.22,0.78,0.78,0.22,0.89,1.0,0.11,1.33,0.44,7.67,0.11,57.11,8.33,29.78,25.0,2.67,1.11,57.11,0.44,0.33,33.67,0.33,0.0,0.56,0.0,36.56,0.11,0.0,0.0,1.22,0.11,0.0,0.0,0.0,0.0,3.67,2.33,0.89,0.56,4.0,0.0,0.11,1.22,0.0,0.22,-1.0,0.0,90.13,92.13,95.78,65.44,68.54,75.0
Michael,BRA,Flamengo,Forward,29.0,3992,13,8,597,0.15,0.2,1.96,0.75,0.0,0.0,4.52,0.9,25.63,32.41,13.42,14.92,11.01,13.87,0.75,1.66,0.45,0.29,2.26,1.06,2.41,0.9,4.37,3.17,15.23,1.06,0.3,0.15,0.6,0.3,0.15,1.51,1.36,1.36,0.15,0.45,0.15,43.72,0.9,3.47,10.55,30.45,6.78,43.72,4.52,2.26,31.96,2.71,1.81,2.26,1.51,34.67,0.0,0.0,0.0,0.15,0.45,0.6,0.0,0.0,0.0,2.71,0.75,0.6,3.77,22.76,0.0,5.13,0.3,0.15,0.3,-0.25,0.0,79.08,89.95,79.38,45.18,28.3,50.0
Michael Boxall,NZL,Minnesota Utd,Defender,36.0,1988,22,21,1935,0.05,0.04,0.23,0.05,0.0,0.0,1.21,0.19,28.0,36.42,10.51,11.58,13.77,17.81,3.35,6.0,0.05,0.05,0.42,0.79,0.28,0.09,1.07,0.23,0.51,0.79,0.51,0.65,0.09,0.05,0.33,0.42,0.09,1.12,0.88,7.02,0.0,48.28,10.93,28.98,11.21,8.33,1.35,48.28,0.09,0.0,18.6,0.14,0.0,0.6,0.09,22.14,0.19,0.0,0.0,1.07,0.7,0.14,0.0,0.09,0.0,2.51,2.14,0.88,0.7,1.81,0.0,0.37,0.51,0.05,0.05,0.25,0.0,76.88,90.76,77.32,55.83,64.56,0.0
Michael Collodi,USA,FC Dallas,Goalkeeper,24.0,2001,2,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.5,5.0,5.0,15.0,15.0,6.5,13.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,35.5,22.5,35.0,0.5,0.0,0.0,35.5,0.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,80.6,100.0,100.0,50.0,0.0,0.0
Michael Edwards,USA,Colorado Rapids,Defender,24.0,2000,1,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,36.67,13.33,16.67,16.67,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,16.67,0.0,56.67,16.67,30.0,23.33,3.33,0.0,56.67,0.0,0.0,33.33,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,3.33,0.0,0.0,81.81,79.96,83.35,0.0,0.0,0.0
Michael Estrada,ECU,ec LDU de Quito,Forward,29.0,1996,6,0,122,0.0,0.44,3.69,0.0,0.0,0.0,2.95,0.0,16.97,25.82,8.85,11.8,5.16,5.16,2.21,3.69,0.0,0.15,0.74,2.95,0.0,0.0,2.95,0.74,3.69,0.74,0.0,0.0,0.0,0.74,0.0,0.0,0.0,2.21,0.0,1.48,0.0,52.38,1.48,7.38,21.39,25.08,5.9,52.38,7.38,2.21,30.25,2.95,0.74,8.11,5.16,30.98,0.74,0.0,0.0,2.95,1.48,1.48,0.0,0.0,0.0,10.33,2.21,3.69,13.28,7.38,0.0,0.74,0.0,0.0,0.74,-1.0,0.0,65.72,75.0,100.0,59.89,0.0,29.95
Michael Hoyos,ARG,ec Independiente,Forward,33.0,1991,3,2,124,0.73,0.15,0.73,0.73,0.0,0.0,2.18,0.0,18.15,23.95,9.44,10.89,5.08,5.08,0.73,1.45,0.0,0.0,0.73,0.73,0.0,0.0,0.73,0.73,6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0,29.03,0.73,1.45,13.79,13.79,2.18,29.03,2.18,1.45,13.79,1.45,0.0,0.73,0.0,21.05,0.0,0.0,0.0,1.45,1.45,0.73,0.0,0.0,0.0,1.45,1.45,0.73,0.73,7.98,0.0,0.0,0.0,0.73,0.73,3.87,0.0,75.78,86.69,100.0,50.34,0.0,66.51
Michael Santos,URU,Vélez Sarsfield,Forward,32.0,3986,16,6,617,0.15,0.38,3.21,1.02,0.0,0.15,1.46,0.15,9.77,19.4,5.98,10.06,3.06,5.83,0.29,1.46,0.0,0.04,0.29,0.88,0.58,0.15,1.17,1.02,9.34,0.44,0.29,0.15,0.15,0.15,0.0,1.17,1.17,0.58,0.15,0.58,0.0,30.34,1.17,1.9,11.23,17.36,7.15,30.19,1.46,0.73,15.02,0.88,0.58,3.35,1.31,21.73,0.0,0.0,0.0,0.58,1.31,1.75,0.15,0.0,0.15,1.6,2.63,4.52,4.67,11.52,0.0,1.31,0.29,0.15,0.29,-0.61,0.0,50.36,59.44,52.49,19.86,65.91,50.0
Michael Sullivan,USA,Toronto FC,Midfielder,22.0,2003,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Wentzel,GER,St. Louis,Defender,23.0,2002,2,1,97,0.0,0.09,0.93,0.93,0.0,0.0,0.0,0.0,64.02,69.59,22.27,23.2,36.19,37.11,5.57,8.35,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.93,0.0,0.93,0.0,0.93,0.0,0.0,0.93,0.93,0.0,1.86,0.0,4.64,0.0,77.94,8.35,45.46,31.55,0.93,0.93,77.94,0.0,0.0,41.75,0.0,0.0,0.0,0.0,55.67,0.93,0.0,0.0,1.86,1.86,0.0,0.0,0.0,0.0,6.49,1.86,2.78,0.0,0.93,0.0,0.0,0.0,0.0,0.93,-1.0,0.0,92.0,95.99,97.52,66.71,0.0,0.0
Michel Araujo,URU,Bahia,Midfielder,28.0,3992,11,1,206,1.31,0.26,3.06,1.75,0.0,0.0,3.06,0.0,40.19,48.06,19.22,21.84,17.91,18.79,2.18,4.37,0.0,0.04,1.31,4.37,0.44,0.44,7.43,2.62,4.37,3.5,2.62,1.31,1.75,0.44,1.31,4.81,3.5,1.31,0.44,1.75,0.44,66.41,2.62,12.23,30.15,24.9,5.68,66.41,2.62,1.31,31.89,2.18,0.0,4.37,2.18,47.18,0.44,0.0,0.0,3.06,0.44,0.0,0.0,0.0,0.0,4.81,1.31,2.18,6.55,14.42,0.0,0.87,2.62,1.31,0.87,4.04,0.0,83.62,88.0,95.32,49.89,74.86,50.0
Miguel Almirón,PAR,Atlanta Utd,Forward,31.0,1994,22,22,1924,0.14,0.29,2.39,0.7,0.05,0.05,3.7,0.42,34.48,42.33,16.98,19.79,13.43,15.58,2.95,4.21,0.19,0.16,1.22,3.93,2.01,0.19,7.02,3.13,7.16,1.45,0.89,0.42,0.8,0.23,0.37,0.94,0.56,0.8,0.42,0.28,0.09,53.28,0.42,5.38,24.32,24.14,3.46,53.23,3.27,1.82,37.84,2.15,0.84,2.15,1.26,42.33,0.05,0.0,0.0,0.98,1.64,0.47,0.0,0.0,0.0,4.3,0.14,0.33,3.41,17.31,0.0,3.04,0.89,0.14,0.05,-0.52,0.0,81.46,85.8,86.2,70.07,61.38,55.66
Miguel Barbieri,ARG,Deportivo Riestra,Defender,31.0,1993,1,1,90,0.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,9.0,16.0,1.0,1.0,4.0,8.0,3.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,3.0,17.0,0.0,44.0,8.0,26.0,11.0,7.0,2.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,56.25,100.0,50.0,60.0,0.0,0.0
Miguel Berry,ESP,LA Galaxy,Forward,27.0,1997,9,4,389,0.0,0.16,0.69,0.69,0.0,0.0,2.08,0.46,10.18,13.88,6.25,8.56,2.54,3.47,0.69,0.69,0.46,0.09,1.62,0.46,0.23,0.23,0.46,0.93,4.16,0.23,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.23,0.46,0.69,0.0,20.36,0.69,1.16,8.56,10.64,4.63,20.36,0.23,0.0,9.72,0.46,0.46,1.62,0.0,12.96,0.0,0.0,0.0,1.39,0.23,0.0,0.0,0.0,0.0,0.46,1.62,2.78,1.62,5.55,0.0,0.93,0.23,0.0,0.23,-1.0,0.0,73.34,73.01,73.2,100.0,100.0,0.0
Miguel Borja,COL,River Plate,Forward,32.0,3986,24,8,1155,0.55,0.66,2.65,1.56,0.08,0.16,2.81,0.47,12.7,21.04,6.55,9.74,4.29,7.25,0.94,1.32,0.16,0.1,1.56,0.7,1.01,0.31,1.95,1.48,7.09,0.78,0.39,0.08,0.39,0.31,0.47,0.55,0.08,0.78,0.08,1.25,0.0,33.9,1.32,1.95,14.03,18.08,6.0,33.74,1.32,0.55,17.77,0.31,0.94,3.51,1.25,24.55,0.39,0.0,0.0,1.4,0.62,1.09,0.0,0.0,0.0,1.71,2.73,5.06,4.75,10.52,0.0,2.26,0.39,0.55,0.16,-0.17,0.0,60.36,67.25,59.17,71.21,50.0,41.67
Miguel Brizuela,ARG,Atlé Tucumán,Defender,28.0,1997,18,12,1216,0.07,0.07,0.81,0.07,0.0,0.0,0.74,0.0,32.42,43.3,10.21,12.14,18.58,22.13,3.4,7.48,0.0,0.01,0.3,2.37,0.15,0.15,2.59,0.37,1.11,1.55,0.74,0.96,0.59,0.0,0.89,1.41,0.52,0.59,1.18,6.29,0.0,55.29,6.59,23.68,27.98,4.0,1.63,55.29,0.15,0.07,24.72,0.15,0.15,0.44,0.37,29.9,0.3,0.0,0.0,1.41,0.52,0.0,0.0,0.07,0.0,4.14,4.29,3.77,0.81,4.07,0.0,0.44,0.74,0.07,0.07,0.0,0.0,74.87,84.1,83.96,45.45,47.74,46.67
Miguel Jacquet Duarte,PAR,py Libertad,Defender,30.0,1995,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0,78.0,19.0,19.0,38.0,40.0,8.0,17.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,89.0,9.0,41.0,45.0,3.0,1.0,89.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,68.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,83.33,100.0,95.0,47.06,100.0,0.0
Miguel Merentiel,URU,Boca Juniors,Forward,29.0,1996,19,9,872,0.62,0.35,1.34,0.83,0.0,0.0,2.17,0.41,15.07,21.26,8.26,10.53,4.13,5.88,1.55,2.48,0.31,0.08,1.24,1.55,0.62,0.1,1.96,1.75,5.37,0.41,0.41,0.21,0.21,0.0,0.31,0.52,0.21,0.52,0.21,0.31,0.0,29.62,0.1,1.65,13.52,15.07,3.2,29.62,2.48,1.14,18.89,1.65,1.03,1.65,1.14,21.57,0.1,0.0,0.0,1.34,1.03,0.1,0.0,0.0,0.0,3.1,0.1,0.52,2.79,9.08,0.0,1.75,0.41,0.62,0.1,0.77,0.0,70.88,78.44,70.24,62.5,100.0,45.97
Miguel Monsalve,COL,Grêmio,Forward,21.0,2004,8,2,294,0.0,0.03,0.92,0.31,0.0,0.0,4.59,0.31,29.08,36.12,13.78,15.0,9.8,11.63,4.29,6.43,0.31,0.12,2.14,1.22,1.53,0.61,4.29,2.14,3.06,1.53,1.53,0.61,0.92,0.0,0.92,1.53,0.61,0.31,0.0,0.0,0.0,42.55,0.0,4.29,22.35,17.45,1.22,42.55,3.98,2.14,26.02,1.84,0.31,1.53,2.45,30.0,0.61,0.0,0.0,2.76,2.45,0.0,0.0,0.0,0.0,3.98,0.61,2.14,3.98,9.49,0.0,2.45,1.53,0.0,0.31,-1.0,0.0,80.51,91.87,84.26,66.72,100.0,53.77
Miguel Navarro,VEN,Talleres,Defender,26.0,3998,19,19,1544,0.0,0.01,0.35,0.12,0.0,0.0,2.1,0.12,43.66,52.52,17.14,18.89,22.91,26.35,3.38,5.54,0.0,0.07,1.05,3.73,0.7,0.52,4.31,1.05,3.73,1.05,0.7,0.82,0.23,0.0,0.41,0.64,0.23,0.82,0.82,4.26,0.0,62.25,4.14,21.92,29.73,11.02,0.58,62.25,0.52,0.29,28.33,0.64,0.0,0.93,0.12,35.79,0.52,0.12,0.06,1.05,0.99,0.06,0.0,0.06,0.0,2.86,0.82,0.82,1.05,9.09,0.0,1.22,0.7,0.0,0.12,-1.0,0.0,83.13,90.74,86.94,61.01,66.67,55.77
Miguel Pernía,VEN,ve Carabobo,Defender,24.0,2000,6,5,439,0.0,0.02,0.82,0.21,0.0,0.0,1.64,0.21,26.86,39.16,11.89,13.53,12.1,15.99,2.67,7.59,0.0,0.02,0.21,2.26,0.21,0.21,2.67,1.23,1.64,1.85,0.82,1.64,0.0,0.21,1.03,1.64,0.62,0.21,2.26,5.54,0.21,54.12,4.72,24.6,21.12,8.82,1.23,54.12,1.03,0.62,18.66,1.03,0.21,1.64,0.21,23.17,0.21,0.0,0.0,0.82,0.62,0.21,0.0,0.0,0.0,5.33,2.46,1.03,1.85,5.54,0.0,0.62,0.82,0.0,0.21,-1.0,0.0,68.59,87.88,75.67,35.18,44.32,60.19
Miguel Trauco,PER,pe Alianza Lima,Defender,32.0,1992,4,4,336,0.0,0.03,0.8,0.0,0.0,0.0,1.34,0.0,44.2,56.79,19.55,20.89,19.02,21.96,4.82,10.18,0.0,0.08,0.8,3.21,0.54,0.0,2.95,0.27,0.27,1.34,0.8,0.54,0.8,0.0,1.34,1.88,0.54,0.54,0.8,3.21,0.0,66.43,2.68,22.77,32.95,11.25,0.0,66.43,0.54,0.54,35.09,0.27,0.0,1.07,0.54,39.38,0.27,0.0,0.0,0.27,0.54,0.0,0.0,0.0,0.0,3.21,0.54,0.54,1.61,3.48,0.0,0.54,0.8,0.0,0.27,-1.0,0.0,77.83,93.59,86.61,47.35,59.7,100.0
Miguel Ángel Torrén,ARG,bo Bolívar,Defender,36.0,1988,4,4,291,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.62,66.8,74.23,11.44,13.3,36.49,38.04,18.87,22.27,0.31,0.03,0.31,5.26,0.93,0.0,5.57,0.31,0.0,0.62,0.62,0.31,0.31,0.0,0.62,0.62,0.0,1.24,0.62,7.73,0.31,84.12,5.88,39.28,43.3,1.55,0.0,84.12,0.0,0.0,44.23,0.31,0.0,0.0,0.0,55.98,0.31,0.0,0.0,0.31,0.93,0.0,0.0,0.0,0.0,4.02,2.16,1.24,0.0,5.88,0.0,0.93,0.62,0.0,0.31,0.0,0.0,89.99,86.02,95.93,84.73,100.0,0.0
Mikael Uhre,DEN,Philadelphia Union,Forward,30.0,1994,20,12,969,0.37,0.37,3.25,1.21,0.0,0.0,2.97,0.56,17.18,25.26,11.33,14.4,4.09,6.22,0.37,1.11,0.37,0.21,1.3,0.56,1.02,0.09,1.86,1.39,6.97,1.11,0.74,0.37,0.19,0.56,0.46,0.84,0.37,0.65,0.09,0.56,0.0,36.59,0.37,2.6,13.47,20.8,5.29,36.59,1.3,0.46,19.69,1.11,1.02,2.04,1.76,26.01,0.19,0.0,0.0,1.95,1.86,0.74,0.0,0.0,0.0,3.07,2.32,3.53,3.81,10.22,0.0,2.14,0.74,0.37,0.09,0.0,0.0,68.01,78.68,65.76,33.33,66.67,35.38
Mikel Amondarain,ARG,Estudiantes–LP,Midfielder,20.0,2005,1,0,9,0.0,1.0,10.0,0.0,0.0,0.0,10.0,0.0,30.0,40.0,20.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0,10.0,20.0,50.0,10.0,10.0,80.0,0.0,0.0,50.0,0.0,0.0,10.0,10.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,30.0,0.0,0.0,0.0,0.0,10.0,-1.0,0.0,75.0,66.67,100.0,0.0,0.0,0.0
Miki Yamane,JPN,LA Galaxy,Defender,31.0,1993,21,19,1688,0.0,0.02,0.32,0.05,0.0,0.0,2.08,0.21,48.52,58.54,25.33,27.67,19.67,24.15,2.4,3.95,0.11,0.15,1.01,3.2,0.75,0.32,3.95,1.87,6.08,2.29,1.6,1.23,0.91,0.16,1.39,2.61,1.23,1.76,1.65,3.25,0.11,70.65,3.57,20.05,33.48,18.02,1.65,70.65,1.39,0.53,33.32,1.81,0.16,1.17,0.37,45.53,0.16,0.0,0.0,0.75,0.48,0.11,0.0,0.05,0.05,3.47,0.64,0.96,1.55,11.89,0.0,1.23,1.6,0.0,0.05,-1.0,0.0,82.88,91.54,81.45,60.76,69.87,38.13
