Player,Nation,Team,General Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Franco Armani,ARG,River Plate,Goalkeeper,38.0,3972,25,25,2250,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,18.64,23.36,2.92,2.96,10.16,10.44,5.56,9.92,0.0,0.0,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.56,0.12,25.08,21.68,24.92,0.2,0.0,0.0,25.08,0.04,0.04,11.6,0.0,0.0,0.0,0.0,9.56,0.08,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,1.2,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,79.79,98.65,97.32,56.05,0.0,100.0
Franco Baldassarra,ARG,Platense,Midfielder,26.0,1998,6,3,325,0.0,0.06,2.49,0.28,0.0,0.0,3.32,0.28,17.72,27.69,6.37,8.58,8.58,12.18,2.22,3.88,0.0,0.03,0.83,3.05,0.28,0.28,2.77,1.11,1.11,3.88,2.49,1.11,2.22,0.55,1.38,1.66,0.28,1.66,0.55,2.49,0.0,44.86,3.32,11.91,23.82,9.97,0.0,44.86,1.38,0.83,14.4,0.83,0.0,0.83,0.83,20.49,0.0,0.0,0.0,2.22,1.66,0.0,0.0,0.0,0.0,2.77,2.77,1.66,1.66,4.98,0.0,0.55,2.49,0.0,0.28,-1.0,0.0,63.99,74.24,70.44,57.22,64.18,60.14
Franco Calderón,ARG,cl U de Chile,Defender,27.0,1998,6,6,540,0.0,0.05,0.67,0.17,0.0,0.0,0.17,0.0,35.83,39.0,8.0,8.83,22.5,23.17,4.17,5.33,0.0,0.0,0.17,2.83,0.0,0.0,2.5,0.33,0.33,2.17,1.67,1.67,0.33,0.17,2.0,2.5,0.5,0.83,1.33,7.0,0.17,52.67,6.33,29.0,21.33,2.5,1.0,52.67,0.33,0.0,25.0,0.33,0.0,0.17,0.0,29.67,0.5,0.0,0.0,1.67,1.17,0.0,0.0,0.17,0.0,3.83,2.5,2.33,0.17,3.17,0.0,0.0,1.67,0.0,0.17,-1.0,0.0,91.87,90.6,97.11,78.24,76.96,0.0
Franco Cristaldo,ARG,Grêmio,Forward,28.0,1996,11,8,620,0.0,0.12,1.31,0.29,0.0,0.0,4.65,0.29,26.27,36.58,13.94,15.97,9.0,11.76,2.47,6.53,0.15,0.23,2.18,3.63,1.02,0.29,3.92,1.45,3.63,1.31,0.58,0.29,0.58,0.44,0.87,1.6,0.73,0.73,0.15,0.73,0.0,44.27,0.44,4.21,20.61,19.89,2.61,44.27,2.03,0.73,24.53,0.87,0.15,2.03,2.03,31.06,0.15,0.0,0.0,0.44,2.61,0.15,0.0,0.0,0.0,3.77,0.73,0.29,4.06,9.0,0.0,1.45,0.58,0.0,0.15,-1.0,0.0,71.82,87.29,76.53,37.83,44.27,35.96
Franco Díaz,ARG,Instituto,Midfielder,24.0,2000,11,2,342,0.0,0.34,2.37,0.53,0.0,0.0,3.95,0.26,34.47,45.0,17.63,20.79,12.89,16.05,2.89,4.74,0.26,0.05,2.63,3.95,0.79,0.26,5.79,1.32,4.21,1.05,0.53,0.26,0.53,0.26,0.79,2.63,1.84,1.32,1.05,0.79,0.0,58.16,1.05,10.26,29.74,18.68,2.89,58.16,1.58,0.26,30.0,1.58,0.53,2.37,1.84,37.11,0.26,0.0,0.0,1.84,1.32,0.26,0.0,0.0,0.0,3.95,1.58,1.84,4.21,11.32,0.0,1.58,0.53,0.0,0.26,-1.0,0.0,76.6,84.8,80.31,60.97,50.48,16.46
Franco Escobar,ARG,Houston Dynamo,Defender,30.0,1995,22,18,1565,0.12,0.12,0.69,0.17,0.0,0.0,1.67,0.29,54.58,62.57,33.24,35.65,18.4,21.11,1.84,3.34,0.12,0.09,0.69,3.28,0.69,0.06,4.37,1.21,2.53,2.82,1.96,2.13,0.58,0.12,1.84,2.76,0.92,1.55,1.84,3.22,0.0,74.59,4.31,29.67,32.26,13.69,2.65,74.59,1.21,0.92,40.2,0.92,0.12,1.27,0.81,47.16,0.58,0.06,0.06,1.38,0.75,0.06,0.0,0.0,0.0,5.46,1.15,1.55,2.07,8.11,0.0,0.86,1.96,0.12,0.06,0.0,0.0,87.23,93.24,87.16,55.09,69.5,76.03
Franco Fagundez,URU,Deportivo Riestra,Forward,26.0,1998,1,0,34,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,13.24,31.76,5.29,18.53,7.94,10.59,0.0,0.0,0.0,0.0,0.0,5.29,0.0,0.0,7.94,0.0,10.59,7.94,7.94,2.65,0.0,5.29,7.94,7.94,0.0,0.0,0.0,0.0,0.0,52.94,0.0,2.65,15.88,34.41,7.94,52.94,2.65,0.0,21.18,0.0,0.0,10.59,2.65,34.41,0.0,0.0,0.0,5.29,2.65,0.0,0.0,0.0,0.0,2.65,2.65,10.59,13.24,18.53,0.0,0.0,7.94,0.0,2.65,0.0,0.0,41.69,28.55,74.98,0.0,100.0,0.0
Franco Fragapane,ARG,Unión,Midfielder,32.0,1993,18,9,870,0.1,0.11,1.14,0.41,0.0,0.0,4.55,0.1,35.17,44.38,17.48,19.97,14.28,17.17,2.48,4.66,0.1,0.17,2.17,4.66,2.07,0.31,6.72,1.86,6.1,1.34,0.93,0.31,0.72,0.31,0.62,1.66,1.03,1.24,1.14,0.41,0.0,53.28,0.83,7.24,25.03,22.24,3.1,53.28,1.66,0.83,27.31,2.28,0.62,1.66,1.03,34.66,0.31,0.1,0.1,0.72,1.55,0.1,0.0,0.0,0.0,6.62,0.31,1.14,2.69,14.69,0.0,3.0,0.93,0.1,0.1,-0.09,0.0,79.25,87.53,83.17,53.22,69.4,50.0
Franco Frías,ARG,Sarmiento,Forward,23.0,2002,15,4,544,0.17,0.35,1.65,0.83,0.0,0.0,1.49,0.33,11.25,16.38,6.29,8.11,3.64,5.13,0.5,0.83,0.0,0.05,0.66,0.66,0.33,0.17,1.49,0.99,5.46,0.66,0.5,0.17,0.17,0.33,0.0,0.5,0.5,0.5,0.17,0.0,0.0,26.14,0.33,1.82,13.24,11.25,2.81,26.14,1.32,0.33,14.23,0.83,0.17,3.64,1.32,19.19,0.17,0.0,0.0,0.83,2.15,1.32,0.17,0.17,0.0,3.14,1.99,4.8,4.96,7.94,0.0,0.66,0.5,0.17,0.17,-0.51,0.0,68.68,77.56,70.96,60.24,75.76,25.0
Franco Gastón Romero,URU,pe Sporting Cristal,Defender,30.0,1995,6,6,540,0.0,0.0,0.5,0.17,0.0,0.0,1.17,0.0,30.83,42.0,6.17,7.17,14.83,18.83,9.83,15.0,0.0,0.1,0.5,3.33,0.0,0.0,3.0,0.83,0.33,1.17,0.83,0.67,0.5,0.0,1.0,1.33,0.33,0.83,1.33,8.67,0.17,56.33,10.33,32.0,22.0,2.83,0.67,56.33,0.67,0.5,24.83,0.33,0.0,0.67,0.0,30.83,0.17,0.0,0.0,1.0,0.33,0.17,0.0,0.0,0.0,2.83,2.0,1.33,0.67,4.17,0.0,0.0,0.83,0.0,0.17,0.0,0.0,73.4,86.05,78.76,65.53,70.94,74.63
Franco Ibarra,ARG,Rosario Central,Midfielder,24.0,2001,17,16,1371,0.0,0.02,0.53,0.13,0.0,0.0,0.98,0.2,29.87,38.27,11.55,14.18,13.26,15.82,4.46,6.76,0.07,0.02,0.2,4.33,0.39,0.07,4.07,0.72,0.72,4.46,3.09,2.23,1.84,0.39,2.04,4.0,1.97,2.17,0.92,2.36,0.0,51.2,2.63,14.84,31.71,5.05,0.39,51.2,0.98,0.59,22.06,0.46,0.0,1.25,0.98,27.7,0.39,0.0,0.0,1.64,1.51,0.0,0.0,0.0,0.0,5.12,1.51,2.1,2.23,5.51,0.0,0.46,3.09,0.0,0.07,-1.0,0.0,78.05,81.45,83.82,65.98,69.28,60.2
Franco Jara,ARG,Belgrano,Forward,37.0,1988,17,15,1286,0.21,0.29,1.82,0.63,0.14,0.14,2.24,0.14,15.96,22.6,9.17,11.62,5.18,7.28,1.12,1.89,0.07,0.12,0.91,1.54,0.56,0.07,2.31,1.33,6.23,0.77,0.49,0.07,0.49,0.21,0.07,0.49,0.42,0.49,0.07,1.12,0.0,33.8,1.05,3.01,14.84,16.45,3.08,33.66,2.52,0.91,20.79,0.91,0.63,3.36,1.33,25.89,0.21,0.0,0.0,2.59,1.61,0.63,0.0,0.07,0.0,3.22,0.91,2.8,4.69,9.87,0.0,1.26,0.49,0.21,0.07,-0.28,0.0,70.62,78.92,71.15,59.26,63.64,36.11
Franco Mastantuono,ARG,River Plate,Forward,17.0,4014,16,15,1229,0.37,0.4,4.1,1.54,0.07,0.07,6.52,0.59,36.47,48.11,19.19,22.92,12.16,15.16,4.17,6.88,0.22,0.27,2.93,3.0,1.9,0.51,4.32,4.32,12.01,1.17,0.59,0.0,0.66,0.51,0.44,1.54,1.1,1.24,0.29,0.37,0.0,67.66,0.07,3.22,30.1,35.08,4.91,67.59,7.47,3.88,45.26,3.44,1.9,5.2,2.56,51.04,0.22,0.0,0.0,1.17,1.9,0.15,0.07,0.0,0.0,4.76,0.88,1.32,7.76,20.65,0.0,4.32,0.59,0.37,0.15,-0.08,0.0,75.81,83.73,80.21,60.61,50.43,51.94
Franco Minerva,ARG,Platense,Forward,19.0,2006,7,1,128,0.0,0.07,1.41,0.7,0.0,0.0,0.7,0.0,6.33,14.06,2.11,4.22,2.81,2.81,0.7,6.33,0.0,0.14,0.0,0.7,1.41,0.7,1.41,0.7,2.11,3.52,2.11,0.7,2.11,0.7,1.41,2.81,1.41,0.0,1.41,4.92,0.0,30.23,2.81,11.25,9.84,10.55,0.0,30.23,0.7,0.0,14.06,1.41,0.0,2.11,1.41,13.36,0.0,0.0,0.0,2.11,0.7,0.0,0.0,0.0,0.0,3.52,1.41,0.0,3.52,4.22,0.0,2.11,2.11,0.0,0.7,-1.0,0.0,45.02,50.0,100.0,11.06,59.94,0.0
Franco Negri,ARG,San Diego FC,Defender,30.0,1995,11,7,483,0.19,0.02,0.56,0.19,0.0,0.0,1.3,0.0,62.24,76.4,35.59,39.13,22.17,26.83,3.91,7.83,0.0,0.07,0.56,5.96,0.75,0.19,6.15,1.49,4.29,1.68,1.12,0.37,0.93,0.37,0.93,0.93,0.0,1.49,1.12,2.05,0.19,87.2,2.24,19.38,46.02,22.36,0.93,87.2,1.68,0.56,46.4,0.93,0.0,1.49,0.37,60.0,0.75,0.0,0.0,1.49,0.56,0.0,0.0,0.19,0.0,3.91,0.37,0.37,1.86,11.93,0.0,0.93,1.12,0.19,0.19,8.5,0.0,81.47,90.95,82.63,49.94,66.67,33.33
Franco Nicola,URU,Atlé Tucumán,Midfielder,23.0,2002,15,9,740,0.36,0.21,1.58,0.61,0.0,0.0,3.28,0.0,21.77,32.84,12.28,15.32,6.45,9.73,2.19,5.11,0.0,0.27,1.82,1.34,1.34,0.85,2.31,2.55,6.32,1.09,0.61,0.49,0.49,0.12,0.24,0.97,0.73,0.61,0.61,0.73,0.0,45.97,0.49,7.18,21.04,18.36,2.43,45.97,4.01,2.07,26.39,1.58,0.61,3.77,1.82,29.07,0.0,0.0,0.0,1.09,1.09,0.12,0.0,0.0,0.0,5.47,0.61,1.34,5.59,11.19,0.0,2.8,0.61,0.36,0.12,0.71,0.0,66.29,80.16,66.29,42.86,55.96,51.62
Franco Orozco,ARG,Lanús,Forward,23.0,4004,7,3,263,0.0,0.17,1.37,0.68,0.0,0.0,4.11,0.0,23.61,33.19,13.69,16.43,7.53,10.61,1.37,3.08,0.0,0.07,2.05,1.37,1.03,1.03,2.05,4.45,11.63,1.71,1.71,0.68,1.03,0.0,1.03,3.08,2.05,1.37,1.03,1.03,0.0,47.22,0.68,7.53,17.45,23.27,3.42,47.22,2.74,0.68,31.14,2.4,0.68,2.4,0.68,34.22,0.34,0.0,0.0,0.34,3.42,0.34,0.0,0.0,0.0,5.82,0.68,1.71,3.08,18.14,0.0,2.74,1.71,0.0,0.68,-1.0,0.0,71.14,83.32,70.97,44.48,100.0,24.82
Franco Pardo,ARG,Unión,Defender,28.0,1997,17,16,1412,0.0,0.06,0.89,0.06,0.0,0.0,1.21,0.06,39.52,45.96,8.73,9.37,23.77,25.18,6.63,10.33,0.0,0.02,0.38,3.06,0.19,0.0,3.06,1.02,0.19,1.21,0.76,0.51,0.57,0.13,0.57,1.21,0.64,0.89,2.1,7.08,0.13,59.47,7.2,30.4,27.47,2.1,1.02,59.47,0.45,0.25,31.17,0.38,0.06,0.51,0.19,33.72,0.13,0.06,0.0,0.64,1.15,0.0,0.0,0.0,0.0,4.53,3.12,0.83,0.7,4.27,0.0,0.25,0.76,0.0,0.06,-1.0,0.0,85.99,93.17,94.4,64.18,62.81,55.56
Franco Paredes,ARG,Independiente,Defender,26.0,1999,5,3,191,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,45.24,53.72,10.84,10.84,25.45,29.21,8.01,11.78,0.0,0.0,0.47,2.36,0.0,0.0,4.71,0.0,0.0,0.94,0.94,0.0,0.94,0.0,0.47,0.47,0.0,0.47,1.41,5.65,0.0,64.55,6.13,32.51,29.69,2.83,0.0,64.55,0.47,0.47,37.23,0.0,0.0,0.47,0.47,40.52,0.47,0.0,0.0,1.88,1.41,0.0,0.0,0.0,0.47,1.88,0.94,1.88,0.94,4.71,0.0,0.0,0.94,0.0,0.47,0.0,0.0,84.21,100.0,87.13,68.0,100.0,100.0
Franco Petroli,ARG,Godoy Cruz,Goalkeeper,27.0,1998,19,19,1710,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,23.0,35.21,1.68,1.68,10.58,10.68,10.74,22.68,0.0,0.01,0.05,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.05,37.53,25.32,37.05,0.42,0.05,0.0,37.53,0.0,0.0,22.21,0.0,0.0,0.0,0.0,16.63,0.05,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.68,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,65.32,100.0,99.06,47.35,0.0,0.0
Franco Rami,ARG,Aldosivi,Forward,22.0,2003,11,4,431,0.42,0.31,2.92,1.25,0.0,0.0,1.88,0.0,11.69,17.54,6.89,8.98,3.13,4.39,0.63,1.04,0.0,0.0,0.63,0.63,0.0,0.0,0.84,0.0,5.43,1.04,1.04,0.0,1.04,0.0,0.0,0.21,0.21,1.04,0.42,1.25,0.0,30.7,1.67,3.13,15.24,12.32,3.97,30.7,1.04,0.0,14.2,0.84,0.0,3.76,0.42,19.21,0.0,0.0,0.0,1.25,0.84,0.42,0.0,0.0,0.0,3.13,3.34,3.97,4.18,6.26,0.0,0.0,1.04,0.42,0.21,0.35,0.0,66.65,76.73,71.3,60.58,100.0,0.0
Franco Toloza,ARG,San Martín de San Juan,Forward,31.0,1994,11,7,563,0.16,0.18,2.08,0.64,0.0,0.0,1.76,0.0,8.31,17.58,4.8,9.75,3.04,4.8,0.16,0.8,0.0,0.05,0.64,0.8,0.32,0.16,1.6,0.96,3.84,0.64,0.48,0.0,0.32,0.32,0.32,0.8,0.48,0.64,0.16,1.12,0.0,27.02,0.96,1.92,12.31,12.95,2.88,27.02,0.64,0.32,14.55,0.8,0.16,2.72,0.8,20.46,0.64,0.0,0.0,2.24,1.6,0.48,0.0,0.0,0.0,1.44,3.36,4.64,3.52,6.39,0.0,0.64,0.48,0.16,0.16,-0.11,0.0,47.27,49.23,63.33,20.0,75.0,50.0
Franco Watson,ARG,Lanús,Midfielder,25.0,4000,6,3,276,0.0,0.33,1.96,1.3,0.0,0.0,3.26,0.33,24.13,32.61,11.74,13.37,9.46,11.41,2.93,5.54,0.33,0.2,1.63,3.59,1.3,0.0,4.57,0.98,4.89,1.3,0.98,0.0,0.98,0.33,0.98,3.59,2.61,1.63,0.98,0.65,0.33,45.0,0.33,2.61,24.13,18.59,2.28,45.0,1.63,0.98,22.5,0.33,0.33,2.93,1.3,27.72,0.0,0.0,0.0,1.3,0.65,0.0,0.0,0.0,0.0,3.91,0.65,2.28,4.24,10.43,0.0,1.63,0.98,0.0,0.65,-1.0,0.0,74.0,87.81,82.91,52.89,75.38,60.12
Franco Zapiola,ARG,Platense,Forward,24.0,2001,17,12,957,0.0,0.11,2.16,0.56,0.0,0.0,3.76,0.09,20.31,31.88,9.5,13.64,7.15,10.44,3.2,6.3,0.0,0.24,2.07,3.29,1.32,0.56,3.1,1.32,5.55,1.88,1.32,0.47,1.13,0.28,1.03,2.07,1.03,1.32,1.41,1.32,0.0,46.08,0.38,8.65,20.97,17.77,2.16,46.08,3.29,1.5,23.13,1.03,0.28,2.35,1.22,26.33,0.09,0.0,0.0,0.94,1.13,0.09,0.0,0.0,0.0,5.55,0.38,0.85,3.57,9.97,0.0,2.16,1.32,0.0,0.09,-1.0,0.0,63.71,69.65,68.49,50.79,70.21,45.59
Frank Castañeda,COL,Banfield,Forward,31.0,3988,8,6,428,0.0,0.19,2.1,1.05,0.0,0.0,3.36,0.42,30.07,38.69,17.66,19.77,7.99,9.67,2.1,4.84,0.42,0.11,2.1,2.94,1.47,0.21,3.36,2.94,9.67,1.05,0.84,0.21,0.63,0.21,0.42,0.84,0.42,0.84,1.26,0.63,0.0,49.0,0.21,4.0,24.81,21.03,0.84,49.0,2.1,0.84,29.44,2.73,0.0,1.89,1.68,34.07,0.21,0.0,0.0,0.84,1.89,0.0,0.0,0.0,0.0,4.84,0.21,1.26,3.57,15.98,0.0,1.68,0.84,0.0,0.42,-1.0,0.0,77.72,89.33,82.63,43.39,80.0,40.0
Frank Fabra,COL,Boca Juniors,Defender,34.0,1991,2,1,111,0.0,0.24,1.62,0.81,0.0,0.0,0.0,0.0,40.54,49.46,24.32,30.0,12.97,15.41,1.62,1.62,0.0,0.08,0.81,2.43,0.0,0.0,6.49,4.86,4.86,1.62,1.62,0.81,0.0,0.81,0.81,1.62,0.81,0.0,5.68,1.62,0.0,61.62,0.81,17.84,29.19,16.22,4.05,61.62,1.62,0.81,33.24,2.43,0.81,1.62,1.62,35.68,0.81,0.0,0.0,1.62,0.81,0.0,0.0,0.0,0.0,3.24,0.81,2.43,3.24,16.22,0.0,0.81,1.62,0.0,0.81,-1.0,0.0,81.97,81.07,84.17,100.0,100.0,50.0
Frankie Amaya,USA,LAFC,Midfielder,24.0,2000,11,3,301,0.0,0.06,0.9,0.3,0.0,0.0,1.79,0.0,46.35,49.93,26.91,28.41,16.15,17.04,1.5,1.79,0.0,0.12,1.2,3.89,1.5,0.0,4.19,0.9,2.99,2.39,2.09,0.9,0.9,0.6,0.6,2.09,1.5,0.6,1.5,0.9,0.0,60.4,1.2,12.86,30.8,17.34,2.69,60.4,1.5,0.6,39.17,0.9,0.9,1.5,0.3,45.75,0.3,0.0,0.0,0.9,0.6,0.0,0.0,0.0,0.0,2.99,0.3,0.9,1.79,8.07,0.0,2.39,2.09,0.0,0.3,-1.0,0.0,92.83,94.72,94.78,83.8,87.45,40.0
Franner López,VEN,ve Carabobo,Midfielder,22.0,2003,4,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,50.87,15.65,15.65,15.65,23.48,0.0,3.91,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.0,15.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,0.0,3.91,0.0,66.52,0.0,7.83,39.13,19.57,0.0,66.52,7.83,3.91,54.78,0.0,0.0,3.91,0.0,46.96,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.0,11.74,0.0,3.91,3.91,15.65,0.0,0.0,0.0,0.0,3.91,0.0,0.0,61.53,100.0,66.65,0.0,0.0,49.94
Fredi Gomes,BRA,Bahia,Defender,19.0,2006,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,57.0,19.0,21.0,27.0,29.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,65.0,5.0,40.0,25.0,0.0,0.0,65.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,89.47,90.48,93.1,60.0,100.0,0.0
Fredy Hinestroza,COL,co CA Bucaramanga,Defender,35.0,1990,6,6,540,0.0,0.02,0.5,0.0,0.0,0.0,1.33,0.17,42.0,51.0,23.17,24.67,14.83,18.67,2.5,5.0,0.0,0.03,0.5,3.17,0.33,0.33,3.67,1.67,2.5,1.0,0.67,0.67,0.33,0.0,0.83,1.0,0.17,0.5,0.67,2.5,0.0,58.5,2.67,17.33,34.0,7.67,0.33,58.5,1.0,0.33,34.83,0.33,0.0,1.0,0.33,35.67,0.17,0.0,0.0,1.17,0.83,0.0,0.0,0.17,0.0,6.33,0.5,0.67,1.33,7.83,0.0,0.67,0.67,0.0,0.17,-1.0,0.0,82.35,93.92,79.43,50.0,67.0,33.0
Freiver Ruiz,VEN,ve Carabobo,Defender,22.0,2003,1,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.43,51.43,12.86,12.86,38.57,38.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,12.86,0.0,0.0,0.0,0.0,51.43,0.0,12.86,38.57,0.0,0.0,51.43,0.0,0.0,38.57,0.0,0.0,0.0,0.0,25.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
Fábio,BRA,bo Bolívar,Forward,28.0,1997,6,4,412,0.87,0.55,2.18,0.87,0.22,0.22,2.18,0.0,10.05,12.89,5.9,7.86,3.28,3.5,0.22,0.22,0.0,0.04,0.87,0.66,0.44,0.0,1.31,1.53,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,0.66,0.0,0.87,0.0,25.34,1.09,2.62,9.17,14.2,5.9,25.12,3.06,1.75,12.45,0.44,1.09,4.37,1.09,15.73,0.22,0.0,0.0,0.66,0.22,0.0,0.0,0.0,0.0,2.62,1.75,3.06,5.46,8.3,0.0,1.53,0.0,0.87,0.22,0.58,0.0,77.97,75.06,93.71,100.0,0.0,57.19
Fábio,BRA,Fluminense,Goalkeeper,44.0,1980,15,15,1350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,21.47,5.07,5.07,7.4,7.47,3.27,7.53,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.13,23.73,21.6,23.67,0.07,0.0,0.0,23.73,0.0,0.0,12.47,0.0,0.0,0.0,0.0,9.13,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.13,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,79.18,100.0,99.06,43.43,0.0,0.0
Félix Torres Caicedo,ECU,Corinthians,Defender,28.0,1997,7,6,505,0.0,0.04,0.36,0.0,0.0,0.0,1.07,0.0,60.59,67.19,19.96,20.85,34.4,36.53,5.88,8.55,0.0,0.02,0.53,2.32,0.18,0.18,2.32,0.36,0.36,1.25,0.89,0.71,0.53,0.0,0.89,1.25,0.36,0.89,1.78,3.03,0.0,75.74,7.66,32.79,39.39,3.74,0.36,75.74,0.89,0.53,47.94,0.18,0.0,1.07,0.53,55.96,0.18,0.0,0.0,1.96,0.18,0.0,0.0,0.0,0.0,4.46,0.53,0.36,1.6,3.03,0.0,0.36,0.89,0.0,0.18,-1.0,0.0,90.18,95.73,94.17,68.77,71.2,59.55
Gabe Segal,USA,Houston Dynamo,Forward,24.0,2001,9,1,148,1.22,1.7,6.08,1.22,0.61,0.61,4.26,0.61,21.89,31.01,13.99,20.07,3.65,4.86,0.61,0.61,0.0,0.0,1.22,1.82,0.61,0.0,2.43,0.61,10.34,1.22,0.61,0.0,1.22,0.0,1.22,1.22,0.0,0.0,0.61,2.43,0.0,46.82,1.82,4.26,23.11,19.46,8.51,46.22,0.61,0.0,20.68,0.0,0.0,2.43,1.82,35.27,0.0,0.0,0.0,1.82,1.22,0.61,0.0,0.0,0.0,1.22,3.65,3.04,4.26,13.38,0.0,0.61,0.61,1.22,0.61,-0.28,0.0,70.59,69.71,75.1,100.0,50.0,0.0
Gabriel,BRA,Bahia,Defender,24.0,2001,4,2,224,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,46.61,51.03,15.27,16.07,28.53,29.33,2.41,4.42,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.8,0.8,0.8,0.0,0.0,0.8,1.21,0.4,2.01,2.41,4.82,0.0,62.68,9.64,39.38,21.7,1.61,0.0,62.68,0.0,0.0,36.16,0.0,0.0,0.8,0.0,44.2,0.4,0.0,0.0,1.61,0.4,0.0,0.0,0.0,0.0,0.8,2.01,2.01,0.8,0.8,0.0,0.0,0.8,0.0,0.4,0.0,0.0,91.34,95.02,97.27,54.52,100.0,0.0
Gabriel,BRA,Vitória,Goalkeeper,32.0,3984,4,4,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,28.75,3.25,3.25,9.5,9.75,6.25,15.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.5,0.0,30.75,22.5,30.0,0.75,0.0,0.0,30.75,0.0,0.0,16.75,0.0,0.0,0.0,0.0,13.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,66.09,100.0,97.44,39.68,0.0,0.0
