Game Week,Home Team,Away Team,Score,Attendance,Venue,Referee,Date,URL
J1,AZ Alkmaar,Elfsborg,3–2,"16,371",AFAS Stadion,Juxhin Xhaja,2024-09-25,https://fbref.com/en/matches/a93bf51d/AZ-Alkmaar-Elfsborg-September-25-2024-Europa-League
J1,Bodø/Glimt,Porto,3–2,"7,587",Aspmyra Stadion,Orel Grinfeeld,2024-09-25,https://fbref.com/en/matches/791569a7/BodoGlimt-Porto-September-25-2024-Europa-League
J1,Manchester Utd,Twente,1–1,"73,069",Old Trafford,Simone Sozza,2024-09-25,https://fbref.com/en/matches/0ec8efdd/Manchester-United-Twente-September-25-2024-Europa-League
J1,Anderlecht,Ferencváros,2–1,"15,417",Lotto Park,Julian Weinberger,2024-09-25,https://fbref.com/en/matches/2d3bdc15/Anderlecht-Ferencvaros-September-25-2024-Europa-League
J1,Nice,Real Sociedad,1–1,"20,545",Allianz Riviera,Morten Krogh,2024-09-25,https://fbref.com/en/matches/de0339b9/Nice-Real-Sociedad-September-25-2024-Europa-League
J1,Midtjylland,Hoffenheim,1–1,"8,561",MCH Arena,Nenad Minaković,2024-09-25,https://fbref.com/en/matches/44341fb2/Midtjylland-Hoffenheim-September-25-2024-Europa-League
J1,Dynamo Kyiv,Lazio,0–3,"7,751",Volksparkstadion,Tasos Sidiropoulos,2024-09-25,https://fbref.com/en/matches/f4eaba7d/Dynamo-Kyiv-Lazio-September-25-2024-Europa-League
J1,Galatasaray,PAOK,3–1,"50,700",RAMS Park,Alejandro Hernández,2024-09-25,https://fbref.com/en/matches/31982ff8/Galatasaray-PAOK-September-25-2024-Europa-League
J1,Ludogorets,Slavia Prague,0–2,"4,761",Huvepharma Arena,Jérôme Brisard,2024-09-25,https://fbref.com/en/matches/78b541e9/Ludogorets-Razgrad-Slavia-Prague-September-25-2024-Europa-League
J1,Malmö,Rangers,0–2,"20,021",Eleda Stadion,Luís Godinho,2024-09-26,https://fbref.com/en/matches/889d65f3/Malmo-Rangers-September-26-2024-Europa-League
J1,Fenerbahçe,Union SG,2–1,"31,760",Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Benoît Bastien,2024-09-26,https://fbref.com/en/matches/d066a205/Fenerbahce-Union-SG-September-26-2024-Europa-League
J1,Braga,Maccabi Tel Aviv,2–1,"10,519",Estádio Municipal de Braga,Matej Jug,2024-09-26,https://fbref.com/en/matches/a7c4d52e/Braga-Maccabi-Tel-Aviv-September-26-2024-Europa-League
J1,Tottenham,Qarabağ,3–0,"51,757",Tottenham Hotspur Stadium,Willy Delajod,2024-09-26,https://fbref.com/en/matches/3f5024ba/Tottenham-Hotspur-Qarabag-September-26-2024-Europa-League
J1,Roma,Athletic Club,1–1,"63,072",Stadio Olimpico,Georgi Kabakov,2024-09-26,https://fbref.com/en/matches/12e03fe3/Roma-Athletic-Club-September-26-2024-Europa-League
J1,Ajax,Beşiktaş,4–0,"54,010",Johan Cruijff Arena,John Brooks,2024-09-26,https://fbref.com/en/matches/fa7069ea/Ajax-Besiktas-September-26-2024-Europa-League
J1,Eint Frankfurt,Viktoria Plzeň,3–3,"56,500",Deutsche Bank Park,Mykola Balakin,2024-09-26,https://fbref.com/en/matches/83b56f72/Eintracht-Frankfurt-Viktoria-Plzen-September-26-2024-Europa-League
J1,Lyon,Olympiacos,2–0,"24,412",Groupama Stadium,Lawrence Visser,2024-09-26,https://fbref.com/en/matches/bdc8c2b3/Lyon-Olympiacos-September-26-2024-Europa-League
J1,FCSB,FK Rīgas FS,4–1,"34,257",Arena Naţională,Ricardo de Burgos,2024-09-26,https://fbref.com/en/matches/4aa98288/FCSB-FK-Rigas-FS-September-26-2024-Europa-League
J2,Slavia Prague,Ajax,1–1,"19,296",Fortuna Arena,Andris Treimanis,2024-10-03,https://fbref.com/en/matches/6ccaf173/Slavia-Prague-Ajax-October-3-2024-Europa-League
