Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J25,James Trafford,Burnley,Premier League,eng ENG,21-130,90,7,5,2,42.9,2.5,6,22,27.3,42,4,33.3,31.2,9,88.9,61.7,8,0,0.0,0,13.0
J25,David Raya,Arsenal,Premier League,es ESP,28-155,90,0,0,0,,0.0,7,12,58.3,31,6,35.5,28.0,3,33.3,34.0,10,0,0.0,2,21.3
