Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J8,Álvaro Vallés,Las Palmas,La Liga,es ESP,26-069,90,3,1,2,66.7,1.6,3,7,42.9,43,3,11.6,23.8,4,50.0,44.3,10,1,10.0,5,25.6
J8,Iván Villar,Celta Vigo,La Liga,es ESP,26-085,90,5,2,3,80.0,1.5,4,16,25.0,18,5,55.6,44.9,9,66.7,48.9,20,0,0.0,0,16.0
