Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J5,Giorgi Mamardashvili,Valencia,La Liga,ge GEO,22-352,90,3,0,3,100.0,0.6,9,28,32.1,25,3,76.0,49.2,11,81.8,57.7,23,1,4.3,0,4.0
J5,Jan Oblak,Atlético Madrid,La Liga,si SVN,30-252,90,8,3,5,62.5,2.1,0,0,,13,6,0.0,19.2,3,0.0,29.7,9,1,11.1,1,20.5
