Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J17,David Raya,Arsenal,Premier League,es ESP,28-093,90,1,0,1,100.0,0.1,2,13,15.4,32,4,34.4,29.2,2,100.0,65.5,7,2,28.6,0,3.0
J17,Bart Verbruggen,Brighton,Premier League,nl NED,21-121,90,8,2,6,75.0,1.4,1,3,33.3,44,4,6.8,22.1,0,,,17,0,0.0,1,13.3
