Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J3,Nick Pope,Newcastle Utd,Premier League,eng ENG,31-130,90,4,2,2,50.0,1.8,4,10,40.0,25,7,32.0,27.9,6,33.3,29.3,13,1,7.7,10,26.8
J3,Alisson,Liverpool,Premier League,br BRA,30-329,90,8,1,7,87.5,1.3,1,14,7.1,35,6,22.9,28.6,13,46.2,40.3,11,0,0.0,0,5.0
