Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J13,Bernd Leno,Fulham,Premier League,de GER,31-268,90,6,2,4,83.3,1.8,1,6,16.7,34,6,8.8,21.3,3,100.0,62.3,4,0,0.0,6,21.4
J13,José Sá,Wolves,Premier League,pt POR,30-314,90,6,3,3,83.3,3.4,2,9,22.2,27,7,25.9,28.2,7,28.6,26.0,15,0,0.0,1,12.7
