Game Week,Player,Team,League,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J26,Tim Skarke,Darmstadt 98,Bundesliga,27.0,de GER,"FW,LM",27-191,78,1,0,0,0,1,1,0,0,20,0,0,0,0.2,0.2,0.1,1,0,8,12,66.7,1,11,0,2,0,Tim Skarke,27.0,de GER,"FW,LM",27-191,78,8,12,66.7,149,58,4,6,66.7,3,4,75.0,1,2,50.0,0,0.1,0.2,1,1,1,1,1,Tim Skarke,27.0,de GER,"FW,LM",27-191,78,12,12,0,0,0,0,1,0,0,0,0,0,8,0,0,Tim Skarke,27.0,de GER,"FW,LM",27-191,78,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Tim Skarke,27.0,de GER,"FW,LM",27-191,78,20,1,7,7,7,4,20,2,0,0.0,2,100.0,11,52,9,0,1,0,4,0,12,4,Tim Skarke,27.0,de GER,"FW,LM",27-191,78,0,0,0,1,1,0,1,0,0,0,0,0,4,0,1,0.0
J26,Sebastian Polter,Darmstadt 98,Bundesliga,40.0,de GER,"AM,LM",32-350,12,0,1,0,0,1,0,0,0,9,1,0,0,0.1,0.1,0.5,1,1,5,6,83.3,0,3,0,1,1,Sebastian Polter,40.0,de GER,"AM,LM",32-350,12,5,6,83.3,77,24,1,1,100.0,4,5,80.0,0,0,,1,0.5,0.2,1,0,1,1,0,Sebastian Polter,40.0,de GER,"AM,LM",32-350,12,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0,Sebastian Polter,40.0,de GER,"AM,LM",32-350,12,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,Sebastian Polter,40.0,de GER,"AM,LM",32-350,12,9,1,3,2,4,1,9,1,1,100.0,0,0.0,3,6,0,0,0,0,0,1,8,2,Sebastian Polter,40.0,de GER,"AM,LM",32-350,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
J26,Oscar Vilhelmsson,Darmstadt 98,Bundesliga,29.0,se SWE,FW,20-166,90,1,0,0,0,4,1,0,0,32,1,1,1,0.8,0.8,0.0,3,0,12,17,70.6,2,9,1,1,0,Oscar Vilhelmsson,29.0,se SWE,FW,20-166,90,12,17,70.6,186,31,7,8,87.5,4,4,100.0,1,2,50.0,0,0.0,0.0,0,1,1,0,2,Oscar Vilhelmsson,29.0,se SWE,FW,20-166,90,17,12,5,0,0,0,1,0,0,0,0,0,12,0,2,Oscar Vilhelmsson,29.0,se SWE,FW,20-166,90,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,5,0,Oscar Vilhelmsson,29.0,se SWE,FW,20-166,90,32,7,8,12,13,2,32,1,0,0.0,1,100.0,9,71,43,1,2,0,2,0,16,3,Oscar Vilhelmsson,29.0,se SWE,FW,20-166,90,0,0,0,0,0,0,1,1,0,0,0,0,2,3,6,33.3
J26,Mathias Honsak,Darmstadt 98,Bundesliga,18.0,at AUT,LM,27-087,70,0,1,0,0,1,1,0,0,26,2,1,3,0.1,0.1,0.2,2,2,10,13,76.9,2,12,2,2,2,Mathias Honsak,18.0,at AUT,LM,27-087,70,10,13,76.9,146,63,7,8,87.5,3,5,60.0,0,0,,1,0.2,0.4,1,0,1,0,2,Mathias Honsak,18.0,at AUT,LM,27-087,70,13,13,0,0,0,0,0,0,0,0,0,0,10,0,0,Mathias Honsak,18.0,at AUT,LM,27-087,70,2,1,2,0,0,1,3,33.3,2,3,1,2,1,3,2,0,Mathias Honsak,18.0,at AUT,LM,27-087,70,26,3,10,9,7,2,26,2,2,100.0,0,0.0,12,72,28,2,0,1,3,0,15,3,Mathias Honsak,18.0,at AUT,LM,27-087,70,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,50.0
J26,Aaron Seydel,Darmstadt 98,Bundesliga,22.0,de GER,FW,28-038,20,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.1,2,1,9,13,69.2,1,8,0,1,1,Aaron Seydel,22.0,de GER,FW,28-038,20,9,13,69.2,145,12,5,6,83.3,4,7,57.1,0,0,,0,0.1,0.1,1,0,0,0,1,Aaron Seydel,22.0,de GER,FW,28-038,20,13,12,1,0,0,0,0,0,0,0,0,0,9,0,0,Aaron Seydel,22.0,de GER,FW,28-038,20,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,Aaron Seydel,22.0,de GER,FW,28-038,20,14,0,0,8,6,1,14,1,1,100.0,0,0.0,8,29,1,0,0,0,0,1,12,1,Aaron Seydel,22.0,de GER,FW,28-038,20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0
J26,Bartol Franjić,Darmstadt 98,Bundesliga,28.0,hr CRO,CM,24-062,78,0,0,0,0,0,0,1,0,27,0,3,0,0.0,0.0,0.0,0,0,14,20,70.0,2,13,0,1,1,Bartol Franjić,28.0,hr CRO,CM,24-062,78,14,20,70.0,274,123,6,8,75.0,6,7,85.7,2,3,66.7,0,0.0,0.0,0,1,0,0,2,Bartol Franjić,28.0,hr CRO,CM,24-062,78,20,19,0,0,0,0,0,0,0,0,0,0,14,1,0,Bartol Franjić,28.0,hr CRO,CM,24-062,78,0,0,0,0,0,0,4,0.0,4,0,0,0,3,3,0,0,Bartol Franjić,28.0,hr CRO,CM,24-062,78,27,1,14,13,1,0,27,1,1,100.0,0,0.0,13,83,10,0,0,0,0,1,16,0,Bartol Franjić,28.0,hr CRO,CM,24-062,78,1,0,0,1,0,0,0,3,0,0,0,0,2,0,1,0.0
J26,Klaus Gjasula,Darmstadt 98,Bundesliga,23.0,al ALB,"RM,CM",34-093,12,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,3,4,75.0,1,3,0,0,0,Klaus Gjasula,23.0,al ALB,"RM,CM",34-093,12,3,4,75.0,71,54,2,3,66.7,0,0,,1,1,100.0,0,0.0,0.0,0,1,0,0,1,Klaus Gjasula,23.0,al ALB,"RM,CM",34-093,12,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Klaus Gjasula,23.0,al ALB,"RM,CM",34-093,12,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Klaus Gjasula,23.0,al ALB,"RM,CM",34-093,12,5,0,3,2,0,0,5,0,0,,0,,3,16,0,0,0,0,0,0,2,0,Klaus Gjasula,23.0,al ALB,"RM,CM",34-093,12,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
J26,Tobias Kempe,Darmstadt 98,Bundesliga,11.0,de GER,CM,34-263,90,0,0,0,0,0,0,0,0,38,3,1,1,0.0,0.0,0.0,1,0,20,26,76.9,2,12,0,1,1,Tobias Kempe,11.0,de GER,CM,34-263,90,20,26,76.9,277,68,11,13,84.6,7,7,100.0,1,3,33.3,0,0.0,0.0,1,1,0,0,2,Tobias Kempe,11.0,de GER,CM,34-263,90,26,24,2,0,0,0,3,0,2,0,1,0,20,0,1,Tobias Kempe,11.0,de GER,CM,34-263,90,3,2,3,0,0,1,4,25.0,3,1,0,1,1,4,4,0,Tobias Kempe,11.0,de GER,CM,34-263,90,38,6,19,10,9,0,38,1,1,100.0,0,0.0,12,43,21,0,0,0,0,0,17,1,Tobias Kempe,11.0,de GER,CM,34-263,90,0,0,0,1,0,0,3,1,2,0,0,0,2,1,0,100.0
J26,Julian Justvan,Darmstadt 98,Bundesliga,17.0,de GER,"RM,LM",25-349,90,0,0,0,0,0,0,0,0,34,1,2,1,0.0,0.0,0.0,3,0,14,18,77.8,1,12,0,8,3,Julian Justvan,17.0,de GER,"RM,LM",25-349,90,14,18,77.8,196,128,8,11,72.7,5,6,83.3,1,1,100.0,0,0.0,0.0,1,1,1,0,1,Julian Justvan,17.0,de GER,"RM,LM",25-349,90,18,18,0,0,0,0,1,0,0,0,0,0,14,0,0,Julian Justvan,17.0,de GER,"RM,LM",25-349,90,1,0,0,1,0,0,3,0.0,3,1,1,0,2,3,1,0,Julian Justvan,17.0,de GER,"RM,LM",25-349,90,34,4,14,15,6,0,34,8,3,37.5,4,50.0,12,76,9,0,0,0,3,0,16,1,Julian Justvan,17.0,de GER,"RM,LM",25-349,90,0,0,0,0,1,0,1,2,0,0,0,0,7,0,0,
J26,Fabian Holland,Darmstadt 98,Bundesliga,32.0,de GER,LB,33-249,70,0,0,0,0,0,0,0,0,25,2,3,2,0.0,0.0,0.2,1,0,8,15,53.3,1,5,0,0,0,Fabian Holland,32.0,de GER,LB,33-249,70,8,15,53.3,131,57,3,5,60.0,5,7,71.4,0,2,0.0,0,0.2,0.1,1,0,1,0,1,Fabian Holland,32.0,de GER,LB,33-249,70,15,13,2,0,0,0,0,2,0,0,0,0,8,0,2,Fabian Holland,32.0,de GER,LB,33-249,70,2,2,2,0,0,1,3,33.3,2,2,2,0,3,5,0,0,Fabian Holland,32.0,de GER,LB,33-249,70,25,3,17,7,1,0,25,0,0,,0,,5,16,2,0,0,0,1,0,6,0,Fabian Holland,32.0,de GER,LB,33-249,70,0,0,0,2,0,0,0,3,2,0,0,0,2,0,0,
