Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J33,Marcin Bułka,Nice,Ligue 1,pl POL,24-219,90,3,0,3,100.0,0.2,0,4,0.0,39,7,5.1,16.3,11,18.2,22.6,10,2,20.0,0,8.0
J33,Arthur Desmas,Le Havre,Ligue 1,fr FRA,30-033,90,6,1,5,83.3,1.1,8,21,38.1,23,3,65.2,38.7,7,85.7,54.9,13,2,15.4,0,5.5
