Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J28,Álvaro Vallés,Las Palmas,La Liga,es ESP,26-229,90,2,2,1,0.0,0.4,2,9,22.2,69,4,11.6,23.9,2,50.0,39.5,11,0,0.0,0,16.7
J28,Unai Simón,Athletic Club,La Liga,es ESP,26-273,90,2,0,2,100.0,1.0,8,25,32.0,25,3,76.0,48.4,6,100.0,74.2,16,0,0.0,1,21.0
