Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J30,Caoimhín Kelleher,Liverpool,Premier League,ie IRL,25-129,90,3,1,2,66.7,1.0,3,5,60.0,40,5,7.5,20.4,3,66.7,48.3,14,0,0.0,0,9.7
J30,Bart Verbruggen,Brighton,Premier League,nl NED,21-226,90,8,2,6,75.0,2.4,3,9,33.3,40,7,22.5,26.6,3,0.0,8.3,12,3,25.0,0,9.8
