Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J34,Yann Sommer,Inter,Serie A,ch SUI,35-133,90,3,0,3,100.0,0.1,0,2,0.0,41,6,4.9,19.4,2,0.0,23.5,14,1,7.1,0,12.4
J34,Vanja Milinković-Savić,Torino,Serie A,rs SRB,27-068,90,5,2,3,80.0,1.4,9,19,47.4,38,6,23.7,29.5,11,90.9,66.2,10,0,0.0,2,16.8
