Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J33,Manuel Riemann,Bochum,Bundesliga,de GER,35-246,90,10,5,5,60.0,3.9,17,34,50.0,35,4,62.9,43.7,13,92.3,63.1,14,0,0.0,4,22.0
J33,Lukáš Hrádecký,Leverkusen,Bundesliga,fi FIN,34-170,90,0,0,0,,0.0,1,6,16.7,26,9,11.5,23.1,6,50.0,38.3,7,2,28.6,0,12.2
