Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J9,Lukáš Hrádecký,Leverkusen,Bundesliga,fi FIN,33-339,90,3,1,2,66.7,0.7,2,5,40.0,15,6,13.3,21.1,6,50.0,38.2,14,2,14.3,0,11.0
J9,Noah Atubolu,Freiburg,Bundesliga,de GER,21-157,90,4,2,2,50.0,0.7,6,15,40.0,25,4,28.0,31.6,10,80.0,58.9,11,0,0.0,3,18.1
