Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J33,Simone Scuffet,Cagliari,Serie A,it ITA,27-324,90,3,2,2,33.3,0.4,7,23,30.4,19,0,78.9,47.1,8,100.0,64.0,22,0,0.0,1,29.0
J33,Wojciech Szczęsny,Juventus,Serie A,pl POL,34-001,90,4,2,2,100.0,2.4,1,2,50.0,15,7,6.7,20.3,8,12.5,27.4,8,0,0.0,0,
