Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J19,Gianluigi Donnarumma,Paris S-G,Ligue 1,it ITA,24-337,90,6,2,4,66.7,1.6,2,4,50.0,34,5,8.8,21.5,3,33.3,30.0,10,2,20.0,1,10.8
J19,Marco Bizot,Brest,Ligue 1,nl NED,32-324,90,4,2,2,50.0,2.0,11,20,55.0,27,4,59.3,40.1,8,50.0,37.6,10,1,10.0,0,10.0
