Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J29,Dean Henderson,Crystal Palace,Premier League,eng ENG,27-043,90,2,0,2,100.0,0.2,2,19,10.5,19,0,84.2,55.1,5,60.0,43.4,8,0,0.0,0,8.8
J29,Martin Dúbravka,Newcastle Utd,Premier League,sk SVK,35-100,90,7,2,5,71.4,1.5,1,8,12.5,23,9,8.7,19.3,11,54.5,41.5,16,1,6.3,3,16.2
