Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J5,Lukáš Hrádecký,Leverkusen,Bundesliga,fi FIN,33-304,90,2,1,1,50.0,1.2,2,2,100.0,25,5,8.0,24.5,2,0.0,22.0,7,2,28.6,0,10.0
J5,Kevin Müller,Heidenheim,Bundesliga,de GER,32-193,90,10,4,6,70.0,3.8,5,16,31.3,33,5,36.4,33.1,8,50.0,40.9,10,0,0.0,0,8.7
