Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J35,Jesús Owono,Alavés,La Liga,gq EQG,23-070,90,5,2,3,60.0,2.0,8,17,47.1,17,1,41.2,36.2,11,90.9,68.4,7,2,28.6,1,16.5
J35,Paulo Gazzaniga,Girona,La Liga,ar ARG,32-129,90,8,2,6,75.0,2.4,5,9,55.6,31,8,16.1,28.4,8,50.0,39.6,16,2,12.5,2,17.0
