Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J31,Mile Svilar,Roma,Serie A,rs SRB,24-223,90,1,0,1,100.0,0.0,5,18,27.8,38,2,36.8,34.3,5,80.0,56.6,13,1,7.7,0,9.5
J31,Christos Mandas,Lazio,Serie A,gr GRE,22-202,90,3,1,2,66.7,0.4,5,16,31.3,29,5,44.8,38.4,3,100.0,59.3,10,0,0.0,0,
