Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J12,Marco Silvestri,Udinese,Serie A,it ITA,32-255,90,2,1,1,50.0,1.2,4,12,33.3,14,1,50.0,35.5,6,83.3,51.0,17,1,5.9,0,4.0
J12,Marco Carnesecchi,Atalanta,Serie A,it ITA,23-134,90,4,1,3,75.0,0.9,1,3,33.3,20,7,15.0,30.8,3,0.0,19.3,13,0,0.0,0,13.0
