Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J9,Diant Ramaj,Ajax,Europa Conference League,de GER,22-149,90,3,2,1,33.3,1.1,1,5,20.0,30,4,16.7,27.3,1,0.0,23.0,1,0,0.0,1,16.3
J9,Kjetil Haug,Bodø/Glimt,Europa Conference League,no NOR,25-248,90,5,2,3,80.0,1.4,2,10,20.0,52,8,17.3,26.5,4,25.0,28.5,21,4,19.0,0,8.3
