Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J29,Pau López,Marseille,Ligue 1,es ESP,29-133,90,4,2,2,50.0,1.1,6,22,27.3,34,2,41.2,35.7,9,88.9,57.6,16,1,6.3,0,11.5
J29,Marcin Bułka,Nice,Ligue 1,pl POL,24-203,90,4,2,2,75.0,1.7,0,3,0.0,22,3,9.1,26.6,3,33.3,37.3,10,2,20.0,3,17.5
