Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J1,Mory Diaw,Clermont Foot,Ligue 1,sn SEN,30-052,90,8,4,4,50.0,3.4,4,13,30.8,49,4,26.5,31.6,2,0.0,6.0,5,0,0.0,0,20.0
J1,Philipp Köhn,Monaco,Ligue 1,ch SUI,25-133,90,7,2,5,71.4,1.4,5,16,31.3,28,9,32.1,31.3,8,87.5,55.0,15,2,13.3,1,8.3
