Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J5,David Soria,Getafe,La Liga,es ESP,30-166,90,3,2,1,66.7,1.5,16,38,42.1,42,4,71.4,47.3,8,100.0,59.1,10,0,0.0,2,24.0
J5,Sergio Herrera,Osasuna,La Liga,es ESP,30-104,90,6,3,3,50.0,1.3,7,17,41.2,27,3,63.0,45.6,1,0.0,38.0,17,0,0.0,0,10.0
