Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J8,Ederson,Manchester City,UEFA Champions League,br BRA,31-165,90,5,1,4,80.0,0.4,1,2,50.0,24,7,4.2,20.2,3,33.3,34.0,4,1,25.0,3,26.0
J8,Simon Mignolet,Club Brugge,UEFA Champions League,be BEL,36-329,90,5,3,3,40.0,1.6,5,5,100.0,23,3,17.4,31.2,7,14.3,30.3,18,2,11.1,0,6.3
