Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J16,Gautier Larsonneur,Saint-Étienne,French Ligue 1,fr FRA,27-316,90,1,1,0,0.0,0.2,6,22,27.3,29,2,62.1,39.9,5,80.0,47.4,23,1,4.3,0,11.4
J16,Yehvann Diouf,Reims,French Ligue 1,sn SEN,25-049,90,4,3,1,25.0,2.6,3,12,25.0,26,5,38.5,33.5,4,50.0,36.3,7,0,0.0,0,7.0
