Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J8,Mike Maignan,Milan,Italian Serie A,fr FRA,29-108,90,1,0,1,100.0,0.1,5,21,23.8,35,3,37.1,38.4,10,80.0,63.4,27,2,7.4,0,6.7
J8,Maduka Okoye,Udinese,Italian Serie A,ng NGA,25-052,90,5,1,4,80.0,1.3,2,4,50.0,32,5,9.4,22.9,2,50.0,49.5,12,0,0.0,3,18.4
