Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J6,Niklas Hedl,Rapid Wien,UEFA Europa Conference League,at AUT,23-277,90,2,0,2,100.0,0.3,3,11,27.3,31,2,29.0,31.5,4,50.0,45.5,12,1,8.3,0,5.0
J6,Nathan Trott,FC Copenhagen,UEFA Europa Conference League,eng ENG,26-028,90,9,3,6,66.7,3.7,2,4,50.0,35,1,11.4,18.5,5,0.0,13.2,11,1,9.1,1,9.3
