Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J30,Robert Sánchez,Chelsea,English Premier League,es ESP,27-136,90,2,0,2,100.0,1.7,5,20,25.0,31,1,54.8,43.3,3,100.0,72.3,12,0,0.0,0,6.0
J30,Guglielmo Vicario,Tottenham,English Premier League,it ITA,28-178,90,5,1,4,80.0,1.8,2,6,33.3,36,3,16.7,24.1,2,0.0,11.0,18,0,0.0,0,7.1
