Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J5,Radosław Majecki,Monaco,UEFA Champions League,pl POL,25-011,90,8,3,5,62.5,4.4,1,9,11.1,25,6,20.0,30.0,5,80.0,56.4,18,1,5.6,0,10.5
J5,Anatolii Trubin,Benfica,UEFA Champions League,ua UKR,23-118,90,5,2,3,60.0,1.6,2,6,33.3,20,3,30.0,30.2,3,0.0,26.7,10,0,0.0,3,19.1
