Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J17,Guillaume Restes,Toulouse,French Ligue 1,fr FRA,19-307,90,2,2,0,0.0,2.0,1,5,20.0,28,3,17.9,23.6,5,0.0,18.0,6,0,0.0,4,21.0
J17,Đorđe Petrović,Strasbourg,French Ligue 1,rs SRB,25-096,90,5,1,5,80.0,0.8,1,15,6.7,43,2,30.2,32.4,3,66.7,57.0,14,0,0.0,2,22.5
