Game Week,Player,Team,League,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J37,Mohammed Kudus,West Ham,English Premier League,14.0,gh GHA,"FW,LM",24-289,78,0,0,0,0,3,0,0,0,45,2,0,0,0.2,0.2,0.0,1,0,24,28,85.7,1,31,2,7,2,Mohammed Kudus,14.0,gh GHA,"FW,LM",24-289,78,24,28,85.7,448,43,11,12,91.7,10,11,90.9,3,4,75.0,0,0.0,0.1,1,2,2,2,1,Mohammed Kudus,14.0,gh GHA,"FW,LM",24-289,78,28,26,2,0,0,0,5,0,0,0,0,0,24,0,0,Mohammed Kudus,14.0,gh GHA,"FW,LM",24-289,78,2,1,1,1,0,0,0,,0,0,0,0,0,2,0,0,Mohammed Kudus,14.0,gh GHA,"FW,LM",24-289,78,45,1,5,19,22,4,45,7,2,28.6,5,71.4,31,191,93,2,1,1,4,1,33,7,Mohammed Kudus,14.0,gh GHA,"FW,LM",24-289,78,0,0,0,0,2,0,5,0,1,0,0,0,5,1,0,100.0
J37,Luis Guilherme,West Ham,English Premier League,17.0,br BRA,LM,19-098,12,0,0,0,0,1,0,0,0,14,0,0,0,0.1,0.1,0.0,0,0,11,11,100.0,2,9,1,4,2,Luis Guilherme,17.0,br BRA,LM,19-098,12,11,11,100.0,167,58,7,7,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,2,Luis Guilherme,17.0,br BRA,LM,19-098,12,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,Luis Guilherme,17.0,br BRA,LM,19-098,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Luis Guilherme,17.0,br BRA,LM,19-098,12,14,0,0,10,4,1,14,4,2,50.0,2,50.0,9,59,29,1,0,0,0,0,14,3,Luis Guilherme,17.0,br BRA,LM,19-098,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
J37,Jarrod Bowen,West Ham,English Premier League,20.0,eng ENG,"FW,RM",28-149,90,1,0,0,0,3,1,0,0,42,1,0,0,0.2,0.2,0.0,1,0,15,25,60.0,2,19,3,8,2,Jarrod Bowen,20.0,eng ENG,"FW,RM",28-149,90,15,25,60.0,221,37,11,14,78.6,3,6,50.0,1,1,100.0,0,0.0,0.0,0,2,0,0,2,Jarrod Bowen,20.0,eng ENG,"FW,RM",28-149,90,25,25,0,0,0,0,2,0,0,0,0,0,15,0,3,Jarrod Bowen,20.0,eng ENG,"FW,RM",28-149,90,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0,Jarrod Bowen,20.0,eng ENG,"FW,RM",28-149,90,42,1,1,12,29,9,42,8,2,25.0,6,75.0,19,129,37,3,1,2,2,2,32,13,Jarrod Bowen,20.0,eng ENG,"FW,RM",28-149,90,0,0,0,1,1,0,2,0,1,0,0,0,4,0,1,0.0
J37,Tomáš Souček,West Ham,English Premier League,28.0,cz CZE,AM,30-080,57,0,0,0,0,1,1,0,0,22,2,0,0,0.0,0.0,0.0,1,0,11,15,73.3,1,6,0,0,0,Tomáš Souček,28.0,cz CZE,AM,30-080,57,11,15,73.3,180,54,5,8,62.5,5,6,83.3,1,1,100.0,0,0.0,0.0,0,0,0,0,1,Tomáš Souček,28.0,cz CZE,AM,30-080,57,15,14,1,1,0,0,0,0,0,0,0,0,11,0,0,Tomáš Souček,28.0,cz CZE,AM,30-080,57,2,1,0,2,0,2,2,100.0,0,0,0,0,0,2,3,0,Tomáš Souček,28.0,cz CZE,AM,30-080,57,22,3,6,12,4,1,22,0,0,,0,,6,5,3,0,0,0,1,2,14,0,Tomáš Souček,28.0,cz CZE,AM,30-080,57,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,33.3
J37,Niclas Füllkrug,West Ham,English Premier League,11.0,de GER,FW,32-098,33,0,0,0,0,1,1,0,0,12,1,0,0,0.0,0.0,0.0,1,0,5,8,62.5,1,6,0,0,0,Niclas Füllkrug,11.0,de GER,FW,32-098,33,5,8,62.5,75,10,2,5,40.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,1,0,1,Niclas Füllkrug,11.0,de GER,FW,32-098,33,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0,Niclas Füllkrug,11.0,de GER,FW,32-098,33,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0,Niclas Füllkrug,11.0,de GER,FW,32-098,33,12,1,1,5,7,3,12,0,0,,0,,6,3,1,0,0,0,1,1,8,3,Niclas Füllkrug,11.0,de GER,FW,32-098,33,0,0,0,1,0,0,0,0,1,0,0,0,2,2,1,66.7
J37,Guido Rodríguez,West Ham,English Premier League,24.0,ar ARG,CM,31-036,57,0,0,0,0,0,0,1,0,36,2,1,1,0.0,0.0,0.0,1,0,21,24,87.5,1,12,0,2,0,Guido Rodríguez,24.0,ar ARG,CM,31-036,57,21,24,87.5,328,58,16,17,94.1,2,3,66.7,3,4,75.0,0,0.0,0.0,0,1,0,0,1,Guido Rodríguez,24.0,ar ARG,CM,31-036,57,24,23,1,1,0,0,1,0,0,0,0,0,21,0,0,Guido Rodríguez,24.0,ar ARG,CM,31-036,57,2,0,1,1,0,0,0,,0,1,0,1,1,3,5,0,Guido Rodríguez,24.0,ar ARG,CM,31-036,57,36,8,12,21,3,1,36,2,0,0.0,1,50.0,12,51,26,0,0,0,0,0,18,1,Guido Rodríguez,24.0,ar ARG,CM,31-036,57,1,0,0,2,1,0,1,1,0,0,0,0,3,2,0,100.0
J37,Lucas Paquetá,West Ham,English Premier League,10.0,br BRA,CM,27-264,33,0,0,0,0,1,0,1,0,43,0,1,1,0.1,0.1,0.0,3,0,27,34,79.4,10,20,4,3,2,Lucas Paquetá,10.0,br BRA,CM,27-264,33,27,34,79.4,501,212,15,15,100.0,6,13,46.2,5,5,100.0,0,0.0,0.0,0,7,1,0,10,Lucas Paquetá,10.0,br BRA,CM,27-264,33,34,33,1,0,0,0,1,0,0,0,0,0,27,0,0,Lucas Paquetá,10.0,br BRA,CM,27-264,33,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Lucas Paquetá,10.0,br BRA,CM,27-264,33,43,0,3,21,19,2,43,3,2,66.7,1,33.3,20,149,100,4,2,0,1,1,33,3,Lucas Paquetá,10.0,br BRA,CM,27-264,33,1,0,0,1,0,0,1,1,0,0,0,0,3,0,0,
J37,James Ward-Prowse,West Ham,English Premier League,8.0,eng ENG,CM,30-198,57,0,0,0,0,0,0,0,0,45,1,1,0,0.0,0.0,0.2,2,0,36,42,85.7,0,13,1,0,0,James Ward-Prowse,8.0,eng ENG,CM,30-198,57,36,42,85.7,674,148,13,13,100.0,17,20,85.0,5,8,62.5,0,0.2,0.2,1,4,0,0,0,James Ward-Prowse,8.0,eng ENG,CM,30-198,57,42,36,6,2,0,0,5,0,4,1,3,0,36,0,0,James Ward-Prowse,8.0,eng ENG,CM,30-198,57,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,2,0,James Ward-Prowse,8.0,eng ENG,CM,30-198,57,45,2,12,24,9,0,45,0,0,,0,,13,47,5,1,0,0,0,0,29,2,James Ward-Prowse,8.0,eng ENG,CM,30-198,57,0,0,0,0,1,0,5,1,1,0,0,0,1,3,0,100.0
J37,Carlos Soler,West Ham,English Premier League,4.0,es ESP,CM,28-136,33,0,0,0,0,1,1,1,0,28,1,0,0,0.1,0.1,0.2,4,0,21,24,87.5,4,11,1,0,0,Carlos Soler,4.0,es ESP,CM,28-136,33,21,24,87.5,420,163,8,9,88.9,10,10,100.0,3,5,60.0,0,0.2,0.6,4,2,2,0,4,Carlos Soler,4.0,es ESP,CM,28-136,33,24,20,4,0,0,1,3,0,4,1,2,0,21,0,1,Carlos Soler,4.0,es ESP,CM,28-136,33,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Carlos Soler,4.0,es ESP,CM,28-136,33,28,0,3,12,13,3,28,0,0,,0,,11,57,43,1,0,0,0,0,18,3,Carlos Soler,4.0,es ESP,CM,28-136,33,1,0,0,2,1,0,3,0,0,0,0,0,0,1,1,50.0
J37,Aaron Wan-Bissaka,West Ham,English Premier League,29.0,eng ENG,"WB,LB",27-173,90,0,0,0,0,0,0,0,0,66,1,3,2,0.0,0.0,0.0,2,0,41,50,82.0,11,28,5,3,1,Aaron Wan-Bissaka,29.0,eng ENG,"WB,LB",27-173,90,41,50,82.0,566,245,25,30,83.3,16,18,88.9,0,2,0.0,0,0.0,0.0,0,2,1,0,11,Aaron Wan-Bissaka,29.0,eng ENG,"WB,LB",27-173,90,50,44,6,0,0,0,3,6,0,0,0,0,41,0,0,Aaron Wan-Bissaka,29.0,eng ENG,"WB,LB",27-173,90,1,1,0,1,0,0,0,,0,2,2,0,3,4,4,0,Aaron Wan-Bissaka,29.0,eng ENG,"WB,LB",27-173,90,66,5,13,23,31,1,66,3,1,33.3,2,66.7,28,149,108,5,3,1,2,0,41,6,Aaron Wan-Bissaka,29.0,eng ENG,"WB,LB",27-173,90,0,0,0,0,0,0,3,3,1,0,0,0,3,0,0,
