Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J23,Łukasz Skorupski,Bologna,Italian Serie A,pl POL,33-272,90,1,0,1,100.0,0.4,1,5,20.0,27,1,14.8,29.8,4,25.0,34.5,4,0,0.0,1,21.0
J23,Jean Butez,Como,Italian Serie A,fr FRA,29-238,90,4,2,2,50.0,1.8,6,10,60.0,46,7,19.6,27.5,3,33.3,31.0,15,1,6.7,4,28.8
