Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J23,Ørjan Nyland,Sevilla,Spanish La Liga,no NOR,34-152,90,6,4,2,33.3,2.8,6,16,37.5,21,4,38.1,36.7,9,88.9,56.4,13,0,0.0,1,16.0
J23,Wojciech Szczęsny,Barcelona,Spanish La Liga,pl POL,34-297,90,4,1,3,75.0,1.1,1,9,11.1,28,9,25.0,28.5,2,100.0,63.5,15,0,0.0,5,25.3
