Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J18,Kepa Arrizabalaga,Bournemouth,English Premier League,es ESP,30-084,90,4,0,4,100.0,0.5,3,5,60.0,21,5,14.3,26.0,5,40.0,37.8,10,0,0.0,5,26.7
J18,Dean Henderson,Crystal Palace,English Premier League,eng ENG,27-289,90,3,0,3,100.0,0.4,7,19,36.8,27,3,40.7,39.3,13,61.5,48.0,16,0,0.0,0,5.0
