Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J30,Finn Dahmen,Augsburg,German Bundesliga,de GER,27-024,90,4,0,4,100.0,1.4,9,25,36.0,40,4,50.0,41.2,9,55.6,56.4,16,0,0.0,4,25.0
J30,Kevin Trapp,Eint Frankfurt,German Bundesliga,de GER,34-286,90,2,0,2,100.0,0.7,7,16,43.8,42,2,38.1,31.8,7,0.0,12.7,6,2,33.3,1,9.0
