Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J5,Matheus,Braga,UEFA Europa League,br BRA,32-132,90,3,0,3,100.0,0.1,2,13,15.4,38,4,28.9,31.1,9,22.2,33.6,22,2,9.1,2,12.9
J5,Oliver Baumann,Hoffenheim,UEFA Europa League,de GER,34-179,90,5,3,2,40.0,1.3,3,14,21.4,33,4,42.4,33.1,0,,,1,0,0.0,1,17.8
