Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J11,Łukasz Fabiański,West Ham,English Premier League,pl POL,39-205,90,4,0,4,100.0,0.5,5,14,35.7,22,7,36.4,35.2,7,85.7,56.3,22,2,9.1,0,8.5
J11,Jordan Pickford,Everton,English Premier League,eng ENG,30-247,90,6,0,6,100.0,1.2,5,16,31.3,34,5,35.3,36.7,5,80.0,55.6,9,1,11.1,1,15.5
