Game Week,Player,Team,League,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J20,Philipp Hofmann,Bochum,German Bundesliga,33.0,de GER,FW,31-308,90,0,0,0,0,4,3,0,0,36,1,0,1,0.1,0.1,0.1,3,0,14,25,56.0,3,17,0,1,0,Philipp Hofmann,33.0,de GER,FW,31-308,90,14,25,56.0,215,68,8,15,53.3,3,6,50.0,2,2,100.0,0,0.1,0.0,2,4,0,0,3,Philipp Hofmann,33.0,de GER,FW,31-308,90,25,23,1,0,0,0,0,0,0,0,0,0,14,1,0,Philipp Hofmann,33.0,de GER,FW,31-308,90,1,1,0,0,1,1,1,100.0,0,1,0,1,0,1,2,0,Philipp Hofmann,33.0,de GER,FW,31-308,90,36,2,2,24,10,2,36,1,0,0.0,1,100.0,17,54,25,0,0,0,0,1,26,4,Philipp Hofmann,33.0,de GER,FW,31-308,90,0,0,0,1,1,0,0,0,1,0,0,0,3,9,2,81.8
J20,Gerrit Holtmann,Bochum,German Bundesliga,21.0,ph PHI,"LW,LB",29-313,89,0,0,0,0,7,0,0,0,50,0,0,0,0.2,0.2,0.2,5,0,29,35,82.9,4,30,3,1,0,Gerrit Holtmann,21.0,ph PHI,"LW,LB",29-313,89,29,35,82.9,521,123,15,15,100.0,11,12,91.7,3,6,50.0,0,0.2,0.1,1,2,3,1,4,Gerrit Holtmann,21.0,ph PHI,"LW,LB",29-313,89,35,34,1,0,0,0,5,1,0,0,0,0,29,0,0,Gerrit Holtmann,21.0,ph PHI,"LW,LB",29-313,89,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Gerrit Holtmann,21.0,ph PHI,"LW,LB",29-313,89,50,0,2,20,28,2,50,1,0,0.0,1,100.0,30,200,94,3,1,2,4,1,36,8,Gerrit Holtmann,21.0,ph PHI,"LW,LB",29-313,89,0,0,0,0,1,0,5,0,0,0,0,0,1,2,3,40.0
J20,Jakov Medić,Bochum,German Bundesliga,13.0,hr CRO,FW,26-147,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Jakov Medić,13.0,hr CRO,FW,26-147,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Jakov Medić,13.0,hr CRO,FW,26-147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jakov Medić,13.0,hr CRO,FW,26-147,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Jakov Medić,13.0,hr CRO,FW,26-147,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Jakov Medić,13.0,hr CRO,FW,26-147,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
J20,Moritz Broschinski,Bochum,German Bundesliga,29.0,de GER,RW,24-131,63,0,0,0,0,1,0,0,0,25,3,0,1,0.0,0.0,0.0,1,0,6,12,50.0,0,15,1,4,1,Moritz Broschinski,29.0,de GER,RW,24-131,63,6,12,50.0,100,3,4,5,80.0,2,5,40.0,0,0,,0,0.0,0.0,1,0,0,0,0,Moritz Broschinski,29.0,de GER,RW,24-131,63,12,12,0,0,0,0,2,0,0,0,0,0,6,0,1,Moritz Broschinski,29.0,de GER,RW,24-131,63,3,3,1,1,1,2,2,100.0,0,1,0,1,0,3,1,0,Moritz Broschinski,29.0,de GER,RW,24-131,63,25,1,3,10,12,2,25,4,1,25.0,3,75.0,15,80,26,1,1,0,3,1,16,4,Moritz Broschinski,29.0,de GER,RW,24-131,63,0,0,0,1,2,0,2,0,3,0,0,0,3,0,1,0.0
J20,Myron Boadu,Bochum,German Bundesliga,9.0,nl NED,"RW,LW,LM",24-018,27,0,0,0,0,1,0,0,0,16,0,0,0,0.1,0.1,0.1,1,0,9,12,75.0,0,7,1,1,0,Myron Boadu,9.0,nl NED,"RW,LW,LM",24-018,27,9,12,75.0,159,4,2,3,66.7,5,7,71.4,1,1,100.0,0,0.1,0.0,1,0,0,0,0,Myron Boadu,9.0,nl NED,"RW,LW,LM",24-018,27,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0,Myron Boadu,9.0,nl NED,"RW,LW,LM",24-018,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Myron Boadu,9.0,nl NED,"RW,LW,LM",24-018,27,16,0,1,9,7,2,16,1,0,0.0,1,100.0,7,47,30,1,1,0,1,1,10,4,Myron Boadu,9.0,nl NED,"RW,LW,LM",24-018,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
J20,Dani de Wit,Bochum,German Bundesliga,10.0,nl NED,AM,27-004,62,0,0,0,0,0,0,0,0,26,1,0,2,0.0,0.0,0.0,1,0,8,15,53.3,0,9,0,2,0,Dani de Wit,10.0,nl NED,AM,27-004,62,8,15,53.3,116,12,6,7,85.7,1,3,33.3,1,1,100.0,0,0.0,0.0,1,0,0,0,0,Dani de Wit,10.0,nl NED,AM,27-004,62,15,15,0,0,0,0,0,0,0,0,0,0,8,0,1,Dani de Wit,10.0,nl NED,AM,27-004,62,1,0,0,1,0,1,1,100.0,0,2,1,1,0,1,1,0,Dani de Wit,10.0,nl NED,AM,27-004,62,26,2,2,11,13,2,26,2,0,0.0,2,100.0,9,22,10,0,0,0,1,0,15,3,Dani de Wit,10.0,nl NED,AM,27-004,62,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,40.0
J20,Tom Krauß,Bochum,German Bundesliga,17.0,de GER,"AM,RB",23-224,28,0,0,0,0,0,0,0,0,24,1,0,0,0.0,0.0,0.0,3,0,18,23,78.3,1,14,1,0,0,Tom Krauß,17.0,de GER,"AM,RB",23-224,28,18,23,78.3,349,124,7,7,100.0,9,10,90.0,2,5,40.0,0,0.0,0.1,1,5,1,0,1,Tom Krauß,17.0,de GER,"AM,RB",23-224,28,23,22,1,1,0,0,2,0,0,0,0,0,18,0,0,Tom Krauß,17.0,de GER,"AM,RB",23-224,28,1,1,0,1,0,0,2,0.0,2,0,0,0,0,1,0,0,Tom Krauß,17.0,de GER,"AM,RB",23-224,28,24,0,2,14,8,0,24,0,0,,0,,14,57,36,1,0,0,0,0,18,0,Tom Krauß,17.0,de GER,"AM,RB",23-224,28,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,
J20,Matúš Bero,Bochum,German Bundesliga,19.0,sk SVK,"DM,AM,RM",29-148,90,0,0,0,0,2,0,1,0,68,3,0,0,0.1,0.1,0.1,7,0,33,50,66.0,5,28,1,8,1,Matúš Bero,19.0,sk SVK,"DM,AM,RM",29-148,90,33,50,66.0,560,208,17,21,81.0,9,13,69.2,5,11,45.5,0,0.1,0.1,2,6,1,0,5,Matúš Bero,19.0,sk SVK,"DM,AM,RM",29-148,90,50,37,13,1,0,0,8,4,7,5,1,0,33,0,1,Matúš Bero,19.0,sk SVK,"DM,AM,RM",29-148,90,3,2,2,1,0,2,4,50.0,2,0,0,0,0,3,1,0,Matúš Bero,19.0,sk SVK,"DM,AM,RM",29-148,90,68,1,5,34,31,4,68,8,1,12.5,7,87.5,28,111,39,1,2,1,4,1,34,6,Matúš Bero,19.0,sk SVK,"DM,AM,RM",29-148,90,1,0,0,3,1,0,8,0,2,0,0,0,8,1,4,20.0
J20,Ibrahima Sissoko,Bochum,German Bundesliga,6.0,ml MLI,"DM,CM",27-097,90,0,0,0,0,1,0,1,0,66,5,2,1,0.1,0.1,0.0,3,0,40,45,88.9,6,28,1,3,0,Ibrahima Sissoko,6.0,ml MLI,"DM,CM",27-097,90,40,45,88.9,697,311,14,16,87.5,22,23,95.7,3,3,100.0,0,0.0,0.1,0,8,1,0,6,Ibrahima Sissoko,6.0,ml MLI,"DM,CM",27-097,90,45,42,3,2,0,0,0,1,0,0,0,0,40,0,1,Ibrahima Sissoko,6.0,ml MLI,"DM,CM",27-097,90,5,4,3,2,0,3,4,75.0,1,1,0,1,2,7,7,0,Ibrahima Sissoko,6.0,ml MLI,"DM,CM",27-097,90,66,7,18,41,8,2,66,3,0,0.0,3,100.0,28,133,63,1,0,0,1,2,34,3,Ibrahima Sissoko,6.0,ml MLI,"DM,CM",27-097,90,1,0,0,5,2,0,0,2,4,0,0,0,7,4,2,66.7
J20,Maximilian Wittek,Bochum,German Bundesliga,32.0,de GER,LB,29-164,63,0,0,0,0,3,0,0,0,60,3,0,1,0.0,0.0,0.0,1,0,33,47,70.2,6,20,1,1,0,Maximilian Wittek,32.0,de GER,LB,29-164,63,33,47,70.2,688,506,11,14,78.6,17,20,85.0,5,10,50.0,0,0.0,0.1,1,4,1,1,6,Maximilian Wittek,32.0,de GER,LB,29-164,63,47,28,19,3,0,0,3,15,1,0,1,0,33,0,2,Maximilian Wittek,32.0,de GER,LB,29-164,63,3,2,3,0,0,3,3,100.0,0,1,0,1,0,3,1,0,Maximilian Wittek,32.0,de GER,LB,29-164,63,60,3,17,31,13,0,60,1,0,0.0,1,100.0,20,68,37,1,0,0,3,1,22,5,Maximilian Wittek,32.0,de GER,LB,29-164,63,0,0,0,1,0,0,3,0,2,0,0,0,4,0,1,0.0
