Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J6,Mark Flekken,Brentford,English Premier League,nl NED,31-107,90,3,1,2,66.7,1.3,5,15,33.3,47,3,27.7,33.6,4,50.0,46.0,14,1,7.1,1,13.7
J6,Alphonse Areola,West Ham,English Premier League,fr FRA,31-214,90,3,1,2,66.7,1.3,10,18,55.6,30,4,40.0,33.1,6,100.0,65.0,22,0,0.0,2,20.0
