Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J6,Sergio Padt,Ludogorets,UEFA Europa League,nl NED,34-189,90,7,2,5,71.4,3.1,11,23,47.8,37,3,40.5,33.9,9,88.9,58.0,18,2,11.1,1,8.7
J6,Rome-Jayden Owusu-Oduro,AZ Alkmaar,UEFA Europa League,nl NED,20-163,90,3,2,1,33.3,0.7,4,13,30.8,21,5,28.6,32.7,7,100.0,71.0,16,1,6.3,0,3.5
